报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
应收利息(万元),--,263,35,166,--,6,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,--,0,--,--,--,--,--,--,0,0,0,0,
其他应收款(万元),32493,17642,13675,941,6105,1160,1039,1025,2385,807,2780,2160,5429,5272,3435,3208,3042,2492,2067,2237,2088,10004,2092,1763,1872,1865,5352,2351,2293,2038,2317,2057,1020,2036,1351,480,224,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
存货(万元),17429,22183,19406,15923,17847,17758,19349,18457,23412,23524,23783,22094,24378,22352,23391,23221,23279,20991,20338,19173,20343,16143,18176,14288,14912,11742,12593,12192,14121,11463,11110,8847,7209,5953,5157,3333,2735,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动资产(万元),9570,9570,9431,9240,7945,7945,6432,4369,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),2574,1567,1305,1658,3439,2149,3637,2935,868,1015,658,2264,11466,15163,13982,13859,15334,16186,16633,24133,--,37,90,90,--,--,0,6,--,--,--,--,--,0,0,0,0,
流动资产合计(万元),149873,127209,99841,85234,97869,88173,88359,86143,95077,94199,85658,77238,99477,101307,106126,94071,92434,93474,97357,95598,105753,116894,64450,56060,62735,59534,68073,61392,66673,56856,62951,62580,63115,31231,29530,25046,13406,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
可供出售金融资产(万元),300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),4204,6564,8914,11039,13417,13198,12231,12184,1500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),2786,2842,2886,2886,2999,2988,3010,3010,3059,3075,3059,3059,3061,4933,5082,5082,3520,300,300,300,286,286,286,286,286,286,286,286,--,--,--,--,--,0,0,0,76,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,159,162,165,168,172,175,178,2375,2234,2443,2285,2511,3627,3918,3978,3951,4084,
固定资产原值(万元),--,106647,--,106163,--,103128,--,102308,--,103222,--,101680,--,86783,--,80952,--,72724,--,71587,--,53690,--,53341,--,44030,--,40665,--,26949,--,24250,--,0,17411,15078,0,
累计折旧(万元),--,47007,--,43730,--,40319,--,36895,--,34942,--,31016,--,25087,--,21464,--,21249,--,18794,--,13572,--,11462,--,9521,--,7994,--,4975,--,3794,--,0,2141,2021,0,
固定资产净值(万元),--,59639,--,62433,--,62809,--,65413,--,68279,--,70664,--,61695,--,59488,--,51475,--,52793,--,40118,--,41880,--,34509,--,32671,--,21975,--,20456,--,0,15271,13056,0,
固定资产减值准备(万元),--,9656,--,--,--,9685,--,9700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产(万元),35333,50013,51311,52777,51798,53124,54201,55714,66879,68279,69243,70664,67569,61695,58134,59488,51215,51475,51136,52793,44165,40118,40620,41880,33541,34509,32562,32671,24558,21975,20820,20456,15679,15528,15271,13056,3318,
在建工程(万元),18472,18466,17929,17309,11248,10162,9529,7782,15731,14749,11084,11522,11841,11825,9469,9082,18479,16845,15413,11169,14059,14350,11743,9095,9037,9015,7706,6186,1240,926,1844,1810,5649,4936,2403,1267,5831,
工程物资(万元),--,924,895,977,1049,1027,1092,1102,2438,2616,1780,1630,1799,1774,1160,1106,1520,1762,1151,1154,43,607,842,879,1522,1209,43,510,--,--,--,93,--,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,17,--,--,--,308,--,--,--,--,--,--,--,7,--,0,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
无形资产(万元),10746,13224,13579,13967,11333,11660,12019,12395,14147,14649,15273,15733,13528,9996,9305,9629,9928,10216,10405,10727,10202,10312,9888,9493,9499,9559,9623,9271,6214,4954,4368,4465,4370,4485,4474,2690,2503,
开发支出(万元),966,416,191,189,390,497,347,106,916,520,254,70,3834,4979,4652,4140,3575,3051,2327,1587,2818,1518,1137,1022,954,922,442,--,1265,1272,1044,986,190,190,190,162,0,
商誉(万元),42431,41870,27835,27835,2075,2075,2075,2075,10069,10069,10069,10069,10342,6348,6348,6348,6348,6348,6348,6348,6348,6348,6348,6348,6348,6348,6348,6348,3337,--,--,--,--,0,0,0,0,
长期待摊费用(万元),828,772,536,573,666,731,781,756,669,690,630,784,226,171,88,192,158,160,168,181,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税资产(万元),5953,6403,6026,5782,4636,4901,4953,4624,1339,1311,1423,1467,799,787,686,641,506,467,467,466,521,485,494,485,460,428,347,330,196,173,174,167,91,100,87,101,99,
其他非流动资产(万元),722,1205,540,693,4773,4429,5305,3140,3579,4140,2964,2240,5203,8413,6337,6479,--,966,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,0,
非流动资产合计(万元),122742,143000,130942,134328,104685,105092,105843,103188,120628,120398,116079,117538,118520,111221,101562,102489,95556,91590,87716,84724,78600,74186,71523,69655,61825,62452,57535,57977,39044,31743,30534,30488,29607,29156,26402,21228,15909,
资产总计(万元),272615,270209,230783,219561,202554,193265,194203,189330,215705,214597,201737,194775,217997,212529,207687,196560,187991,185064,185073,180322,184353,191079,135973,125715,124559,121985,125608,119369,105717,88598,93486,93068,92722,60387,55932,46274,29316,
短期借款(万元),63899,56129,52398,54596,67311,62450,64200,54434,56500,52395,47650,40714,51004,52298,59155,47454,37100,35784,36645,38330,35482,41350,33107,28850,31242,24459,21287,18670,14001,3000,1647,6004,2000,8330,8830,8100,5336,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,39,35,35,35,35,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付票据(万元),--,3822,2922,7800,7266,2446,1880,1333,5285,5320,800,2600,7118,5650,2250,3400,4400,4387,4120,3950,7620,6250,3330,1550,2480,1410,3827,3244,6181,2879,6292,5732,8619,6665,5852,2170,2500,
应付账款(万元),--,26384,22667,24653,18011,19283,18112,17854,18056,17380,16924,15931,22721,22666,17850,18358,20097,19438,18117,13963,17125,17494,16675,13668,10002,11799,10308,9833,10449,9521,12037,9783,8501,8721,7160,6572,5950,
预收账款(万元),13408,9492,5014,2643,3601,1442,2923,2593,2389,1528,2068,1613,1428,1480,1086,1043,1422,1505,1819,793,1237,1444,795,323,805,234,514,341,403,355,568,408,691,229,159,200,78,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
应付职工薪酬(万元),1658,1736,954,1363,443,453,451,1018,364,342,410,510,341,309,308,411,352,345,278,361,325,276,281,307,292,274,247,264,116,79,69,21,21,23,40,41,61,
应交税费(万元),1111,1586,1500,1324,1280,984,744,1037,825,840,1083,1862,918,707,1192,1139,-314,-314,422,460,686,779,568,1238,500,1639,1097,915,719,770,596,561,11,200,404,240,1184,
应付利息(万元),--,54,56,70,76,90,70,63,68,57,68,56,69,74,83,89,51,50,74,63,--,--,--,35,--,67,3,47,--,--,--,--,--,4,0,0,0,
应付股利(万元),--,42,42,42,42,42,42,42,42,42,42,42,42,308,42,42,42,42,1470,42,42,311,42,42,72,42,2435,35,66,66,15,27,--,27,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),32882,64392,47097,29275,5884,7593,8579,13156,3061,7456,1875,1469,4193,2094,264,216,107,122,3,59,167,655,384,284,1432,5864,424,327,138,52,43,16,216,90,53,204,139,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),347,347,330,330,291,320,257,226,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,2000,--,--,--,--,3,103,103,0,0,
其他流动负债(万元),--,--,167,283,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
流动负债合计(万元),156773,163985,133147,122380,104206,95103,97258,91755,86590,85360,70920,64836,87870,85620,82265,72188,63256,61359,62949,58019,62684,68559,55181,46298,46826,45787,40142,35676,32073,16720,21266,22553,20062,24391,22601,17526,15248,
长期借款(万元),13800,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2500,2500,2500,2500,2500,--,--,--,--,--,5000,10000,10000,10000,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),1419,1419,1419,1419,1360,1250,1021,875,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,1154,700,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期递延收益(万元),230,230,230,230,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税负债(万元),998,1038,1059,1081,454,455,456,456,447,361,366,372,1003,312,333,354,351,358,364,373,383,384,397,401,416,416,425,430,112,--,--,--,--,0,0,0,0,
其他非流动负债(万元),149,177,264,357,475,525,560,558,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,103,0,
非流动负债合计(万元),16596,7864,2972,3087,2290,2229,2036,1889,447,361,366,372,1003,312,333,354,351,358,364,373,383,384,2897,2901,2916,2916,2925,430,112,0,0,0,5000,10000,10000,11257,700,
负债合计(万元),173369,171849,136119,125467,106496,97333,99294,93644,87037,85721,71287,65208,88873,85933,82598,72542,63607,61717,63313,58392,63067,68943,58078,49200,49741,48703,43067,36106,32185,16720,21266,22553,25062,34391,32601,28784,15948,
实收资本(或股本)(万元),57130,57130,57130,57130,57130,57130,57130,57130,57130,57130,57130,57130,57130,57130,57130,57130,57130,57130,28565,28565,28565,28565,24000,24000,24000,12000,12000,12000,12000,12000,12000,12000,12000,9000,9000,9000,9000,
资本公积(万元),34072,34072,34072,34072,34074,34074,34074,34074,34174,34174,34060,34060,34060,34060,34060,34060,34060,34060,62625,62625,64693,66650,24618,24618,24618,36618,43423,43423,43423,43423,43423,43423,42384,4957,4957,3816,3804,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),730,684,646,580,500,509,464,424,--,--,--,--,--,--,--,--,--,23,86,121,30,63,30,60,121,243,251,263,--,--,--,--,--,0,0,0,0,
盈余公积(万元),2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2734,2590,2590,2590,2590,2222,2222,2222,2222,1827,1827,1827,1827,1295,1295,1295,1295,803,803,803,436,137,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未分配利润(万元),-4573,-5513,-6377,-6834,-4879,-5115,-6119,-5385,26274,26417,26865,26071,26082,26273,25743,24678,25239,24184,22488,22627,22424,21316,23422,22027,20699,19019,17039,17535,16257,14604,14940,13129,11822,10587,7883,3626,426,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,
归属于母公司股东权益合计(万元),90107,89121,88219,87696,89569,89342,88292,88979,120063,120363,120789,119995,120006,120197,119667,118602,119019,117988,116354,116529,117935,118816,74293,72928,71264,69707,74539,75048,72975,71322,71658,69847,67009,25348,22643,16877,13368,
少数股东权益(万元),9139,9238,6446,6398,6489,6591,6616,6707,8605,8513,9661,9573,9117,6399,5422,5417,5365,5359,5406,5401,3351,3320,3602,3588,3553,3576,8002,8214,557,555,562,668,651,648,688,613,0,
所有者权益(或股东权益)合计(万元),99246,98359,94664,94094,96058,95933,94908,95686,128668,128876,130450,129568,129124,126596,125089,124019,124384,123346,121761,121930,121286,122136,77895,76515,74818,73282,82541,83263,73532,71878,72220,70515,67660,25996,23331,17490,13368,
负债和所有者权益(或股东权益)总计(万元),272615,270209,230783,219561,202554,193265,194203,189330,215705,214597,201737,194775,217997,212529,207687,196560,187991,185064,185073,180322,184353,191079,135973,125715,124559,121985,125608,119369,105717,88598,93486,93068,92722,60387,55932,46274,29316,		
  
