报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),6566,5002,1824,1804,1484,1750,1790,1033,1046,807,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),116442,112576,38265,39701,30721,30197,11151,4773,3034,4507,2710,6668,8091,9711,4273,2418,
长期借款(万元),14792,18270,21195,11176,9692,1692,1951,2209,2467,2725,3551,3569,3605,171,233,289,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),858,1097,1333,1499,1562,1740,1968,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2443,2341,2565,2485,1925,1910,1855,799,799,799,799,799,799,--,--,--,
递延所得税负债(万元),846,1081,1051,1140,1156,1179,1202,--,--,1,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),18939,22790,26143,16300,14335,6521,6975,3008,3266,3525,4350,4368,4404,171,233,289,
负债合计(万元),135380,135365,64408,56001,45056,36718,18126,7781,6300,8032,7060,11036,12495,9882,4505,2707,
实收资本(或股本)(万元),18851,18784,18784,18519,18519,18519,18519,16800,8400,8400,8400,8400,6300,6300,6300,6300,
资本公积(万元),97003,95392,95133,90728,90629,90629,91056,18353,26753,26753,26753,26753,2236,1649,1649,1650,
减:库存股(万元),8135,6791,6791,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),493,493,493,493,493,493,485,485,485,485,333,333,333,188,130,104,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),30920,30304,28095,27870,27330,26387,23333,22494,22234,22113,19567,19442,17501,13460,7948,3009,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),138584,139899,139346,139991,137643,135839,133576,58132,57872,57750,55053,54928,26370,21597,16027,11063,
少数股东权益(万元),34728,34757,5934,6524,5047,5047,1455,860,701,699,574,557,572,312,344,139,
所有者权益(或股东权益)合计(万元),173311,174656,145280,146515,142689,140887,135031,58992,58572,58449,55627,55485,26942,21909,16371,11202,
负债和所有者权益(或股东权益)总计(万元),308692,310022,209688,202516,187745,177605,153157,66773,64873,66481,62686,66521,39436,31791,20876,13909,		
  
