报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
资产总计(万元),68588,66640,63151,52664,52391,51285,48773,48475,47603,45806,43238,43288,26639,23358,21220,12151,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,230,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,1201,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),6927,6420,4921,4191,3907,3063,3113,3165,3222,2182,1987,3048,2518,1519,1591,550,
应付账款(万元),3139,3508,2847,3124,2590,3202,1923,2604,2200,2642,1899,1871,2107,2560,3916,1103,
预收账款(万元),446,460,706,218,357,305,434,221,241,214,136,136,177,154,99,164,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),425,675,391,268,244,418,192,202,182,347,170,162,176,143,115,76,
应交税费(万元),1272,936,727,419,476,303,299,396,522,431,339,290,376,287,399,206,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),401,401,1190,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1391,1385,177,198,511,820,827,746,715,703,885,983,703,623,664,334,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),14002,13786,12160,8417,8085,8111,6788,7335,7081,6519,5416,6490,6056,5517,6784,2432,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,131,45,49,50,50,50,50,50,50,50,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2742,2784,2732,2772,--,2854,2945,2969,2893,2918,2791,2815,2863,2918,2319,--,
递延所得税负债(万元),46,47,48,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,2813,--,--,--,--,--,--,--,--,--,--,122,
非流动负债合计(万元),2788,2831,2911,2817,2863,2904,2995,3019,2943,2968,2841,2865,2863,2918,2319,122,
负债合计(万元),16790,16617,15071,11235,10948,11015,9783,10354,10025,9486,8256,9355,8919,8435,9103,2555,
实收资本(或股本)(万元),9280,9280,9280,9280,9280,9280,9280,9280,4640,4640,4640,4640,3480,3480,3480,3480,
资本公积(万元),11290,11290,12813,11290,11290,11290,11290,11290,15930,15930,15930,15930,2222,2222,2222,2222,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),222,234,146,36,7,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2790,2790,2328,2328,2328,2328,1857,1857,1857,1857,1431,1431,1431,1091,746,427,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),22135,20552,19390,18495,18538,17372,16562,15694,15151,13893,12981,11933,10587,8130,5669,3468,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),45717,44146,43957,41429,41444,40270,38989,38121,37578,36320,34982,33934,17720,14923,12117,9596,
少数股东权益(万元),6081,5877,4123,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),51798,50023,48080,41429,41444,40270,38989,38121,37578,36320,34982,33934,17720,14923,12117,9596,
负债和所有者权益(或股东权益)总计(万元),68588,66640,63151,52664,52391,51285,48773,48475,47603,45806,43238,43288,26639,23358,21220,12151,		
  
