报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收利息(万元),--,477,506,--,370,393,148,--,538,340,138,--,--,--,--,--,168,270,269,193,46,518,358,235,162,825,724,636,596,847,668,471,--,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应收款(万元),16068,14208,10843,9680,7278,7535,12907,7221,6957,6105,6411,3292,3579,2547,3025,2147,2269,1968,1138,763,1329,1042,1138,906,1009,758,1129,436,497,325,382,210,462,935,478,138,202,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
存货(万元),61073,65205,61486,89135,38901,41119,36397,33029,23557,20791,30073,23393,17353,17297,6883,10002,10105,11007,14861,12083,12128,8819,9791,7792,9757,8241,6824,5464,6384,5211,5286,5372,4240,3122,3737,2512,1647,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),27576,28249,22841,28785,17855,15818,23606,23339,24843,24843,13361,13718,9400,9400,7908,7908,1648,1876,2019,2089,115,115,115,115,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他流动资产(万元),19708,26493,43642,25896,54839,30597,26619,16151,17045,22526,15056,18609,5073,5140,3994,3438,3686,2624,2350,2399,691,691,708,1097,--,--,--,--,--,--,--,--,--,--,0,0,0,
流动资产合计(万元),418604,389401,387705,427694,298425,298150,258785,256841,237744,232672,225040,221414,89123,76900,64961,85282,62230,59157,69666,73414,68503,67753,69902,74381,69255,68326,73213,74565,77066,75540,77644,82947,76244,19154,24624,20274,12555,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),252,252,252,252,253,253,153,153,2179,9599,179,179,1731,1731,1732,1671,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),176993,159617,149752,116279,111225,98992,79821,75447,76661,75228,85559,86184,75381,70241,59650,53709,55514,42410,33623,24251,15053,8915,391,391,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),7411,7387,7522,7863,16505,14607,13645,13154,1347,1366,1367,1252,385,408,450,100,862,811,811,811,811,811,795,640,640,640,640,1190,--,--,--,--,--,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资性房地产(万元),5560,5596,5467,5502,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产原值(万元),--,22549,--,21009,--,18241,--,14431,--,12743,--,12291,--,10635,--,10736,--,10566,--,10418,--,10184,--,9918,--,9738,--,9195,--,8471,--,7994,--,--,914,897,0,
累计折旧(万元),--,8866,--,8176,--,7030,--,6492,--,6165,--,5687,--,4404,--,4213,--,3795,--,3385,--,2932,--,2507,--,2052,--,1569,--,1101,--,724,--,--,365,423,0,
固定资产净值(万元),--,13683,--,12833,--,11212,--,7939,--,6578,--,6604,--,6232,--,6523,--,6771,--,7033,--,7252,--,7412,--,7686,--,7626,--,7370,--,7270,--,--,549,474,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产(万元),15663,13683,13051,12833,11252,11212,7724,7939,7715,6578,6588,6604,6173,6232,6330,6523,6628,6771,6879,7033,7190,7252,7154,7412,7546,7686,7759,7626,7359,7370,7478,7270,717,491,549,474,191,
在建工程(万元),2485,1698,1694,1535,1440,183,57,32,54,29,25,157,150,126,99,94,48,29,10,10,8,5,33,33,36,23,21,5,--,2,2,2,5166,4720,3569,63,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,24,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),5263,5673,6071,6413,4425,4683,5001,5283,5044,5274,5649,5961,3041,3265,3489,3632,3751,3943,4105,4307,3801,4073,4547,5077,7769,7990,8211,8431,686,690,693,697,701,705,712,727,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
商誉(万元),169972,169972,169972,169972,116735,116735,116735,116735,116294,102205,102205,102205,5503,5503,5503,5503,5503,5503,5503,5503,5686,5686,5686,6451,12066,12066,11301,11301,--,--,--,--,--,--,0,0,0,
长期待摊费用(万元),518,538,502,565,33,25,28,23,25,26,28,29,--,--,--,--,--,--,--,--,3,3,--,54,34,11,317,--,--,--,--,--,--,--,10,76,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),4967,4485,3937,3570,2551,2001,1660,1818,2937,3039,2851,2822,1778,1764,1254,1285,1185,1208,1251,1273,665,1304,1379,1374,342,342,377,360,245,250,234,184,130,132,113,68,29,
其他非流动资产(万元),365,642,682,708,6112,5597,5597,5597,3150,3150,3158,2733,--,--,--,9090,3185,3185,5580,5580,5673,5673,5673,5716,--,--,--,--,--,--,--,--,--,--,0,0,0,
非流动资产合计(万元),389449,369541,358902,325491,270531,254287,230421,226181,215405,206494,207608,208127,94142,89271,78507,81607,76675,63860,57762,48767,38889,33721,25658,27148,28433,28758,28648,28913,8290,8312,8408,8153,6715,6046,4953,1408,220,
资产总计(万元),808054,758942,746607,753185,568956,552437,489205,483022,453150,439166,432648,429540,183265,166172,143468,166889,138905,123017,127428,122182,107392,101475,95560,101529,97689,97085,101862,103478,85357,83851,86052,91100,82959,25200,29576,21681,12775,
短期借款(万元),9900,9900,13900,7000,100,100,100,28,1000,--,--,--,21498,17260,10765,21535,7915,3615,3740,500,400,200,--,--,--,--,--,--,--,--,--,--,--,--,0,440,210,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),--,19958,26065,27920,34264,30414,11247,14567,16052,13926,13215,20459,16263,9986,6949,6395,6896,3578,5698,4472,2049,2811,1976,1747,707,610,177,2021,519,500,115,1494,--,--,1188,695,0,
应付账款(万元),--,103824,93365,111715,58957,55754,57177,51682,48540,48157,50487,48256,36344,33959,23138,28785,24625,18213,19271,19144,14507,9527,8977,10171,7082,5891,6109,5477,4109,3106,4501,7213,3114,3480,6851,4909,2038,
预收账款(万元),12238,10014,6833,7394,5477,5670,5165,7421,2532,2342,1950,3437,1266,837,822,1206,657,505,384,273,498,427,591,1050,1279,1404,1324,1082,24,3,3,5,3,6,8,1,2,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),11325,10000,8304,18282,3392,3840,4623,7351,2500,1476,1405,3667,775,743,535,483,793,734,570,715,458,444,515,639,596,561,455,539,360,311,231,261,268,222,441,496,218,
应交税费(万元),5696,4198,6352,10190,3859,2745,1759,5277,3945,3853,2975,3420,571,216,896,1676,175,382,363,1365,-490,-266,129,1368,-472,-397,781,1480,-656,-131,-228,273,93,130,516,1373,589,
应付利息(万元),--,--,9,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付股利(万元),--,--,45,45,45,49,49,49,49,355,45,45,32,32,12,12,12,311,--,--,201,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),30769,31179,37110,31107,30458,30735,7445,6317,8773,6993,7988,2495,852,767,558,181,957,1041,510,620,417,206,167,213,2091,2327,4476,4544,42,34,30,51,266,20,43,79,131,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),2265,2725,1941,2263,1616,1152,1668,1636,--,--,--,--,--,--,--,--,--,--,442,--,243,0,459,--,--,--,--,--,--,--,--,750,--,--,0,0,0,
其他流动负债(万元),12356,6054,8239,3047,2902,2867,--,--,--,--,--,--,--,--,--,--,--,44,--,589,--,486,--,972,--,--,--,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),232123,197852,202163,218973,141070,133326,89232,94328,83392,77101,78064,81779,77600,63799,43676,60273,42029,28423,30977,27680,18283,13835,12815,16160,11282,10397,13321,15144,4398,3823,4652,10049,3744,3858,9047,7992,3187,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,1125,1500,1500,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,691,691,691,691,691,691,--,--,--,--,--,--,--,--,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
预计非流动负债(万元),625,398,523,522,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期递延收益(万元),201,255,348,441,413,466,574,574,28,42,49,57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税负债(万元),8895,8315,8124,7526,6312,6106,5456,5387,5873,5553,4855,4954,4117,4117,3054,3114,2495,2463,2480,2043,1114,1114,1123,1123,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他非流动负债(万元),9278,8694,7986,10301,8920,7583,4637,4668,--,--,--,--,1041,1041,1822,1822,--,--,--,--,398,398,398,398,--,--,--,--,--,--,--,--,27,37,157,50,30,
非流动负债合计(万元),18999,17662,16981,18789,15805,14314,10826,10789,5926,5620,4929,5035,5158,5158,4875,4935,2495,2463,3172,2734,2204,2204,2213,2213,0,0,0,0,0,0,0,0,1152,1537,1657,50,30,
负债合计(万元),251122,215514,219144,237762,156875,147640,100058,105117,89318,82721,82994,86814,82759,68957,48551,65208,44525,30886,34149,30414,20487,16039,15028,18373,11282,10397,13321,15144,4398,3823,4652,10049,4896,5394,10703,8042,3217,
实收资本(或股本)(万元),176857,176857,117493,117493,110612,110612,107476,107476,107476,107476,107476,107077,29358,29358,18349,18349,18349,18386,18402,18402,18402,18402,17784,17784,17784,17784,8892,8892,8892,8892,6840,6840,6840,5130,5130,5130,5130,
资本公积(万元),260235,259900,313349,313018,231429,230484,205579,205579,204138,204138,204124,200858,37229,37087,47335,51747,52231,52188,51593,51593,51129,50631,47988,47988,47988,47988,56880,56880,56880,56880,58932,58932,58202,2518,2518,2518,2518,
减:库存股(万元),27092,25058,27201,27201,27430,27430,3082,3082,3082,3076,4117,1041,1041,1041,1822,1822,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
盈余公积(万元),10824,9834,8903,8368,7901,7463,6043,6043,5157,5157,4303,4303,3698,3698,3307,3307,2101,2101,2101,2101,1997,1997,1997,1997,1997,1997,1997,1997,1665,1665,1665,1665,1262,1262,1262,675,270,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),126970,113731,106343,94793,83533,77250,66659,59556,49116,42057,37210,30775,30006,28034,27674,25276,18643,16983,16004,14138,10721,9613,7737,8868,12037,11992,14655,14273,13521,12585,13957,13608,11759,10895,9963,5316,1639,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
归属于母公司股东权益合计(万元),547900,535318,518887,506470,406045,398379,382675,375572,362805,355752,348997,341972,99251,97136,94844,96858,91325,89659,88100,86234,82249,80644,75507,76638,79807,79762,82425,82042,80959,80023,81395,81045,78063,19806,18873,13640,9558,
少数股东权益(万元),9032,8109,8575,8953,6035,6418,6473,2333,1027,693,658,755,1255,79,74,4823,3055,2472,5178,5533,4656,4792,5025,6518,6600,6926,6116,6292,0,5,5,5,--,--,0,0,0,
所有者权益(或股东权益)合计(万元),556932,543428,527462,515422,412080,404797,389148,377905,363832,356445,349655,342726,100506,97215,94917,101681,94380,92131,93278,91768,86905,85436,80532,83156,86407,86688,88541,88334,80959,80028,81400,81050,78063,19806,18873,13640,9558,
负债和所有者权益(或股东权益)总计(万元),808054,758942,746607,753185,568956,552437,489205,483022,453150,439166,432648,429540,183265,166172,143468,166889,138905,123017,127428,122182,107392,101475,95560,101529,97689,97085,101862,103478,85357,83851,86052,91100,82959,25200,29576,21681,12775,		
  
