报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2012-09-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),305419,275999,248372,257197,237082,215795,152100,174171,167478,161550,150836,129880,93457,39933,20143,29639,30387,23662,24524,21971,17171,13038,2436,743,--,--,--,--,--,--,--,3,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),610679,545934,609508,595762,546566,576086,585484,629308,579483,512578,619996,707693,636741,302925,18104,259502,18631,222921,24483,265983,285114,231564,67617,139417,57988,89169,41867,31276,--,45315,--,262728,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),5580593,4405333,3494945,2825800,2691763,1773194,1486107,548903,1006690,282749,195415,686404,223682,121220,163348,180883,202314,308510,211441,18504,--,13720,10000,102970,--,--,--,--,--,--,--,12000,--,--,--,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,569,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7338541,--,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,4698772,4254244,3857110,4147675,4059485,3247561,3194350,2762640,2802264,2234452,1651142,1499982,881196,619739,866983,716658,369948,277151,273336,238734,193707,104457,110689,135388,189782,189868,124947,--,155926,--,335203,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,3501,7200,11622,12000,12000,--,--,--,--,22,--,--,4022,--,--,5000,--,11000,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),181329,187065,169210,147032,97229,97357,62049,60560,76809,73152,61870,53281,42392,42093,298760,40851,298673,27043,296699,31884,24388,29217,137463,27401,138869,31882,137307,30339,--,57431,--,31428,--,88333,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),8379,8513,8838,8975,9112,8849,9164,9302,9432,9566,9688,9809,9932,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,304441,--,307960,--,305476,--,293114,--,285482,--,282152,--,151939,--,--,--,--,--,153172,--,151982,--,150482,--,151484,--,--,--,--,--,155061,--,145335,--,
累计折旧(万元),--,169840,--,176991,--,169269,--,163842,--,157282,--,152748,--,102550,--,--,--,--,--,95275,--,88401,--,86546,--,84878,--,--,--,--,--,89691,--,87759,--,
固定资产净值(万元),--,134601,--,130969,--,136207,--,129273,--,128200,--,129404,--,49390,--,--,--,--,--,57897,--,63582,--,63936,--,66606,--,--,--,--,--,65370,--,57576,--,
固定资产减值准备(万元),--,1815,--,1815,--,1815,--,1815,--,1815,--,1815,--,1584,--,--,--,--,--,1786,--,1877,--,1877,--,1877,--,--,--,--,--,4611,--,4611,--,
固定资产(万元),129582,132786,126768,129154,131417,134392,125284,127457,124635,126384,125187,127589,128954,47806,45529,49597,48348,50929,49426,56111,55912,61705,56784,62060,60320,64729,61768,69044,--,63010,--,60758,--,52965,--,
在建工程(万元),7630,6821,8023,8046,4618,7254,8624,8914,11841,11981,9710,10674,7724,7021,6305,7677,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,748,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),13236,14201,11555,10871,11109,11721,10441,10201,10446,11330,10872,10718,10897,5036,4049,5243,4692,6681,5714,6692,6086,6353,5977,7004,5384,5802,3415,4141,--,2523,--,3488,--,1865,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),6169,6351,6423,6519,6623,6658,6493,6449,6337,6360,6271,6103,6121,4631,--,4653,--,4160,--,4747,4290,4746,--,5077,--,10307,--,10322,--,--,--,10802,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,323,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),132303,131046,150660,161184,147893,158034,141328,139005,108558,73208,38653,4395,3828,3898,--,2950,--,1793,--,1779,113,105,1582,1352,4732,1500,1847,5014,--,6492,--,3534,--,--,--,
其他非流动资产(万元),231639,220990,85304,87289,124441,116017,96605,112399,160979,173839,180947,251172,249729,68787,10020,19461,31879,1666295,57635,708624,624770,384714,23912,238940,32953,147070,20098,52414,--,17600,--,161143,--,--,--,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
资产总计(万元),32623273,29994330,28867294,28296574,27904248,27548926,25134011,27569083,31175605,33356947,34970969,43512768,27383869,13945250,6203127,7420202,5978362,6995299,5501389,5837877,5078654,5520486,5675480,6614934,6927117,8649174,5232003,4903073,5077193,4672027,6663061,8066294,7999359,7490513,5079529,
短期借款(万元),225528,210634,88371,71090,35801,25519,31366,41224,5499,64057,25995,164954,387554,80107,--,55360,--,147479,--,49843,60000,--,--,5318,--,11824,--,--,--,--,--,14518,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),1130000,790000,700000,570000,300000,300000,100000,350000,115000,--,643900,610800,600800,366900,--,--,--,100000,235000,60000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),359000,264810,108206,116068,119004,105414,49866,31594,64401,--,48612,49549,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),4657,3225,1899,1868,1454,2000,3538,8427,5585,3083,5549,625,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,73,--,--,--,38461,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),21399,28907,66220,59633,55994,57311,83998,81540,58881,31220,60441,40399,147992,14500,41528,25478,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,79373,--,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
卖出回购金融资产款(万元),6284896,6465949,6158558,4998422,3847230,3477773,3678424,5156851,5987513,6514118,7387930,8789206,7296503,1878862,444143,543173,481357,497798,334941,238910,15382,--,46758,42610,29500,--,80000,28180,--,25960,--,--,--,4850,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),310204,311618,312383,294628,450054,498914,444386,388842,549013,565118,491968,426680,159794,81723,38769,50193,55946,56725,39727,67777,57570,88615,108251,137498,84172,118469,109624,106828,--,101351,--,135108,--,--,--,
应交税费(万元),39877,57435,57746,67752,73945,122708,42852,49246,222504,409182,240358,259837,132491,70961,15264,27319,27581,37830,14702,24547,12969,24957,19410,54572,26106,53063,58468,66246,--,112604,--,225754,--,122475,--,
应付利息(万元),126373,152895,120908,126665,160135,133448,81711,66049,194830,164388,189719,129502,87254,35495,30950,27249,18098,9255,3474,795,12,--,37,52,6,--,12,6,--,15,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13186,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4630,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3990,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),7560665,6362877,7205049,7663936,7925330,8970442,8415598,10429655,11392200,13278066,13249081,20325662,11087433,6088776,2710339,3327967,2455471,3133895,2599428,3521534,3093680,3666111,3848968,4435941,5249780,6732917,3591642,3407485,--,3255280,--,6295278,--,6611812,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,57585,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6873078,--,
长期借款(万元),65100,65100,30000,--,10000,30000,30000,30000,20000,--,--,--,66,--,--,--,--,66,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),6686552,6566700,5834609,5822490,6841724,6233000,4597240,3863130,3344642,2618819,3281305,3276306,1822338,1597172,598959,598908,1048826,1048763,449969,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12764,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,956,--,--,--,--,853,891,3968,3968,--,8958,--,8964,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),46133,45119,72525,73230,75392,75483,90734,90780,84175,104586,11044,53548,27945,11837,4302,1924,1818,5120,5950,4170,4500,6626,14727,16119,23282,37341,39194,20057,--,28952,--,91646,--,--,--,
其他非流动负债(万元),1428424,1443949,1458848,1448392,1715857,1788430,1777059,1927672,1955906,1982053,1907243,2025073,943180,672770,94590,47284,45464,66201,126398,55831,57777,56996,134705,315906,196290,191910,178288,83562,--,129566,--,61769,--,--,--,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12764,--,
负债合计(万元),25644935,24293752,23239158,22862209,22388754,22141602,19904134,22530824,26007459,28170369,30170422,38747773,23122455,11679306,4378812,5424764,4192147,5103131,3809589,4024363,3301888,3843304,4172856,5008017,5609987,7146415,4061196,3716406,4054703,3662685,5579140,6871497,7055108,6885842,4701278,
实收资本(或股本)(万元),2253594,2005661,2005661,2005661,2005661,2005661,2005661,1485674,1485674,1485674,1485674,1485674,1485674,671576,671576,671576,671576,671576,671576,671576,671576,671576,671576,671576,671576,671576,671576,671576,--,671576,--,671576,--,671576,--,
资本公积(万元),1393971,443671,444495,444495,444495,444495,444495,444495,444495,444495,445381,445381,785364,--,20431,19286,18272,23610,20838,15745,17011,21745,44580,47874,70089,108857,116475,60593,--,87701,--,203508,--,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),301717,301717,290558,290558,290558,290558,254006,254006,254006,254006,254006,254006,194959,194959,159605,159697,159718,140716,140716,140716,127267,127267,111095,111095,82749,82749,43796,43796,--,21817,--,21817,--,--,--,
一般风险准备(万元),986545,986096,891657,891228,890521,889877,771101,770532,769321,769321,517597,516505,400559,398332,317493,317669,319435,140716,281432,140716,254534,127267,222190,222190,165497,165497,87591,87591,--,43633,--,43633,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),1950544,1817340,1821340,1668396,1761855,1665316,1664644,2010706,2128116,2024356,1991533,1797361,1156368,845881,655209,740407,617214,690541,577239,620210,622503,519774,453183,468462,327219,395157,251369,249451,--,184615,--,172333,--,-66905,--,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-8706,--,-8731,--,-7865,-7532,-7870,--,-6160,--,-4360,--,-4302,--,--,--,-2230,--,--,--,
归属于母公司股东权益合计(万元),6799893,5519720,5450140,5256015,5337305,5230481,5060593,4871072,5003656,5023429,4643950,4619045,4118019,2152564,1824314,1899930,1786215,1799143,1691800,1721814,1685359,1587025,1502623,1515037,1317130,1419476,1170807,1108705,1022490,1009341,1083921,1110637,944251,604671,378252,
少数股东权益(万元),178446,180858,177996,178349,178190,176843,169284,167188,164489,163149,156597,145949,143396,113380,--,95509,--,93025,--,91700,91406,90157,--,91881,--,83284,--,77962,--,--,--,84159,--,--,--,
所有者权益(或股东权益)合计(万元),6978339,5700578,5628136,5434365,5515495,5407324,5229877,5038260,5168146,5186578,4800547,4764995,4261415,2265944,1824314,1995438,1786215,1892167,1691800,1813514,1776766,1677182,1502623,1606917,1317130,1502760,1170807,1186667,1022490,1009341,1083921,1194796,944251,604671,378252,
负债和所有者权益(或股东权益)总计(万元),32623273,29994330,28867294,28296574,27904248,27548926,25134011,27569083,31175605,33356947,34970969,43512768,27383869,13945250,6203127,7420202,5978362,6995299,5501389,5837877,5078654,5520486,5675480,6614934,6927117,8649174,5232003,4903073,5077193,4672027,6663061,8066294,7999359,7490513,5079529,		
  
