报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
应收股利(万元),3750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),77202,74141,63507,30486,28341,30977,21104,11464,9240,7921,5707,6288,6661,5835,5780,7241,6087,5464,4746,6896,5075,6976,3916,5741,3970,4425,3557,5425,4594,4615,2741,3190,1224,3301,3243,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),899145,669118,743920,538165,606679,501955,519858,147778,147296,132109,127219,122258,128259,133832,129030,137989,134519,129725,128115,133864,130716,127585,122556,124791,119019,112106,100990,99376,76237,56705,54018,53706,48398,45883,23710,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),3265,4504,5330,2356,1770,5943,8198,3625,3949,157,--,800,800,2800,8000,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),2080177,1765259,1745480,1398414,1398994,1342569,1196065,407869,423435,446243,437207,453921,468086,431760,432542,437668,447552,363353,359851,355630,353538,305461,299516,298725,291936,244956,247465,235885,218120,237676,144339,136647,173912,108800,64626,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,1530,1530,1530,1530,1530,1530,1530,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,18314,18314,--,--,--,--,--,--,--,--,--,--,15969,15969,15969,15969,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),16870,9921,9946,11393,11921,11323,11323,3273,3412,--,--,--,--,--,--,--,1530,--,--,--,--,8000,8000,--,0,--,--,--,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),2258,1469,1490,5442,5477,5536,5548,5655,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),264554,--,267299,--,272453,--,274139,--,260719,--,261235,--,257438,--,257123,--,231510,--,225497,--,194055,--,189337,--,132805,--,109008,--,73004,--,39189,38568,35716,0,0,
累计折旧(万元),88150,--,83624,--,81721,--,77332,--,63269,--,64949,--,56529,--,50457,--,43428,--,36231,--,29903,--,23912,--,19692,--,14593,--,11554,--,10016,9291,7463,0,0,
固定资产净值(万元),176405,--,183675,--,190733,--,196807,--,197450,--,196287,--,200909,--,206666,--,188081,--,189266,--,164152,--,165424,--,113114,--,94415,--,61450,--,29173,29278,28254,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),176405,178315,183675,188840,190733,195074,196807,190213,197450,199515,196287,199443,200909,203783,206666,186027,188081,188043,189266,169817,164152,164664,165424,145057,113114,95598,94415,63335,61450,28759,29173,29278,28254,22926,14467,
在建工程(万元),86801,38183,28859,35971,11634,9384,9567,8547,8412,15139,13688,9547,9384,9204,9101,1404,1220,2372,2534,17207,20274,18841,18769,21017,38684,49036,46762,62166,54635,72042,71530,50820,5755,552,264,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,0,868,1487,1329,1085,1090,543,272,249,254,7,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),25434,26483,27100,34973,35143,35956,36854,31790,33506,33636,30475,30650,30918,31084,31359,31279,31566,26186,26332,26433,26562,26725,26809,21737,21829,21928,21557,21673,21661,21780,21882,21999,18469,1634,757,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),215148,215148,215148,215148,212718,212678,212678,1226,1226,1226,1226,1519,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,400,400,400,400,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),4101,3018,3242,3051,3207,3280,3461,3623,3455,72,16,1,1,1,3,28,33,65,72,58,52,56,--,--,0,--,--,--,--,--,0,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),34653,31638,31161,25431,16849,15953,15366,9035,8454,8160,7595,6984,6681,6004,6391,3575,3550,3145,3218,2864,2834,2676,2829,1965,1823,1859,1680,1130,1130,1130,1130,819,652,326,282,
其他非流动资产(万元),12196,12295,12570,12639,12617,12716,12814,4432,4639,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),573866,516470,513192,551201,518614,501900,504419,257796,260554,259279,250817,249674,250649,252833,256276,241038,243176,237007,238617,217605,215101,222190,222230,191043,177336,170148,165500,149393,139420,123982,123965,103169,53136,25438,15770,
资产总计(万元),2654043,2281729,2258672,1949616,1917608,1844469,1700484,665665,683989,705522,688024,703595,718735,684593,688818,678706,690728,600359,598468,573235,568639,527652,521745,489768,469271,415105,412964,385278,357540,361658,268304,239816,227047,134239,80397,
短期借款(万元),275515,321854,301952,331188,332646,297211,239832,124522,133410,128478,114760,119760,122800,126300,130900,135900,141900,118900,110126,114900,106300,109000,100508,83100,81505,92725,86900,67900,62400,54300,47400,43970,46107,28890,14600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),190641,112885,78966,67923,80186,75496,74027,13421,14095,26972,21551,26260,16689,17259,20911,15802,21368,16130,17471,8849,4578,4801,10708,16455,11756,16450,21763,17315,9076,15366,22094,18554,24664,12903,6400,
应付账款(万元),810389,641213,674261,554538,575823,406842,427440,54316,59164,50722,51596,48476,75572,72573,65960,53706,53081,45190,51934,42472,43125,41228,45188,44606,34507,33771,39801,34135,33739,27367,36032,28571,21258,13783,5991,
预收账款(万元),409638,284834,255440,150163,128275,141187,67962,11054,12683,9803,9954,18718,21594,21973,29279,41294,47101,46691,44470,42147,53674,67457,65724,53672,52273,56017,51503,65055,52823,37656,37420,37194,44735,53526,41646,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),2833,2295,7167,2519,2116,4882,7473,2611,1947,2607,4309,2442,2384,4474,6174,4439,4354,5277,6084,4307,3195,3869,2758,2549,3273,3848,3190,3609,2686,2363,2200,1581,1714,1397,1107,
应交税费(万元),47552,43274,49108,21902,21222,26635,23693,3519,672,-745,2714,2257,1876,1408,2683,1642,2076,-712,1714,761,1614,484,2172,605,-1042,-659,-520,-6883,-4324,-553,1698,1610,3562,2135,1569,
应付利息(万元),1199,4514,6706,2241,1018,7873,6473,3181,1715,9484,7558,4401,2174,6690,5584,3444,1318,4770,3525,2273,1021,4750,3525,2273,1021,--,--,--,--,--,0,0,0,3,3,
应付股利(万元),--,--,--,31,31,31,9731,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,608,--,--,--,--,--,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),13452,27152,11314,13817,21636,25611,11454,10812,15053,11532,2461,3793,4200,4762,5411,6591,4966,4921,6838,7167,6774,6457,4170,3852,4646,4179,3595,5588,3964,4132,3138,3703,2302,4398,1557,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),250418,132531,186376,148993,148816,142923,147833,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,5000,5000,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,29995,29950,29889,29858,49916,49895,49831,49768,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),2001637,1570553,1571289,1293316,1311768,1128691,1015918,223436,238739,268848,244853,255995,277148,305357,316796,312650,325932,241167,242162,222876,220281,238045,234754,207112,188546,206332,206232,186720,160363,145631,154981,135184,144341,117035,72872,
长期借款(万元),133980,282237,251942,185921,188976,232840,204569,28297,29297,29297,29797,29797,20300,10300,5300,300,300,300,300,--,--,--,--,--,0,--,--,--,--,20000,53000,50000,35000,0,0,
应付债券(万元),--,--,--,--,--,44772,44722,114550,114487,114373,114316,114213,114142,69666,69644,69608,69574,69540,69510,69473,69443,69415,69385,69355,69325,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),82743,116200,117271,154457,120947,151944,153948,16104,15664,4983,4462,4843,5307,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),1205,1285,2167,2480,2598,2716,2833,2912,2175,2197,2288,2378,2469,2446,2526,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),16,17,19,419,423,431,431,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,56,--,139,--,--,--,--,--,2800,2684,2263,2341,1650,1709,1768,1794,1848,1902,1956,2009,2063,2153,2153,2153,2153,1800,0,0,
非流动负债合计(万元),217943,399739,371400,343278,312944,432703,406503,161919,161622,150989,150863,151231,142218,82412,77470,72708,72557,72104,72151,71124,71152,71183,71179,71203,71227,1956,2009,2063,2153,22153,55153,52153,36800,0,0,
负债合计(万元),2219581,1970293,1942689,1636593,1624713,1561394,1422421,385355,400362,419837,395716,407227,419365,387769,394266,385359,398489,313271,314313,293999,291434,309228,305934,278315,259772,208287,208241,188783,162516,167784,210134,187337,181141,117035,72872,
实收资本(或股本)(万元),88291,73576,73576,73576,73576,73576,73971,73971,73971,73971,73971,73971,73971,73971,73971,73971,73971,36986,36986,36986,36986,30386,30386,30386,30386,30386,30386,30386,30386,18991,14191,14191,14191,5158,1200,
资本公积(万元),229852,142182,142029,140280,140280,140280,142876,142869,142752,142752,152667,152715,152715,152715,152715,152715,152715,189699,189699,189680,189681,139016,139016,139016,139016,139016,139016,139016,139016,150411,21492,21492,21492,727,727,
减:库存股(万元),--,--,--,--,--,--,2991,2991,2991,2991,2991,2991,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),624,628,607,557,584,524,456,584,539,507,454,759,673,570,476,490,427,383,336,263,204,172,123,39,12,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),7697,7697,7697,7887,7887,7887,7887,7969,7697,7697,7697,7551,7551,7551,7551,6589,6589,6589,6589,5127,5127,5127,5127,3990,3990,3990,3990,2471,2471,2471,2471,1072,1072,1553,591,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),57604,41813,47304,46935,35412,29594,26354,50699,54261,56488,55685,59133,58900,56504,54291,53784,52504,52619,49716,46302,44308,42820,40450,37303,35792,33122,31025,24314,22839,22001,20016,15724,9151,9765,5007,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),384012,265898,271209,269177,257730,251862,248553,273101,276229,278423,287483,291138,293810,291311,289004,287549,286206,286275,283325,278358,276307,217522,215102,210734,209196,206514,204416,196187,194712,193874,58170,52479,45906,17203,7525,
少数股东权益(万元),50451,45538,44774,43845,35165,31213,29510,7210,7398,7262,4825,5230,5560,5513,5548,5798,6033,813,829,878,899,902,709,719,303,304,307,309,312,--,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),434463,311436,315983,313022,292895,283075,278063,280311,283627,285685,292308,296369,299370,296825,294552,293348,292239,287088,284154,279236,277205,218423,215812,211453,209499,206818,204723,196495,195023,193874,58170,52479,45906,17203,7525,
负债和所有者权益(或股东权益)总计(万元),2654043,2281729,2258672,1949616,1917608,1844469,1700484,665665,683989,705522,688024,703595,718735,684593,688818,678706,690728,600359,598468,573235,568639,527652,521745,489768,469271,415105,412964,385278,357540,361658,268304,239816,227047,134239,80397,		
  
