报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
投资性房地产(万元),163,165,166,168,169,171,173,174,176,177,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,13647,--,12750,--,12513,--,12225,--,12204,--,12067,--,11995,--,10929,--,10610,--,7466,7116,1854,1299,--,
累计折旧(万元),--,4716,--,4294,--,3975,--,3510,--,3113,--,2690,--,2307,--,1919,--,1513,--,1191,900,511,253,--,
固定资产净值(万元),--,8932,--,8456,--,8538,--,8716,--,9091,--,9377,--,9688,--,9010,--,9097,--,6275,6215,1343,1046,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),8731,8932,17868,8456,8328,8538,8558,8716,8822,9091,9137,9377,9503,9688,8970,9010,8935,9097,--,6275,6215,1343,1046,794,
在建工程(万元),27779,24627,14147,11782,10457,7586,5437,3714,3048,1897,309,233,157,84,196,44,42,40,--,1672,168,2946,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7748,7784,6465,6511,6550,6394,6433,6463,6505,6535,6478,6506,6033,6070,2714,2728,2745,2761,--,2874,2904,2928,2933,177,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),441,441,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),39,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),69,69,36,36,37,37,20,20,12,12,5,5,5,5,1,1,1,1,--,2,2,4,10,4,
其他非流动资产(万元),--,188,77,9642,9634,9634,--,--,5,18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),75261,72369,68909,66595,65177,32361,20621,19087,18569,17731,15928,16121,15698,15847,11882,11784,11723,11900,--,10823,9290,7221,3988,974,
资产总计(万元),138254,141770,134809,137138,132733,115808,109149,74724,70229,69222,64321,61599,60810,58483,55009,52184,49945,33303,28170,26531,24673,18922,13094,6257,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),3656,4064,4600,4272,2268,1178,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),7198,8527,4577,7137,6055,5313,4204,5584,3819,3436,3658,3214,3275,3030,2456,2498,2605,2506,--,2326,1895,1102,1110,679,
预收账款(万元),9320,10932,14044,15882,16207,1673,2774,1073,823,681,1399,1179,2251,167,1175,648,1371,658,--,426,597,317,392,489,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),469,1100,537,482,486,820,391,367,345,677,281,280,334,615,297,327,258,498,--,341,264,218,135,117,
应交税费(万元),526,1410,1018,1746,575,1616,777,1713,691,1255,353,978,566,1209,958,1308,319,1166,--,736,944,878,750,134,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2279,2434,1799,1943,1859,1732,1653,1973,1064,845,802,782,679,618,673,719,644,296,--,200,133,339,85,173,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),11,15,11,7,11,15,4,7,11,15,4,15,15,15,5,5,5,5,--,--,--,--,--,--,
流动负债合计(万元),23458,28481,26586,31470,27462,12347,9803,10718,6753,6909,6497,6448,7120,5654,5565,5505,5203,5129,--,4028,3834,2854,2471,1591,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),107,107,114,122,122,122,136,136,136,136,151,151,151,151,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),28,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,80,80,80,80,--,--,--,--,--,--,
非流动负债合计(万元),134,135,114,122,122,122,136,136,136,136,151,151,151,151,80,80,80,80,--,0,0,0,0,0,
负债合计(万元),23592,28616,26700,31592,27583,12469,9940,10854,6889,7045,6648,6599,7271,5805,5644,5585,5282,5209,3531,4028,3834,2854,2471,1591,
实收资本(或股本)(万元),8763,8763,8763,8763,8763,8763,8763,8256,8256,8256,8256,8256,5160,5160,5160,5160,5160,4500,--,4500,4500,4500,4500,840,
资本公积(万元),44985,44985,45060,45060,45060,45060,45060,12804,12804,12804,12804,12804,15900,15900,15900,15900,15900,535,--,535,535,535,535,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),7604,7604,6227,6227,6227,6227,4940,4940,4940,4940,3726,3726,3726,3726,2667,2667,2667,2667,--,1805,1805,1193,559,383,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),51708,50571,48139,45517,45140,43410,40489,37874,37340,36177,32887,30215,28753,27892,25638,22872,20935,20392,--,15663,13999,9840,5029,3443,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),113060,111923,108189,105567,105190,103460,99252,63873,63340,62176,57673,55000,53538,52678,49365,46599,44663,28094,24639,22503,20839,16068,10622,4665,
少数股东权益(万元),1601,1230,-79,-20,-40,-121,-43,-4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),114661,113154,108110,105546,105150,103339,99209,63869,63340,62176,57673,55000,53538,52678,49365,46599,44663,28094,24639,22503,20839,16068,10622,4665,
负债和所有者权益(或股东权益)总计(万元),138254,141770,134809,137138,132733,115808,109149,74724,70229,69222,64321,61599,60810,58483,55009,52184,49945,33303,28170,26531,24673,18922,13094,6257,		
  
