报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
其他应收款(万元),--,4906,5621,7449,7093,3206,4483,3196,3480,3626,3068,3048,2928,1082,1166,1277,1149,793,761,818,667,1833,1417,1671,1610,2129,2132,2707,2743,3993,5291,5294,3662,2576,2358,1505,1422,1744,1471,1117,1977,14302,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
存货(万元),113372,103786,107521,106071,104196,106132,105640,81779,62150,65871,53981,52893,51058,58441,56469,47580,52480,51078,49042,49270,49468,48579,48305,42211,44323,48050,51151,45356,43089,36012,35416,33405,31860,29997,29623,26924,26609,19789,21947,18087,15102,12673,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
其他流动资产(万元),85062,15121,15861,15969,64631,61857,62459,29887,26294,5710,5071,4752,4555,4240,4260,4447,4416,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
流动资产合计(万元),609392,504950,520139,526273,520943,539871,436808,438906,378577,401240,356080,359878,303151,283516,257045,263781,231235,192088,203252,189496,182419,190767,213212,121046,122833,120202,114032,99275,84285,93787,97252,93464,109343,101614,102113,99181,109078,45380,48173,38499,37244,47292,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
可供出售金融资产(万元),3909,--,3840,3537,3813,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,1850,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
长期股权投资(万元),18353,16713,16796,16668,8963,6188,6193,6004,6001,1037,984,980,975,894,884,873,864,808,2656,2644,2607,2545,2533,2543,2485,2388,2153,2176,2210,379,422,444,467,--,0,0,0,0,0,0,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
投资性房地产(万元),3077,3117,3157,3197,18637,3276,3316,3356,3396,3439,3483,3536,3563,3727,3766,3686,3726,3646,3686,3726,3757,3797,3836,3855,3848,3735,3762,3799,3835,4356,4386,4427,4470,4437,4481,4524,4568,4602,4655,4737,4882,3550,
固定资产原值(万元),292396,--,266216,--,261515,--,234784,--,231448,--,199762,--,196229,--,183897,--,182134,--,156199,--,153664,--,146705,--,144570,--,143845,--,142596,--,112764,--,103527,--,88589,0,81462,0,77047,67413,--,--,
累计折旧(万元),83770,--,77527,--,71611,--,68637,--,63458,--,59413,--,55560,--,51640,--,48040,--,44342,--,40858,--,37399,--,34065,--,32914,--,29683,--,26772,--,24258,--,21896,0,19793,0,17631,15707,--,--,
固定资产净值(万元),208626,--,188689,--,189905,--,166148,--,167990,--,140349,--,140669,--,132257,--,134094,--,111856,--,112806,--,109307,--,110505,--,110931,--,112913,--,85993,--,79268,--,66693,0,61669,0,59416,51707,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
固定资产(万元),208626,190584,188689,192704,189905,176938,166148,168227,167990,151216,140349,142054,140669,138865,132257,134315,134094,114890,111856,112419,112806,109455,109307,109382,110505,110218,110931,112120,112913,95256,86012,80387,79268,70949,66693,61051,61669,59241,59416,51707,46768,39656,
在建工程(万元),5394,11579,11023,7976,5231,15368,12673,3611,1325,7079,4154,3054,1939,7745,8325,6904,5447,25795,25370,19438,15538,11140,402,432,169,3401,3203,2759,2246,12153,15763,14968,12889,10329,7278,4560,3025,2497,2394,9572,1706,2035,
工程物资(万元),135,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
生产性生物资产(万元),6623,9124,9314,11238,12429,17028,16643,16242,15605,15773,15206,15889,15859,19044,19719,20393,20067,22248,20755,19186,16921,16335,15493,18785,17606,17248,16077,15118,13492,12815,11989,11370,10103,9414,9063,8655,7901,7491,6913,6016,4053,2416,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
无形资产(万元),30895,29132,29290,29491,29434,37070,29699,29557,29741,30295,21289,17650,17745,19448,19535,19676,19466,19561,19645,27201,26462,26681,26731,26704,19326,17896,14678,14778,14844,13582,13597,13519,11191,11212,11262,11319,11397,9413,9466,9572,9106,6483,
开发支出(万元),--,--,--,--,--,--,--,--,--,128,91,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
商誉(万元),11220,11557,11557,11557,11557,12090,12090,12090,12090,532,532,532,532,193,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
长期待摊费用(万元),65,396,407,441,70,330,408,96,96,189,104,109,115,1027,179,184,131,248,222,191,99,157,422,115,98,219,200,157,162,259,167,167,151,59,12,0,0,0,0,0,114,32,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
递延所得税资产(万元),825,589,690,582,463,364,367,237,203,264,24,22,19,20,18,26,25,87,75,83,69,69,74,57,55,61,66,55,56,81,81,104,100,34,35,35,35,38,38,31,2,0,
其他非流动资产(万元),7893,10128,6932,5505,4819,3032,15309,3244,3536,3472,13456,10066,9935,10427,10431,10440,10704,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
非流动资产合计(万元),297015,286515,281695,282897,285322,273535,264694,244513,241832,215274,201522,195791,193201,203239,196964,198348,196374,189132,184265,184888,178258,170178,158797,161873,154092,155165,151070,150962,149759,138880,132417,125387,118638,106434,98824,90145,88596,83282,82883,81634,66631,54173,
资产总计(万元),906407,791465,801834,809170,806265,813406,701502,683419,620409,616514,557602,555669,496352,486755,454008,462129,427609,381220,387517,374384,360677,360945,372009,282920,276925,275367,265102,250237,234043,232667,229669,218851,227982,208048,200937,189325,197674,128662,131056,120133,103875,101464,
短期借款(万元),216540,219090,237840,240040,222210,228880,193900,205765,125765,165195,167495,163080,167305,156120,138280,146667,131807,124887,115817,119817,123313,114253,127873,117827,105027,116273,100193,88273,69077,80787,85587,78187,80807,81627,75527,66487,54687,51167,50886,46446,42347,30250,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
衍生金融负债(万元),--,1300,1300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付票据(万元),149670,--,56206,72439,84376,92702,84783,79329,103491,64549,60262,92866,85200,105000,99500,84700,61100,53800,66800,50800,24300,25800,28600,13000,12900,9100,7100,4600,6000,8300,5300,5000,7997,4000,6000,5000,7000,1450,1050,700,2395,15450,
应付账款(万元),64211,--,50203,45691,58966,57458,57988,45415,44298,46854,24259,15616,32962,22464,25462,31262,34301,23241,24439,22281,24691,23750,24599,19625,22019,23175,23401,20910,23508,14174,12082,10513,14161,6068,3398,2639,11257,9945,15932,14099,8232,7858,
预收账款(万元),14393,12553,12500,21717,9126,17498,20369,9712,7569,8413,6973,5798,9220,5813,7330,9559,10317,5313,5823,5403,5701,5762,6806,4221,4539,3925,4331,3708,3453,4141,3728,3079,3287,565,348,554,1470,2584,2551,2475,3003,3432,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付职工薪酬(万元),7029,6079,5774,4823,4205,2476,2409,2524,3878,3944,3343,2683,4154,3718,4657,4280,4539,2994,3152,3090,3821,3901,3138,2399,3289,2481,3043,3114,2667,2376,1483,1327,1560,741,536,687,1042,1318,1387,1051,1151,1577,
应交税费(万元),6100,4794,3406,5269,3927,851,875,797,1244,687,462,952,814,793,734,1206,890,-4046,-2901,-2709,-3284,-3192,-4146,-3105,-2605,-3572,-4761,-2899,-2644,-2417,-2015,-1501,-1604,-1631,-1247,-1488,-1025,-1147,-954,-1029,-794,-156,
应付利息(万元),1049,--,2343,1664,910,--,--,--,--,--,--,--,--,--,--,--,--,9,13,15,14,--,--,--,--,--,0,--,--,--,--,--,--,--,0,11,22,0,0,0,--,--,
应付股利(万元),453,--,2724,2383,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,880,--,--,--,0,0,0,0,0,0,0,248,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
其他应付款(万元),--,20455,19394,18537,21139,15441,17560,19372,17591,16513,15248,11636,23733,10703,11408,18575,19859,11277,11876,11650,13215,18033,15055,12162,14965,9039,11573,10698,11729,9192,9122,7400,8012,4202,2757,1916,7160,7188,6035,4240,5114,8478,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
一年内到期的非流动负债(万元),47224,19925,26692,36846,36198,35446,21555,10639,11827,6177,5819,5076,4958,6600,6600,800,800,1400,2050,2850,2850,2400,3320,2670,2670,3370,2200,2000,2000,2500,2550,2550,2550,2350,3680,3380,3880,800,800,4700,1780,0,
其他流动负债(万元),1300,1166,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
流动负债合计(万元),545825,410412,418383,449410,441057,450753,399439,373553,315663,312331,283860,297708,328347,311210,293972,297050,263614,218875,227069,213198,194620,190707,205245,168799,162804,163791,147080,130404,115790,119055,118718,106555,116769,97922,90999,79185,85492,73305,77688,72683,63228,67137,
长期借款(万元),42219,36890,39583,20683,20683,24354,16847,24879,18747,19513,19979,8600,2000,2000,--,6000,6000,5400,5800,6550,6550,7700,1050,1000,1000,1700,2970,3670,3670,4170,5170,5170,5670,6670,7720,7320,10200,13100,12780,8700,7500,9500,
应付债券(万元),0,30000,34660,34660,34707,34659,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
长期应付款(万元),14116,16227,16200,14433,17228,19491,5995,7251,9510,21548,6023,7308,8757,14564,2045,2045,2245,2245,2245,2245,2245,2245,2245,2245,2245,2245,2300,2300,2300,2300,2300,2300,2300,2300,2300,2500,2500,2500,2500,2500,2080,2000,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
长期递延收益(万元),4800,4706,4825,4945,5065,3074,3183,3306,3401,3510,3619,3773,3836,4163,4277,4162,4272,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4381,4490,4599,4207,3937,4060,4187,4313,4439,4566,4692,4818,1306,1378,1449,1521,1592,1664,1765,1806,1368,1409,1492,1316,0,
非流动负债合计(万元),61134,87823,95269,74722,77683,81579,26026,35436,31658,44570,29621,19681,14594,20727,6322,12207,12517,12026,12535,13394,13002,13882,7355,7432,7558,8384,9836,10662,10788,7776,8848,8919,9491,10562,11684,11585,14506,16968,16689,12692,10896,11500,
负债合计(万元),606959,498234,513652,524131,518740,532332,425465,408989,347322,356902,313481,317389,342941,331937,300294,309257,276130,230901,239603,226591,207623,204589,212600,176230,170362,172175,156916,141066,126578,126831,127566,115474,126260,108485,102683,90770,99999,90273,94377,85375,74124,78637,
实收资本(或股本)(万元),53429,53429,53429,53429,53429,53429,53429,53429,53429,53429,53429,53429,42580,42580,42580,42580,42580,42580,42580,42580,42580,42580,42580,29400,29400,29400,29400,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,11000,11000,11000,11000,11000,
资本公积(万元),161465,161465,161465,161465,161465,161469,161469,161469,161469,161469,161469,161469,88509,88509,88509,88509,88509,87811,88509,88509,88509,89053,89053,42766,42766,42766,42766,57466,57466,57466,57466,57466,57466,57466,57466,57466,57466,2283,2283,2283,2283,2826,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
盈余公积(万元),4008,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,3972,3972,3972,3972,3972,3972,3972,3972,3919,3919,3919,3919,3372,3372,3372,3372,2790,2790,2790,2790,2292,2292,2292,1843,956,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
未分配利润(万元),37373,34372,30800,29427,28163,26930,23723,22903,22037,22095,19695,13876,12890,14346,13244,12489,11141,10028,4657,4618,9912,12986,15913,22696,22649,19303,24429,25466,23742,22731,19011,20337,18708,17061,15713,15973,15103,15201,13524,11574,7344,344,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
归属于母公司股东权益合计(万元),258334,255013,251684,250008,249020,245828,242622,241801,240935,240993,238593,232774,147979,149436,148333,147578,146231,144391,139718,139679,144973,148592,151519,98835,98787,95389,100515,101551,99827,98270,94550,95876,94246,92018,90670,90930,90060,30775,29099,27149,22469,15125,
少数股东权益(万元),41114,38217,36498,35031,38505,35246,33416,32629,32153,18619,5528,5506,5432,5381,5381,5294,5248,5928,8195,8113,8082,7764,7891,7854,7776,7803,7671,7619,7638,7566,7554,7501,7476,7546,7584,7625,7615,7613,7581,7609,7282,7702,
所有者权益(或股东权益)合计(万元),299447,293230,288182,285039,287525,281074,276037,274430,273088,259612,244121,238280,153411,154817,153714,152872,151479,150319,147914,147792,153055,156356,159409,106689,106563,103192,108186,109170,107465,105836,102103,103377,101722,99564,98254,98555,97675,38389,36679,34758,29751,22828,
负债和所有者权益(或股东权益)总计(万元),906407,791465,801834,809170,806265,813406,701502,683419,620409,616514,557602,555669,496352,486755,454008,462129,427609,381220,387517,374384,360677,360945,372009,282920,276925,275367,265102,250237,234043,232667,229669,218851,227982,208048,200937,189325,197674,128662,131056,120133,103875,101464,		
  
