报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),72850,80001,70854,75873,69141,88812,105721,94132,88264,72682,75744,79205,73817,74816,88172,96664,91717,89200,113982,110059,114279,116996,124274,114135,119190,97904,94132,95237,83744,84712,75542,67673,70937,76362,49651,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),5000,5000,--,--,--,21000,--,--,3286,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),147521,155423,121854,109459,86580,57490,127171,107313,102813,78140,98046,68790,60387,63836,56965,6165,11343,2445,25180,10938,1762,768,--,0,--,--,--,3000,20000,--,11135,5000,2000,0,0,
流动资产合计(万元),541738,556177,520670,498427,470217,489585,509684,497075,496242,472275,511251,495010,498580,493469,511485,529178,489039,514107,553912,549809,577539,606899,739037,629621,613084,531813,412698,388821,403544,306999,295852,270319,264721,235321,199378,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),17687,17238,15885,15885,15885,15885,15885,15885,15885,15885,200,200,200,200,200,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
持有至到期投资(万元),1855,--,800,--,5000,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),6685,6823,6991,6961,5727,5884,6645,6634,6423,6405,25033,24819,32889,33124,30101,30869,30998,31167,32241,32063,28850,25180,25551,25546,25566,25563,24823,24898,11832,11832,11832,11806,575,4425,3042,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),2174,2189,2204,2218,2233,2247,422,426,429,433,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
固定资产原值(万元),--,206335,--,216112,--,165176,--,153424,--,150702,--,143802,--,142421,--,120315,--,119191,--,95762,--,94711,--,90351,--,80886,--,79459,--,78326,0,53919,0,0,0,
累计折旧(万元),--,57533,--,49945,--,48524,--,44640,--,40155,--,37383,--,32411,--,29505,--,25319,--,23146,--,19868,--,27038,--,24016,--,22296,--,20688,0,19420,0,0,0,
固定资产净值(万元),--,148802,--,166167,--,116652,--,108783,--,110547,--,106419,--,110011,--,90810,--,93872,--,72616,--,74843,--,63312,--,56870,--,57162,--,57638,0,34499,0,0,0,
固定资产减值准备(万元),--,7889,--,16020,--,4997,--,4998,--,4999,--,3550,--,252,--,265,--,271,--,307,--,326,--,362,--,363,--,396,--,422,0,442,0,0,0,
固定资产(万元),138363,140913,147633,150147,109305,111654,109141,103786,104340,105548,103953,102869,107957,109758,89364,90545,92847,93601,73759,72309,72872,74517,67131,62950,64550,56508,56626,56767,57221,57216,32653,34057,31578,18380,20791,
在建工程(万元),16654,10387,5628,4083,45885,43029,37309,39750,37409,28127,23559,14020,11816,9022,17979,16854,15462,15215,29230,24136,22692,17533,22656,20417,19200,24488,16233,6405,2183,1761,27051,24537,19444,20005,752,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,65,65,65,65,65,0,0,
固定资产清理(万元),--,--,--,--,--,1,12,12,12,12,21,50,30,30,8,0,2,--,84,84,--,--,0,12,12,12,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),27903,28122,28335,28554,28776,28993,28344,28585,28841,29099,29335,29184,29457,29717,24598,24785,25009,25233,25383,25544,25704,25864,26005,28563,28527,28717,28398,26300,25571,25720,25853,24179,24496,24982,4617,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
商誉(万元),2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2054,2139,2054,2054,2054,2054,2054,1432,1432,1432,1432,1432,1105,1105,
长期待摊费用(万元),301,273,81,12,4,204,12,14,46,74,110,144,174,200,286,343,443,482,491,348,313,355,396,423,463,462,406,436,426,459,493,521,579,34,46,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),26795,25655,24271,24469,23590,23152,20477,20224,20830,20437,21434,21820,14959,14778,15946,16522,15571,15523,14181,14778,12877,12208,11453,10680,10846,10631,9720,9570,8889,9047,6235,6891,5502,3751,2035,
其他非流动资产(万元),20000,20277,25510,26122,31020,31321,22612,25612,25612,25864,9,116,130,160,80,80,80,80,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
非流动资产合计(万元),260472,253931,259391,260505,269479,269425,242913,242981,241883,233939,205709,195276,199666,199044,180617,182052,182465,183355,177424,171315,165362,157711,155330,150645,151219,148434,138259,126429,107618,107532,105613,103487,83670,72682,32388,
资产总计(万元),802210,810107,780061,758933,739695,759010,752597,740055,738125,706213,716960,690286,698245,692513,692102,711230,671504,697462,731337,721124,742901,764610,894367,780266,764303,680248,550957,515251,511161,414531,401464,373806,348391,308004,231766,
短期借款(万元),30050,30000,30000,15000,15000,15000,--,--,--,10000,20000,20000,20000,10020,3360,5032,16945,14644,2977,2000,2000,27000,55000,45000,40000,10000,395,--,--,5516,10256,10620,735,13000,9500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,94,0,153,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),36572,29064,26949,31373,31615,29114,25273,28238,29189,27294,28148,22823,23152,33326,24044,16915,32682,43353,41184,44667,57894,76900,131037,121896,105113,89571,29667,5097,4599,5384,3757,3269,5269,18037,12891,
应付账款(万元),154299,167070,155127,153468,148353,148984,162020,144391,155180,149262,142370,123067,124933,123216,127297,136021,129520,145510,144999,148288,132313,137076,135613,140647,153447,133855,114013,109710,109848,114202,106752,98687,83536,64112,49325,
预收账款(万元),130402,133268,129397,133066,115343,134014,134593,136894,121281,93870,108018,108599,93894,90820,106268,114023,100438,96461,138196,128841,139403,133933,164709,167831,154081,148583,129450,134879,128673,129172,129675,114550,124955,118195,78940,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),3183,6483,4927,4035,3192,6073,--,3407,2644,5495,4189,3331,2645,5626,4982,4156,3164,6271,4973,4458,3474,6244,4450,4211,3227,6050,3106,2324,1589,4914,3985,3354,4258,2500,2345,
应交税费(万元),5085,8448,3992,4463,7401,6809,4224,3927,6691,8207,1377,2454,4040,3935,3312,2671,1622,6811,918,2402,6722,7681,1400,1036,3749,3620,1154,451,1534,738,-130,3661,2236,-1787,2182,
应付利息(万元),--,49,4,4,1,15,2209,31,31,43,6,5,6,41,12,25,9,62,1271,868,478,151,11,46,55,--,--,--,0,2,1,8,5,17,4,
应付股利(万元),--,--,--,--,177,--,4,--,--,--,--,--,--,--,--,1783,24,24,24,--,--,--,517,1105,--,--,--,425,--,--,0,506,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),13856,14064,13843,16608,16571,15079,--,12434,12761,12572,7808,8195,7847,8782,9995,9980,6916,6967,3934,4095,5086,4737,3521,2136,5945,2998,1423,2215,2598,3497,6370,3043,4507,3062,1319,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,12091,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动负债(万元),3946,3946,800,1141,5021,5504,11768,18491,18020,18471,2104,2069,2422,2419,1724,17724,17724,20216,27724,10771,12777,10979,2500,1000,1500,2000,1500,1000,--,--,0,2297,2297,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30000,30000,30000,30000,--,0,--,--,--,--,--,2297,0,--,0,0,0,
流动负债合计(万元),377393,392392,365039,359159,342674,360592,352182,347813,345797,325215,314019,290544,278939,278185,280994,308330,309045,340319,396200,376391,390147,434702,498758,484909,467116,396677,280708,256101,248841,265721,260665,240089,227797,217288,156507,
长期借款(万元),8500,8500,8665,7300,7650,7650,8000,8431,9221,9670,26779,27166,10971,11539,12373,11848,10848,9700,10146,22461,26010,13019,12387,10200,6000,2000,2500,1000,2000,--,3000,6000,4000,3000,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
长期应付款(万元),458,460,460,460,469,471,471,471,471,472,472,472,472,473,484,484,484,485,495,495,490,492,492,483,483,483,485,485,476,483,2780,478,478,2774,3641,
专项应付款(万元),286,286,286,289,290,290,290,290,290,290,1733,1749,398,295,276,276,276,297,276,276,276,297,1964,276,284,276,278,276,276,276,493,328,328,328,2565,
预计非流动负债(万元),5681,6198,6311,6393,6922,6815,6887,6118,5703,5605,5285,4842,4559,4830,5730,6260,6473,6721,6405,6225,6409,6237,6222,6180,5930,5659,5633,5561,5229,5276,5126,4391,3734,2516,3443,
长期递延收益(万元),74661,75347,76796,77419,78395,79322,80848,81515,78469,83645,83566,84479,86785,86412,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税负债(万元),731,731,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
其他非流动负债(万元),3178,3178,5577,5624,6360,6360,9739,9784,4454,--,--,--,--,--,86162,82184,37943,38089,11818,11817,11388,10390,86125,1367,988,1018,564,585,350,382,207,451,456,104,132,
非流动负债合计(万元),93495,94700,98095,97485,100087,100908,106235,106610,98609,99683,117836,118709,103185,103550,105025,101052,56023,55292,29140,41274,44573,30435,107191,18506,13685,9436,9460,7907,8332,6417,11606,11647,8996,8722,9781,
负债合计(万元),470888,487092,463134,456644,442761,461500,458417,454423,444406,424898,431855,409253,382124,381735,386019,409381,365068,395611,425340,417665,434720,465137,605949,503415,480800,406114,290168,264008,257173,272138,272271,251736,236793,226010,166288,
实收资本(或股本)(万元),73939,73943,73943,73943,61703,61703,61703,61703,41136,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,40052,35952,35952,35952,35952,33600,24000,
资本公积(万元),82130,82067,81159,80991,93591,93937,93751,92739,113307,104607,103938,103938,103938,103938,102820,102820,102820,102820,102820,102820,102820,102820,102820,102820,102820,102820,102817,102817,102817,3820,3820,3820,3820,6393,14451,
减:库存股(万元),5624,5644,5644,5644,9784,9784,9784,9784,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
专项储备(万元),3812,3666,3802,3727,3391,3338,3236,3168,3092,3030,2927,2833,2785,2628,2346,2167,2009,1862,1646,1469,1175,1097,400,374,377,351,269,204,203,195,0,--,0,0,0,
盈余公积(万元),19416,19416,19416,19416,16810,16810,16810,16810,15979,15979,15979,15979,14295,14295,14295,14295,12278,12278,12278,12278,9672,9672,9672,9672,6424,6424,6424,6424,4044,4044,4044,4044,2254,1665,0,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未分配利润(万元),132374,124684,119106,104568,104516,94799,90863,84212,82245,80591,80140,76102,108199,103777,106515,103165,108394,104766,112677,109915,116648,109181,100498,91814,98764,90567,79896,72073,78886,72103,61504,55546,47637,28523,21295,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,3,2,-3,-1,-0,-0,--,0,--,--,--,--,--,--,0,--,0,0,0,
归属于母公司股东权益合计(万元),305938,298138,291840,277126,270413,261008,256619,248888,255815,244315,243028,238896,269268,264682,266029,262501,265556,261780,269470,266533,270367,262822,253441,244731,248437,240213,229458,221571,226002,116113,105320,99362,89664,70182,59746,
少数股东权益(万元),25383,24877,25087,25163,26521,36502,37561,36744,37904,37001,42076,42137,46853,46095,40053,39347,40881,40071,36527,36926,37814,36651,34977,32120,35066,33921,31330,29672,27986,26279,23874,22707,21934,11812,5732,
所有者权益(或股东权益)合计(万元),331321,323016,316927,302289,296934,297510,294180,285632,293719,281316,285104,281033,316121,310777,306082,301848,306437,301851,305997,303459,308181,299473,288418,276851,283503,274134,260788,251242,253988,142392,129193,122070,111598,81993,65478,
负债和所有者权益(或股东权益)总计(万元),802210,810107,780061,758933,739695,759010,752597,740055,738125,706213,716960,690286,698245,692513,692102,711230,671504,697462,731337,721124,742901,764610,894367,780266,764303,680248,550957,515251,511161,414531,401464,373806,348391,308004,231766,		
  
