报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
长期股权投资(万元),264,264,264,262,262,271,271,278,278,278,278,301,5118,5490,5436,6351,6262,6088,6088,6049,5966,5863,5863,5743,5743,5758,1258,1548,1248,1248,1248,1244,1244,1244,1234,1216,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产原值(万元),446459,--,437880,--,437034,--,434754,--,273910,--,234409,--,286632,--,286225,--,284361,--,255126,--,254104,--,249945,--,244908,--,232322,--,202360,--,201317,--,119677,121475,112406,75484,
累计折旧(万元),146308,--,141007,--,132259,--,120411,--,112645,--,103658,--,111662,--,101844,--,91841,--,82422,--,73714,--,64938,--,55978,--,47564,--,41237,--,34536,--,30939,26400,18028,11818,
固定资产净值(万元),300152,--,296873,--,304775,--,314343,--,161266,--,130752,--,174970,--,184381,--,192519,--,172705,--,180390,--,185007,--,188931,--,184757,--,161122,--,166782,--,88738,95075,94378,63666,
固定资产减值准备(万元),6908,--,7685,--,7685,--,7685,--,1604,--,1604,--,1604,--,1604,--,1604,--,1621,--,1621,--,1621,--,1621,--,1621,--,1621,--,1923,--,2123,4258,4443,4443,
固定资产(万元),293244,298661,289188,293268,297090,302631,306657,155492,159662,164151,129148,169357,173366,178158,182777,186273,190915,193628,171084,174677,178769,179179,183387,183451,187310,189748,183137,157111,159502,161846,164858,84909,86615,90817,89936,59223,
在建工程(万元),7464,4262,17088,9473,4816,3199,3158,148333,141280,134983,171080,101550,91618,93127,85300,78657,52190,24789,44241,47888,35203,23459,13435,9914,4104,3745,8352,29948,22158,15056,13145,73101,63919,39159,9416,21291,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,754,1618,1932,
固定资产清理(万元),--,--,--,371,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
无形资产(万元),44137,43900,44397,43976,43710,44313,44921,48915,49909,46614,46881,44067,45321,46442,47853,48086,46258,47160,48667,39224,35267,36501,37859,35825,31469,32385,33302,26384,24016,24533,24992,20849,21184,16563,10300,9218,
开发支出(万元),886,1706,--,2297,1984,899,--,2026,1518,709,--,3932,3043,1436,--,1341,2662,707,--,3672,6549,2898,708,5551,5147,2183,--,4651,3511,1339,--,--,0,0,0,0,
商誉(万元),2668,2668,2668,2668,2668,2668,2668,6848,6848,6848,6848,8348,8348,8348,8348,8348,8348,8348,8348,13272,13272,13272,13272,14297,14297,14297,14297,14297,14297,14297,14297,14297,14297,14297,14297,14297,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,1,3,6,8,10,12,14,16,18,20,22,24,--,--,--,--,--,--,--,--,--,0,0,489,835,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税资产(万元),434,537,439,347,347,347,347,5473,5681,6083,6092,4447,4567,4481,4376,4847,4793,4716,4601,2225,2068,2051,1925,1588,1212,1558,1667,1781,1466,1510,1510,1102,1121,1709,2791,1541,
其他非流动资产(万元),5220,5549,5711,4726,4736,4766,4847,9573,7055,12665,12086,27668,27967,23277,21902,20679,26957,38830,37980,29418,28453,27000,27000,--,--,--,--,--,--,--,--,840,500,2328,0,0,
非流动资产合计(万元),354318,357548,359757,357393,355618,366415,362874,377940,373234,373335,373416,360671,360352,361764,356999,354592,338398,324281,321026,316444,305568,290245,283473,256369,249282,249675,242014,235720,226198,219829,220049,196341,188891,166872,130081,109554,
资产总计(万元),632049,601535,622280,577694,576943,550911,577204,605757,629497,637908,585118,581389,583458,623763,604450,593121,617157,619416,579347,580386,604359,580417,528575,545411,528806,523985,468893,465689,451383,441738,458641,385965,382543,325661,333541,226881,
短期借款(万元),239414,211966,214109,238172,242271,218015,243684,160672,167143,151168,146906,126847,137946,158518,141481,143644,170814,158320,136729,136193,119581,141472,103001,121729,89551,96422,71050,55895,50848,45633,71287,84047,81793,27465,26852,15712,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,4438,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付票据(万元),9793,3355,21398,24244,20269,29620,24143,88289,101969,88837,30424,44084,48708,40819,42687,43186,46246,52495,42757,40937,67955,71074,60340,63945,71548,62881,38369,52617,50153,52424,48282,33892,37212,37361,77021,37674,
应付账款(万元),98130,85401,84383,81826,91957,86138,90160,82567,85591,84693,90479,75778,65062,74544,70533,68140,60665,60474,54856,40490,52459,55153,57084,53472,57102,59771,61672,58287,57458,52317,50177,43884,43882,34519,38517,19830,
预收账款(万元),3842,8072,6894,7907,8279,10401,7367,9874,4111,5065,4301,4897,6169,17555,15139,5903,6267,12919,9268,6906,5604,6362,2584,2485,7371,7540,2071,5480,5017,7061,3472,6110,7009,5253,3662,5422,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付职工薪酬(万元),4635,4006,5125,3602,3556,3159,3019,3701,3470,3103,2695,1806,2607,2521,2637,2122,2526,2464,2284,1131,1274,1815,1843,1595,1481,2187,1991,889,1153,1756,1784,1408,1470,1571,2344,2319,
应交税费(万元),2842,2382,1892,3260,2029,669,991,1697,1218,1275,739,1277,1737,786,1033,774,1944,1596,3438,2296,2295,2937,3367,4211,3542,2743,3575,2721,1962,1461,2943,2485,3375,4039,6751,8735,
应付利息(万元),2056,1247,546,249,212,400,372,348,238,2484,1785,1062,777,2264,2164,1228,793,2950,2424,1139,589,256,697,463,460,681,556,424,247,307,96,158,23,56,211,98,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2025,--,--,--,--,--,--,--,2739,4497,--,2379,2347,2379,3959,2974,10,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他应付款(万元),5899,5026,3252,2677,3253,3341,2943,13863,12897,2928,2398,3090,2588,2656,2488,2359,2327,2946,2679,2500,3522,2261,2448,1998,2621,1774,2256,2645,2132,2208,2599,2244,2597,1727,2832,13775,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
一年内到期的非流动负债(万元),7335,15595,15595,--,--,--,--,--,0,49978,49944,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1700,1700,19300,0,3000,
其他流动负债(万元),--,--,--,--,--,--,--,--,0,--,181,181,181,181,181,181,181,181,181,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
流动负债合计(万元),373946,337051,353193,361939,371826,351743,372679,361011,376638,389531,329852,259022,265775,299843,278342,267536,291764,294346,254616,233617,253279,281331,231363,249897,233676,234000,181540,181697,173468,163166,183018,178277,181440,135250,165602,106575,
长期借款(万元),60528,68147,73726,24100,14500,14500,14500,14500,14500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59000,61000,58000,55000,35000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,49911,49878,49844,49811,49778,49744,49711,49678,49644,49600,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计非流动负债(万元),800,800,800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期递延收益(万元),695,695,695,556,695,695,695,--,--,--,--,--,--,--,181,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
递延所得税负债(万元),717,725,733,740,748,755,763,1458,1461,1459,1458,1593,1091,1096,1092,1044,1072,1058,1079,1149,1148,1152,1160,908,908,1092,1152,1871,1881,2162,1303,1439,986,1047,1936,1328,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,181,181,181,362,542,542,723,723,723,904,904,904,--,--,--,--,--,0,0,0,0,
非流动负债合计(万元),62740,70367,75954,25396,15943,15951,15958,15958,15961,1459,1458,51504,50969,50941,51084,51002,50997,50950,51119,51335,51291,1875,1884,1632,1812,1996,2056,1871,1881,2162,1303,60439,61986,59047,56936,36328,
负债合计(万元),436686,407419,429147,387336,387769,367694,388638,376969,392599,390991,331310,310527,316744,350784,329425,318538,342761,345296,305734,284952,304569,283206,233246,251529,235487,235996,183595,183568,175349,165328,184321,238715,243426,194297,222539,142903,
实收资本(或股本)(万元),79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,79785,39892,39892,39892,39892,39892,39892,39892,32892,32892,32892,32892,32892,
资本公积(万元),86250,86145,86052,84972,84972,84972,84972,84950,84950,84950,84950,84950,84950,84950,84950,84950,84950,84950,84950,84950,84950,84950,84950,84950,124842,124841,124842,124841,124841,124841,124841,12167,12167,12167,12167,12167,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
盈余公积(万元),17669,17669,17669,17669,17669,17669,17669,17669,17669,17669,17669,17669,17669,17669,17669,16891,16891,16891,16891,16891,16891,16891,16891,15797,15797,15797,15797,14712,14039,14712,14039,10838,10838,10838,8009,5901,
一般风险准备(万元),1,1,1,1,1,1,1,1,1,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
未分配利润(万元),6851,4660,3593,806,492,-5689,-210,39143,46410,55208,61037,77196,79811,85048,86994,86756,86672,86193,85748,107374,111870,109083,107310,107029,106537,101856,98967,96760,91384,91233,89875,85627,77552,69409,51985,28445,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,27,36,28,23,11,6,-65,-63,-93,3,-99,-112,-120,-48,-100,-73,-74,-81,-94,
归属于母公司股东权益合计(万元),190380,188224,186960,183049,182677,176443,181907,221324,228630,237499,243316,259530,262248,267474,269429,268407,268324,267845,267410,289027,293518,290720,288942,287495,287006,282293,279501,276106,270044,270558,268599,141424,133375,125232,104972,79311,
少数股东权益(万元),4983,5893,6174,7310,6497,6774,6660,7464,8267,9419,10493,11332,4466,5505,5596,6176,6071,6274,6202,6407,6271,6490,6387,6387,6313,5697,5796,6015,5990,5852,5721,5826,5742,6132,6031,4666,
所有者权益(或股东权益)合计(万元),195363,194116,193133,190359,189174,183217,188567,228788,236897,246918,253808,270862,266714,272979,275025,274583,274396,274120,273612,295434,299789,297211,295329,293883,293319,287989,285298,282121,276034,276409,274320,147250,139117,131364,111002,83978,
负债和所有者权益(或股东权益)总计(万元),632049,601535,622280,577694,576943,550911,577204,605757,629497,637908,585118,581389,583458,623763,604450,593121,617157,619416,579347,580386,604359,580417,528575,545411,528806,523985,468893,465689,451383,441738,458641,385965,382543,325661,333541,226881,		
  
