报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
一年内到期的非流动资产(万元),--,--,--,64,79,39,15,19,15,7,9,14,12,20,29,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
其他流动资产(万元),1818,1442,1015,940,840,1294,1712,1464,2080,2236,2530,2337,2640,2677,2825,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
流动资产合计(万元),227539,209354,211163,213567,191548,180510,188420,174686,148084,139643,134187,152138,139912,136603,86769,81943,83922,82437,69350,77325,71853,67833,57986,70204,70104,75618,77962,88937,83537,94811,95299,106459,132667,28723,26032,32314,23622,20627,23150,25654,14823,11204,7278,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
可供出售金融资产(万元),9058,9058,9058,9058,9058,9058,9058,6800,5000,5000,5000,4000,4000,4000,4000,4000,0,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
持有至到期投资(万元),--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,--,0,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
长期应收款(万元),--,--,--,768,784,798,803,1121,1150,1176,1231,2051,1834,0,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
长期股权投资(万元),2544,2392,2345,2245,2305,2175,2172,1969,17777,16120,16168,16195,16256,9182,17616,17297,10679,6424,6120,5742,6205,6143,5789,5456,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,4164,1577,371,316,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
投资性房地产(万元),11664,11767,11870,32,39,--,0,--,--,0,0,0,0,435,669,660,584,909,884,879,908,998,1024,84,86,89,91,93,95,97,99,--,0,0,0,0,0,--,0,0,--,0,0,
固定资产原值(万元),244727,--,241568,--,256465,--,255693,--,241122,--,239706,--,201734,--,195698,--,191106,--,186528,--,120851,--,91669,--,91933,--,91078,--,87766,--,77913,--,65763,0,62367,0,0,--,34933,19783,--,12484,10112,
累计折旧(万元),98570,--,91744,--,92115,--,86348,--,80143,--,74739,--,67913,--,60803,--,55766,--,49138,--,33248,--,30141,--,27221,--,24228,--,21678,--,18990,--,16893,0,14560,0,0,--,10993,8342,--,4199,2874,
固定资产净值(万元),146157,--,149824,--,164350,--,169346,--,160979,--,164967,--,133822,--,134895,--,135340,--,137390,--,87602,--,61528,--,64711,--,66849,--,66088,--,58922,--,48870,0,47807,0,0,--,23940,11441,--,8285,7238,
固定资产减值准备(万元),--,--,--,--,--,--,433,--,433,--,433,--,433,--,433,--,433,--,433,--,433,--,433,--,433,--,433,--,433,--,433,--,433,0,433,0,0,--,433,0,--,0,0,
固定资产(万元),146157,147816,149824,163538,164350,167312,168913,160304,160547,161875,164535,130951,133389,132045,134462,131163,134908,136416,136958,97823,87170,59618,61095,63335,64279,65483,66417,64467,65655,61818,58489,48859,48437,46526,47375,35773,30252,22642,23507,11441,9851,8285,7238,
在建工程(万元),18356,11754,7688,7008,4134,2842,3702,9396,11193,8347,8080,2299,2552,4609,4384,6505,5206,4123,3759,39249,48665,60551,54599,33561,26859,19327,16879,7519,7156,--,--,954,526,1286,399,6245,5175,10636,8609,0,--,199,218,
工程物资(万元),--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
固定资产清理(万元),--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
生产性生物资产(万元),--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
油气资产(万元),--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
无形资产(万元),13655,12810,13490,13815,14116,14490,13887,16505,16700,16069,16275,6268,5948,6321,4082,4125,4117,3708,3708,3679,3411,3401,3437,3445,3449,3486,3429,3435,3457,3490,3476,2399,2328,2350,2364,2388,2407,2434,2467,222,336,422,245,
开发支出(万元),--,--,--,--,0,--,--,--,--,0,0,0,--,0,0,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
商誉(万元),23961,26168,26557,27945,27975,27975,27975,25378,25378,25322,25378,22063,16363,16363,2486,2477,2486,2486,2486,2505,2450,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,--,258,0,6,0,0,
长期待摊费用(万元),4277,4318,4305,3150,3140,3175,3289,3448,3305,3345,3510,3467,3495,3523,3629,6270,5832,4135,4120,4679,4604,4164,3737,3904,3968,3794,3529,3258,3043,2880,2517,579,591,507,405,1,0,40,92,224,195,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,436,0,0,0,0,0,--,0,0,--,0,0,
递延所得税资产(万元),6893,7055,7233,6716,6756,6488,6854,5977,5524,5302,5155,4525,4342,3758,3455,3408,3125,2927,2714,2188,1688,803,969,732,727,682,713,484,552,587,685,--,410,371,383,416,538,615,620,126,69,0,0,
其他非流动资产(万元),--,--,--,--,0,--,--,75,--,--,0,0,0,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
非流动资产合计(万元),236565,233138,232371,234275,232656,234314,236653,230973,246573,242558,245332,191817,188180,180237,174784,175904,166936,161129,160749,156743,155101,135936,130909,110775,99627,93118,91317,79514,80216,69130,65525,53485,52551,51299,51184,45080,38631,36367,35554,16176,12033,9276,8017,
资产总计(万元),464104,442492,443534,447843,424204,414824,425073,405659,394657,382201,379519,343956,328092,316840,261553,257847,250858,243566,230100,234068,226954,203769,188894,180980,169730,168736,169279,168451,163753,163940,160824,159944,185217,80022,77216,77395,62252,56994,58704,41830,26855,20481,15295,
短期借款(万元),48428,43060,43774,47973,68700,61817,71897,66792,74100,74045,74160,60152,63957,46974,52528,55162,46907,41789,33229,35455,31635,19660,10685,7929,0,--,4277,4000,--,3000,3000,3000,11500,12604,15686,14345,9541,5116,6285,6410,1000,1800,2250,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
交易性金融负债(万元),--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,--,0,--,0,0,--,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
衍生金融负债(万元),--,--,--,--,0,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
应付票据(万元),24616,17919,16625,16987,15378,9611,10593,13541,4699,0,0,0,--,0,0,0,1000,1951,994,2695,800,0,0,0,0,100,361,829,683,--,--,1205,1789,0,0,0,0,--,0,2178,1411,783,190,
应付账款(万元),53904,50261,53340,43700,42333,42539,43201,35314,36531,32374,31206,31200,33053,29906,27846,27194,28570,28415,26773,31641,36271,19051,17157,13188,14281,12691,11696,13141,15417,13321,12529,12092,12666,10560,12016,10794,7463,8537,8050,7074,5849,3352,2203,
预收账款(万元),2295,2174,1705,1496,1091,1446,1389,1069,826,773,790,1470,1198,1440,1037,1015,1261,1244,834,420,736,540,386,408,462,484,389,441,449,748,534,903,570,833,743,18,420,165,479,1211,368,260,162,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
应付职工薪酬(万元),8155,7968,9757,8206,8758,7425,9103,5239,5356,4424,5025,4952,3754,2620,2933,3153,3422,2530,3182,2874,2300,2041,1939,1645,1540,1354,1945,845,1264,910,1331,1065,1056,710,1292,1468,1031,1148,1186,794,904,335,85,
应交税费(万元),5080,5795,6122,5198,4875,5009,5712,4860,3593,2537,2666,2528,2727,2329,2731,-246,181,-675,-457,-1659,-2275,-819,-713,483,397,-1470,-1994,-2279,-2332,-2513,-441,-149,142,168,236,28,497,386,491,523,477,351,277,
应付利息(万元),2348,1729,1133,548,108,87,80,87,89,98,125,83,55,-178,82,64,108,134,95,69,47,13,13,60,43,25,18,103,68,40,22,200,298,246,106,201,143,86,68,42,--,0,0,
应付股利(万元),--,--,--,404,2661,1251,1638,1529,2640,1889,1856,3117,2996,0,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,1150,2513,0,--,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,5,9,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
其他应付款(万元),2307,1279,1277,3432,6626,2513,2309,4537,3709,3829,4100,2739,2402,14442,826,750,700,730,639,786,241,301,284,200,277,927,905,1594,1458,1287,1500,2072,2147,1891,1114,3174,1024,779,950,551,1243,554,800,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,455,607,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
一年内到期的非流动负债(万元),2068,1865,1961,11189,12053,12585,14171,551,683,611,589,0,0,19,43,--,0,0,0,161,191,--,0,0,0,--,--,10,93,--,319,--,0,0,0,0,0,--,0,0,1025,725,600,
其他流动负债(万元),--,75,--,--,0,0,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,0,0,--,--,--,--,--,--,--,2991,2991,2991,0,0,--,0,0,--,0,0,
流动负债合计(万元),149200,132124,135693,139132,162583,144283,160093,133517,132227,120579,120517,106242,110141,97551,88027,87091,82148,76119,65289,72442,69947,40786,29752,23912,17000,14110,17598,18683,17101,16793,18794,20388,33158,30004,34183,30028,20119,17367,20021,18782,12278,8620,7183,
长期借款(万元),14557,11403,12063,14970,13316,13525,14027,25076,23876,25314,25781,12145,--,0,0,--,833,860,881,917,949,991,1023,1060,1085,1106,1134,1168,1220,1452,--,469,16567,14121,8919,9064,9210,9353,9482,0,--,1025,150,
应付债券(万元),39774,39716,39746,39731,0,--,--,--,--,0,0,0,--,0,0,--,0,0,0,0,0,0,0,1178,1173,1168,1163,2365,2356,2347,2338,3934,3920,3906,3892,6866,3864,3850,3837,3784,--,0,0,
长期应付款(万元),858,2186,2352,--,0,--,--,--,--,0,0,0,--,0,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
专项应付款(万元),--,--,--,--,0,--,--,--,--,0,0,0,--,--,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
预计非流动负债(万元),717,811,689,486,666,768,796,662,654,591,553,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
长期递延收益(万元),3547,3538,3554,3642,3659,4184,3291,3913,3617,3913,3929,3169,3185,2166,2166,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
递延所得税负债(万元),532,312,331,360,413,428,438,252,339,145,322,71,71,71,0,--,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,0,5,5,0,0,--,0,0,--,0,0,
其他非流动负债(万元),--,--,--,--,0,0,--,--,--,--,0,0,0,0,0,1527,1597,1597,1597,1331,269,269,249,249,194,194,194,64,164,164,164,100,500,500,500,400,400,400,400,400,--,0,0,
非流动负债合计(万元),61557,59509,60295,60763,19879,20546,19774,31944,30299,31513,32016,15385,3256,3117,2166,1527,2429,2457,2478,2247,1218,1259,1271,2486,2452,2468,2491,3597,3739,3963,2502,4503,20987,18532,13316,16330,13474,13603,13719,4184,--,1025,150,
负债合计(万元),210757,191633,195988,199895,182462,164829,179867,165462,162526,152092,152533,121627,113397,100668,90192,88618,84578,78576,67766,74690,71165,42045,31024,26398,19451,16579,20089,22280,20841,20756,21295,24891,54145,48535,47499,46358,33593,30970,33740,22966,12278,9645,7333,
实收资本(或股本)(万元),148791,148791,148791,148791,148791,148791,148791,49597,49597,49597,49597,49597,49597,24798,22340,22340,22340,22340,22340,22340,22340,22340,22340,22340,22340,22340,22340,22340,22340,11170,11170,11170,11170,8377,8377,8377,8377,8377,8377,7577,7577,7577,3200,
资本公积(万元),797,797,797,986,986,986,986,99991,99991,99975,99975,99975,99975,124774,88620,88620,88620,88620,88620,88620,88620,88620,88620,88705,88514,88323,88132,87941,87877,99047,99047,98095,98095,4227,4227,4227,4227,4227,4227,627,627,500,0,
减:库存股(万元),--,--,--,--,0,--,--,--,--,0,0,--,--,0,0,--,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
专项储备(万元),--,--,--,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
盈余公积(万元),8089,8089,8089,7681,7681,7681,7681,6791,6791,6791,6791,6562,6562,6192,6192,5720,5720,5344,5344,4677,5009,4677,4677,4454,4278,4001,4001,3727,3727,3412,3412,3281,3022,2786,2786,2246,2246,2254,2246,1588,949,452,979,
一般风险准备(万元),--,--,--,--,0,--,--,--,--,0,0,--,--,0,0,--,--,--,0,0,0,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,-1,0,
未分配利润(万元),87959,84872,82813,82386,76978,81807,78117,73837,66913,64365,62419,60082,53636,55502,53956,52162,48992,48148,45583,43359,39768,46099,42174,39041,35100,37463,34668,32125,28924,29532,25789,22516,18750,16055,14288,16150,13769,11127,10072,9132,5435,2214,3691,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,608,539,446,383,52,-12,60,41,48,30,49,37,44,23,110,-9,35,42,40,36,40,39,42,-59,-10,0,0,
归属于母公司股东权益合计(万元),243696,242116,239568,240268,234426,238447,234579,230413,223283,221344,218953,216688,209600,211618,171361,169229,166281,164990,162333,159379,155789,161724,157871,154582,150279,152158,149189,146170,142913,143185,139529,135054,131073,31487,29717,31036,28660,26024,24964,18864,14578,10742,7870,
少数股东权益(万元),9650,8743,7978,7681,7316,11548,10627,9785,8848,8765,8033,5641,5095,4554,0,--,0,0,0,--,0,0,0,0,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,--,94,91,
所有者权益(或股东权益)合计(万元),253346,250859,247546,247948,241742,249995,245206,240198,232131,230109,226986,222329,214695,216172,171361,169229,166281,164990,162333,159379,155789,161724,157871,154582,150279,152158,149189,146170,142913,143185,139529,135054,131073,31487,29717,31036,28660,26024,24964,18864,14578,10836,7961,
负债和所有者权益(或股东权益)总计(万元),464104,442492,443534,447843,424204,414824,425073,405659,394657,382201,379519,343956,328092,316840,261553,257847,250858,243566,230100,234068,226954,203769,188894,180980,169730,168736,169279,168451,163753,163940,160824,159944,185217,80022,77216,77395,62252,56994,58704,41830,26855,20481,15295,		
  
