报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
长期待摊费用(万元),53,25,39,32,30,32,34,37,39,41,--,--,--,--,--,--,--,12,23,32,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3588,3588,2270,2321,2423,2361,1501,1534,1504,1506,1014,994,974,992,924,729,533,390,486,238,274,320,263,
其他非流动资产(万元),14005,10253,17206,16758,8192,8100,1778,9836,13811,10085,10644,11263,11384,11522,8291,401,548,694,812,883,911,1049,--,
非流动资产合计(万元),208478,196423,151808,134340,117982,106831,84500,81076,74902,69967,67941,68010,68939,69979,68664,63432,58418,57204,50612,44466,33837,23568,16497,
资产总计(万元),600287,598552,588972,574321,532696,541727,531756,406432,383290,345702,326856,316056,311698,304866,282990,253434,219295,184055,147296,113593,96126,78362,54299,
短期借款(万元),95000,96500,69200,60600,55550,52950,66700,78500,86600,93850,111340,111940,104630,111580,107950,112750,89175,65675,39350,28990,28125,26550,12000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),69404,49225,72304,74029,71190,90757,114365,110520,116540,108311,84307,72261,65920,63268,65193,27532,26366,28604,24600,18100,17966,10566,2000,
应付账款(万元),70200,81785,87998,91578,79944,77374,62469,52913,39970,31027,29808,26654,37018,41571,37560,43971,33026,25104,22581,16425,9837,9248,7069,
预收账款(万元),5226,5099,4627,1665,4070,3964,2457,1040,1187,1762,1811,4483,4430,2622,2372,2602,7414,3705,3265,2768,1077,901,4065,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2643,3649,1865,2384,2615,3889,2704,3144,2043,4717,3799,3404,2358,4010,2893,2967,2850,2405,2502,1397,1641,1368,1123,
应交税费(万元),2007,2764,-866,705,-866,2359,8457,10823,15431,12470,8513,7894,6573,11069,10217,7450,4855,2741,2262,1663,2257,795,985,
应付利息(万元),392,370,232,102,3,291,--,95,76,76,--,--,75,10,28,196,171,140,87,72,70,101,84,
应付股利(万元),18,18,309,1468,18,18,67,18,18,18,64,448,64,18,18,18,--,--,--,--,--,119,396,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),8034,13456,7558,6104,9860,11135,6692,7103,5847,8466,1852,3912,5291,3989,3042,3086,2144,1261,1429,426,420,466,1775,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),23422,23565,13876,1624,2742,3843,3878,4593,6025,4246,4517,4531,4008,4008,--,2043,4528,6566,6199,6404,1945,889,3448,
其他流动负债(万元),7005,7774,2966,2966,2790,3321,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),283352,284204,260069,243223,227917,249903,267790,268750,273737,264942,246010,235525,230368,242145,229274,202614,170528,136202,102274,76245,63337,51003,32946,
长期借款(万元),112718,111418,122886,127300,101000,98000,70000,57000,6000,--,--,--,--,--,--,250,1250,2250,6761,7261,8000,5000,3000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,1049,1402,26049,3837,4594,5594,6993,8116,--,--,1043,4575,3246,3939,555,1482,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),60,60,446,446,446,446,171,358,417,417,497,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),790,645,353,331,335,194,148,152,156,159,163,165,171,175,178,78,82,87,--,--,--,--,--,
递延所得税负债(万元),--,--,158,263,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),113568,112123,123842,128340,101780,98640,71368,58912,32621,4413,5254,5759,7163,8291,178,328,2375,6912,10007,11200,8555,6482,3000,
负债合计(万元),396920,396327,383911,371563,329697,348542,339158,327662,306358,269355,251264,241284,237531,250436,229452,202942,172903,143114,112282,87445,71891,57484,35946,
实收资本(或股本)(万元),33721,33721,33721,33745,34111,33196,33196,24268,12134,12134,12134,12134,12134,9100,9100,9100,9100,9100,9100,8080,8080,8080,8080,
资本公积(万元),120442,120355,120619,120612,123241,115994,115896,12507,24641,24641,24641,24641,24641,8173,8173,8173,8173,8173,8173,3073,3073,3063,3063,
减:库存股(万元),4557,4557,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),202,202,138,147,147,137,113,113,107,112,78,78,96,85,87,78,94,117,51,--,94,--,--,
盈余公积(万元),5092,5092,4502,4502,4502,4502,4004,4004,4004,4004,3701,3701,3701,3701,3323,3323,2900,2377,1822,1383,1375,1051,783,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),44657,43622,42445,40214,38918,38212,38226,36742,34957,34315,33936,33132,32516,32264,31727,28751,25090,20216,14978,12769,10819,7925,5625,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),199557,198434,201426,199220,200920,192041,191436,77635,75843,75206,74490,73685,73087,53323,52410,49424,45357,39983,34124,25305,23440,20119,17550,
少数股东权益(万元),3810,3791,3635,3538,2079,1144,1162,1135,1089,1142,1103,1087,1080,1108,1128,1068,1035,958,891,843,795,759,804,
所有者权益(或股东权益)合计(万元),203367,202225,205061,202758,202999,193185,192598,78770,76932,76347,75592,74772,74167,54431,53538,50493,46392,40941,35015,26147,24235,20877,18353,
负债和所有者权益(或股东权益)总计(万元),600287,598552,588972,574321,532696,541727,531756,406432,383290,345702,326856,316056,311698,304866,282990,253434,219295,184055,147296,113593,96126,78362,54299,		
  
