报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
存货(万元),83814,67287,56665,51454,58678,60806,50211,49053,55402,52845,51319,60176,65695,66271,59992,52073,58181,63640,60452,50111,56729,61197,51672,51288,58120,62014,64946,65711,84081,83446,73443,58226,62329,61968,57248,57383,48742,53973,51244,45332,43268,48245,43144,22609,16767,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
其他流动资产(万元),8114,4289,12915,2707,3429,2668,2899,2294,2401,2443,2669,2609,3559,3686,4475,4872,5424,5797,5461,4183,2673,5210,5203,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
流动资产合计(万元),130456,120039,126934,99205,96584,101830,98403,85000,95013,86499,84894,98779,100669,100686,89651,87183,84774,93510,85913,84443,93717,96038,95753,105887,105598,101716,104854,124804,116260,121128,100560,110487,119551,86827,80274,91063,101361,124018,115713,181265,213127,131034,114994,39185,29093,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
可供出售金融资产(万元),630,630,630,630,630,630,630,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
长期应收款(万元),4700,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
长期股权投资(万元),5721,6039,6168,5926,5806,5810,5860,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
投资性房地产(万元),1504,--,--,--,--,--,--,6174,6224,6274,6324,6375,6425,6475,6525,6575,6625,6675,6726,6776,6826,6876,6926,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
固定资产原值(万元),255135,--,227995,--,219660,--,221441,--,232055,--,247589,--,249580,--,254372,--,254356,--,254009,--,251352,--,260055,--,265686,--,264672,--,258834,--,258029,--,248376,--,209803,0,156365,--,104548,--,91229,--,89062,73694,--,
累计折旧(万元),109931,--,104385,--,98427,--,94872,--,102248,--,103117,--,98840,--,94966,--,87907,--,80836,--,73697,--,71655,--,64710,--,57286,--,50007,--,42837,--,35796,--,29154,0,23932,--,19884,--,17136,--,14570,10009,--,
固定资产净值(万元),145204,--,123610,--,121233,--,126568,--,129807,--,144472,--,150739,--,159405,--,166449,--,173173,--,177656,--,188400,--,200976,--,207386,--,208827,--,215192,--,212580,--,180648,0,132433,--,84664,--,74093,--,74492,63685,--,
固定资产减值准备(万元),728,--,779,--,780,--,2679,--,2078,--,6704,--,782,--,907,--,907,--,907,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,--,0,0,--,
固定资产(万元),144476,121105,122832,118030,120453,122649,123889,124733,127728,134509,137768,146275,149957,153237,158499,162179,165542,168803,172267,174975,177656,184944,188400,197945,200976,203949,207386,205602,208827,211996,215192,209669,212580,214480,180648,159231,132433,82807,84664,74099,74093,73434,74492,63685,41817,
在建工程(万元),13742,9723,6116,8514,7562,6097,5286,123,11,--,--,61,--,139,170,140,73,33,61,237,107,154,145,141,247,40,23,9832,7324,4672,3907,1098,813,1428,35935,50658,57527,94740,89721,18095,11019,5882,3660,8278,9655,
工程物资(万元),74,13382,12545,140,139,48,49,--,--,--,--,476,476,476,1073,597,622,622,597,597,597,660,660,--,--,--,--,--,--,--,--,--,0,0,7,565,503,462,341,5053,3853,2645,1759,170,10897,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
无形资产(万元),14144,14238,14331,14391,14481,14571,14663,10232,10313,11081,11167,10996,11078,11159,12168,12257,12346,12435,12524,12613,12705,13224,13317,13484,13575,13612,13701,13530,13608,13685,13762,13840,13918,13834,13598,13665,13780,13681,13735,10481,10675,10718,10763,10714,3980,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
商誉(万元),319,319,319,319,319,319,319,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
长期待摊费用(万元),659,663,619,130,135,163,147,218,141,50,50,50,50,51,51,51,52,52,52,52,53,53,--,54,54,54,54,55,55,55,55,109,0,0,0,0,0,--,0,--,0,0,0,441,325,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
递延所得税资产(万元),546,774,747,164,142,309,309,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1297,1297,1297,1305,2633,2633,2633,2633,2571,2571,2571,2571,--,0,0,0,0,0,
其他非流动资产(万元),1300,6022,4439,8599,3408,2241,2690,162,--,--,--,--,--,--,--,495,637,211,212,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
非流动资产合计(万元),187815,172894,168745,156843,153075,152836,153841,141643,144418,151914,155309,164233,167986,171537,178486,182294,185897,188831,192439,195250,197943,205911,209501,211624,214852,217655,221164,230316,231111,231706,234221,227349,229944,232375,232821,226691,206815,194261,191032,107727,99640,92680,90674,83287,66674,
资产总计(万元),318271,292934,295679,256049,249660,254666,252244,226643,239431,238413,240203,263011,268655,272223,268138,269477,270671,282341,278351,279693,291660,301949,305253,317511,320450,319371,326018,355121,347370,352834,334781,337835,349495,319202,313095,317754,308176,318279,306745,288992,312767,223713,205667,122472,95767,
短期借款(万元),54100,42600,40700,38680,24680,26180,32680,26700,35403,39217,39217,37517,32493,32493,32223,32273,24600,40600,42600,43600,53600,53100,50500,49500,54500,29500,40500,38500,31500,21500,7000,10000,20000,19000,26000,20800,18800,22800,15300,7000,10000,9845,3145,6565,12815,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
应付票据(万元),500,500,744,--,100,--,--,273,273,--,--,--,--,--,300,300,--,--,--,--,--,5000,18300,18300,5000,--,0,3333,3333,--,--,--,0,0,0,0,0,6000,6000,--,0,0,0,1000,0,
应付账款(万元),18908,14094,11843,12902,17937,18390,15802,13802,15671,16715,19468,19524,23411,24157,22408,19678,22671,24745,20697,13966,16873,17717,15627,14727,21234,25362,16534,20009,21605,20459,13439,16118,16800,16522,17170,21837,16296,23120,18442,9769,11867,15943,16078,9576,5611,
预收账款(万元),6572,6654,8236,10101,12271,8685,6206,5832,6109,4963,4228,4902,4821,5012,6372,5288,5115,5033,4277,5456,4522,6800,3938,6192,3957,3455,3448,6211,3367,2776,2396,3485,1699,3793,3104,3192,2229,1375,646,2465,1146,2239,1332,1856,1438,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
应付职工薪酬(万元),1301,1162,1711,927,913,705,1108,463,743,596,748,750,919,862,1032,790,900,673,1179,601,949,764,704,660,778,637,793,891,886,736,633,566,567,536,638,451,470,380,606,587,553,742,1094,1052,736,
应交税费(万元),1332,1490,1258,2168,1061,778,868,765,384,745,713,620,682,1089,621,1157,1152,1454,1055,948,770,513,784,287,-462,-718,-1280,-3470,-4743,-3915,-3611,-3071,-5140,-6298,-6367,-6637,-5975,-2766,-2093,-91,922,453,605,39,669,
应付利息(万元),28,1447,1315,1170,896,970,590,358,23,29,65,83,58,58,36,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,50,67,--,0,0,0,0,0,--,0,--,100,0,500,10442,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
其他应付款(万元),15301,9625,14627,15710,18342,23798,19865,18779,21677,11886,8002,12202,14760,14699,10957,11037,17409,9684,7802,9950,9152,8713,3106,2930,1643,1271,835,694,1551,1351,1242,1122,581,3012,2481,6608,6277,5727,5873,7512,15578,29706,23112,2335,1670,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,40,0,40,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,6103,6165,7570,7587,7522,7561,7522,7522,10153,10153,7054,7054,7069,7069,7044,7044,6764,5480,8728,8728,16109,21109,18482,19455,17600,17580,5177,23580,1778,7427,9418,10391,4176,3500,13418,13418,--,100,9300,14300,9200,7500,
其他流动负债(万元),39,39,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,29,29,29,29,23,23,20023,20023,30000,30000,40000,40023,--,0,0,0,37,37,381,0,40,0,40,0,0,0,
流动负债合计(万元),98080,77611,80473,87809,82412,87122,84753,74542,87891,81721,80011,85799,87345,85471,81049,77638,78963,89279,84701,81313,91375,101364,101716,108729,107782,98012,100307,113768,105080,88133,84768,59999,71935,45983,53418,50464,41634,70434,58192,27282,40306,68268,60206,42064,30440,
长期借款(万元),--,--,--,11682,11765,12640,12662,17636,17597,19786,19786,21649,21649,26748,26748,31867,31867,33758,33758,38998,40598,41654,43654,45610,46426,53026,54026,70214,76487,97483,80033,108750,109074,105074,93074,97807,97807,74890,73890,88303,101153,96508,87609,44056,38568,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,532,452,532,532,262,
预计非流动负债(万元),771,884,884,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
长期递延收益(万元),1484,1494,1503,329,339,353,362,--,386,--,410,457,457,--,457,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,315,--,--,--,337,--,0,--,--,--,--,
递延所得税负债(万元),43,45,39,46,47,47,47,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,376,--,410,--,--,--,457,--,481,481,504,504,541,554,558,558,307,307,307,307,272,292,272,269,315,315,315,0,344,344,--,0,--,0,80,0,0,0,
非流动负债合计(万元),2298,2422,2426,12058,12150,13039,13072,18012,17983,20196,20196,22106,22106,27205,27205,32348,32348,34795,34795,40072,41684,42744,44744,46449,47265,53865,54865,71018,77311,98287,80834,109597,109921,105921,93921,98683,98683,75422,74759,88835,101685,97040,88141,44588,38830,
负债合计(万元),100378,80033,82899,99867,94562,100162,97825,92554,105874,101916,100207,107905,109451,112676,108254,109986,111311,124074,119495,121384,133058,144108,146460,155177,155047,151877,155171,184787,182391,186421,165602,169595,181856,151904,147339,149147,140317,145856,132951,116117,141991,165308,148346,86652,69270,
实收资本(或股本)(万元),53534,53534,53534,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,49070,30669,30669,30669,30669,30669,30669,30669,30669,30669,30669,30669,30669,23000,23000,9469,7384,
资本公积(万元),151193,151193,151193,95953,95953,96006,96006,95954,95303,95303,95303,95303,95303,--,95303,95303,95303,95303,95303,95303,95303,95573,95573,95573,95573,95573,95573,95573,95573,113974,113974,113974,113974,113974,113974,113974,113974,113974,113974,113974,113974,4618,4618,13149,885,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,--,--,--,--,
盈余公积(万元),8371,8371,8371,8371,8371,8371,8371,8185,8185,8185,8185,8185,8185,8185,8185,8185,8185,8185,8185,8217,8237,7720,7720,7720,7720,7720,7720,7671,7671,7671,7671,7572,7572,7572,7572,7548,7548,7548,7548,6912,6912,6912,6912,5810,3973,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
未分配利润(万元),-3470,-8810,-9221,-9996,-11069,-11671,-11847,-19814,-20375,-17483,-14002,809,4854,5185,5481,5064,4893,3792,4340,3718,3922,2968,3848,7287,10278,12292,15536,14920,10427,12012,14646,13865,14794,14314,12844,15672,14976,19564,20930,20866,18762,23427,22370,6593,9404,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,0,0,0,0,--,0,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),209630,204289,203878,143399,142325,141777,141601,133396,132184,135076,138557,153368,157413,157744,158040,157623,157452,156351,156899,156309,156533,155331,156211,159650,162641,164655,167899,167235,162742,164326,166961,166080,167009,166530,165060,167863,167167,171755,173122,172421,170317,57956,56900,35021,21646,
少数股东权益(万元),8264,8611,8901,12783,12773,12728,12818,693,1372,1420,1438,1738,1790,1803,1843,1868,1908,1916,1957,2000,2069,2510,2582,2683,2762,2839,2948,3099,2238,2086,2218,2160,630,767,695,743,691,667,672,453,459,449,421,800,4851,
所有者权益(或股东权益)合计(万元),217893,212901,212780,156182,155098,154505,154419,134089,133557,136497,139996,155106,159203,159547,159884,159491,159360,158267,158856,158309,158602,157841,158794,162334,165403,167494,170847,170334,164980,166413,169179,168240,167639,167297,165755,168607,167858,172423,173794,172874,170776,58405,57321,35821,26498,
负债和所有者权益(或股东权益)总计(万元),318271,292934,295679,256049,249660,254666,252244,226643,239431,238413,240203,263011,268655,272223,268138,269477,270671,282341,278351,279693,291660,301949,305253,317511,320450,319371,326018,355121,347370,352834,334781,337835,349495,319202,313095,317754,308176,318279,306745,288992,312767,223713,205667,122472,95767,		
  
