报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期股权投资(万元),509,181,250,--,1653,1653,2248,2248,2601,2934,3313,3313,1250,--,300,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1705,1719,1733,1762,1819,1876,
固定资产原值(万元),--,442158,--,428850,--,379024,--,365322,--,358695,--,393173,--,372820,--,369817,--,224472,--,164187,--,92505,--,89245,--,76194,--,34934,--,31266,--,29005,--,--,27113,11563,10694,
累计折旧(万元),--,85336,--,74643,--,65571,--,56737,--,48383,--,46966,--,36989,--,29470,--,12893,--,14918,--,11558,--,8933,--,7201,--,5607,--,4823,--,3879,--,--,2558,1869,1374,
固定资产净值(万元),--,356822,--,354207,--,313453,--,308584,--,310312,--,346207,--,335831,--,340347,--,211578,--,149269,--,80947,--,80311,--,68993,--,29327,--,26443,--,25126,--,--,24555,9694,9320,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产(万元),359610,356822,356704,354207,315809,313453,308030,308584,307676,310312,342291,346207,344577,335831,337881,340347,308033,211578,150249,149269,87545,80947,80629,80311,71469,68993,52442,29327,26507,26443,26603,25126,25162,24538,24555,9694,9320,
在建工程(万元),49265,49611,37543,22682,51072,44720,44342,41601,44267,33468,26508,20701,16510,27943,25993,26037,76188,157564,202203,200391,152737,90430,37257,26558,4758,3937,15855,22899,2512,862,187,33,--,--,0,9941,1627,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,75,75,105,--,--,--,--,--,--,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),49181,50091,51867,49818,49830,51031,52633,50464,46482,39506,41622,42135,39426,39777,23090,23387,22890,23136,23244,22160,21075,19710,19866,19543,19713,19879,20048,20218,7038,6148,6217,6162,1813,1846,1936,1660,1753,
开发支出(万元),731,1634,674,4559,--,2766,1517,449,3738,--,--,--,3081,2777,2290,1984,1797,1724,1077,1529,1067,1105,995,809,--,--,--,--,--,--,--,--,12,2,0,387,186,
商誉(万元),4688,4688,4688,4688,5916,5916,5916,5916,5771,5259,703,703,703,703,703,703,703,703,703,703,171,171,171,171,171,171,171,171,--,--,--,--,--,--,0,0,0,
长期待摊费用(万元),4739,4806,4818,5179,5557,5932,358,217,173,191,112,98,46,48,50,52,703,504,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),6806,7191,5774,6068,3042,3040,2882,4290,4123,2950,2440,2436,2561,1834,2018,1786,1387,1081,523,733,2369,369,308,417,411,384,261,217,193,140,124,100,94,84,69,56,26,
其他非流动资产(万元),244578,69695,10380,13528,18351,19413,17747,13573,15666,18764,18153,7824,14229,10902,12674,7946,32674,71685,31917,24704,84816,92960,31489,37927,--,--,--,--,--,--,--,--,--,--,0,0,0,
非流动资产合计(万元),1140720,967432,919854,912817,694851,524548,475098,464967,468431,451006,471714,428081,425047,419815,404999,402243,444374,467976,409917,399489,349779,285691,170715,165735,96596,93438,88881,72832,36250,33592,33131,33126,28800,28203,28322,23557,14787,
资产总计(万元),3671996,3667962,3567760,3426236,3375850,3115359,2826052,2642514,2529296,1975585,1932536,1836800,1474600,1268078,1089347,1087650,1045507,936907,808773,796275,712843,622172,578355,579094,445771,389840,205839,189916,163966,153566,128362,114513,102216,60278,55832,40986,25074,
短期借款(万元),618081,638322,727788,656549,668131,575925,426918,481794,436169,405038,344806,335630,291867,220617,187120,179918,168174,188854,187510,191076,167950,126079,118435,133435,108435,70020,66741,65836,39342,36307,14300,8000,12000,21700,19700,15600,8910,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),--,86109,41839,46530,69708,64336,62157,50122,46355,47844,43713,39334,28632,26013,23477,27574,14544,23251,7843,7328,12530,11565,4183,3370,1000,11000,11000,5774,11062,--,--,188,527,--,0,0,290,
应付账款(万元),--,132572,101233,94450,90424,86771,76975,62524,74851,70872,81541,78912,83113,52835,51926,57841,68781,71978,27540,54105,30104,16171,13369,20842,13743,11261,10618,6087,5696,7577,6320,4443,1540,2106,2637,1347,693,
预收账款(万元),5679,2966,8121,11668,3753,12573,6020,6460,4296,2602,9038,6392,5174,6019,5072,3614,5353,4466,2680,1985,3719,2408,1669,1070,3569,2581,3364,4065,4627,12832,6633,1973,328,42,25,470,56,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),4725,4763,4239,7315,3744,3711,3666,7354,3453,3097,2731,4565,2580,2392,1316,2081,992,944,1329,1174,1209,1236,1064,883,443,450,429,356,280,380,195,136,110,95,71,42,18,
应交税费(万元),31290,26521,15401,22047,22699,21757,11610,27431,18991,11081,6191,13763,14797,14010,6840,5401,3482,2293,4563,5707,-12657,415,829,1037,2700,862,3031,1365,920,1214,-11,427,581,564,341,521,174,
应付利息(万元),--,20552,16741,18001,12729,15648,7598,7049,8164,13003,11971,7328,6429,9348,5922,2729,4866,3567,2215,605,4465,3076,424,439,140,80,77,84,34,46,46,38,28,40,45,27,21,
应付股利(万元),--,--,--,--,4738,4738,--,--,2210,2210,--,--,--,1915,--,3792,3792,3792,1335,1335,1335,1335,445,445,445,445,464,--,74,92,--,--,--,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),19660,3676,4091,4167,7159,6986,3018,3052,2280,2512,1282,1137,950,942,489,909,1287,1012,1526,1532,873,947,929,742,412,457,482,389,270,198,95,116,109,141,563,147,77,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),29950,69187,69141,63095,93103,92996,92949,92801,--,109958,133091,143727,164178,54654,40381,70526,37570,11151,4055,4301,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他流动负债(万元),149869,249730,249744,249622,149893,149792,99852,249670,249907,149859,149912,99810,99708,99607,--,--,--,--,--,--,85,73,61,49,--,--,--,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),1210236,1234397,1238339,1173445,1126080,1035232,790762,988258,846676,818076,784275,730599,697427,488351,322542,354384,308841,311308,240595,269149,209612,163305,141406,162312,130887,97156,96205,83956,62305,58647,27579,15321,15222,24689,23382,18155,10239,
长期借款(万元),47800,73600,58650,50700,48790,47850,47900,29000,27000,--,21111,21111,23222,35333,56718,54443,87047,103907,66450,56957,56060,31062,20000,20000,20000,10000,--,--,--,--,10000,10000,--,5000,5000,5000,0,
应付债券(万元),404654,396499,386183,393223,455835,359543,366737,59712,149421,149328,149235,149143,149044,189351,189271,189203,189120,89380,89339,89298,89260,89222,89134,89144,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期应付款(万元),--,--,--,--,12,--,--,--,--,--,8348,10058,10815,13250,6014,5889,11319,12208,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,
预计非流动负债(万元),--,--,--,--,493,--,--,--,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期递延收益(万元),5172,5102,4923,4923,5036,4799,4776,4768,3871,3871,4444,4422,1028,1041,1054,1067,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税负债(万元),1475,1219,1284,1008,441,471,501,531,--,--,--,--,--,--,--,--,--,--,21,--,--,--,--,--,--,--,23,21,18,15,13,10,8,6,2,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1581,-2354,533,1055,524,549,633,657,658,671,687,693,698,704,169,175,180,185,166,175,19,
非流动负债合计(万元),459100,476419,451040,449855,510607,412663,419914,94012,180316,153199,183138,184734,184109,238975,253058,250602,285915,203150,156353,147320,145854,120842,109777,109811,20668,10681,721,724,726,729,10192,10195,198,5202,5178,5185,19,
负债合计(万元),1669335,1710816,1689379,1623300,1636687,1447895,1210676,1082270,1026992,971275,967413,915333,881536,727326,575600,604986,594756,514458,396948,416469,355466,284148,251183,272124,151555,107837,96926,84680,63032,59376,37771,25515,15420,29891,28560,23339,10257,
实收资本(或股本)(万元),354090,354090,354090,353860,353720,353419,352963,352878,352432,322378,161102,160874,143668,143555,95384,95239,95189,94970,93980,93980,93537,93537,62358,61962,61962,61962,51712,32320,32320,32320,16160,16160,16160,12120,12120,10100,10100,
资本公积(万元),681972,681972,683014,680686,678169,670101,704641,670558,701359,252907,409028,405550,131783,116070,164194,162183,160587,157680,164767,152696,149669,148931,183060,173610,173236,173014,23748,42558,41199,41199,57359,57359,56425,6681,6681,3701,3761,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,0,
盈余公积(万元),96659,79339,60374,60374,53883,54214,36619,36619,32529,32529,32529,32529,5080,5080,5080,5080,12959,10242,5017,5080,4992,4506,4161,4128,6322,5048,3652,3074,2705,2245,1762,1579,1434,1192,861,401,106,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),860822,834091,773260,701731,648721,585948,518683,498167,414033,394294,358866,318962,308161,271378,245744,216614,178863,156487,145761,124943,106717,88514,75028,64710,50225,39496,27338,24756,22414,18426,15313,13902,12777,10394,7610,3444,850,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,248,124,314,-52,29,17,17,17,25,31,33,34,0,-0,-3,-1,--,--,0,0,0,
归属于母公司股东权益合计(万元),2000600,1955194,1876509,1801178,1736914,1665304,1613256,1558144,1500231,1001990,961555,917873,588821,536423,510722,479429,447845,419503,409838,376647,354944,335505,324625,304427,291769,279551,106484,102742,98638,94189,90590,88998,86796,30388,27273,17646,14817,
少数股东权益(万元),2060,1953,1873,1758,2249,2160,2120,2100,2073,2320,3568,3595,4243,4329,3025,3235,2906,2946,1987,3160,2433,2519,2548,2544,2447,2452,2429,2495,2297,--,--,--,--,--,0,0,0,
所有者权益(或股东权益)合计(万元),2002660,1957146,1878382,1802936,1739163,1667464,1615376,1560244,1502304,1004310,965122,921467,593064,540752,513747,482664,450751,422449,411825,379806,357377,338025,327172,306971,294215,282003,108913,105237,100935,94189,90590,88998,86796,30388,27273,17646,14817,
负债和所有者权益(或股东权益)总计(万元),3671996,3667962,3567760,3426236,3375850,3115359,2826052,2642514,2529296,1975585,1932536,1836800,1474600,1268078,1089347,1087650,1045507,936907,808773,796275,712843,622172,578355,579094,445771,389840,205839,189916,163966,153566,128362,114513,102216,60278,55832,40986,25074,		
  
