报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
应付账款(万元),--,21020,19088,19180,10697,10330,12006,14289,7142,7737,8146,9800,4439,5653,6124,7546,4805,4616,4459,6140,--,2985,3043,2022,956,789,
预收账款(万元),12219,11398,3338,2614,779,854,826,1027,739,791,1107,850,522,417,369,417,158,133,183,109,--,102,277,231,223,99,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),602,1001,1285,1373,857,866,918,1130,915,791,683,843,387,346,300,497,72,75,71,294,--,64,334,338,221,158,
应交税费(万元),499,951,740,2458,945,368,1380,4090,1469,244,734,2089,685,214,-301,1826,-980,-687,-15,960,--,319,939,579,557,679,
应付利息(万元),--,21,28,21,15,14,35,20,37,12,11,5,19,12,14,13,--,--,--,--,--,--,--,--,--,3,
应付股利(万元),--,197,--,--,--,--,--,--,--,--,356,356,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),16268,19428,19130,6522,6098,6470,1400,1989,1358,76,1416,113,1654,1612,1581,103,34,31,28,34,--,21,57,15,8,66,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,4600,4600,4600,4600,--,--,--,--,--,--,--,--,2,2,6,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124,193,246,307,--,492,294,240,138,675,
流动负债合计(万元),53048,71622,80476,46667,30292,28730,23892,33964,23110,22378,25215,21796,20803,16262,16378,19178,4213,4360,4971,7845,--,3983,4945,3425,2104,4468,
长期借款(万元),--,--,--,--,--,4600,4600,4600,4600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),18060,18060,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),5092,5012,4691,4976,4109,4193,4439,4742,3958,3652,3729,3923,2182,1973,1902,2013,1609,1454,1391,1446,--,1324,1333,929,752,578,
长期递延收益(万元),393,758,710,761,732,1082,727,776,919,822,649,607,423,560,511,536,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),149,1927,2133,2165,399,444,526,572,605,626,607,526,121,131,141,150,4,7,11,15,--,22,30,44,59,79,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,319,345,385,406,--,192,117,133,113,146,
非流动负债合计(万元),23693,25756,7534,7902,5240,10320,10292,10689,10081,5100,4984,5055,2726,2664,2554,2699,1931,1807,1787,1867,--,1539,1479,1106,924,803,
负债合计(万元),76741,97378,88009,54569,35531,39050,34184,44653,33191,27478,30200,26851,23529,18926,18932,21877,6144,6167,6758,9712,--,5522,6424,4531,3027,5271,
实收资本(或股本)(万元),53833,55034,55034,55034,55034,55034,54395,54395,54395,54395,27197,27197,24760,24760,12380,12380,12380,12380,6190,5000,--,5000,5000,5000,5000,4180,
资本公积(万元),18077,28508,29557,29509,29884,29519,24098,24145,22558,22558,49756,49756,5944,5944,18324,18324,18324,18311,21406,3331,--,3331,3331,3331,3291,0,
减:库存股(万元),5941,5941,5941,5941,5941,5941,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3228,3228,3228,3228,3228,3228,3228,3228,2924,2924,2924,2924,2703,2703,2703,2703,2342,2342,2342,2342,--,1739,1739,1198,631,241,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),13971,9728,9055,8822,23966,23822,25211,26460,22805,20670,22335,23277,19025,17632,18379,19153,15573,15531,20669,20554,--,17518,15658,10707,6750,5401,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),83094,90841,91535,91254,106490,106009,107383,108708,103065,100905,102557,103155,52431,51039,51785,52560,48618,48565,50607,31227,28286,27587,25727,20236,15672,9822,
少数股东权益(万元),13720,16865,17217,17819,19392,20807,21859,21849,18909,17815,15892,15383,8753,8850,8450,8310,2468,--,--,--,--,0,0,0,172,123,
所有者权益(或股东权益)合计(万元),96814,107706,108752,109073,125882,126816,129242,130556,121973,118720,118449,118539,61184,59888,60235,60869,51086,48565,50607,31227,28286,27587,25727,20236,15844,9945,
负债和所有者权益(或股东权益)总计(万元),173555,205084,196761,163642,161413,165866,163426,175209,155165,146198,148648,145389,84713,78814,79167,82747,57230,54732,57365,40939,33756,33109,32151,24767,18871,15216,		
  
