报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付职工薪酬(万元),3159,6041,3023,4357,3794,6478,3370,2712,3424,2624,467,1544,2227,3481,1192,1095,1166,1611,914,254,244,243,265,278,228,245,228,343,218,335,286,272,212,252,235,259,214,258,145,151,174,173,129,
应交税费(万元),6531,6130,5079,3532,5822,6364,9184,2719,231,1875,1420,2600,1844,2358,1662,1452,1596,1695,1759,-2473,-2322,-2362,-2564,-2283,-2290,-2155,94,195,-2083,-73,-5,-86,-499,-432,-147,-89,-93,291,12,167,131,103,-275,
应付利息(万元),15562,16260,--,4325,2491,7739,5527,3548,2788,31,504,290,30,77,--,--,--,--,--,7,7,92,61,158,47,74,--,94,--,62,--,--,13,25,--,8,8,19,73,73,18,0,0,
应付股利(万元),2146,2127,--,800,800,800,--,--,--,--,--,--,7244,--,--,--,--,--,--,214,152,322,42,135,135,135,464,935,--,--,--,--,--,--,--,0,--,0,0,0,0,0,393,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应付款(万元),--,71503,65725,78610,99564,183211,220596,239721,458893,71535,35574,36535,37383,47344,21574,15147,21419,1118,113,228,198,290,274,583,660,637,2176,137,154,149,2233,1352,2320,255,263,304,464,336,341,125,352,175,41,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),6394,6394,--,--,14997,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动负债(万元),249105,249153,6459,6417,4542,6483,--,--,--,325,861,875,982,990,359,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),437463,448072,186370,206710,242279,323470,329092,329769,516475,92943,72239,75613,70093,97425,59661,55513,59586,5421,6765,40154,43950,50148,51489,53060,45912,45042,48246,45023,38385,39864,41384,33413,28157,25495,23434,20219,16532,14596,11622,12514,13425,12512,7102,
长期借款(万元),--,--,16667,18333,20000,--,--,--,--,9992,9992,9992,9990,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,600,600,600,0,0,
应付债券(万元),99687,99566,99666,99542,99420,99299,99176,99052,98930,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应付款(万元),--,56285,48072,48072,34075,49072,49072,49072,49072,49072,462,462,124827,125289,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计非流动负债(万元),--,--,1262,1728,1728,1728,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期递延收益(万元),672,505,1074,962,1025,715,1399,1314,1440,857,1006,839,748,619,--,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,
递延所得税负债(万元),17744,18189,10360,10409,10968,11101,8740,12204,10793,15267,7918,5971,8064,10347,2682,2682,2694,2694,2571,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
非流动负债合计(万元),172751,174545,177100,179045,167215,161915,158387,161643,160235,75188,19378,17264,143629,136255,2682,2711,2694,2694,2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,600,600,600,0,0,
负债合计(万元),610214,622618,363470,385756,409494,485385,487478,491412,676709,168131,91617,92877,213722,233680,62343,58224,62279,8114,9336,40154,43950,50148,51489,53060,45912,45042,48246,45023,38385,39864,41384,33413,28157,25495,23434,20219,16532,14596,12222,13114,14025,12512,7102,
实收资本(或股本)(万元),93214,93214,93214,93685,93685,93685,89187,89868,29209,29209,29209,29209,29209,29209,22293,22293,22293,22293,22293,9350,9350,9350,9350,9350,9350,9350,9350,9350,9350,9350,9350,9350,9350,9350,9350,9350,9350,7000,7000,7000,7000,7000,7000,
资本公积(万元),589048,588710,588156,595980,595949,595918,498400,503904,355781,355724,368544,366605,363198,363198,-21397,-21397,-21476,-21397,-6794,22887,22887,22887,22887,22887,22887,22887,22945,24057,24057,24057,24057,24057,24057,24057,23308,23308,23308,0,0,0,0,0,0,
减:库存股(万元),--,--,--,8207,8207,8207,8207,8374,8445,15479,26868,26868,26868,26868,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
盈余公积(万元),4909,4909,4909,4909,4909,4909,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1641,1617,823,823,823,800,800,800,800,800,800,800,800,799,799,799,799,746,746,746,746,573,635,573,294,0,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未分配利润(万元),-509504,-505050,235473,231194,229987,212200,197057,166587,149511,129223,108404,94746,85370,81793,69864,59856,55240,47901,38878,12995,13740,13742,14088,14108,12935,12937,12495,12076,11957,11727,10446,9880,9310,9077,9474,8886,8332,7993,6949,6170,5449,2575,0,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,-0,-0,-0,2,-0,-0,-0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),200287,201731,942049,935879,933287,918671,820095,805662,581293,571019,517716,489770,486514,497355,88113,78084,73473,66211,55997,46055,46800,46802,47128,47145,45973,45975,45591,46284,46164,45935,44653,44086,43517,43284,42877,42289,41735,15738,14522,13805,13022,9869,7000,
少数股东权益(万元),33059,32643,27422,26104,23198,35988,17284,22040,16958,-124,-144,-138,-558,-450,-300,-191,-86,91,-92,--,--,--,--,--,--,--,--,2647,2544,2492,2299,2156,2072,2058,1989,1920,1874,1837,1695,1641,1575,1452,1471,
所有者权益(或股东权益)合计(万元),233346,234374,969470,961983,956485,954659,837380,827702,598251,570895,517572,489631,485956,496904,87813,77893,73387,66302,55904,46055,46800,46802,47128,47145,45973,45975,45591,48931,48709,48427,46952,46242,45589,45343,44866,44209,43609,17575,16218,15445,14596,11321,8471,
负债和所有者权益(或股东权益)总计(万元),843560,856992,1332940,1347738,1365980,1440044,1324858,1319114,1274960,739026,609189,582508,699678,730584,150155,136117,135666,74416,65240,86209,90750,96950,98617,100205,91885,91017,93837,93953,87094,88291,88336,79655,73746,70838,68300,64428,60141,32171,28439,28559,28621,23833,15573,		
  
