报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
应付账款(万元),65526,65093,69955,65196,64183,74270,89950,83963,75104,80665,94089,77960,85532,77438,86043,70381,68066,64538,67959,97382,78159,70004,83662,78053,78522,72076,75956,63440,56490,44864,45821,36921,35236,31736,33161,31011,34162,
预收账款(万元),80687,90871,82460,104843,94435,97402,86184,102826,94574,93507,81594,92107,75903,70028,60383,64310,52204,50994,40531,57515,45483,41249,35992,45543,39279,45743,41809,48490,44959,39801,33225,37204,31391,29834,28765,26778,22115,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),18468,16455,27635,18399,16898,15101,22811,21691,19995,18270,25137,12052,10945,9494,14160,8538,7730,7167,9482,7248,7033,6295,8726,6160,5976,5319,8176,4217,4061,3398,7821,3397,3289,3176,7929,5854,5458,
应交税费(万元),11024,12436,17793,13380,21479,18379,69043,16690,13467,16528,17156,17837,14487,15039,12713,22361,14223,15325,14304,17437,18054,14527,12714,16412,13147,12680,10362,14281,10680,10169,8190,9710,7021,14114,8897,7909,10298,
应付利息(万元),--,--,--,--,--,34,--,90,79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,6,--,--,--,--,--,40800,0,0,0,750,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),36375,27904,28316,26331,28227,30756,36511,39267,34314,31742,27752,31724,39382,34384,37164,42643,107378,81434,18235,22760,24116,29224,22682,23040,24438,87889,41025,31400,25451,16023,14524,14716,19202,17796,16156,18473,14478,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),4510,5478,162465,160638,158775,156901,5530,5920,4628,3878,3878,3695,3607,181889,179787,178050,176135,4233,4169,4510,4504,4999,5242,5785,5725,5675,5806,3698,3664,3611,5290,5639,4978,3589,3369,2268,2712,
其他流动负债(万元),--,--,--,--,--,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),216589,218238,388624,388788,383997,392854,310028,270446,242161,244590,249606,239375,229856,388273,390249,386284,425737,223690,154681,206852,177349,166298,169017,174994,167088,229389,183140,165525,147305,119866,117470,110187,142518,100844,98878,92293,89974,
长期借款(万元),116660,114904,117370,119156,124183,126969,138427,146573,141255,133990,130905,131330,129835,131536,132640,141460,148251,147549,147035,153758,153401,161958,172958,184621,184608,180819,188746,198827,195770,194567,198009,203722,201158,199494,200459,206488,197261,
应付债券(万元),--,--,--,--,--,--,157049,155113,153177,151262,157028,155092,153156,151241,157028,155092,153156,329439,333108,329008,324909,329439,176080,173916,171753,178197,176057,173893,171729,178174,176057,173893,171729,178174,176057,176057,176033,
长期应付款(万元),292,292,292,292,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,580,570,580,580,1735,
专项应付款(万元),950,1200,1200,1693,1693,8436,8436,8107,7157,7595,7719,7543,7543,7543,7743,7743,7743,7743,7743,8299,8385,8385,8385,9140,9140,9140,9140,30528,30540,32147,32166,35110,35214,35103,35226,33065,26382,
预计非流动负债(万元),2807,2774,2740,4529,4483,4435,4382,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,108,108,108,108,108,108,108,108,108,108,108,108,108,108,
长期递延收益(万元),84194,79549,79176,69679,64775,61327,58203,56679,55354,53271,52303,48792,47415,45657,43025,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),372,478,480,630,519,208,190,181,177,179,219,187,319,289,281,89,5444,5439,5455,98,101,131,116,81,97,98,100,107,143,188,200,153,0,5,7,0,20,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40915,40806,36865,35806,28944,27944,27926,26757,25404,24351,21792,21569,19361,18999,17491,17114,12026,10881,9494,9065,3385,0,
非流动负债合计(万元),205276,199197,201258,195979,196233,201955,367266,367233,357699,346878,348753,343524,338848,336846,341297,345878,355980,527615,529727,520688,515321,528419,384877,393849,390637,390734,396301,423404,417869,423256,424234,425592,419670,422948,421502,419683,401540,
负债合计(万元),421865,417435,589882,584767,580230,594809,677294,637679,599860,591468,598359,582899,568703,725119,731546,732162,781717,751305,684408,727539,692670,694718,553894,568843,557724,620122,579441,588930,565174,543122,541704,535779,562188,523792,520380,511976,491513,
实收资本(或股本)(万元),480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,430000,430000,430000,
资本公积(万元),461791,461918,461918,461899,463000,463089,459544,459544,459544,459544,459544,459544,459544,459544,459544,459544,453246,453216,453307,450441,446960,450032,451368,455554,461192,452447,448229,455871,456308,457815,458011,457135,456267,456267,166062,165794,165792,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),136309,136309,136309,118829,118829,118829,118829,109939,109939,109939,109939,95062,95062,95062,95062,81376,81376,81376,81376,64563,64563,64563,64563,47159,47159,47159,47159,32683,32683,32683,32683,20922,20922,20922,20922,11138,3622,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),273679,369928,338052,298710,251267,339155,283240,311100,261011,340564,310120,305359,257537,321773,289840,301781,247316,317258,288133,273517,209849,281134,243007,199682,156431,219729,183391,152855,116235,159682,127204,107873,72649,73198,97450,33487,24503,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),1352522,1449499,1417632,1361639,1314672,1400883,1341322,1360242,1310128,1389696,1359478,1339659,1292583,1356502,1324644,1321836,1261938,1331850,1302816,1268520,1201372,1275729,1238938,1182395,1144782,1199335,1158779,1121408,1085226,1130180,1097898,1065930,1029838,1030388,714434,640420,623918,
少数股东权益(万元),4722,4681,4585,4616,5205,5131,5096,5085,4068,962,925,911,894,911,901,1091,987,927,983,914,876,848,824,826,787,774,762,1296,1281,1265,1557,1493,1427,1299,1339,780,755,
所有者权益(或股东权益)合计(万元),1357244,1454180,1422217,1366255,1319876,1406014,1346418,1365327,1314196,1390657,1360404,1340570,1293477,1357412,1325546,1322927,1262924,1332777,1303799,1269434,1202248,1276577,1239762,1183221,1145570,1200109,1159541,1122704,1086506,1131445,1099455,1067423,1031266,1031687,715773,641200,624673,
负债和所有者权益(或股东权益)总计(万元),1779109,1871615,2012098,1951022,1900106,2000823,2023712,2003006,1914056,1982125,1958763,1923469,1862180,2082531,2057092,2055089,2044642,2084082,1988207,1996973,1894918,1971295,1793656,1752064,1703294,1820231,1738982,1711634,1651680,1674567,1641159,1603202,1593453,1555479,1236153,1153176,1116187,		
  
