报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
其他非流动负债(万元),--,--,4697,5030,--,--,--,--,--,--,--,--,--,--,--,694,
非流动负债合计(万元),6253,6266,10716,11050,6030,6018,5983,5533,5564,5610,3949,3991,3679,2066,1733,694,
负债合计(万元),9721,9724,13265,13383,13919,11604,10630,10282,9397,10397,6916,7376,8920,8921,12183,6615,
实收资本(或股本)(万元),26668,26668,26668,26668,26668,26668,26668,26668,13334,13334,13334,13334,10000,10000,10000,10000,
资本公积(万元),13990,13990,13990,13990,13990,13990,13990,13990,27324,27324,27324,27324,8908,9493,9493,9493,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2970,2970,2646,2646,2646,2646,2129,2129,2129,2129,1647,1647,1647,1191,790,421,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),27368,25292,24998,24208,24693,23305,22627,20838,21078,19573,19000,16980,15587,12062,7698,3634,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0,
归属于母公司股东权益合计(万元),70996,68923,68306,67518,68005,66618,65420,63630,63868,62366,61306,59279,36136,32742,27981,23548,
少数股东权益(万元),308,309,--,--,--,--,--,--,--,--,--,--,--,286,286,286,
所有者权益(或股东权益)合计(万元),71305,69232,68306,67518,68005,66618,65420,63630,63868,62366,61306,59279,36136,33027,28267,23834,
负债和所有者权益(或股东权益)总计(万元),81026,78956,81571,80901,81924,78222,76049,73912,73266,72763,68222,66655,45056,41949,40450,30449,		
  
