报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
盈余公积(万元),12609,12609,12609,12609,11356,11356,11356,11356,10361,10361,10361,10361,8826,8826,8826,8826,7271,7271,7271,7271,5967,5967,5967,5967,4707,4707,4707,4707,3335,3335,3335,3335,2241,2241,2241,2241,1195,2399,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
未分配利润(万元),118083,111931,112261,106031,106168,100149,99892,91546,89624,86671,87588,84149,82972,79072,80503,74505,72397,66894,66554,60692,58396,54793,56344,50687,47577,43248,43390,38063,35957,31417,31602,26838,24769,21369,17262,18055,10427,13470,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3,2,-3,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),370081,363888,364208,357997,356715,350704,350451,342104,339071,336119,336992,234396,231465,227571,228488,222498,218820,213322,212977,207117,203517,199914,201466,195808,191438,187109,187251,181924,178447,173907,174092,169328,165297,161897,48238,49031,40357,25356,
少数股东权益(万元),12906,13060,20079,20400,20251,20640,6829,7051,6336,6734,6511,4776,4638,5015,4567,4549,4178,4332,3690,3817,3066,3161,3193,3084,2483,117,119,127,131,143,58,64,--,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),382987,376947,384286,378397,376966,371344,357280,349156,345407,342853,343503,239172,236103,232586,233055,227047,222998,217654,216667,210934,206583,203075,204658,198892,193922,187226,187370,182051,178578,174050,174150,169392,165297,161897,48238,49031,40357,25356,
负债和所有者权益(或股东权益)总计(万元),568902,530842,525628,520179,536738,520414,480067,459231,479197,456465,452344,383219,414193,400938,376081,379267,379865,378526,357312,352802,347775,328411,299112,306147,306824,279557,256906,261872,269681,247425,234681,231773,219598,236288,99034,96446,74237,59683,		
  
