报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
存货(万元),46312,47708,45427,46480,50083,47081,41838,44456,39135,40010,49672,48321,46287,51115,55545,57598,28670,32307,30092,26863,22611,23305,20003,14257,17703,18374,14093,11722,12953,14397,10262,11803,8103,11006,9861,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他流动资产(万元),87666,15590,38786,13484,37113,41223,32740,10661,9905,10016,13384,11556,6540,8601,3366,2835,1889,2582,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
流动资产合计(万元),805546,786514,526228,467387,416091,391414,314452,230301,198020,171067,202190,171916,179540,140474,161219,174864,74400,53599,49256,45610,76296,83183,51967,54110,62585,69853,72795,71885,76133,77580,86486,21828,19898,20125,17195,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
可供出售金融资产(万元),170501,214015,203795,123405,130819,109643,--,--,--,--,--,--,61,61,119,119,118,119,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期股权投资(万元),65296,66045,55852,55199,55159,55603,55083,55227,53663,52766,52482,53219,53578,53952,22701,24199,8398,8398,8344,8344,8328,8309,8268,8268,8240,8240,8209,8209,2,2,2,2,3,3,3,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,699,709,719,729,750,750,760,770,780,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
固定资产原值(万元),--,234569,--,229776,--,221905,--,220143,--,214220,--,212408,--,126580,--,141870,--,58331,--,39244,--,29985,--,25973,--,25588,--,15501,--,15375,--,13887,13632,--,--,
累计折旧(万元),--,87083,--,81395,--,72721,--,65290,--,56703,--,49204,--,23980,--,25436,--,12265,--,10777,--,9752,--,10019,--,9082,--,8233,--,7759,--,7407,6928,--,--,
固定资产净值(万元),--,147486,--,148380,--,149184,--,154853,--,157516,--,163204,--,102600,--,116434,--,46065,--,28467,--,20233,--,15954,--,16506,--,7269,--,7616,--,6481,6704,--,--,
固定资产减值准备(万元),--,828,--,1114,--,1160,--,1227,--,715,--,--,--,--,--,3114,--,3114,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
固定资产(万元),140203,146658,150541,147267,148748,148024,150890,153627,156220,156801,156419,163204,97826,102600,105755,113320,43855,42952,28421,28467,21922,20233,15907,15954,16281,16506,9476,7269,12461,7616,6257,6481,6704,7048,7030,
在建工程(万元),261029,195121,128356,85277,57991,35714,22905,17839,17922,16747,15930,19462,18637,18383,20281,19270,12426,12579,28688,28592,33004,30042,28895,18013,9692,4885,8032,9839,4263,8254,6316,5629,2764,1294,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,703,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,244,244,229,229,229,--,82,--,--,--,--,--,0,0,0,--,11,31,--,--,6,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
无形资产(万元),286451,301391,305630,297815,299001,285461,289417,281126,280527,266859,250300,262650,261891,277387,293201,319750,13346,13386,13429,13291,13332,13199,13180,13028,4469,4373,4523,4427,4454,4481,4512,4535,4475,4575,4526,
开发支出(万元),32,--,--,--,--,--,--,--,--,--,693,490,490,490,597,472,428,383,340,451,397,292,761,696,665,627,470,380,293,210,153,77,167,0,0,
商誉(万元),41610,41610,41610,41610,41610,41610,41610,41610,41610,41610,41606,41606,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,2,8,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延所得税资产(万元),16742,20023,20312,21817,20764,27760,11214,14734,17193,21900,18636,10989,11271,10812,15215,16374,710,710,72,68,47,44,31,31,66,55,64,80,40,79,78,69,97,194,136,
其他非流动资产(万元),10192,12609,--,--,25325,25365,24228,23755,23335,23163,--,--,7540,7707,41673,10356,309052,35782,35410,35368,1817,1566,--,--,8710,7735,7232,6993,6852,6739,5884,5303,4707,3741,0,
非流动资产合计(万元),992057,997471,906097,772390,779416,729180,595347,588617,591178,580566,537039,552613,452273,472381,500541,505638,388415,114308,114703,114581,78847,73686,67042,55991,48124,42421,38017,37228,28367,27382,23911,22095,18919,16863,11695,
资产总计(万元),1797603,1783986,1432325,1239777,1195507,1120593,909799,818918,789198,751633,739229,724529,631813,612855,661760,680502,462816,167907,163959,160191,155142,156868,119009,110100,110709,112274,110812,109113,104500,104961,110397,43923,38818,36988,28891,
短期借款(万元),64971,84160,141358,128122,139495,136369,109616,78021,84134,79726,77436,92582,64137,59587,59432,56093,35053,36778,32940,28952,22547,24665,9721,1887,1437,1437,1848,1848,--,--,3900,6450,5850,7380,3580,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
交易性金融负债(万元),4342,266,9072,6489,335,--,133,--,190,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付票据(万元),18733,10776,5995,7151,7870,7281,7084,6525,8288,6343,1120,--,--,--,--,--,--,--,--,--,--,--,--,136,1182,2543,2842,666,--,--,--,0,0,0,0,
应付账款(万元),44507,56611,45400,34884,30640,22620,17236,18502,12044,13273,13417,15051,9134,11169,11675,11947,5163,7207,4856,4595,4130,4136,3726,3366,2923,3492,2834,4598,3186,3370,3732,3649,1220,1074,3425,
预收账款(万元),10612,19196,8482,18585,21955,15173,9096,3774,6303,7229,4179,1201,445,488,483,317,426,255,758,601,658,575,1007,899,919,1023,915,706,468,756,478,503,223,243,648,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付职工薪酬(万元),6326,9125,8759,6783,6337,7832,6831,6305,5768,6012,5744,5493,5266,5376,4767,4674,1194,1432,1216,1115,1118,1309,1093,1122,934,935,994,947,848,664,475,493,317,252,448,
应交税费(万元),48825,39792,31374,19238,27669,33348,31960,24414,27572,22422,22586,16443,16052,11454,16647,27671,9499,9552,-2113,-1528,-746,-1023,-109,-106,-89,262,-233,86,-247,753,-112,95,293,-181,613,
应付利息(万元),5340,2578,5516,4430,2198,1318,342,301,422,546,578,324,188,166,1874,1714,20,119,133,103,101,88,23,--,--,12,--,--,--,--,--,0,0,0,0,
应付股利(万元),144,144,215,215,61,61,81,81,14734,--,--,--,--,--,--,--,--,--,--,--,--,--,132,1069,--,--,--,--,--,--,--,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他应付款(万元),7163,7054,10211,14487,8705,8655,10140,8899,9168,21869,8525,56237,43508,15323,27871,532,646,2164,196,146,146,97,134,89,86,80,134,24,60,57,474,25,37,2047,1858,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
一年内到期的非流动负债(万元),21813,22668,22873,37511,312,14380,13544,13740,6886,7056,51518,40872,7983,8537,3246,3269,3200,3200,--,--,--,--,--,--,1500,1500,--,--,--,--,--,0,0,0,0,
其他流动负债(万元),1274,604,50327,50436,50158,49840,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
流动负债合计(万元),234048,252974,339581,328331,295734,296878,206063,160562,175509,164475,185103,228203,146713,112102,125993,106217,55201,60707,37986,33985,27955,29846,15726,8462,8892,11283,9335,8874,4315,5599,8946,11216,7940,10815,10571,
长期借款(万元),163448,143335,126949,100625,117772,133586,115009,134238,136406,145668,139137,25896,372,247,8226,10617,17600,17600,23000,23000,23000,23000,--,--,--,--,1500,1500,1500,1500,5000,5000,5000,0,0,
应付债券(万元),275223,252675,59875,59860,59846,59831,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,5800,5800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
预计非流动负债(万元),12109,12669,12274,12927,18264,17577,11391,10939,10877,10297,9816,10268,10216,10798,8530,9263,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
长期递延收益(万元),5369,4040,4609,4398,5445,4026,4516,4211,4617,4092,4564,4287,3826,3079,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延所得税负债(万元),37863,54491,55418,34550,35591,27846,24916,24158,23177,19188,22236,15022,13810,11870,10437,9028,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
其他非流动负债(万元),--,--,--,--,1224,1082,891,732,606,435,--,--,--,--,3518,3054,2980,3051,2822,2789,2851,2895,2539,2509,2578,2568,2351,2358,2419,2481,2033,2069,2141,1606,450,
非流动负债合计(万元),494315,467515,259460,212682,238464,244263,157018,174555,175972,179947,176006,55740,28516,26306,36511,37761,20580,20651,25822,25789,25851,25895,2539,2509,2578,2568,3851,3858,3919,3981,7033,7069,7141,1606,450,
负债合计(万元),728363,720488,599041,541013,534198,541141,363081,335118,351481,344422,361110,283943,175229,138408,162505,143978,75780,81358,63808,59773,53806,55741,18264,10971,11470,13850,13186,12732,8234,9580,15979,18284,15081,12420,11021,
实收资本(或股本)(万元),114205,114205,99436,99442,99442,99442,99442,99358,26147,26147,26147,25876,25876,25876,25876,25876,25876,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,14700,9800,9800,9800,7350,7350,7350,7200,
资本公积(万元),420034,418974,265953,265367,264733,264100,263052,260285,332669,331842,330525,322377,322377,322377,322373,322222,363564,72281,72281,72281,72281,72281,72281,72281,72281,72281,72281,72281,77181,77181,77181,11874,11874,11874,10615,
减:库存股(万元),5396,5396,8094,8147,8147,8147,8147,8338,8420,8420,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,
专项储备(万元),1337,1069,915,809,711,605,531,444,376,378,354,318,261,228,206,172,142,128,--,28,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
盈余公积(万元),10515,10515,5978,5978,5978,5978,3953,3953,3953,3953,3079,3079,3079,3079,3079,3079,1944,1944,1944,1944,1944,1944,1546,1546,1546,1546,1161,1161,1161,1161,822,822,822,483,30,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,--,5,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
未分配利润(万元),427642,361620,303496,244053,210131,169553,140722,95052,56647,28216,10432,8402,7282,4305,-6299,-7003,-4490,-2504,11176,11464,12406,12203,12218,10602,10711,9897,9484,8239,8124,7239,6615,5592,3690,4057,117,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-28315,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
归属于母公司股东权益合计(万元),923803,906967,672463,551442,524699,459131,433893,381614,341860,307242,289886,287916,286918,295717,297037,316030,387035,86549,100151,100418,101336,101127,100745,99130,99239,98424,97626,96381,96266,95381,94418,25639,23736,23764,17962,
少数股东权益(万元),145437,156530,160822,147321,136611,120321,112825,102186,95857,99969,88232,152670,169666,178731,202218,220493,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,803,-93,
所有者权益(或股东权益)合计(万元),1069240,1063497,833285,698764,661309,579453,546719,483800,437717,407211,378119,440586,456584,474448,499255,536524,387035,86549,100151,100418,101336,101127,100745,99130,99239,98424,97626,96381,96266,95381,94418,25639,23736,24568,17869,
负债和所有者权益(或股东权益)总计(万元),1797603,1783986,1432325,1239777,1195507,1120593,909799,818918,789198,751633,739229,724529,631813,612855,661760,680502,462816,167907,163959,160191,155142,156868,119009,110100,110709,112274,110812,109113,104500,104961,110397,43923,38818,36988,28891,		
  
