报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
一年内到期的非流动资产(万元),3003,3105,3103,3126,1936,1920,1931,1527,1737,1251,1159,1155,12,51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
其他流动资产(万元),67807,31637,22271,15221,33248,27289,21967,22883,22515,22933,14028,44901,67755,26108,17367,19578,6601,21830,18415,2658,2984,3141,2775,3295,1140,1290,1079,1027,781,789,665,713,485,433,388,456,398,393,272,105,65,
流动资产合计(万元),1834515,1629696,1503796,1405136,1431442,1342534,1272305,1251358,1133198,1073046,984746,1000978,997187,926547,157618,168060,185237,180800,195206,205545,206216,196253,192667,195282,225874,215726,211463,225466,221451,223378,218973,208608,216121,189595,194464,204369,125937,122681,127861,89415,90963,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
长期应收款(万元),9341,9750,10101,10430,9262,9279,9571,8794,42975,5035,5188,5185,1158,1160,1160,1152,1152,1659,1654,1653,2663,2851,2817,2829,2999,2999,2700,2736,--,--,--,--,--,0,0,0,0,0,0,--,--,
长期股权投资(万元),82439,26972,26344,25292,23248,23328,22932,22802,26428,22714,22246,21819,27446,21571,10520,10520,10111,10244,10477,10477,10366,10366,10366,10366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,366,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
投资性房地产(万元),218887,7493,7670,7696,1965,1570,1536,1511,1061,968,479,486,492,498,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
固定资产原值(万元),--,118173,--,118753,--,126119,--,134963,--,140071,--,144472,--,168607,--,160018,--,201143,--,209586,--,219912,--,231959,--,234986,--,228548,--,165821,--,153961,--,131342,0,119137,110544,104648,97397,--,--,
累计折旧(万元),--,43946,--,41567,--,43158,--,43208,--,43577,--,42020,--,48612,--,46604,--,60060,--,55956,--,53489,--,52613,--,49511,--,46910,--,39364,--,33142,--,27848,0,23667,21880,19888,17942,--,--,
固定资产净值(万元),--,74228,--,77186,--,82961,--,91755,--,96494,--,102452,--,119995,--,113414,--,141083,--,153631,--,166423,--,179346,--,185474,--,181638,--,126457,--,120819,--,103494,0,95470,88665,84760,79455,--,--,
固定资产减值准备(万元),--,12219,--,12612,--,12208,--,13509,--,11995,--,14374,--,12146,--,16229,--,11576,--,7740,--,5800,--,7195,--,391,--,405,--,687,--,729,--,701,0,847,1450,1496,1680,--,--,
固定资产(万元),180633,62009,62951,64575,69178,70754,72102,78246,83121,84499,86765,88077,103470,107848,112541,97185,123279,129507,140601,145891,152931,160623,166908,172150,182181,185083,182852,181233,128100,125770,120206,120090,109712,102794,97168,94622,87215,83264,77775,62079,46884,
在建工程(万元),140238,1841,586,233,166,125,127,340,1892,1887,1881,2576,6905,6790,7302,20419,16110,18853,13666,12007,4263,2965,2855,2749,2289,2064,1472,1067,1061,327,486,211,3659,2915,2131,1571,630,229,188,1101,1824,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,0,--,--,2022,11,0,11,484,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,1918,--,--,--,--,0,0,0,0,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
无形资产(万元),359148,8837,8874,8974,9470,9638,9866,9982,21430,13321,13511,13640,13821,14033,14005,14188,14079,14128,14293,14467,16932,17101,16775,16926,10104,9671,9727,9732,5901,5949,6006,5959,5915,6001,6055,6115,6145,6148,6100,3163,1971,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
商誉(万元),1113,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,133,133,2461,2461,5432,5432,5432,5432,5432,5432,5432,5432,133,133,133,133,133,133,133,133,133,133,133,133,235,
长期待摊费用(万元),3149,2846,2771,1979,1742,1767,1757,1800,1062,1659,631,644,628,642,535,570,664,715,757,778,827,696,819,834,903,841,654,767,370,432,430,447,200,392,263,274,229,244,402,252,521,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
递延所得税资产(万元),26877,21024,20001,19947,3706,3521,3242,3037,2066,10482,5106,5095,2698,2453,1468,1552,2892,2146,2640,2639,2802,2757,2722,2505,2901,2858,2594,2594,2216,2161,1751,1751,1540,1514,1438,1438,1567,1567,1517,310,416,
其他非流动资产(万元),144313,115726,113639,109051,109052,93958,105347,93736,--,--,--,--,64,--,--,--,97,--,12,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
非流动资产合计(万元),1166138,256498,252938,248176,227789,213939,226480,220249,182058,140576,135807,137533,157166,154996,147531,145587,168517,177384,186560,190374,196217,202791,208693,213793,207173,209313,205797,203925,140064,135138,129379,128958,121525,114113,107554,104520,96284,91951,86481,67404,52217,
资产总计(万元),3000654,1886194,1756734,1653312,1659230,1556473,1498786,1471607,1315257,1213623,1120553,1138511,1154353,1081544,305149,313647,353754,358184,381766,395920,402432,399044,401360,409075,433048,425039,417260,429392,361515,358515,348352,337566,337646,303708,302018,308889,222221,214631,214342,156819,143180,
短期借款(万元),196415,95015,90000,50000,50000,80000,80000,80000,31400,--,--,--,--,--,--,--,--,--,--,--,6000,6000,--,--,--,0,67000,61400,45700,35000,27000,29000,29000,9000,2000,9000,43000,49000,57300,35169,24092,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付票据(万元),--,24581,21221,19476,20985,11065,6343,3572,2461,4531,5890,4441,7392,6739,3816,5667,5678,8502,8815,11202,16785,10950,3926,7629,13770,8594,4389,10939,21797,32856,31246,26831,27415,24215,24151,30993,26151,15307,16092,7281,10295,
应付账款(万元),--,70399,64473,75467,38086,44259,45997,56223,52674,54537,76877,88620,31598,32117,25977,32601,33982,29007,27819,34701,37366,37883,34248,34972,38791,38812,37967,44409,35396,34153,26696,25276,27511,27747,25689,23314,21526,21514,19885,14495,15587,
预收账款(万元),463016,480139,397030,377119,581100,435791,485284,422461,258850,227554,225886,227269,302480,262718,12329,10213,19369,13250,17130,15516,15995,17789,21383,21065,23991,24101,25619,26164,32858,34249,35045,31818,35205,34110,34313,30818,30772,27960,34965,27653,24221,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付职工薪酬(万元),7775,4072,5777,6982,3771,3563,4781,5588,3914,4255,5313,6098,3209,3474,5427,6017,3779,5020,5371,6049,5958,5560,8826,8939,6995,5520,9138,10046,7380,5958,11506,12018,9940,5693,7234,8457,6315,4631,9145,6887,4133,
应交税费(万元),150256,91224,95626,97253,20385,24902,7079,20119,52868,53100,35086,29752,5001,7405,1035,1263,834,1997,1387,2697,1214,796,1080,1410,747,1356,614,795,445,1753,1504,1545,1366,978,827,2554,21,922,1116,350,529,
应付利息(万元),--,1081,3313,2821,1816,750,5051,3888,2371,1120,4879,3629,2794,1655,5308,3828,2079,1244,5171,3846,2507,1178,5219,3828,2509,1178,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付股利(万元),--,1,11110,11110,--,42760,7673,7673,--,--,0,4845,82,82,82,82,114,3014,114,--,--,--,--,422,4675,7320,6870,7221,7221,2945,2318,2318,2318,2318,2318,2318,0,5409,0,3316,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
其他应付款(万元),154957,47401,49143,48599,78698,70469,59038,51694,78753,46923,39863,78751,77120,72205,8125,7637,9163,10148,11497,10506,10399,9113,9261,12638,12476,10557,14269,15225,5461,5235,4187,4057,4243,3705,3446,3240,4907,4445,4119,2734,5815,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
一年内到期的非流动负债(万元),77006,68271,28400,28177,16151,14201,32381,37494,33194,33160,4668,4715,--,52852,2223,2223,--,538,--,611,--,--,879,879,--,--,272,471,--,--,--,--,--,0,0,0,0,0,0,--,--,
其他流动负债(万元),26168,31046,16662,16668,--,--,--,--,--,--,0,205,--,--,75,75,34,880,438,138,115,203,101,144,2401,1557,648,620,1599,1436,829,409,1104,700,470,379,831,527,664,231,313,
流动负债合计(万元),1218703,913230,782753,733671,810991,727759,733629,688712,516486,425179,398463,448325,429675,439247,64396,69606,75031,73598,77741,85266,96340,89471,84924,91926,106354,98994,166787,177291,157858,153585,140331,133272,138102,108466,100448,111071,133524,129715,143286,98116,84985,
长期借款(万元),454083,289200,250500,195900,176300,106500,60113,55000,82000,92177,--,--,51500,122700,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,3000,3000,13000,13000,0,0,6500,
应付债券(万元),55999,0,49822,49789,49853,49801,49809,49759,49709,49659,74921,74852,74516,74462,79267,79217,79151,79117,79068,79021,78975,78896,78866,78838,79084,79050,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
长期应付款(万元),1288,1536,1766,2336,3160,5666,13348,13189,12521,11253,15585,16125,22727,6156,21515,21409,23806,26243,29386,31246,32934,36373,42137,41574,41553,40558,37081,39267,--,--,--,--,--,0,0,0,0,0,0,1073,7935,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,1,13,0,0,0,0,0,--,--,
预计非流动负债(万元),614,629,629,629,455,647,803,803,425,455,490,490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
长期递延收益(万元),6402,341,--,109,--,--,--,--,1592,1402,1402,1402,--,1402,1402,1402,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,--,--,--,
递延所得税负债(万元),2102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
其他非流动负债(万元),193917,--,106,--,--,25000,--,15000,--,0,62,--,1145,--,--,--,1411,1402,1486,1402,1402,1402,1402,1402,1379,1386,1393,1402,--,--,--,--,--,0,0,0,0,0,0,--,--,
非流动负债合计(万元),714405,291706,302823,248763,229768,187614,124073,133752,146247,154946,92461,92870,149888,204720,102184,102029,104368,106763,109940,111670,113311,116671,122406,121815,122016,120994,38474,40670,0,0,0,0,1,13,3000,3000,13000,13000,0,1073,14435,
负债合计(万元),1933107,1204936,1085576,982435,1040759,915374,857702,822464,662733,580125,490924,541195,579563,643967,166580,171635,179398,180360,187681,196936,209651,206142,207330,213741,228370,219989,205260,217960,157858,153585,140331,133272,138103,108479,103448,114071,146524,142715,143286,99189,99420,
实收资本(或股本)(万元),270778,187753,187753,187753,187753,187753,187753,187753,187753,187753,187753,187753,187753,171976,58000,58000,58000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,21636,21636,21636,16643,13500,
资本公积(万元),365388,280563,280563,280563,280576,280576,280576,280576,280576,280576,315971,315971,316664,198180,85359,85359,85359,114359,114359,114359,114359,114359,114359,114359,114359,114359,114359,114359,114207,114207,114207,114207,114207,114207,113751,113751,3345,3345,3345,5312,3892,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
专项储备(万元),850,99,99,99,99,99,99,99,78,78,78,78,4,4,--,4,--,4,4,4,--,--,27,74,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
盈余公积(万元),27733,27733,27733,27733,27733,27733,27733,27733,23406,23406,23406,23406,19756,19756,8676,8676,8676,8676,8676,8676,8410,8410,8410,8410,8410,8410,8410,8410,6415,6415,6415,6415,6237,6237,6237,6237,4462,4462,4462,3485,1959,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
未分配利润(万元),116033,91941,89356,92845,38911,42365,60041,67524,68816,60413,83660,54671,31345,23771,-23939,-21171,9816,12529,28398,32307,26692,26617,27588,28795,38082,38344,45550,45057,46619,43816,47292,43876,39839,36015,39947,36780,34534,31218,31237,23448,13474,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,--,
归属于母公司股东权益合计(万元),780847,588089,585504,588993,535072,538526,556202,563686,560630,552226,610869,581879,555521,413687,128095,130867,161850,164568,180436,184345,178460,178386,179384,180638,189851,190113,197319,196826,196242,193439,196915,193499,189283,185459,188934,185767,63978,60662,60681,48888,32825,
少数股东权益(万元),286700,93170,85654,81885,83399,102573,84881,85457,91894,81271,18760,15436,19269,23890,10474,11145,12505,13256,13650,14638,14321,14517,14646,14696,14827,14937,14681,14605,7415,11491,11106,10795,10260,9770,9635,9050,11719,11255,10375,8742,10935,
所有者权益(或股东权益)合计(万元),1067547,681259,671158,670878,618471,641099,641083,649143,652524,633498,629629,597316,574790,437577,138569,142012,174356,177823,194086,198983,192782,192903,194030,195334,204678,205050,212000,211431,203657,204931,208021,204294,199543,195229,198570,194817,75698,71916,71057,57630,43760,
负债和所有者权益(或股东权益)总计(万元),3000654,1886194,1756734,1653312,1659230,1556473,1498786,1471607,1315257,1213623,1120553,1138511,1154353,1081544,305149,313647,353754,358184,381766,395920,402432,399044,401360,409075,433048,425039,417260,429392,361515,358515,348352,337566,337646,303708,302018,308889,222221,214631,214342,156819,143180,		
  
