报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
应收利息(万元),62,5,304,224,350,37,235,473,247,15,706,777,976,700,994,358,612,441,454,358,190,403,239,405,247,1250,1053,899,813,925,748,586,226,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,19,--,--,--,--,--,--,--,41,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应收款(万元),8202,6842,3097,5369,2151,1893,1914,1799,1750,1221,1397,1551,1434,1050,1202,1141,1083,859,1310,1267,1166,1333,696,2166,638,654,583,1005,508,685,880,364,351,378,444,486,193,126,102,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
存货(万元),59440,49408,52851,44794,42268,43747,33174,28574,24501,22742,21130,19879,17607,17271,17521,17051,16125,14332,15673,15238,13833,14101,14625,14093,12733,12919,14461,13837,7854,5644,6245,4328,3834,2982,2869,2770,2319,3033,3651,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动资产(万元),4154,1643,30721,29598,43434,27331,45141,57163,41449,49849,49186,50425,33280,53114,52510,51010,57300,49000,--,--,--,--,--,0,--,--,--,4750,6500,--,1000,1000,--,0,0,0,0,0,0,
流动资产合计(万元),237882,222324,196929,198128,192897,197165,173496,166855,162293,148728,140000,133127,132605,134816,133458,127792,122959,120155,103297,108962,101421,100695,101590,99307,100602,99930,100038,99869,99359,102936,99969,95722,97353,21344,18968,16155,12289,9355,6508,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
可供出售金融资产(万元),5371,5371,6763,3347,5316,7116,7059,7059,6159,6109,4928,4928,5307,4407,4083,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15600,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期股权投资(万元),10518,10228,9731,9631,2131,2131,2168,2242,2242,2242,3051,2445,2445,2445,2439,6506,6506,6506,6364,6364,6364,6239,6349,6349,5149,5149,4915,4383,4083,800,--,0,--,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
投资性房地产(万元),1086,1098,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产原值(万元),--,33020,--,33749,--,30571,--,28662,--,27944,--,16903,--,16279,--,15781,--,15371,--,14446,--,13911,--,13271,--,12821,--,11659,--,8979,--,8148,--,6805,0,6332,5981,0,0,
累计折旧(万元),--,12321,--,13810,--,10413,--,9295,--,8446,--,7500,--,6733,--,6153,--,5432,--,4689,--,3997,--,3302,--,2732,--,2240,--,1455,--,1076,--,817,0,595,405,0,0,
固定资产净值(万元),--,20698,--,19939,--,20158,--,19366,--,19497,--,9403,--,9546,--,9629,--,9939,--,9756,--,9914,--,9968,--,10088,--,9419,--,7524,--,7072,--,5988,0,5737,5576,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产(万元),22891,20698,20886,19939,20028,20158,19161,19366,19464,19497,9971,9403,9531,9546,9585,9629,9732,9939,9547,9756,9754,9914,9938,9968,9938,10088,9760,9419,8945,7524,7202,7072,6263,5988,5721,5737,5576,4348,277,
在建工程(万元),12867,11677,10214,8242,6991,5192,2797,1508,1460,1289,9692,9700,8856,8057,6243,5084,3095,2017,765,621,555,662,669,733,784,598,630,554,145,25,77,115,74,74,130,127,270,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
无形资产(万元),12513,12701,13155,13839,13882,8077,8153,8320,7658,8626,8027,7284,7394,7489,6743,6800,7115,6997,7226,7218,7234,6831,3313,1769,1672,1647,1714,1643,1600,233,216,164,161,133,138,119,110,57,17,
开发支出(万元),213,193,217,156,98,6026,5722,5508,5307,5006,4693,4472,4272,3718,2852,2504,2217,2051,1808,1560,1354,1171,1172,326,191,191,113,--,--,--,--,0,--,0,0,0,0,0,0,
商誉(万元),32892,32892,33379,10601,10601,10601,11181,11181,11181,11181,11181,11181,11181,11181,11181,11181,11188,11181,11181,11181,11181,11181,11181,11181,11181,11181,11181,10722,1418,1240,--,0,--,0,0,0,0,0,0,
长期待摊费用(万元),1209,1057,928,409,405,412,364,419,448,486,331,330,251,287,319,338,417,488,529,624,763,908,1018,1343,1218,1243,960,235,70,93,24,13,--,0,0,0,0,0,34,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延所得税资产(万元),1362,1365,854,998,999,999,460,370,370,370,387,354,354,327,372,359,337,302,338,338,289,279,206,181,142,186,137,118,101,83,88,78,68,52,50,50,34,3,3,
其他非流动资产(万元),2289,2302,605,229,436,436,--,--,--,--,--,--,--,--,807,807,807,807,--,--,--,--,--,0,--,--,125,--,--,--,--,0,--,0,0,0,0,0,0,
非流动资产合计(万元),103211,99582,96732,67392,60887,61149,57065,55973,54290,54808,52262,50096,49589,47457,44624,43209,41414,40289,53359,37662,37494,37187,33845,31851,30274,30282,29536,27074,16362,9998,7606,7443,6566,6248,6038,6033,5990,4408,331,
资产总计(万元),341093,321906,293661,265520,253784,258314,230561,222828,216583,203535,192262,183223,182194,182274,178081,171001,164373,160445,156656,146624,138915,137882,135435,131158,130876,130212,129574,126944,115721,112934,107575,103165,103918,27591,25006,22188,18279,13763,6839,
短期借款(万元),15500,14500,4500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,200,200,200,--,--,--,0,1000,1000,1000,1000,1400,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付票据(万元),18048,11964,9034,18291,14848,7373,7215,6895,4828,3150,2793,940,45,430,482,72,3,3,--,--,--,--,--,0,100,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付账款(万元),55397,44418,33222,29554,23312,36432,22739,21554,18788,20066,16768,16755,15604,15364,17017,18188,14437,11940,14115,13398,7947,8025,9144,9202,7739,6089,7691,9917,5622,4822,6830,5252,4711,3303,4310,4365,3388,2166,1528,
预收账款(万元),7669,6972,7280,5018,4084,3156,3002,2405,2581,1749,1750,1322,1416,1496,1522,1815,925,1060,931,913,1065,744,1121,570,373,1588,691,524,582,576,606,406,571,512,251,211,309,644,703,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付职工薪酬(万元),10111,13266,6784,5994,6699,7877,4438,3828,3814,5695,3655,3416,4631,6314,5448,4579,4612,6534,4032,2954,2955,4708,2669,1906,2180,3278,1460,1074,693,2025,1585,1010,811,1335,1198,829,843,668,462,
应交税费(万元),1002,1241,1134,1066,357,80,1716,537,486,1402,1395,1330,753,1057,806,819,708,188,587,84,-844,-1368,-1012,-1331,-1339,-1865,477,655,653,517,990,699,-20,251,574,379,425,185,363,
应付利息(万元),11,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付股利(万元),208,208,325,325,161,161,161,233,58,58,100,100,36,37,37,55,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,3840,0,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应付款(万元),20427,20832,37253,16384,15280,15049,4669,1616,697,798,807,829,825,1047,843,645,531,581,1259,420,471,535,90,166,641,609,365,840,397,325,244,235,192,101,98,59,71,58,177,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),128374,113407,99532,76632,64740,70128,43939,37068,31253,32920,27267,24693,23311,25745,26155,26172,21215,20307,20924,17769,11594,12644,12012,10514,9693,9899,10884,13210,7948,8265,10255,7601,11104,6502,7431,6843,6437,3721,3233,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,2272,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应付款(万元),65,69,74,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,89,89,89,89,71,71,71,71,71,76,71,71,167,--,--,--,--,0,--,0,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期递延收益(万元),3827,1758,1818,1832,1788,1995,2057,1772,1777,1954,2858,2002,2120,2115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,90,--,--,--,--,0,--,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,2193,2269,2125,2113,1469,1629,1737,1394,1461,762,752,881,874,989,1008,1075,918,972,1030,1080,1120,1080,0,0,0,
非流动负债合计(万元),3891,1827,1892,1832,1788,1995,2057,1772,1777,1954,2858,2002,2120,2115,2282,2358,2214,2202,1541,1701,1809,1466,1532,838,822,952,1131,989,1008,1075,918,972,1030,1080,1120,1080,0,2272,0,
负债合计(万元),132265,115234,101424,78463,66528,72122,45997,38840,33030,34874,30125,26695,25430,27860,28436,28531,23429,22509,22465,19470,13403,14109,13545,11351,10516,10851,12015,14199,8956,9341,11173,8573,12134,7582,8551,7923,6437,5992,3233,
实收资本(或股本)(万元),75455,75455,75490,75449,75528,75455,74914,74901,74887,71806,71636,71533,35739,35736,35695,35568,35568,35575,35575,35021,21888,21888,21888,21888,12160,12160,12160,12160,12160,12160,12160,6400,6400,4800,4800,4800,4800,4800,2400,
资本公积(万元),30071,29675,27072,30292,34504,33769,26304,30231,28704,19247,18709,17712,53199,52974,52808,51471,51210,50937,50647,48480,61613,61613,61613,61613,71341,71341,68654,68559,68559,68559,67650,73410,73410,921,921,921,921,921,1,
减:库存股(万元),8305,8305,13693,13693,13693,13693,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
盈余公积(万元),10997,10986,7712,7712,7712,7712,7311,7311,7311,7311,6339,6339,6339,6339,5656,5656,6253,5656,4799,4799,4799,4799,3787,3787,3787,3787,2875,2875,2875,2875,1695,1695,1695,1695,878,878,878,471,147,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未分配利润(万元),79471,77000,75530,66885,62407,61570,61070,57937,59342,58908,55279,51188,52321,50356,47510,42447,40515,38403,35810,32219,31027,29101,27541,25178,25496,24110,26155,22868,19105,17224,14897,13086,10279,12594,9855,7665,5242,1578,1059,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-52,-53,-63,-47,-44,-36,-36,-31,-35,-18,-18,-20,-12,-4,--,--,0,--,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),187684,184807,172070,166610,166416,164795,169556,170331,170192,157219,151905,146718,147546,145352,141616,135090,133493,130508,126784,120475,119291,117365,114798,112431,112767,111380,109824,106450,102696,100818,96403,94591,91784,20010,16454,14264,11841,7770,3606,
少数股东权益(万元),21143,21864,20166,20446,20840,21397,15008,13658,13361,11442,10232,9811,9217,9062,8029,7381,7451,7428,7407,6679,6222,6408,7092,7376,7593,7981,7735,6295,4070,2775,--,0,--,0,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),208828,206671,192237,187057,187256,186192,184564,183989,183553,168662,162137,156529,156764,154414,149645,142470,140944,137936,134191,127154,125512,123773,121890,119807,120360,119361,117559,112745,106766,103593,96403,94591,91784,20010,16454,14264,11841,7770,3606,
负债和所有者权益(或股东权益)总计(万元),341093,321906,293661,265520,253784,258314,230561,222828,216583,203535,192262,183223,182194,182274,178081,171001,164373,160445,156656,146624,138915,137882,135435,131158,130876,130212,129574,126944,115721,112934,107575,103165,103918,27591,25006,22188,18279,13763,6839,		
  
