报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
长期应收款(万元),314,299,107,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,18,18,18,18,18,19,19,19,20,20,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,40462,--,26266,--,24824,--,22212,--,22326,--,20844,20507,18036,16163,--,
累计折旧(万元),--,8880,--,8080,--,7640,--,7163,--,7385,--,7078,6523,5665,4749,--,
固定资产净值(万元),--,31582,--,18186,--,17184,--,15049,--,14941,--,13766,13984,12371,11413,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),31264,31582,21661,18186,17470,17184,15034,15049,14809,14941,14904,13766,13984,12371,11413,8691,
在建工程(万元),3922,3431,11344,13287,12700,11673,11389,10096,8865,6889,5687,6018,4362,2382,741,1162,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,1182,1182,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4299,4475,4463,3630,3759,3874,3871,4000,4128,3887,3654,3612,3499,2983,474,314,
开发支出(万元),793,520,349,1035,855,688,751,634,502,706,786,702,561,444,304,691,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),82,65,92,73,72,56,90,80,84,68,83,86,66,74,36,23,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),40674,40372,38034,36230,34875,33494,32335,31059,28407,26511,25135,24204,22472,18255,12969,10882,
资产总计(万元),70599,67054,65315,63534,63341,62526,60866,60232,59087,59228,57027,56195,38137,32971,26712,19996,
短期借款(万元),2300,--,--,--,--,--,--,--,--,--,--,1000,7300,6300,4978,2528,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),6392,6178,6049,5694,5587,5277,4872,5400,5097,4326,3933,3426,4348,3278,2651,1740,
预收账款(万元),1436,1211,1011,749,751,1032,428,450,541,529,368,263,306,525,281,1035,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),18,68,37,18,35,17,39,22,6,91,95,77,111,126,96,52,
应交税费(万元),700,580,506,567,405,432,256,357,447,577,554,556,501,383,518,328,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,1,13,15,13,9,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),240,295,298,256,173,24,147,49,17,55,53,17,56,42,44,163,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1900,
其他流动负债(万元),51,3,1,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),11138,8334,7901,7284,6952,6781,5742,6279,6107,5578,5003,5340,12636,10670,8580,7754,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1050,1940,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),622,539,554,569,471,484,427,439,451,463,453,466,474,491,295,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),622,539,554,569,471,484,427,439,451,463,453,466,474,1541,2235,0,
负债合计(万元),11760,8873,8455,7852,7423,7265,6169,6718,6558,6040,5455,5806,13110,12210,10815,7754,
实收资本(或股本)(万元),15872,15872,15872,15872,15872,15872,15872,15872,7936,7936,7936,7936,5950,5950,5950,5950,
资本公积(万元),16245,16245,16245,16245,16245,16245,16245,16245,24181,24181,24181,24181,3194,3194,3194,3509,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3131,3131,2695,2695,2695,2695,2335,2335,2335,2335,1803,1803,1803,1329,844,388,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),23331,22665,22048,20870,21107,20450,20245,19061,18077,18735,17652,16470,14081,10288,5908,2396,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),58579,57913,56860,55681,55918,55262,54697,53513,52529,53187,51572,50389,25027,20761,15896,12242,
少数股东权益(万元),260,267,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),58839,58181,56860,55681,55918,55262,54697,53513,52529,53187,51572,50389,25027,20761,15896,12242,
负债和所有者权益(或股东权益)总计(万元),70599,67054,65315,63534,63341,62526,60866,60232,59087,59228,57027,56195,38137,32971,26712,19996,		
  
