报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,657,--,630,630,1246,630,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,134,--,
其他流动资产(万元),65053,64899,69856,61624,44163,57470,174181,251086,150560,260305,107735,151858,159021,113812,117734,101044,44707,66824,35850,90688,75364,81140,51221,1401,584,652,528,433,367,411,489,455,382,336,402,502,291,312,0,0,
流动资产合计(万元),2369889,2256425,2125642,2104013,2022341,1892849,2018355,1658025,875025,1006043,909428,868576,987386,939995,874866,918989,850849,845584,786269,822418,820299,762144,711536,749907,728390,694929,700773,708584,738739,569776,529333,544630,535861,494626,461577,216390,210889,148638,191461,135456,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
可供出售金融资产(万元),138907,145160,146349,137935,177109,175343,153762,150845,66355,67158,67855,61260,62880,51031,48831,43824,45787,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
长期应收款(万元),382162,277502,183442,83660,57588,56895,57093,55689,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
长期股权投资(万元),240974,215788,183679,169318,77890,73048,74000,60606,10986,10806,10628,10430,11015,10334,10585,10431,9932,56890,54312,54112,52582,52267,50495,41446,35854,30897,42507,42526,22414,22398,20694,6203,6206,6031,5999,6036,2448,3578,3113,2945,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
投资性房地产(万元),18347,18635,18162,19213,6914,7043,7172,7302,411,428,446,463,481,499,516,534,552,569,587,604,244,254,263,272,282,291,301,310,319,329,338,348,357,366,376,385,392,423,453,0,
固定资产原值(万元),--,1820055,--,1977124,--,1739873,--,1612992,--,320648,--,320411,--,324111,--,227557,--,192870,--,190457,--,164475,--,164168,--,86398,--,81437,--,75689,--,72143,--,69044,0,68413,67361,66110,0,--,
累计折旧(万元),--,359213,--,361504,--,311108,--,260843,--,109832,--,102062,--,92426,--,89588,--,83464,--,77067,--,73122,--,68340,--,46516,--,42710,--,40116,--,37355,--,35072,0,32480,30889,27955,0,--,
固定资产净值(万元),--,1460843,--,1615620,--,1428765,--,1352149,--,210817,--,218350,--,231685,--,137968,--,109406,--,113391,--,91352,--,95828,--,39882,--,38726,--,35573,--,34788,--,33971,0,35934,36472,38155,0,--,
固定资产减值准备(万元),--,6257,--,6346,--,6346,--,6346,--,434,--,434,--,434,--,434,--,434,--,434,--,434,--,434,--,434,--,434,--,105,--,--,--,0,0,0,0,0,0,--,
固定资产(万元),1423917,1454586,1483716,1609273,1493430,1422419,1359078,1345803,207375,210382,213750,217915,220517,231251,137346,137534,113678,108972,111377,112956,91736,90918,93195,95393,92287,39447,38258,38292,36741,35468,34565,34788,34579,33971,34846,35934,36472,38155,38004,39330,
在建工程(万元),145601,153962,127591,102992,148659,177970,126322,81927,4346,4161,3825,4234,4138,5227,71157,65182,80085,82254,76540,68020,79558,73159,63545,56184,42518,35415,23656,20727,13151,10547,7398,6031,3376,1252,1117,834,675,671,1157,274,
工程物资(万元),--,--,633,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
固定资产清理(万元),--,0,819,--,--,--,618,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
无形资产(万元),35796,36785,35027,34425,54884,53086,52446,53035,41860,42876,22498,22953,23384,23817,24306,24776,28130,28688,29287,28813,32003,31990,32801,33312,29625,21803,16351,16447,9601,9732,9814,9951,10367,10478,6748,6779,6912,7035,2646,2782,
开发支出(万元),33,--,--,--,81,44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1730,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
商誉(万元),4933,4881,3807,3807,796,796,796,796,1063,1063,1063,1063,1063,1063,1063,266,266,266,266,266,104,104,104,104,138,138,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
长期待摊费用(万元),22446,22311,17513,22738,18267,13841,14793,13610,3026,2869,2692,2718,1749,2282,2206,1840,1263,1358,1498,1554,2316,2379,2360,2578,2521,1123,1160,1195,1207,1245,1322,1326,1188,1215,1262,1268,57,70,0,281,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
递延所得税资产(万元),29237,29501,27072,28162,22521,23170,22423,23150,11723,11721,14468,14814,16129,15824,16880,16841,15651,15676,12134,11912,10131,10146,11259,10817,9864,9095,7628,7632,5858,5857,5693,5681,3493,3538,3218,3101,895,1229,954,1732,
其他非流动资产(万元),70168,73447,78004,100003,129593,107571,86434,84807,162,162,5245,6686,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
非流动资产合计(万元),2512522,2432559,2305816,2311525,2187733,2111226,1954938,1877569,347307,351626,342469,342537,341357,341327,312890,301228,295344,294671,286000,278238,268674,261217,254022,240107,214819,138209,129861,127129,89290,85577,79824,64329,59565,56852,53566,54337,47851,51161,46327,47345,
资产总计(万元),4882411,4688983,4431458,4415538,4210073,4004075,3973293,3535594,1222332,1357669,1251897,1211112,1328743,1281322,1187756,1220217,1146193,1140255,1072270,1100656,1088973,1023361,965559,990014,943209,833139,830634,835713,828029,655353,609157,608958,595426,551477,515143,270727,258740,199799,237789,182801,
短期借款(万元),235122,234218,269358,209254,263409,259475,299732,324591,5542,5495,5412,3000,19506,19388,16315,23692,28573,26706,25819,28548,36246,28845,32940,21025,22716,3058,1258,110,111,130,--,--,--,0,0,124,5284,1681,25736,29855,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
衍生金融负债(万元),3278,1000,5,76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
应付票据(万元),--,298914,245943,207413,178554,186310,174190,186232,20694,19840,15717,14466,18268,11120,8713,5854,3505,3498,2959,2737,3375,1024,--,--,--,--,--,--,143,--,--,--,--,0,0,0,0,0,4921,0,
应付账款(万元),--,668764,456763,527394,490371,458405,361376,416861,256485,265184,203134,164915,236355,247366,182496,221057,204413,209477,164865,217030,213785,214028,145264,182593,175634,142179,114540,130713,157848,167346,114674,121472,117057,103183,76387,91871,73286,54167,76224,65424,
预收账款(万元),95548,50598,43993,29739,45241,28297,48891,17820,13110,11805,16419,15343,14536,15839,16428,12297,15177,14167,15070,13977,12986,13521,14605,12087,12421,3768,5791,6986,5874,6890,6808,4917,5031,4826,4753,4029,4065,4141,4301,2537,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
应付职工薪酬(万元),72186,61293,49353,74873,57421,48811,44084,61237,50181,44777,40064,53118,49544,43571,39339,54581,46162,40842,36523,48331,40502,34408,29470,40006,39277,31968,27667,34302,27914,23821,19757,24628,20709,16716,13355,16374,12553,13650,10840,7762,
应交税费(万元),29737,29189,34158,33728,22758,24696,22565,31508,11583,14184,23058,19169,19785,21570,29223,24662,22429,22637,18751,14094,16002,17029,22408,22893,13073,13952,9542,6199,1981,4074,6319,2348,6785,7609,8020,3306,7359,7842,13065,3546,
应付利息(万元),1432,1225,2278,2063,3412,3054,2794,1809,--,7989,6054,3772,1611,7961,6451,3745,1659,8599,6379,4074,1807,8600,6351,4069,1841,8571,6351,4033,1513,--,--,--,--,0,0,0,0,0,35,42,
应付股利(万元),4929,152,817,733,152,152,152,152,152,152,152,152,152,1079,152,152,152,1388,152,152,3089,3306,3426,3426,4100,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
其他应付款(万元),--,142373,117909,118612,99155,78032,72708,78774,43696,40596,36496,58871,64954,63301,58057,64011,72175,56904,38166,36090,43138,29642,20240,36367,35744,20895,12864,21574,22510,15853,10580,18097,19175,15449,10676,13061,8447,6096,5541,21792,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
一年内到期的非流动负债(万元),125908,125689,84061,85437,61672,64483,81154,99177,--,139400,139377,139292,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
其他流动负债(万元),10503,8427,9864,13787,8520,8203,8984,10313,7709,6833,4770,5627,6954,6739,4265,7245,9264,7902,4860,4870,5518,7595,7508,5033,5931,3832,5613,2452,2930,4025,2416,3377,3890,1972,2081,2024,1594,1706,1683,1610,
流动负债合计(万元),1702446,1621841,1314503,1303108,1230664,1159916,1116630,1228475,409152,556255,490653,477725,431663,437934,361440,417295,403508,392121,313543,369903,376448,357997,282214,327498,310734,228224,183625,206370,220823,222138,160555,174839,172647,149755,115272,130788,112588,89285,142347,132567,
长期借款(万元),856833,836207,870177,899218,861800,813682,835051,762058,--,--,5464,5464,5464,5464,5464,8294,8294,8294,8294,7225,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,139231,139177,139122,139067,139014,149561,149505,149449,149395,149341,149288,149236,149185,149134,148986,149035,148982,--,--,--,--,0,0,0,0,0,0,--,
长期应付款(万元),88590,61882,51698,56687,36822,39768,43656,45441,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
预计非流动负债(万元),18769,18310,17050,17942,16723,16839,15828,16161,13611,13157,12801,12491,11761,10830,10291,10315,8983,8684,8564,8571,8110,8089,8043,8043,4251,4147,4005,4008,3672,3672,3105,3105,2500,2500,2500,2339,0,0,0,--,
长期递延收益(万元),73265,75663,70659,80708,77845,80490,80525,76650,4939,4384,4452,4327,1811,1806,1922,1002,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
递延所得税负债(万元),1039,1027,1115,835,1355,1376,922,1356,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
其他非流动负债(万元),--,--,--,--,--,--,2609,--,--,--,--,--,--,--,--,--,1194,1506,1561,1600,2047,2047,1231,1231,1450,1135,1135,774,639,463,463,463,80,0,0,0,0,0,0,--,
非流动负债合计(万元),1038496,993090,1010698,1055389,994545,952154,978590,901667,18551,17541,22717,22283,158268,157276,156800,158678,157485,168045,167924,166845,159552,159477,158562,158510,154885,154416,154126,153817,153293,4135,3568,3568,2580,2500,2500,2339,0,0,0,0,
负债合计(万元),2740942,2614930,2325201,2358497,2225209,2112070,2095220,2130142,427702,573796,513371,500007,589931,595210,518240,575973,560992,560166,481467,536748,536000,517474,440776,486008,465619,382639,337751,360186,374116,226273,164122,178407,175227,152255,117772,133128,112588,89285,142347,132567,
实收资本(或股本)(万元),215141,215143,215143,215143,215114,213447,213447,188193,131945,131945,131491,131491,131491,131491,101147,101147,100826,100826,100802,100802,100500,100500,100500,100500,100500,100500,100500,100500,100500,100500,100500,100500,100500,100500,100500,90000,90000,90000,62000,10000,
资本公积(万元),1105257,1103144,1101102,1099061,1092476,1073909,1077473,664028,188916,188839,182366,182274,182691,182029,212224,212074,206972,206705,206040,205752,201133,200652,189137,188653,204359,233904,236599,235979,237007,236246,236246,236246,235518,235518,235518,468,468,468,4536,1836,
减:库存股(万元),8733,17149,17149,17149,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
盈余公积(万元),116986,116986,105169,105169,89403,89403,89403,89403,68978,68978,68978,68978,53806,53806,53806,53806,53634,53634,53634,53634,40469,40469,40469,40469,24911,24911,24911,24911,15856,15856,15856,15856,9352,9352,9352,9352,7459,3668,7152,9822,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
未分配利润(万元),672342,614622,660072,598786,527335,456212,430527,394600,349615,341121,319607,287194,334227,285270,267488,237274,185984,185555,194777,165062,174341,130474,148809,124552,100453,77262,118482,98842,87615,66038,82683,65738,64397,45282,43825,28428,40167,8877,14779,26209,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-264,-66,-136,-419,-311,-167,-169,-181,-118,-93,-67,-63,-7,-11,-11,--,0,0,0,0,0,0,--,
归属于母公司股东权益合计(万元),2085443,2019932,2055130,1998646,1921300,1831086,1812745,1338044,739384,730986,702451,670545,701892,652077,634203,603992,547305,546456,555187,525114,516024,471784,478749,454005,430041,436460,480399,460165,440916,418633,435274,418329,409767,390652,389194,128247,138095,103013,88467,47867,
少数股东权益(万元),56026,54121,51126,58396,63564,60919,65328,67407,55246,52887,36075,40561,36921,34034,35313,40252,37896,33633,35616,38794,36949,34103,46034,50001,47548,14040,12484,15361,12998,10447,9761,12222,10432,8571,8177,9352,8058,7501,6975,2368,
所有者权益(或股东权益)合计(万元),2141469,2074053,2106257,2057041,1984864,1892005,1878072,1405451,794630,783873,738526,711105,738813,686111,669516,644244,585201,580089,590802,563908,552973,505887,524783,504006,477590,450499,492883,475526,453913,429080,445035,430551,420199,399222,397372,137599,146152,110514,95442,50234,
负债和所有者权益(或股东权益)总计(万元),4882411,4688983,4431458,4415538,4210073,4004075,3973293,3535594,1222332,1357669,1251897,1211112,1328743,1281322,1187756,1220217,1146193,1140255,1072270,1100656,1088973,1023361,965559,990014,943209,833139,830634,835713,828029,655353,609157,608958,595426,551477,515143,270727,258740,199799,237789,182801,		
  
