报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),15558,64890,54778,39809,42778,36697,35575,80178,47112,43021,24555,128,4761,1823,287,18190,5225,1461,34115,45334,14,25040,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动资产合计(万元),1649642,1785705,1713549,1697266,1593444,1710747,1588256,1631515,1512793,1613806,1460700,1470247,1461539,1583636,1607396,1594015,1476798,1510867,1421967,1318501,1021185,1062823,934631,939117,826870,895223,782813,656980,601996,617921,542441,518208,431402,424949,402471,351391,323837,146607,98428,100013,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
可供出售金融资产(万元),--,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),26066,26066,26066,26066,26066,26066,31866,31866,31866,33866,35291,37091,37091,52091,66731,66372,66023,65652,66886,68766,67245,70525,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),16527,16565,16482,16494,16503,16501,15678,15335,15404,15408,15520,15516,15437,15448,15251,15251,15265,15283,15342,5,505,505,505,505,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
投资性房地产(万元),59892,59892,59892,59892,2567,2613,2133,2176,2218,2260,2303,2345,2388,2430,2472,2515,2575,2599,1239,1264,1288,1312,1336,1360,1385,1409,1433,1457,1481,1506,1530,1554,1578,1602,1627,1651,1675,1699,1796,1893,
固定资产原值(万元),--,104044,--,105314,--,95909,--,67019,--,66938,--,67278,--,67631,--,57791,--,59196,--,53874,--,53415,--,46837,--,43679,--,26201,--,24313,--,18314,--,7472,--,6853,--,6744,6633,--,
累计折旧(万元),--,26316,--,24851,--,22757,--,21362,--,19488,--,17780,--,16039,--,14433,--,12763,--,9725,--,8179,--,6874,--,5647,--,4542,--,3719,--,2649,--,2364,--,2133,--,1891,1471,--,
固定资产净值(万元),--,77728,--,80463,--,73152,--,45657,--,47450,--,49498,--,51592,--,43359,--,46433,--,44149,--,45237,--,39962,--,38033,--,21659,--,20594,--,15664,--,5108,--,4720,--,4853,5162,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
固定资产(万元),--,77728,81754,80463,72511,73152,44620,45657,46658,47450,48530,49498,50450,51592,42754,43359,44051,46433,43767,44149,44672,45237,40892,39962,39675,38033,24341,21659,20807,20594,20629,15664,5020,5108,4799,4720,4765,4853,5162,3978,
在建工程(万元),--,11662,10473,7491,44130,42673,61591,59917,57501,56617,40436,38644,37092,36425,40380,39814,34075,30631,13116,10045,8259,7542,5828,5072,3891,4611,16955,17906,16852,11158,12028,8710,12548,7689,2595,2108,838,714,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
无形资产(万元),26067,26352,24457,24415,42654,42969,43215,43268,43676,44001,44259,44577,44831,44914,45098,44915,45402,45590,44024,44187,44493,44711,43559,4356,4420,2767,4449,2754,2755,2790,2810,2829,2844,2846,2857,2850,2873,2877,2948,188,
开发支出(万元),161,87,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
商誉(万元),32561,32561,34332,34332,34332,34332,34332,34332,34332,34332,34332,34332,34332,34332,34765,34765,34765,34765,13991,13991,13991,13991,13968,13968,13559,13559,13236,13236,13236,13236,12428,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),3647,3707,2999,3003,2885,2748,1040,1158,1347,1047,1203,1365,1541,1748,1951,2179,2331,2563,2606,2902,3362,3608,4119,4404,4708,5019,3381,3457,2474,2495,2446,2236,1117,1172,1288,1279,1079,1071,436,307,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
递延所得税资产(万元),28497,28621,30078,30247,28771,28364,25651,24896,23392,22425,21736,21480,18548,19006,19523,18573,20614,19349,17146,14709,12756,12419,9273,8872,7771,7489,5955,6094,5128,4899,4246,3695,3186,2838,4161,3294,2733,2590,1863,1394,
其他非流动资产(万元),18965,22651,13038,12922,12111,13417,1761,1761,1160,1160,--,--,--,--,--,--,103,264,6853,6884,6884,6884,8330,40231,38058,20735,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
非流动资产合计(万元),302137,305897,299577,295332,282535,282840,261892,260371,257560,258572,243615,244854,241715,257990,268931,267746,265210,263134,224977,206900,203454,206734,127811,118731,113471,93628,69756,66569,62740,56683,56123,34693,26298,21260,17331,15908,13969,13810,12210,7764,
资产总计(万元),1951779,2091602,2013126,1992598,1875979,1993587,1850148,1891887,1770353,1872378,1704314,1715101,1703254,1841626,1876327,1861761,1742008,1774001,1646943,1525401,1224639,1269557,1062441,1057848,940341,988851,852570,723549,664736,674604,598564,552901,457700,446209,419802,367299,337806,160416,110638,107777,
短期借款(万元),180505,203040,156900,134400,126900,116400,118513,86443,55723,40171,27022,30809,32138,37039,33701,17270,17493,22355,11000,8500,15654,16772,3636,16754,19861,19236,--,--,--,--,--,--,--,--,--,0,4500,4500,4500,10820,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付票据(万元),--,100726,--,76998,82750,79367,79711,69480,68235,69249,57086,47714,55319,59004,54771,43311,51940,42924,20293,26786,25758,13357,9168,15165,14928,8896,12441,16510,9898,2347,1349,4551,4945,1733,1457,2473,2066,1906,1412,0,
应付账款(万元),--,825955,--,845531,752381,887057,759515,763862,692749,813090,687659,705929,694494,795186,859149,872938,755073,813406,792135,680663,522248,601980,460249,468387,371021,438813,355186,347097,301467,330940,280686,252875,166289,166539,154059,113816,77011,75014,47418,46093,
预收账款(万元),13216,13424,12826,11944,16248,11128,13058,9554,10191,5713,9698,15069,11112,10103,11485,13815,13293,9058,20829,14793,12442,16102,10265,11712,10320,9945,8508,7744,14426,7986,12455,10958,9495,5840,9915,6238,10742,6349,6654,5068,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付职工薪酬(万元),3691,12567,3772,5291,3000,10784,2604,3643,3351,8923,3774,3356,2366,6983,3184,2725,1991,4886,3893,2805,1271,2557,1096,1035,1044,2081,753,870,894,1633,383,439,270,814,60,195,210,216,0,371,
应交税费(万元),24388,31015,33026,29354,32034,41270,35121,37054,35891,43874,48422,44512,47651,52860,60896,61201,69316,69092,44368,53042,53055,49795,43260,34861,33878,32676,27488,25734,25933,26279,19840,17290,15658,15168,16115,12766,12853,11758,8073,10313,
应付利息(万元),210,231,--,149,148,152,85,4724,3462,2290,1052,4648,3454,2273,1051,5029,3733,2465,1140,5029,3733,2450,1141,5029,3733,2452,1140,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付股利(万元),--,--,--,5360,--,--,--,5360,--,--,--,8040,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他应付款(万元),--,31250,38484,31143,32425,31723,34003,31303,32243,32328,34122,32126,30512,33517,32455,29378,30514,33032,28273,26465,25766,22517,15369,14694,13382,17808,12090,13410,11600,16187,12992,11581,11716,13180,5588,5250,10189,6690,3505,4573,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动负债(万元),1525,1724,1436,1436,950,390,350,92674,92595,92518,263,263,175,175,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动负债(万元),49985,49236,43669,43896,37550,33288,31860,24658,18500,14922,--,--,--,--,--,--,--,--,168,168,168,168,148,168,168,168,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
流动负债合计(万元),1142497,1269170,1194730,1185501,1084385,1211557,1074820,1128756,1012941,1123078,869098,892465,877223,1024348,1056692,1045668,943352,997217,922097,818252,660093,725698,544332,567804,468335,532075,417605,411367,364218,385373,327706,297694,208371,203273,187195,140739,117571,106433,71563,77238,
长期借款(万元),7640,7640,8403,8403,3964,2824,2999,2800,2575,2075,2050,1150,1325,1325,1500,1500,1500,1100,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,92088,92009,91935,91860,91791,99392,99319,99247,99174,99103,98965,98965,98896,98828,98762,98698,98687,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应付款(万元),--,--,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项应付款(万元),--,--,--,8,8,8,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期递延收益(万元),378,419,461,503,545,587,629,671,713,755,797,839,881,923,965,1007,1049,1091,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
递延所得税负债(万元),2301,2198,1966,1950,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,228,--,--,--,--,0,--,0,1,17,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,965,1007,1049,1091,1152,1175,1212,1258,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,1678,0,0,
非流动负债合计(万元),10322,10261,10834,10863,4517,3419,3636,3471,3288,2830,94935,93998,94140,94108,94256,101899,101867,101437,100139,100109,100013,100055,100049,100003,99974,99956,100365,1678,1678,1678,1906,1678,1678,1678,1678,1678,1678,1678,1,17,
负债合计(万元),1152819,1279432,1205564,1196364,1088902,1214976,1078456,1132227,1016229,1125908,964033,986462,971363,1118456,1150948,1147567,1045219,1098654,1022236,918362,760106,825753,644380,667807,568309,632031,517970,413045,365896,387051,329612,299372,210049,204951,188873,142417,119249,108111,71563,77255,
实收资本(或股本)(万元),134000,134000,134000,134000,134000,134000,134000,134000,134000,134000,134000,134000,133979,133933,133821,133814,89206,89169,89073,68537,63544,63544,63544,63544,63544,63544,63544,63300,42200,42200,42200,42200,21100,21100,21100,21100,21100,15800,15800,15800,
资本公积(万元),190884,190884,183731,183731,183731,183731,183731,183731,183731,183731,183731,183731,184839,184385,182122,181991,227529,226906,225230,245561,134088,133883,135700,135179,134657,134135,133341,127505,147765,147019,145453,144769,165413,165413,164763,164763,164763,8000,8000,8000,
减:库存股(万元),19998,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
盈余公积(万元),35327,35327,33007,33007,32812,32812,30125,30125,30125,30125,28112,28112,28112,28112,24879,24879,24879,24879,18231,18231,18231,18231,12115,12115,12115,12115,7427,7427,7427,7427,4135,4135,4135,4135,1990,1990,1990,1990,1041,431,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
未分配利润(万元),434492,427708,425276,414237,405948,397676,394042,382368,377360,369954,366763,355949,358558,348065,354273,343445,324935,304915,280662,264396,237068,217199,196732,169870,153846,140203,124760,107187,96985,86927,73785,62399,56974,50594,43076,37029,30704,26515,14234,6291,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
归属于母公司股东权益合计(万元),774704,787918,776013,764974,756490,748218,741898,730223,725215,717809,712606,701791,705488,694495,695095,684128,666550,645869,613196,596726,452931,432858,408091,380708,364162,349996,329072,305418,294377,283573,265573,253503,247621,241242,230929,224882,218557,52305,39075,30522,
少数股东权益(万元),24256,24253,31549,31259,30586,30394,29794,29437,28908,28661,27675,26847,26403,28675,30284,30067,30239,29478,11511,10314,11602,10946,9970,9333,7870,6823,5528,5086,4463,3980,3378,26,30,16,--,0,--,0,0,0,
所有者权益(或股东权益)合计(万元),798960,812171,807563,796233,787077,778611,771691,759660,754124,746470,740281,728639,731891,723170,725379,714195,696789,675347,624707,607040,464533,443804,418061,390040,372032,356819,334600,310505,298840,287553,268952,253529,247651,241258,230929,224882,218557,52305,39075,30522,
负债和所有者权益(或股东权益)总计(万元),1951779,2091602,2013126,1992598,1875979,1993587,1850148,1891887,1770353,1872378,1704314,1715101,1703254,1841626,1876327,1861761,1742008,1774001,1646943,1525401,1224639,1269557,1062441,1057848,940341,988851,852570,723549,664736,674604,598564,552901,457700,446209,419802,367299,337806,160416,110638,107777,		
  
