报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
其他流动资产(万元),21719,54673,95867,96755,78742,110442,99442,105564,85659,104867,83234,95427,87624,87636,81626,5135,5000,5000,7500,5300,--,--,--,--,1000,8500,7500,--,289,--,--,6000,--,0,0,0,0,0,
流动资产合计(万元),87582,134908,140616,141320,136109,140879,139984,147211,148886,147473,148127,142160,132160,128803,126594,127283,125873,126666,125918,124855,125688,125954,136190,136558,136284,138797,140378,139212,145131,162506,172629,168245,165606,162101,18947,17662,12135,9597,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),505,505,505,505,505,505,505,505,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),2850,8948,2924,2972,3583,2958,3010,2252,2140,2173,2250,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),3257,3257,3257,3226,3151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,56608,--,56079,--,51858,--,51644,--,50758,--,50481,--,49838,--,49163,--,49688,--,47905,--,42609,--,41573,--,40168,--,35172,--,19392,--,12760,--,6099,0,5947,4520,0,
累计折旧(万元),--,25248,--,23746,--,22385,--,20890,--,19495,--,18013,--,16938,--,15425,--,14820,--,13263,--,12980,--,11605,--,10355,--,9215,--,5533,--,2126,--,1845,0,1597,1168,0,
固定资产净值(万元),--,31360,--,32333,--,29472,--,30754,--,31263,--,32468,--,32901,--,33739,--,34867,--,34643,--,29629,--,29968,--,29813,--,25956,--,13859,--,10634,--,4254,0,4350,3352,0,
固定资产减值准备(万元),--,481,--,482,--,370,--,370,--,346,--,346,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产(万元),39584,30879,31170,31851,28473,29102,29708,30383,30301,30917,31425,32122,32378,32901,33314,33739,34730,34867,35160,34643,29435,29629,29436,29968,29850,29813,25878,25956,17659,13859,14004,10634,4390,4254,4193,4350,3352,3376,
在建工程(万元),21311,17660,8091,8008,5161,3490,2995,2220,2265,1957,1905,1722,2627,2607,2611,2724,3874,3834,3645,3410,8453,8387,7949,7239,6422,4635,8308,7854,13488,12781,9274,9013,10283,8828,8169,4810,2217,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,3,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),25451,25501,25218,25490,25821,26246,26574,26709,24907,25224,25382,25859,23242,23659,23962,24476,24977,23375,23820,24292,25120,25397,18447,18807,19307,19608,20020,20132,17202,7553,7538,2503,2455,2512,2573,2583,2923,1156,
开发支出(万元),2690,2690,2690,2690,2558,2558,2558,2558,2367,2367,2367,2367,1596,2233,336,333,279,178,77,77,311,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
商誉(万元),33187,2674,2674,2674,2674,2674,2674,2674,2922,2983,3106,3106,3256,3256,3256,3256,3173,2647,2751,2751,3836,3836,3836,3836,3164,3164,3164,3164,2352,--,--,--,--,0,0,0,0,0,
长期待摊费用(万元),2902,693,754,816,532,273,260,261,119,118,110,106,210,135,115,125,800,204,213,185,250,261,253,253,355,234,239,194,603,477,569,54,--,0,0,0,0,27,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),2342,1211,1283,1258,1268,1333,1283,1263,735,610,569,599,313,371,313,317,284,324,234,238,207,203,217,242,194,205,170,204,2,2,2,13,3,3,3,3,7,1,
其他非流动资产(万元),3288,4235,4791,2789,5599,5003,2860,2909,919,815,969,947,489,489,469,464,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),137366,98253,83356,82278,79324,74142,73177,71735,66674,67164,68084,66826,64110,65652,64380,65435,68118,65429,65901,65596,67613,67713,60137,60345,59299,57662,57780,57505,51305,34672,31388,22217,17131,15597,14939,11746,8499,4560,
资产总计(万元),224948,233161,223972,223598,215433,215021,213161,218946,215560,214637,216211,208986,196271,194454,190974,192717,193991,192095,191819,190451,193302,193667,196327,196904,195583,196459,198158,196717,196437,197177,204016,190462,182737,177698,33886,29409,20634,14157,
短期借款(万元),17000,15000,10000,10000,6000,6000,6000,10000,10000,10000,10000,8000,2000,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,1500,850,850,600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,171,568,670,463,179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付账款(万元),--,7602,3691,4862,4773,5162,4215,5328,5403,5791,7135,5631,5620,3818,3305,2457,3872,4301,2713,2306,1575,2997,3071,2376,2574,3191,3741,3818,2735,1913,2637,2567,839,930,3134,1587,2275,1051,
预收账款(万元),3556,1598,2254,2022,923,1115,2080,3175,2284,1759,1834,1013,1209,1104,1778,1037,4398,4598,2897,2732,3400,1979,2596,2781,2002,2187,2913,2017,1849,1481,1239,2073,1757,1864,1647,1526,1004,461,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),1307,643,670,903,612,613,712,1013,467,471,450,621,425,457,453,1030,737,386,396,906,376,282,219,775,229,186,153,273,167,158,148,439,140,153,117,345,191,187,
应交税费(万元),1522,946,1472,1858,1091,1070,722,1253,662,892,1571,2480,687,1531,257,1783,569,566,1090,803,193,737,288,372,-92,-379,-72,-273,37,143,275,1328,1351,718,811,786,596,123,
应付利息(万元),--,--,--,12,--,--,--,12,--,--,--,8,--,--,--,--,--,--,--,--,--,--,--,--,--,527,527,527,--,--,--,--,--,0,0,0,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,--,--,--,--,0,0,0,390,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),14043,6787,6915,6935,5873,5797,5789,6382,5543,4972,5266,3390,2288,1655,1971,2270,2999,2270,2001,2054,1074,1261,870,1885,1283,1382,1783,1405,964,1497,6001,604,233,215,86,226,286,146,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),750,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2447,2447,2447,--,--,--,--,--,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,35,70,85,244,35,70,102,139,102,109,102,109,24,44,65,85,13,25,38,50,13,25,38,50,120,120,--,--,--,0,0,0,0,0,
流动负债合计(万元),46081,32575,25001,26592,19306,19828,19603,27577,24962,24625,26822,21460,12331,8674,7865,8686,12598,12165,9162,8886,6630,7280,7081,8240,6008,9565,11529,10264,8872,5312,10299,7011,4320,3882,7295,5320,5593,2568,
长期借款(万元),6613,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),241,241,241,241,--,--,--,--,--,--,--,--,303,307,307,307,--,--,--,--,--,--,--,--,1273,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),2796,2667,2670,2737,2737,2737,2721,2040,1546,1584,1572,1179,808,792,807,844,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),2016,1997,1979,1961,2120,2101,2083,2065,2240,2222,2186,2186,7,43,7,7,--,--,--,7,--,--,--,--,150,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,840,742,743,543,383,383,383,383,433,433,433,433,90,640,590,590,640,0,40,40,0,0,
非流动负债合计(万元),11665,4905,4890,4939,4857,4839,4804,4105,3786,3807,3757,3365,1117,1142,1120,1157,840,742,743,550,383,383,383,383,1856,433,433,433,90,640,590,590,640,50,40,40,0,0,
负债合计(万元),57746,37481,29891,31531,24163,24667,24407,31683,28749,28431,30579,24825,13448,9816,8986,9843,13438,12907,9906,9436,7014,7664,7464,8623,7864,9998,11963,10697,8962,5952,10890,7601,4960,3932,7335,5360,5593,2568,
实收资本(或股本)(万元),45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,30000,30000,30000,30000,30000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,10000,10000,10000,10000,7500,7500,7500,7500,
资本公积(万元),81896,110896,110896,110896,110896,110896,110896,110896,111651,111651,111651,111651,111651,126651,126651,126651,126651,126651,136651,136651,136437,136437,136437,136437,136437,136437,136437,136437,136508,136437,146437,146437,145840,145840,4057,4057,4057,4057,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),4613,4613,4613,4613,4202,4202,4202,4202,3783,3783,3783,3783,3932,4095,3932,3932,2833,2833,2833,2833,2686,2686,2686,2686,2417,2417,2417,2417,2332,2332,2332,2332,1474,1474,1474,1229,498,3,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),26406,28195,26590,24572,24086,23148,21460,19964,19063,18183,17383,15778,14133,15741,13351,14030,12838,11466,14226,13220,18218,18012,20927,20353,20010,18838,18504,18289,19456,23305,25365,24092,20463,16452,13519,11263,2986,28,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),157915,188705,187100,185081,184184,183246,181558,180062,179496,178616,177816,176212,174715,176487,173933,174612,172321,170950,173710,172704,177341,177135,180050,179476,178863,177692,177358,177142,178295,182074,184134,182861,177777,173766,26550,24049,15041,11589,
少数股东权益(万元),9287,6976,6981,6986,7086,7108,7195,7202,7315,7589,7815,7950,8108,8151,8056,8263,8231,8239,8203,8311,8947,8869,8813,8805,8856,8770,8838,8878,9180,9151,8993,--,--,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),167202,195680,194081,192067,191270,190354,188754,187264,186811,186205,185632,184162,182823,184638,181989,182875,180553,179188,181913,181015,186288,186004,188863,188280,187719,186461,186195,186020,187475,191225,193127,182861,177777,173766,26550,24049,15041,11589,
负债和所有者权益(或股东权益)总计(万元),224948,233161,223972,223598,215433,215021,213161,218946,215560,214637,216211,208986,196271,194454,190974,192717,193991,192095,191819,190451,193302,193667,196327,196904,195583,196459,198158,196717,196437,197177,204016,190462,182737,177698,33886,29409,20634,14157,		
  
