报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1084,1101,1118,1135,1152,1169,1186,1219,1220,1237,1254,1271,1288,1305,1339,1373,--,--,
固定资产原值(万元),--,93711,--,62493,--,63290,--,62127,--,59906,--,55437,--,53557,51889,50820,--,--,
累计折旧(万元),--,39690,--,32397,--,30983,--,28793,--,26654,--,24842,--,23017,21204,19463,--,--,
固定资产净值(万元),--,54021,--,30097,--,32307,--,33334,--,33252,--,30595,--,30540,30684,31357,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),52753,54021,43163,30097,31293,32307,32456,33334,32236,33252,31006,30595,29657,30540,30684,31357,32415,28878,
在建工程(万元),37587,37183,30668,16190,14018,12037,7850,5878,3680,2987,3116,3952,4457,4166,3850,295,255,2588,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),22322,22485,22183,16527,11286,11377,11591,11674,11818,11857,11986,11687,11829,11867,6896,7025,8183,7464,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2729,2721,3239,2101,1909,1855,1800,1773,1474,1497,1322,1226,868,868,966,666,532,483,
其他非流动资产(万元),18463,11514,12788,4533,4114,3095,4162,3755,2436,1524,941,571,155,155,171,1440,620,1240,
非流动资产合计(万元),137428,131564,115755,73221,66459,64578,59844,58433,53664,53154,50426,50103,49053,49700,44706,42956,42804,40652,
资产总计(万元),520793,482647,493989,436346,386652,397201,404821,329791,297984,330668,331511,299691,299974,264553,238558,251536,205526,188757,
短期借款(万元),130750,111100,128600,93000,53200,45900,66500,78300,56700,60300,69500,73500,64200,60500,84950,63000,56850,47250,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),44902,88161,66226,53960,52580,69800,63951,40981,37748,67688,61540,35510,43770,52260,19521,33856,11460,6258,
应付账款(万元),31697,32769,31647,27707,22093,26408,19499,22785,19285,18509,17607,17577,16596,33024,31480,43541,47355,40698,
预收账款(万元),15394,26387,25445,24649,21572,20066,21258,22201,19859,22491,24115,19859,20740,23861,16372,28191,12730,25147,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),450,1481,566,393,283,977,768,717,241,907,653,490,236,701,366,665,278,399,
应交税费(万元),535,1044,451,1020,670,649,2047,1288,1785,1005,1840,912,1172,546,650,470,1066,312,
应付利息(万元),161,148,122,95,71,92,85,102,78,92,44,117,107,116,146,117,111,104,
应付股利(万元),128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1400,75,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),15029,12231,33264,6361,6158,5578,4707,4609,3899,4453,5368,5132,4659,4795,4287,4518,6481,5329,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2800,4689,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),239045,273321,286321,207186,156626,169471,178815,170982,139595,175445,180666,153096,151480,175804,157771,174357,140532,130261,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2800,
应付债券(万元),61297,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1236,1257,1277,1297,1317,1337,1358,1378,1398,1418,1369,1389,1409,1428,--,1508,--,--,
递延所得税负债(万元),195,195,103,54,--,--,5,23,--,--,--,1,--,--,--,--,21,--,
其他非流动负债(万元),132,132,126,126,126,126,129,129,129,129,128,128,128,128,1596,126,123,193,
非流动负债合计(万元),62860,1583,1506,1476,1443,1463,1491,1530,1527,1547,1497,1517,1537,1556,1596,1633,144,2993,
负债合计(万元),301906,274905,287827,208662,158069,170934,180306,172512,141121,176992,182163,154613,153017,177360,159367,175990,140676,133253,
实收资本(或股本)(万元),68688,68688,68688,68688,68688,68688,68688,64005,21335,21335,21335,21335,21335,16000,16000,16000,16000,16000,
资本公积(万元),86903,71809,71928,100127,100127,100127,100127,42897,85567,85567,85567,85567,85567,33618,33618,33618,33618,33880,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),6663,6663,5958,5958,5958,5958,4658,4658,4658,4658,3336,3336,3336,3336,2172,2172,1313,83,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),51889,50850,50920,49992,51289,48383,48242,43201,42322,39287,36559,32665,33728,31379,25031,20841,12038,2770,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),210687,198923,197742,224853,226051,223183,221715,154761,153882,150847,146798,142903,143966,84333,76821,72630,62965,52732,
少数股东权益(万元),8200,8819,8420,2831,2532,3083,2800,2518,2981,2829,2550,2174,2991,2861,2370,2916,1885,2771,
所有者权益(或股东权益)合计(万元),218887,207742,206162,227684,228584,226266,224515,157279,156863,153676,149348,145078,146957,87193,79191,75546,64850,55504,
负债和所有者权益(或股东权益)总计(万元),520793,482647,493989,436346,386652,397201,404821,329791,297984,330668,331511,299691,299974,264553,238558,251536,205526,188757,		
  
