报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
应付账款(万元),41635,46521,49908,46516,44660,47655,45146,45392,39878,42426,39585,40107,36669,37541,38027,28935,--,27385,27706,25510,15697,11731,
预收账款(万元),48343,36362,42673,47031,51714,48289,52571,44354,42497,36720,41433,43154,41432,42576,41991,29514,--,34139,26702,33466,41898,54874,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
应付职工薪酬(万元),584,703,830,818,888,1290,529,578,492,561,599,517,484,1431,512,242,--,819,675,1548,1418,883,
应交税费(万元),1059,2335,1667,1789,1710,2680,1443,1222,1796,1930,1161,1196,1736,2370,2691,1802,--,-1026,-784,323,871,-86,
应付利息(万元),--,4,--,0,0,10,--,--,--,10,--,--,--,--,--,--,--,--,--,--,0,0,
应付股利(万元),7522,7522,7522,7522,7522,7522,7522,7776,7879,7879,7879,7879,7879,7879,7879,--,--,--,--,--,0,6469,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),1698,1844,2269,1728,1618,1936,2066,2493,2357,2485,3508,3387,3021,2954,3775,1650,--,1580,1371,686,829,1016,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,0,6000,6000,--,--,--,--,--,--,1900,8400,12900,16000,--,16000,1000,--,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,200,568,
流动负债合计(万元),126624,121925,132985,134642,135287,145465,140085,129994,121177,118367,126225,128950,126328,135844,126605,94556,--,89951,68422,76133,61913,75454,
长期借款(万元),6454,6758,6909,7142,7755,7820,13606,13684,8969,8922,11123,8867,8926,8913,7994,5838,--,4500,20500,--,0,12000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
专项应付款(万元),--,--,--,--,--,--,6271,6652,7083,7103,7048,7840,7840,7840,7840,--,--,--,--,--,0,0,
预计非流动负债(万元),3205,3682,3111,3137,3415,3434,2848,2603,2694,2765,2643,2620,2583,2480,1889,1905,--,2774,5006,7741,5634,2745,
长期递延收益(万元),7800,8070,7846,8061,8370,8619,2754,1664,1809,1849,1520,1573,1612,1467,--,--,--,--,--,--,--,--,
递延所得税负债(万元),536,536,637,637,660,660,684,13,16,16,17,17,17,17,7,--,--,--,--,--,0,0,
其他非流动负债(万元),228,248,249,258,258,263,232,238,237,233,--,--,--,--,1581,1547,--,1635,1888,800,897,0,
非流动负债合计(万元),18223,19295,18751,19235,20458,20796,26394,24854,20807,20888,22350,20917,20977,20716,19310,9289,--,8909,27394,8541,6531,14745,
负债合计(万元),144847,141221,151736,153877,155745,166261,166479,154848,141984,139255,148575,149867,147305,156560,145915,103845,--,98861,95816,84674,68444,90200,
实收资本(或股本)(万元),61050,61050,61050,61050,61050,61050,61050,61050,61050,61050,61050,61050,40700,40700,40700,32700,--,32700,32700,32700,32700,32700,
资本公积(万元),7177,7177,7177,7177,7177,7177,7176,7176,7176,7176,7176,7176,15316,15316,12498,14603,--,14603,14429,14429,13893,3772,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),513,477,451,416,398,387,360,348,328,456,493,441,421,431,448,249,--,333,61,88,169,582,
盈余公积(万元),8579,8579,7372,7372,7372,7372,6386,6386,6386,6386,5794,5794,5794,5794,8249,5337,--,5337,4619,3792,1650,1673,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),79782,78943,76560,73164,72708,71112,68604,64995,64276,62308,57903,56264,69622,67658,66288,52037,--,49709,43055,31487,18062,4679,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,-15,-82,--,-64,--,--,--,--,
归属于母公司股东权益合计(万元),159124,158152,155057,151595,151169,149532,146140,139950,139232,137428,132528,130853,131898,129961,128168,104845,104709,102619,94865,82496,66474,43405,
少数股东权益(万元),23624,23551,23543,23137,23465,23332,23003,21293,21030,20970,20870,20753,20275,20129,19603,82,--,89,98,--,0,0,
所有者权益(或股东权益)合计(万元),182747,181703,178600,174732,174634,172864,169142,161243,160261,158398,153398,151606,152173,150089,147771,104927,104709,102708,94962,82496,66474,43405,
负债和所有者权益(或股东权益)总计(万元),327594,322924,330336,328609,330379,339126,335621,316090,302245,297653,301972,301473,299478,306649,293687,208772,203617,201569,190779,167171,134918,133605,		
  
