报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
其他应付款(万元),50606,52106,36604,52818,48435,63262,20602,2565,60220,7263,3578,4074,4278,3977,2583,2004,2174,4161,1761,3500,4388,4775,1377,604,827,1342,1218,1546,2938,2934,1245,1091,31,55,709,94,79,911,2617,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动负债(万元),6237,6211,2933,2924,13235,13600,1660,1686,1439,1439,363,363,363,484,--,--,--,--,--,--,--,--,--,--,--,--,--,3,19,35,38,55,2,2,8,24,67,0,0,
其他流动负债(万元),16555,16613,--,--,--,--,--,--,--,--,--,--,--,--,--,--,416,--,364,349,282,282,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动负债合计(万元),187358,194074,143206,154515,154968,185463,90243,83397,132932,72359,50975,45389,41927,42277,41382,35670,33003,35210,29319,27373,24531,23840,17596,17106,17894,22387,17090,18289,17985,19317,15292,11160,5962,10834,5907,7626,9366,7784,8338,
长期借款(万元),26840,28640,32296,29939,24138,14435,14903,13913,13456,13236,10000,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应付债券(万元),33012,33012,31830,--,--,--,--,--,--,--,--,10075,10640,10430,10000,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期应付款(万元),14370,66,21,190,380,380,618,1003,1821,927,469,605,682,667,254,--,--,--,--,--,--,--,45,--,--,--,--,--,--,--,13,15,81,104,120,136,173,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,193,--,--,--,--,--,--,--,30,0,--,0,0,0,0,0,0,
预计非流动负债(万元),101,131,11066,11060,11068,11066,5335,5321,5330,5332,660,636,653,681,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期递延收益(万元),2938,2596,2504,2390,2417,2447,2553,3336,3357,2332,1857,1877,--,1449,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
递延所得税负债(万元),3081,2691,2052,2088,2255,2290,1602,1636,1680,588,647,277,283,291,275,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他非流动负债(万元),--,--,1118,840,430,230,--,--,--,--,--,--,1449,--,1289,839,--,416,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,270,200,100,0,0,
非流动负债合计(万元),80343,67136,80888,46507,40687,30849,25010,25208,25644,22415,13633,23470,13707,13518,11834,10839,0,416,0,0,0,0,238,0,0,0,0,0,0,0,43,15,81,104,390,336,273,0,0,
负债合计(万元),267700,261210,224094,201022,195656,216312,115253,108605,158576,94774,64609,68859,55634,55795,53216,46509,33003,35626,29319,27373,24531,23840,17834,17106,17894,22387,17090,18289,17985,19317,15335,11175,6042,10938,6297,7962,9639,7784,8338,
实收资本(或股本)(万元),87188,87188,87261,87209,87199,87175,87071,86475,76380,68559,68458,64670,29392,29391,29329,26320,26320,26320,26087,26087,26087,26087,26087,23659,23659,23659,23659,23659,15773,15773,15773,15773,10515,10515,10515,7865,7150,6500,500,
资本公积(万元),378074,378074,378058,378997,387667,387602,388845,383319,217239,65149,71032,39236,74401,74381,73941,35931,35931,35931,35705,35705,35705,35998,40158,28911,28911,28911,28887,28887,36774,36774,36773,36773,42031,42031,42031,108,108,108,47,
减:库存股(万元),3429,3429,6033,6033,6041,6041,349,349,360,360,645,626,645,645,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
盈余公积(万元),1624,1624,1567,1567,1567,1567,1567,1567,1567,1567,1481,1481,1567,1567,1561,1561,1561,1561,1510,1510,1510,1510,1358,1358,1358,1358,1069,1069,1069,1069,622,622,622,622,261,261,261,21,258,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未分配利润(万元),86596,84817,71145,70709,69597,67212,44939,42205,40408,39181,27214,24121,25355,27048,20653,19591,19726,19119,15661,13214,16080,15532,14004,12193,14244,13393,10270,9236,11188,9745,6944,6164,8132,7286,5698,4732,3740,1118,2084,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),550050,548274,531997,532448,539990,537515,522072,513216,335234,174096,167539,128883,130070,131742,125484,83402,83537,82931,78963,76516,79382,79127,81607,66121,68172,67321,63885,62851,64803,63360,60112,59332,61300,60454,58505,12966,11259,7746,2889,
少数股东权益(万元),15829,15947,3286,4277,4816,4752,2586,2173,2242,2237,1931,5518,5437,5535,4793,4905,4365,4309,3405,3347,3217,3625,2635,2849,2906,2987,2480,2427,2468,2208,1648,712,--,0,0,0,0,0,22,
所有者权益(或股东权益)合计(万元),565878,564221,535283,536725,544806,542268,524658,515390,337477,176333,169470,134401,135507,137277,130277,88308,87902,87240,82368,79863,82599,82752,84241,68969,71078,70308,66365,65278,67271,65568,61760,60044,61300,60454,58505,12966,11259,7746,2910,
负债和所有者权益(或股东权益)总计(万元),833579,825431,759378,737747,740462,758579,639911,623995,496053,271108,234079,203259,191140,193072,183493,134816,120904,122866,111687,107236,107129,106592,102076,86076,88972,92695,83455,83567,85255,84886,77095,71219,67342,71392,64802,20928,20898,15530,11248,		
  
