报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),56097,61956,48760,46150,46766,50629,44022,40537,41325,44764,38199,34933,38940,32723,27219,23010,
长期借款(万元),7500,7500,7500,7500,7500,7500,7500,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2344,2517,1947,1952,1977,2002,1584,2184,2184,2134,1984,1814,1714,1924,2094,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1174,
非流动负债合计(万元),9844,10017,9447,9452,9477,9502,9084,2184,2184,2134,1984,1814,1714,1924,2094,1174,
负债合计(万元),65940,71973,58207,55601,56243,60130,53106,42721,43509,46898,40183,36747,40654,34647,29313,24184,
实收资本(或股本)(万元),17254,16000,16000,8000,8000,8000,8000,8000,8000,8000,6000,6000,6000,6000,6000,6000,
资本公积(万元),54538,12205,12205,20205,20205,20205,20205,20205,20205,20205,3300,3300,3300,3300,3300,3300,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4535,4535,3761,3761,3761,3761,3024,3024,3024,3024,2533,2533,2533,1989,1459,977,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),19305,18062,14372,13252,14444,13756,10320,9507,11435,10767,8635,7980,11536,10502,7623,4605,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),95632,50802,46339,45218,46411,45723,41550,40737,42664,41996,20468,19813,23369,21792,18382,14882,
少数股东权益(万元),7440,6986,6624,6131,6278,6181,5602,5568,5600,5531,4970,5016,4936,4605,4032,3619,
所有者权益(或股东权益)合计(万元),103071,57788,52963,51349,52688,51903,47152,46305,48264,47527,25438,24829,28305,26397,22414,18501,
负债和所有者权益(或股东权益)总计(万元),169012,129761,111170,106951,108931,112034,100258,89026,91772,94426,65622,61576,68959,61044,51728,42686,		
  
