报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
其他应收款(万元),--,687,1062,1692,2156,1481,1856,1836,2606,1977,2570,2681,5105,2187,1987,2120,2051,1654,1836,1915,3073,2630,2391,1994,2464,2750,2416,3078,2675,2497,4653,3839,6135,5128,5226,2075,2493,1456,1482,2014,1006,1155,1312,1454,1417,992,682,456,327,215,456,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
存货(万元),7065,6647,9443,9603,11653,14740,21213,22109,24634,26867,24055,23278,34087,37095,22601,24052,26290,27208,28105,25047,22438,25514,27799,28024,29686,32983,31439,22519,25084,24032,22280,18529,19281,12970,10572,9493,9974,9789,8371,5428,7459,9019,7824,5229,6103,5451,4028,2917,2207,1107,1081,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动资产(万元),1734,1380,2452,2707,3033,3495,4921,5691,6460,8151,6514,6328,6277,9653,5866,5560,6452,6516,5687,5040,5136,5229,6260,4874,5644,4152,9727,9885,7978,7606,10702,9833,6368,5268,4553,4553,4520,4309,--,0,--,--,--,--,--,--,0,--,0,0,--,
其他流动资产(万元),382,1474,14229,16867,1819,4369,2259,950,4656,1560,858,845,869,1964,800,342,1025,261,696,639,676,--,232,1231,678,665,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
流动资产合计(万元),69074,67432,72000,78349,79318,90469,75505,62544,70043,95417,76655,91686,109229,130124,130704,128800,103881,97807,93287,83462,82116,78064,79591,76949,75055,84739,82180,78595,70166,76694,72315,82731,70335,60505,57021,60326,56326,60056,23708,26622,18224,27445,28349,30001,31255,36491,9911,8987,6998,2834,3245,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
可供出售金融资产(万元),--,40279,40279,40279,40279,40279,40319,40319,40279,40279,40279,40279,22279,22279,3379,3379,3385,3385,3413,5552,5850,5850,5522,4835,7612,6986,8242,11158,12269,13458,22187,24123,31680,28120,--,0,0,0,--,0,0,0,0,--,--,--,0,--,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,1500,--,--,--,0,--,0,0,--,
长期应收款(万元),1584,411,1025,1677,1893,1583,3861,4449,5104,5229,10871,12978,14891,12077,18678,20068,21363,20548,21062,22112,21089,16461,17771,15127,12727,14957,17272,17511,16915,16894,16980,16313,10931,9711,8833,7683,7576,8061,12292,9533,5332,4898,5518,5218,5118,4330,4862,4700,2978,1987,1589,
长期股权投资(万元),--,--,3,5,7,11,--,--,--,--,--,--,--,--,--,--,--,--,--,3486,3486,3486,3486,3486,3486,3486,4680,4680,4680,4680,2186,2186,2186,2186,2773,2506,2506,2506,2506,2506,1006,1006,1006,1006,6,6,3,3,3,333,304,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
投资性房地产(万元),30711,36698,37603,37165,37501,37646,20770,20841,9862,455,434,437,440,466,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
固定资产原值(万元),--,41387,--,50451,--,53697,--,73013,--,86760,--,62081,--,64149,--,61602,--,62651,--,66344,--,67364,--,58229,--,56577,--,54143,--,54468,--,47562,--,47992,--,48703,0,45890,--,41544,--,35830,--,27815,--,21432,0,15787,11658,0,--,
累计折旧(万元),--,18110,--,24967,--,26442,--,27164,--,28066,--,32812,--,32584,--,31127,--,29147,--,30088,--,27520,--,25506,--,22936,--,20623,--,19245,--,17251,--,15215,--,13044,0,10260,--,8490,--,6346,--,4527,--,3105,0,2087,1421,0,--,
固定资产净值(万元),--,23277,--,25483,--,27255,--,45849,--,58694,--,29269,--,31565,--,30474,--,33504,--,36256,--,39844,--,32723,--,33641,--,33520,--,35223,--,30311,--,32777,--,35659,0,35630,--,33054,--,29484,--,23288,--,18327,0,13700,10237,0,--,
固定资产减值准备(万元),--,1672,--,1526,--,1526,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,--,0,--,0,0,--,0,0,--,
固定资产(万元),--,21605,22200,23957,24791,25728,45002,45849,48071,58694,27023,29269,30271,31565,33070,30474,30623,33504,34855,36256,38116,39844,31834,32723,33014,33641,33392,33520,34271,35223,30008,30311,31920,32777,34283,35659,35909,35630,32936,33054,31618,29484,26169,23288,21205,18327,14790,13700,10237,4051,2408,
在建工程(万元),--,127,2258,2080,2146,482,2823,2715,2737,467,31781,32138,27502,25320,28765,27501,25064,21004,24822,22261,18610,20462,27049,27846,24553,22225,21634,19328,17862,17130,19262,18136,18297,14615,10360,7110,4794,5083,5344,6465,6071,7641,5947,5474,2842,3062,4646,2888,2437,1791,729,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
无形资产(万元),6227,6328,7423,7550,7680,7811,7970,6725,6777,6980,7083,6489,6619,6744,6892,7018,7143,7267,6885,6997,7112,7222,6373,6414,6632,6577,4935,4894,4868,4771,3954,29,27,27,27,29,31,32,34,35,37,38,18,19,8,8,9,10,9,7,4,
开发支出(万元),--,--,--,--,--,--,--,660,--,--,36,39,--,--,1702,989,602,--,514,1429,481,473,1099,1092,1034,1013,1367,966,895,773,501,479,452,427,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,1,1,--,--,--,--,--,--,0,--,0,0,--,
长期待摊费用(万元),373,304,54,64,86,97,134,145,160,167,90,86,14,25,138,147,120,141,8,17,32,46,61,80,102,126,45,53,72,92,81,89,87,96,92,102,124,147,132,176,222,137,164,171,170,159,223,197,71,149,75,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
递延所得税资产(万元),1986,2158,2196,2082,1784,2130,2967,2141,2176,2119,1310,1495,1449,1268,1729,1573,1110,1090,1138,1101,1014,997,1488,1343,1140,1077,1171,1300,1223,1025,1079,1030,818,669,677,673,610,625,541,486,364,349,635,630,531,292,245,230,168,104,83,
其他非流动资产(万元),--,66,2957,2569,--,--,2987,3006,9802,7019,248,181,3747,1414,141,2050,2611,531,739,112,295,651,--,24,185,185,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
非流动资产合计(万元),108078,107975,115998,117428,116167,115767,126833,126849,124969,121409,119156,123391,107213,101159,94494,93200,92020,87471,93435,99322,96086,95493,94683,92969,90485,90272,92739,93412,93055,94046,96238,92696,96399,88628,57044,53762,51550,52084,53785,52255,44649,43552,40958,35807,29880,26184,24778,21727,15902,8421,5192,
资产总计(万元),177152,175407,187998,195777,195485,206237,202337,189394,195012,216827,195811,215077,216442,231283,225197,222000,195901,185278,186722,182784,178201,173557,174274,169918,165540,175011,174919,172007,163221,170740,168553,175428,166734,149133,114064,114088,107875,112140,77493,78877,62872,70997,69306,65808,61135,62675,34689,30713,22900,11255,8437,
短期借款(万元),--,2970,5950,10970,9980,13000,12000,--,--,7000,7000,15000,--,10000,25000,27000,4000,--,--,--,--,--,--,706,713,12514,11102,10917,6808,12179,15850,21982,15000,--,--,1299,500,3100,6811,11702,4390,7991,10260,9192,4102,5748,5336,4833,3540,1205,1124,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,--,--,--,0,--,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,370,160,--,321,771,350,1629,88,605,532,212,--,900,151,803,258,582,525,523,--,--,96,--,--,--,359,359,1147,739,2012,1787,340,3147,628,280,450,1063,422,186,0,0,--,
应付账款(万元),--,2974,--,3217,4120,4917,4468,3512,4770,7502,1548,7756,25172,27374,19330,11719,10738,10937,12766,11181,9394,8749,8295,6679,4383,3780,12124,6009,8319,9070,5479,5494,4420,3259,2837,2888,2033,1454,2453,2399,3490,4476,5483,1791,3068,3252,3323,2061,1414,769,462,
预收账款(万元),2653,2178,3250,4088,3599,8103,4103,3355,3450,10476,356,944,1944,546,735,538,908,658,1841,1608,2746,1256,2957,2842,4736,5390,1203,1047,3323,5964,1256,1133,3584,4698,1125,638,550,3098,565,556,1032,1708,136,139,176,264,209,231,435,94,131,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应付职工薪酬(万元),464,720,608,789,685,847,760,764,719,774,855,715,341,902,356,403,688,686,283,272,246,253,279,258,393,257,258,242,236,240,224,223,203,204,204,184,193,159,138,174,133,167,162,172,231,152,119,107,108,106,64,
应交税费(万元),262,36,531,980,694,2145,402,493,1462,4297,1592,2500,2949,7465,2945,2405,2556,4584,3666,3360,2444,1406,1625,2386,2561,1560,2363,4600,2504,3611,2108,2384,1101,2615,892,1626,521,1870,418,1234,-157,514,512,1313,863,706,492,792,631,172,334,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,12,26,58,--,46,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应付股利(万元),--,--,--,1142,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
其他应付款(万元),--,2671,2149,2734,3002,3589,3776,3075,2902,3504,1151,934,578,1337,572,537,817,1069,931,1027,1139,1754,1053,1062,1080,3945,548,813,601,1462,2246,4352,4290,7762,327,322,362,711,349,222,149,384,144,354,24,159,165,45,140,578,3,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动负债(万元),990,240,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,900,1312,3857,4585,1918,3196,4057,5267,3511,4317,2745,476,983,
其他流动负债(万元),460,715,729,897,948,1168,1349,1514,1708,1858,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,46,--,0,--,0,0,--,
流动负债合计(万元),13560,12505,17616,24818,23028,33770,26857,12713,15012,35781,12661,27849,31305,48395,49287,44231,19796,18539,20021,17659,15969,14318,14359,14737,14124,28041,28149,24209,21791,32572,27258,35568,28598,18539,5744,7316,5306,11131,13647,19385,13234,22971,19243,16436,13016,16610,13578,12571,9013,3399,3100,
长期借款(万元),--,2680,--,--,--,--,1714,2000,5164,7902,8926,9877,10865,11852,7352,7617,7851,1784,3784,3974,4164,4355,4045,4045,4045,4045,--,--,--,--,--,--,--,--,--,0,0,0,12755,9955,4436,4561,7979,7979,5229,5229,6239,4239,1830,1179,120,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,190,266,111,
预计非流动负债(万元),1459,1786,2126,2597,3012,3056,4543,5010,5210,5220,5515,6344,5547,5682,4021,3725,3929,3968,3127,4120,3921,4092,4636,4282,4232,4344,4355,4418,3882,3895,3753,3580,2934,2754,2663,2702,2472,2561,2402,2137,1712,1636,1779,1727,1495,1359,1205,1104,831,526,403,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,
递延所得税负债(万元),173,--,74,5,16,360,282,192,216,239,--,--,--,--,--,3,80,72,163,560,674,665,607,539,1007,971,2013,2517,2431,2833,3945,4153,4599,3762,630,541,566,600,488,367,394,352,562,472,648,307,397,362,201,143,116,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
非流动负债合计(万元),1632,4466,2200,2602,3028,3416,6539,7202,10590,13360,14441,16221,16412,17535,11374,11345,11861,5824,7074,8655,8759,9111,9288,8866,9285,9361,6368,6936,6313,6728,7698,7733,7533,6516,3293,3243,3038,3161,15645,12458,6542,6549,10320,10178,7372,6895,7840,5704,3052,2114,749,
负债合计(万元),15191,16971,19816,27420,26056,37186,33397,19916,25601,49140,27102,44070,47717,65930,60661,55575,31657,24363,27095,26314,24728,23429,23647,23603,23409,37402,34518,31145,28104,39300,34956,43301,36131,25055,9037,10559,8344,14292,29292,31843,19776,29520,29563,26614,20389,23505,21418,18276,12064,5512,3849,
实收资本(或股本)(万元),76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,76119,58553,58553,58553,58553,34443,34443,34443,34443,26495,26495,26495,26495,26495,26495,22370,22370,14914,14914,14914,14914,7457,7457,5557,5557,5557,3020,3020,
资本公积(万元),2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2968,2974,4429,4653,4621,4374,3657,22765,21518,22103,24504,49250,50143,55755,57284,71636,68610,51785,51785,51785,51785,8619,8619,16076,16076,16076,16076,23533,23533,1128,1128,1128,48,48,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,--,--,--,0,--,--,0,--,
盈余公积(万元),6049,6049,5898,5898,5898,5898,5182,5182,5182,5182,4826,4826,4826,4826,4199,4199,4199,4199,3836,3836,3836,3836,3577,3577,3577,3577,3383,3383,3383,3383,2723,2723,2723,2723,2376,2376,2376,2376,1552,1552,1552,1552,1256,1256,1256,1256,1236,1143,776,397,226,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
未分配利润(万元),76819,73291,83187,83371,84450,84066,84668,85202,85131,83405,84790,87088,84809,81436,81250,83140,80960,77631,76699,72087,68867,65554,66556,62961,57236,53960,56361,54421,48060,43471,40676,37678,29750,26250,24372,22873,18875,17192,15658,14492,10554,8934,7498,6948,8496,6919,5342,4601,3366,2248,1283,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,-1,-2,-1,1,1,1,1,1,-19,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,0,--,0,0,--,
