报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,--,
固定资产原值(万元),--,557068,--,556529,--,551275,--,528170,--,462238,--,513134,--,491230,--,413215,--,416062,--,405936,--,406017,--,391052,--,354276,--,342461,--,291968,--,290199,--,261271,--,222932,--,221308,--,216294,--,105467,--,74681,
累计折旧(万元),--,279922,--,265933,--,248228,--,231531,--,173156,--,202812,--,195065,--,155198,--,144540,--,132194,--,121202,--,108615,--,97176,--,86363,--,79095,--,69930,--,61717,--,52733,--,46196,--,40437,--,36620,--,34582,
固定资产净值(万元),--,277146,--,290595,--,303047,--,296640,--,289082,--,310322,--,296165,--,258016,--,271522,--,273742,--,284815,--,282437,--,257100,--,256098,--,212873,--,220269,--,199554,--,170198,--,175111,--,175857,--,68847,--,40099,
固定资产减值准备(万元),--,19546,--,19546,--,58,--,58,--,176,--,176,--,176,--,176,--,176,--,176,--,176,--,176,--,176,--,176,--,176,--,176,--,176,--,176,--,176,--,180,--,180,--,180,
固定资产(万元),247892,257601,263578,271050,293167,302989,288896,296582,278835,288907,302617,310146,288546,295989,251641,257841,245797,271346,268383,273566,272993,284639,288908,282261,252047,256924,251287,255923,209101,212697,214346,220093,198968,199379,201363,170023,172281,174935,175494,175677,98023,68667,39785,39919,
在建工程(万元),13115,12902,13701,13740,15792,14051,34686,33123,33753,31975,31754,27068,43845,43339,22480,19417,19918,19864,19422,18315,18495,16138,15680,22050,53895,50816,53453,46619,89512,85524,83153,79012,92606,84285,75182,76339,55133,48269,45485,38717,101191,113696,124869,118607,
工程物资(万元),--,--,--,--,--,--,990,895,1301,1771,1960,2428,--,--,--,--,--,72,95,95,97,84,74,399,1490,1087,1565,1290,1655,1583,1734,1628,6261,6071,5773,12997,14607,13007,8976,4206,8948,7969,8568,4943,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,--,
无形资产(万元),2356,2369,2384,2400,2415,2436,2448,2465,2481,1087,1096,1064,1073,1083,--,--,--,12638,12756,12874,13149,14791,14917,15016,15102,15187,15273,15359,15489,15560,15631,15702,13712,12968,12968,12968,12968,12968,12968,12968,--,0,0,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1182,0,--,0,--,0,--,0,--,0,0,--,
长期待摊费用(万元),4406,4696,4765,5005,5091,5439,5822,5907,6259,6354,6857,7020,4852,5105,5045,5441,5372,5067,5135,5145,5216,4931,4985,4792,4928,5247,4779,4722,4638,4726,4224,4493,4556,4628,4380,4476,4792,4644,4225,2955,2716,2574,2822,2528,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
递延所得税资产(万元),--,--,--,--,1443,1443,1673,1673,1118,1118,830,830,869,869,810,810,607,598,528,593,670,675,436,435,370,370,350,364,284,284,228,228,248,248,248,248,116,116,101,101,54,54,37,93,
其他非流动资产(万元),--,--,--,--,--,--,--,--,13524,14245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,--,
非流动资产合计(万元),271774,281573,288433,296200,321877,330328,338484,344613,341224,349409,349068,352509,343144,350335,283926,287458,274076,312031,308770,313038,313081,323718,327461,327414,330302,331952,328936,326417,322075,321770,320396,322237,318072,308118,300500,277591,260436,254479,247788,234803,211113,193140,176261,166270,
资产总计(万元),332512,341408,374387,369918,421139,457402,463800,478837,500702,521621,560017,533525,548273,537978,443992,430266,417353,425391,455417,429622,441410,449484,519368,454055,446347,450239,439174,440942,412502,417154,426928,396935,389241,383682,375449,345010,332256,317380,298294,287890,271439,244713,222642,207559,
短期借款(万元),137036,137266,135448,98261,121259,124435,123239,123440,138130,123580,175790,192430,198640,198781,167840,145740,145900,141300,140900,105400,103118,112781,104046,83766,88700,87700,105500,78000,41800,42300,41300,42500,42388,40800,40800,36800,40000,46000,52700,35500,21500,23500,11500,8000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50000,50000,50000,0,--,0,0,0,0,0,--,0,--,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
应付票据(万元),135,3643,6643,4893,10350,15150,8852,22870,26955,46609,68810,64836,78650,76210,29320,27523,1468,638,5000,2000,--,2000,2096,8040,5772,7048,10500,500,2465,4680,2953,9976,19151,15911,11255,4967,2037,3589,4313,8854,13122,15513,14767,13457,
应付账款(万元),64790,66590,76166,67861,73373,77933,79005,67752,55595,64333,53539,42844,34496,45470,20290,18656,19440,24537,21963,17570,22448,17197,19800,17603,15339,20019,22520,16087,12984,13260,14237,11956,12542,16697,20807,17783,13657,13218,14808,17775,18554,19065,11481,13790,
预收账款(万元),14075,10985,13151,11966,11325,22120,17602,20736,14707,7553,19863,15804,11520,10346,16013,22064,16520,20312,18248,21731,24718,22283,30134,25784,22034,21394,22847,17617,14872,13863,16170,16856,12811,8694,10220,9371,9887,6898,5652,6379,--,2947,3655,3561,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,7300,0,--,--,
应付职工薪酬(万元),2760,2580,2308,2095,2403,1947,1676,1489,1606,1702,1059,853,812,1158,390,436,447,641,603,693,447,592,855,613,766,917,657,662,586,626,677,593,481,845,750,549,527,477,462,444,403,539,424,1116,
应交税费(万元),2867,2738,3207,3884,2361,1185,2281,1119,785,2437,2093,3004,1715,965,1050,233,-321,-175,-388,-1186,140,-1009,-2073,-1133,1591,504,883,591,1035,989,-75,244,434,17,368,1121,1296,3363,2357,1420,1508,1028,753,1503,
应付利息(万元),2642,460,32,2943,1785,893,--,2678,1785,893,18,2834,1785,893,--,2868,1785,893,--,2678,893,893,2424,1780,430,430,41,1341,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,7,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,1109,0,--,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
其他应付款(万元),5168,4599,5670,3910,4549,5321,5481,4130,4557,5273,4809,2474,3239,4179,2444,1741,2147,1430,1244,953,863,861,813,660,853,818,1546,1200,1394,1247,1485,1551,798,365,900,641,672,655,670,599,239,393,931,317,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
一年内到期的非流动负债(万元),36393,36393,56471,107426,122749,106636,6789,6889,315,315,388,388,11415,11415,11491,15991,9025,11539,38299,48299,11072,13622,28604,37504,22,22,17304,17304,40041,38041,61046,90440,10020,0,--,11541,3317,3317,6334,3334,--,0,0,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50000,50000,50000,50000,--,50000,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,--,
流动负债合计(万元),265865,265254,299096,303239,350154,355619,244925,251103,244434,252693,326369,325466,342273,349417,248838,235251,196410,201116,225869,198137,163699,169220,236698,224616,185506,188854,181797,183301,165178,165006,187792,174115,98625,83328,85100,82773,71392,77518,88406,74305,62626,62984,43511,41751,
长期借款(万元),55351,55351,42675,38682,15683,10593,42451,42451,35515,35515,35824,5324,5855,5855,5855,3855,19988,19988,21288,21288,70935,71935,71935,71935,105002,107002,106002,107002,97218,103018,89301,76101,143915,155935,146998,122058,116489,99490,75856,80997,80959,57625,58500,47256,
应付债券(万元),555,555,555,--,--,--,50875,50848,50822,50795,50768,50742,50718,50695,50672,50649,50626,50602,50579,50556,50516,50516,50490,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,28990,28990,
长期应付款(万元),28171,28321,27442,27642,16535,33337,52787,52877,56690,60238,17143,18571,18400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,248,159,240,194,209,90,0,--,
专项应付款(万元),117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,--,0,--,0,--,0,--,0,--,0,--,0,2000,2000,2000,2000,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,--,
长期递延收益(万元),2459,2534,2611,2688,2765,2792,2664,2731,3482,3551,2974,3044,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,12,25,25,37,37,50,50,62,62,75,75,87,87,100,100,112,112,124,124,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,2699,3864,3484,3253,2988,3053,3104,3183,3024,2787,4136,3537,3444,3192,3154,3208,2625,2670,2832,2761,2771,3152,3205,2813,2427,1847,1879,1911,80,0,0,--,
非流动负债合计(万元),86654,86879,73400,69130,35099,46838,148895,149024,146625,150216,106826,77798,77789,60531,60128,57874,73719,73760,75088,75144,124592,125355,126678,75590,108576,110323,109297,110352,99881,105726,92183,78912,146748,159149,150277,124945,119251,101583,78075,83202,83360,59827,89614,78370,
负债合计(万元),352519,352132,372496,372369,385253,402457,393820,400127,391060,402910,433196,403264,420062,409948,308966,293126,270129,274876,300957,273281,288291,294575,363377,300205,294082,299177,291095,293653,265058,270731,279975,253027,245373,242478,235377,207718,190643,179101,166481,157507,145986,122810,133125,120121,
实收资本(或股本)(万元),39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,39935,26623,26623,26623,26623,26623,26623,26623,26623,22186,22186,22186,22186,19082,19082,
资本公积(万元),50931,50931,50931,50931,50931,50931,50931,50931,51815,51815,51815,51815,56635,56635,60098,60098,59936,59936,59934,60290,59650,59650,58182,58182,58182,58182,58182,58182,58187,58187,66174,65874,64388,63930,63930,63930,63920,63920,63920,63920,63914,63914,38316,38316,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,--,
专项储备(万元),960,1134,890,616,498,332,264,153,467,435,322,267,--,775,309,271,170,87,381,--,25,47,335,370,597,518,688,396,682,579,437,386,11,472,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8914,8303,8303,8303,8303,7808,7808,7808,7808,7451,7451,7458,7451,7314,7314,7504,7314,6588,6588,6588,6588,5236,5236,5236,5239,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
未分配利润(万元),-120747,-111639,-98778,-102847,-64391,-45167,-30063,-21223,8510,17612,25835,29329,22728,21772,21928,24017,34236,36395,39891,41598,43343,42889,45201,42873,41483,40378,37617,37106,37389,36430,42433,39766,38261,37112,36607,38055,43038,39802,37815,36388,33468,29815,26188,24089,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,--,
归属于母公司股东权益合计(万元),-20007,-10724,1891,-2451,35886,54945,69980,78710,109642,118711,126821,130261,128212,128030,131183,133234,143192,145268,149055,150737,151256,150824,151956,149663,148005,146821,144229,143427,143643,142581,143125,140100,136596,135451,134663,135922,140170,136934,130509,129082,124805,121151,88822,86726,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,3843,3906,4032,5247,5405,5604,1863,4085,4036,4187,4260,4241,3850,3863,3800,3842,3828,3808,7272,5753,5410,1370,1443,1345,1304,1301,648,751,694,712,
所有者权益(或股东权益)合计(万元),-20007,-10724,1891,-2451,35886,54945,69980,78710,109642,118711,126821,130261,128212,128030,135026,137141,147224,150515,154460,156341,153119,154909,155992,153850,152265,151063,148079,147289,147443,146423,146953,143908,143868,141204,140072,137292,141613,138279,131813,130383,125453,121903,89517,87438,
负债和所有者权益(或股东权益)总计(万元),332512,341408,374387,369918,421139,457402,463800,478837,500702,521621,560017,533525,548273,537978,443992,430266,417353,425391,455417,429622,441410,449484,519368,454055,446347,450239,439174,440942,412502,417154,426928,396935,389241,383682,375449,345010,332256,317380,298294,287890,271439,244713,222642,207559,		
  
