报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
商誉(万元),218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,--,--,--,--,
长期待摊费用(万元),251,90,108,97,115,101,109,120,98,92,104,103,116,129,43,40,495,467,400,380,125,28,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1070,879,789,641,541,528,509,302,276,238,226,232,215,181,180,167,155,125,100,75,45,22,
其他非流动资产(万元),280,1409,1620,2519,2519,29,29,223,187,77,267,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),26955,22395,18085,13114,12764,9684,8681,7620,7470,7337,7243,6976,6998,7020,6931,6674,7266,7508,7557,8160,6871,6499,
资产总计(万元),88806,77577,72443,71034,66936,60300,57252,55608,52967,47636,46902,47972,47681,45666,45760,46432,32739,31147,27990,28458,25671,16890,
短期借款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,950,2400,--,0,1000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),5348,2552,2884,2373,2685,1637,1645,1898,1447,739,1069,548,892,207,909,840,405,1672,747,958,0,0,
应付账款(万元),14582,12059,11362,14178,13218,9611,8098,8418,7419,5272,4534,5934,5533,5105,5391,6077,6119,4820,4163,4885,5446,3418,
预收账款(万元),3125,2714,2770,3523,2710,2060,1479,1557,1354,860,820,1168,1313,1666,1391,1562,1578,1025,685,1171,3320,1450,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1140,886,1464,1327,949,626,524,496,497,394,402,434,508,351,347,338,355,304,247,255,265,152,
应交税费(万元),1135,998,731,937,666,724,800,589,684,300,119,464,670,284,412,184,696,335,158,499,187,113,
应付利息(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
应付股利(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),6172,4799,2145,688,837,608,441,338,258,207,257,227,309,241,315,942,402,323,163,338,301,206,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,600,0,
其他流动负债(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
流动负债合计(万元),31502,24008,21357,23027,21065,15266,12987,13296,11659,7772,7201,8775,9225,7854,8765,9943,9555,9428,8564,10107,10119,6340,
长期借款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1500,2000,600,
应付债券(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,322,322,625,848,1030,999,969,
专项应付款(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),888,718,628,477,349,245,243,190,172,198,154,198,194,124,143,153,131,113,132,103,92,47,
长期递延收益(万元),847,882,917,951,988,1023,1058,1380,1380,1200,1200,1230,1230,1330,880,--,--,--,--,--,--,--,
递延所得税负债(万元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
其他非流动负债(万元),0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,880,180,180,255,350,270,270,
非流动负债合计(万元),1735,1600,1545,1428,1337,1267,1301,1570,1552,1398,1354,1428,1424,1454,1023,1355,633,918,1234,2984,3361,1887,
负债合计(万元),33237,25608,22901,24456,22402,16533,14288,14866,13211,9170,8555,10203,10649,9308,9789,11299,10188,10346,9798,13090,13480,8226,
实收资本(或股本)(万元),24345,24345,24000,24000,24000,12000,12000,12000,12000,12000,12000,12000,12000,8000,8000,8000,6000,6000,6000,6000,6000,6000,
资本公积(万元),5215,4794,2373,2373,2373,8373,8373,8373,8373,8373,8373,8373,8373,12373,12373,12373,2389,2389,2450,2450,2450,0,
减:库存股(万元),2346,2346,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3529,3529,3529,2761,2761,2761,2761,2245,2245,2245,2245,1902,1902,1902,1902,1564,1564,1564,1199,913,504,266,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),24766,21586,19583,17430,15386,20620,19817,18126,17141,15847,15723,15482,14738,14053,13661,13162,12558,10791,8542,6004,3236,2397,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,
归属于母公司股东权益合计(万元),55509,51908,49485,46564,44520,43754,42951,40743,39758,38465,38341,37757,37013,36329,35937,35099,22511,20744,18191,15367,12190,8664,
少数股东权益(万元),60,61,56,14,15,12,12,-2,-2,1,7,13,19,29,34,34,40,57,--,--,0,0,
所有者权益(或股东权益)合计(万元),55569,51969,49541,46579,44534,43766,42964,40741,39757,38466,38347,37770,37032,36358,35971,35133,22551,20801,18191,15367,12190,8664,
负债和所有者权益(或股东权益)总计(万元),88806,77577,72443,71034,66936,60300,57252,55608,52967,47636,46902,47972,47681,45666,45760,46432,32739,31147,27990,28458,25671,16890,		
  
