报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
长期股权投资(万元),1660,1972,2261,2554,3244,3443,3954,4105,4229,4363,4349,4488,4359,4487,4731,4776,4661,4722,4782,4899,5068,5105,5182,5258,0,--,--,--,--,--,--,--,--,0,0,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,
固定资产原值(万元),--,87764,--,86867,--,77112,--,76825,--,69617,--,71172,--,68892,--,66952,--,65002,--,59593,--,53063,--,52979,--,44663,--,35855,--,35550,--,35337,--,35256,35177,--,--,
累计折旧(万元),--,42954,--,40528,--,39282,--,37328,--,35325,--,34959,--,32891,--,30779,--,29557,--,26256,--,24904,--,23202,--,16748,--,20086,--,18966,--,17853,--,16638,15077,--,--,
固定资产净值(万元),--,44809,--,46339,--,37829,--,39497,--,34292,--,36212,--,36001,--,36173,--,35445,--,33337,--,28159,--,29777,--,27915,--,15768,--,16584,--,17485,--,18618,20100,--,--,
固定资产减值准备(万元),--,574,--,574,--,294,--,294,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
固定资产(万元),43075,44235,44584,45765,36608,37536,38313,39204,33445,34292,35422,36212,35111,36001,36278,36173,35391,35445,32450,33337,25680,28159,28942,29777,27259,27915,15221,15768,16068,16584,16994,17485,17871,18618,20100,14984,15233,
在建工程(万元),2196,2196,2126,1961,15615,15919,10166,10255,9408,11757,7624,8372,5136,4102,3579,4811,2991,2764,2334,1459,7859,5322,4999,4477,4173,3404,13023,12416,9847,8785,3158,2333,1369,788,0,3294,536,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,0,--,--,--,--,--,--,--,--,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
油气资产(万元),--,--,--,--,18910,18737,19785,19459,20841,21910,21956,21252,22575,24022,--,--,914,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
无形资产(万元),3844,3869,3922,3955,3997,4038,4079,4120,4170,1593,2375,2422,2082,2129,2176,2223,2267,2314,1592,1635,1678,1721,1764,1806,1849,1892,1935,1978,1711,1741,1772,1809,1845,1882,1442,1540,121,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,40,40,--,--,360,360,--,--,--,0,0,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,2104,2104,2104,2104,2104,2104,2039,2039,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
长期待摊费用(万元),118,127,137,146,156,162,130,138,34,52,61,75,96,115,133,158,36,44,51,58,65,2,5,8,104,56,17,20,38,43,29,32,--,0,4,102,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延所得税资产(万元),315,315,266,266,546,546,438,438,233,233,216,216,203,204,176,176,149,149,230,230,218,218,145,145,244,244,157,157,124,124,144,144,143,143,141,110,52,
其他非流动资产(万元),3601,3547,4458,3570,3692,3690,3712,3710,2872,2870,5433,5453,2938,2938,2565,2565,2565,2565,4368,2565,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
非流动资产合计(万元),54808,56261,57752,58217,82767,84071,80579,81430,75232,77071,79539,80595,74604,76103,51741,52984,51013,50041,45806,44182,40568,40527,41037,41472,33669,33550,30354,30339,28148,27637,22097,21803,21228,21431,21687,20030,15941,
资产总计(万元),115405,118494,123011,127568,144788,137357,137409,144985,154931,156248,162787,154786,142923,146438,136950,136585,126196,122692,112529,111883,108590,107845,107511,105298,107778,105262,101238,98884,98697,99696,97839,92241,107970,37983,38314,37709,35234,
短期借款(万元),--,--,950,950,950,2680,2250,3750,7220,7990,11200,8200,4947,7985,7000,6020,4370,4900,--,0,--,--,0,0,0,--,--,--,--,1000,4000,--,11500,7500,8000,15244,10000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付票据(万元),--,1958,2308,589,529,2759,3480,1850,1500,1000,--,--,850,--,--,--,600,900,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,1000,0,
应付账款(万元),--,7480,7728,9399,7645,10479,10156,13854,14906,19145,21644,21023,10773,11091,10440,11892,9110,8258,6582,8644,6405,6702,5679,6111,7221,8320,4466,5900,6382,7680,4088,4683,5871,7173,6882,4134,9026,
预收账款(万元),146,29,184,90,8359,142,182,66,993,36,77,24,374,368,1564,1347,1931,1968,1966,2025,1041,74,933,927,246,78,221,393,53,34,43,33,68,14,73,21,1109,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,--,--,--,--,--,--,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
应付职工薪酬(万元),--,0,75,69,70,71,65,69,78,67,326,444,263,208,565,518,344,294,229,205,91,114,208,214,98,308,233,301,274,199,572,544,223,258,261,320,144,
应交税费(万元),64,77,197,1141,183,138,406,2068,763,69,712,902,268,295,1086,1456,512,1293,1382,531,1260,1221,1577,418,2078,693,1544,-340,407,834,1085,570,1283,405,579,253,1660,
应付利息(万元),--,13,14,14,15,9,9,9,--,5,1,1,1,1,0,7,5,51,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,14,23,37,23,
应付股利(万元),--,138,--,--,--,--,--,--,--,--,--,--,--,885,--,--,--,--,--,0,--,1038,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
其他应付款(万元),2905,2732,3726,6218,8176,161,160,210,1118,124,1328,1098,2154,1680,1782,1442,441,381,72,74,49,51,44,60,77,63,48,60,162,156,148,136,521,66,100,75,114,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
一年内到期的非流动负债(万元),1900,1900,2400,2400,2400,2400,1700,1700,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
流动负债合计(万元),11897,14327,17582,20870,28326,18839,18409,23576,26578,28436,35287,31692,19630,22514,22437,22681,17313,18045,10231,11479,8846,9200,8442,7731,9719,9461,6512,6314,7278,9903,9935,5965,19467,15429,15918,21084,22077,
长期借款(万元),6400,6400,6400,6400,6900,6900,4633,4266,5666,4317,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,--,--,--,--,--,--,--,3755,4000,4000,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
预计非流动负债(万元),--,--,--,--,13827,13629,13635,13499,14495,14104,13636,12728,10080,10415,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
长期递延收益(万元),1444,1450,1456,1463,1307,1307,582,86,86,86,86,86,60,60,90,90,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,206,212,219,225,238,238,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,90,90,120,120,90,90,180,180,0,--,--,--,--,--,--,--,--,0,0,--,--,
非流动负债合计(万元),7844,7850,7856,7863,22034,21836,18850,17851,20247,18507,13927,13026,10358,10700,328,328,90,90,120,120,90,90,180,180,0,0,0,0,0,0,0,0,3755,4000,4000,--,--,
负债合计(万元),19740,22177,25438,28733,50360,40675,37258,41427,46825,46942,49214,44718,29989,33214,22764,23008,17403,18135,10351,11599,8936,9290,8622,7911,9719,9461,6512,6314,7278,9903,9935,5965,23222,19429,19918,21084,22077,
实收资本(或股本)(万元),61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,61200,36000,36000,36000,36000,18000,18000,18000,18000,12000,12000,12000,9000,9000,9000,9000,
资本公积(万元),17498,17498,17498,17498,17737,17737,17737,17737,20522,20522,20522,20522,20522,20522,20522,20522,20522,20522,20522,20522,20522,20522,38522,38522,38522,38522,56522,56522,56522,56522,62522,62522,62552,623,623,623,623,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
盈余公积(万元),5165,5165,5165,5165,5165,5165,5165,5165,4570,4570,4570,4570,3953,3953,3953,3953,3479,3479,3479,3479,2979,2979,2979,2979,2453,2453,2453,2453,1775,1775,1703,1703,1135,1135,1135,707,360,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
未分配利润(万元),11801,12454,13709,14972,7272,9424,12716,15981,16991,16628,18637,16929,17944,17044,18175,16968,16549,15734,15782,14488,14355,13259,20799,19294,18954,17717,17242,15595,15122,13496,11679,10051,9061,7795,7638,6296,3174,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-593,--,--,0,--,--,--,--,0,--,--,--,--,--,--,--,--,0,0,--,--,
归属于母公司股东权益合计(万元),95664,96317,97572,98835,90377,92357,95579,98796,101953,101775,103643,101589,101986,101336,102341,101809,101157,100934,100983,99688,99056,97960,98300,96795,95929,94691,94217,92570,91419,89793,87904,86276,84748,18553,18396,16625,13157,
少数股东权益(万元),--,--,--,--,4051,4324,4571,4763,6153,7531,9930,8479,10948,11889,11845,11768,7637,3623,1195,597,598,595,590,592,2130,1110,510,--,--,--,--,--,--,0,0,--,--,
所有者权益(或股东权益)合计(万元),95664,96317,97572,98835,94428,96682,100151,103558,108106,109306,113573,110068,112934,113224,114185,113577,108793,104558,102178,100285,99654,98555,98890,97387,98059,95801,94727,92570,91419,89793,87904,86276,84748,18553,18396,16625,13157,
负债和所有者权益(或股东权益)总计(万元),115405,118494,123011,127568,144788,137357,137409,144985,154931,156248,162787,154786,142923,146438,136950,136585,126196,122692,112529,111883,108590,107845,107511,105298,107778,105262,101238,98884,98697,99696,97839,92241,107970,37983,38314,37709,35234,		
  
