报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
应收利息(万元),--,665256,652271,589158,563098,535235,479023,459694,415410,491315,463673,391601,328248,305061,289749,238525,175168,125290,82599,84613,74916,73563,61022,38273,9682,7099,7078,5274,6574,6527,3786,3353,1991,980,1599,2301,1735,0,604,327,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,2201,
其他应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,0,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
应收保证金(万元),783651,918577,951253,839543,730229,740981,814889,850612,815863,918704,763032,688054,600930,2084360,663642,533206,448284,399785,360586,381809,352947,379141,348198,396246,360803,351682,308145,367896,294357,364109,379481,413632,313559,290905,228128,172178,207541,1521,74645,3355,214215,2680,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
买入返售金融资产(万元),4355656,4845816,5652805,6211051,6180531,5161508,4715285,4412539,4633118,3318532,2774360,3356678,2563453,2276193,2470312,2242311,2071003,1073731,417892,607508,473561,613632,332966,117484,58744,67051,61076,37761,103310,--,113417,25110,25121,151135,143349,0,0,--,--,--,--,0,
存货(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,587,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
其他流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,4443823,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
可供出售金融资产(万元),--,--,--,--,4458317,5160160,4348627,4759192,4373656,4254555,3978185,3906895,3811872,2535281,1134556,978233,927615,806178,534336,617838,623349,639452,624424,646110,820813,685170,579764,239167,233563,182209,236065,289350,519076,320595,313727,218406,125922,45232,29036,38877,106311,0,
持有至到期投资(万元),1627416,1977665,1246436,--,--,--,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,130500,500,20500,500,500,500,500,500,500,500,500,500,500,500,500,0,500,0,500,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
长期股权投资(万元),1317766,1019291,1020007,957876,889591,370907,358062,350307,337728,309388,275790,274424,267383,222631,217318,218161,187449,181941,401774,387129,385692,379718,366108,359609,340697,333290,318168,320100,296271,278415,279331,252883,250374,242091,232194,246940,169183,392490,148491,421033,157652,196573,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
投资性房地产(万元),58633,80348,79991,82770,84471,86961,87688,111363,113027,192302,122165,204124,130153,72893,73457,66861,67398,61072,61558,62079,62536,55097,10351,10426,10532,10638,10762,10865,10973,9287,9449,9539,9773,9413,9500,9587,9674,2547,3571,3434,4678,0,
固定资产原值(万元),473500,--,481683,--,478446,--,476815,--,443502,--,424869,--,341258,--,341975,--,212737,--,231207,--,232161,--,285873,--,184811,--,193670,--,188574,--,191717,--,186958,--,174661,0,161069,--,160212,--,147842,62085,
累计折旧(万元),123588,--,115806,--,110648,--,105532,--,93061,--,86704,--,79471,--,81617,--,86901,--,94321,--,89469,--,91410,--,84688,--,86357,--,77305,--,73834,--,64241,--,62017,0,54587,--,49536,--,46008,18263,
固定资产净值(万元),349913,--,365877,--,367798,--,371283,--,350441,--,338165,--,261787,--,260358,--,125836,--,136885,--,142692,--,194462,--,100123,--,107314,--,111269,--,117884,--,122717,--,112644,0,106482,--,110675,--,101834,43822,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,
固定资产(万元),349913,365145,365877,365079,367798,368615,371283,352132,350441,265926,338165,258935,261787,266374,260358,268513,125836,134510,136885,139204,142692,145577,194462,96225,100123,103897,107314,110506,111269,115395,117884,120346,122717,119169,112644,106999,106482,59094,110675,57801,101834,43822,
在建工程(万元),4903,4076,3219,9071,5949,9669,7870,5395,6304,8731,11527,10848,76115,121188,108617,102870,204532,125048,114341,100203,87159,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,206,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
无形资产(万元),546201,541081,521486,493745,513775,516380,530917,544335,550902,41380,40705,41883,42497,39951,39474,38934,40121,38148,38250,37263,38194,36713,36656,37093,37901,36192,36524,36416,36620,36955,37056,37499,37608,37058,37380,37705,38110,34210,39592,35291,6950,1399,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
商誉(万元),209941,207425,199635,197172,197172,209125,204343,209125,209125,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,5134,0,8086,0,92384,0,
长期待摊费用(万元),--,7965,--,8089,8105,6919,10215,7382,7907,6054,6763,7138,7818,8050,9080,10204,10885,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,2304,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
递延所得税资产(万元),22513,27033,44948,32116,47256,27069,53011,27074,55609,20534,52868,44058,21261,17693,19176,17888,17888,31537,26819,36863,37369,18622,22087,14285,24217,25002,22071,24934,25253,25727,13643,12976,12976,14288,18052,34666,34666,22206,37703,9735,12286,0,
其他非流动资产(万元),181484,285684,155070,74333,62858,108960,120570,124189,91638,58189,96870,107920,61373,54339,70351,53511,30554,33050,51604,54455,39987,1872672,1511166,1311419,873748,666457,599926,516491,390102,356756,345424,267832,196555,89034,82064,68121,49475,26488,43893,32498,61083,0,
非流动资产合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,244305,
资产总计(万元),36866587,38112511,39563831,39976209,38148254,37462497,36883001,38225497,40145040,38784788,40267932,42177540,45261462,47548469,58016127,34768426,27222604,17293487,11093146,10600253,9824826,10073816,9532057,8087778,7927109,7530189,8466708,9030350,8574237,8296211,9240776,9930323,11346282,9938656,10490322,11899545,9880178,3876422,5192117,4672797,7786686,4688128,
短期借款(万元),301579,122475,40008,62260,--,98669,45700,47107,46026,79745,75994,108183,68832,--,--,11565,--,--,--,6344,--,200000,--,--,--,--,--,--,--,--,--,--,--,8341,6543,5275,1761,0,--,0,--,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
拆入资金(万元),581349,886841,1519840,1153000,703000,350000,550000,550000,665000,665000,150000,--,300000,245000,340000,190000,150000,230000,428000,203000,108500,223500,193500,280000,60000,--,59000,--,--,--,--,--,--,--,0,0,0,0,--,0,--,0,
交易性金融负债(万元),519999,1045677,962271,1394170,1438133,2198076,2267630,2587746,2791998,2942039,2704794,1684365,2142829,1494654,1558854,1037983,924,1713555,--,--,--,--,--,--,--,--,--,--,--,--,9669,12020,--,101138,0,0,0,0,--,0,16697,0,
衍生金融负债(万元),77610,69792,76411,342112,164228,142097,111606,57219,86401,60982,69879,70686,246035,89874,184248,151248,73074,20118,--,100,306,--,--,4,2,--,--,--,--,--,--,--,--,450,0,0,0,0,--,0,--,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
应付账款(万元),747696,744108,805967,851033,644535,294880,300350,430851,682782,608299,202384,293340,743533,885136,394942,367919,419421,446286,79694,72623,20977,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,45572,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,
卖出回购金融资产款(万元),4009505,3798792,4051162,3093058,2492154,2315174,2306838,2165097,1946338,1659665,2206143,2958037,3319202,4039537,6295501,5586930,4966823,1970089,858107,810807,894133,921644,425371,586010,632817,445011,1064029,949642,904556,604132,584573,518098,250877,498000,297929,370492,214342,138950,31000,90045,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
应付职工薪酬(万元),791503,144535,750279,238464,266878,751724,153723,739859,251709,671837,207954,617826,280779,481688,375908,285124,244603,169645,130592,124588,109286,99980,81950,60599,65365,61330,64622,48596,55554,47455,68977,78236,87077,64660,62266,55790,57911,33035,35546,32842,52162,22389,
应交税费(万元),84674,34928,46813,95634,97759,60193,101454,85642,88106,88089,125159,271451,270069,194808,299838,226655,142990,109496,60168,91743,100509,76255,53965,69690,85717,30511,52793,49382,33618,33525,75506,42517,60575,31976,5868,44055,48503,33498,35914,37335,192819,89122,
应付利息(万元),--,216987,219211,284884,238295,207315,125569,255668,215524,119716,66011,310329,269234,228109,182160,173186,102533,51687,24849,57891,38800,21474,7848,479,769,313,170,47,605,79,241,41,56,61,50,5087,1420,8605,1420,248,0,0,
应付股利(万元),--,1310,--,1431,1310,1401,359448,1310,1310,1310,359448,1310,1310,1310,1310,281545,1545,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
其他应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,0,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,10,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
代理买卖证券款(万元),5949218,5334994,6793986,6009502,5971753,6653233,6919278,8114481,8261706,9186869,11258194,11322992,12836738,14142414,20513928,9914516,7022840,4173536,3122546,2805264,2637374,2669756,3054696,3011957,2978691,2970102,3341401,4009419,3605723,3666631,4551944,5278626,6910671,5485735,6576594,7824658,7354910,2446557,3705093,3573016,6261225,3926707,
代理承销证券款(万元),181,1195,931,654,3142,282,31211,314,52,1386,4155,241749,8549,572,4051,100,4140,1000,--,--,--,--,--,--,4000,--,--,--,--,225,3727,675,25565,16201,2080,9010,100623,0,--,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,4174566,
长期借款(万元),169877,--,--,--,--,--,--,--,--,36440,42513,42513,48499,45288,36710,31600,13866,3314,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,0,
应付债券(万元),6289073,6071942,6661048,7820302,7719828,7413666,6578890,7683581,7584782,5494664,5285056,7237146,7237218,5972520,7092807,2743236,2134532,2197014,1596958,998010,998010,997885,997885,--,--,--,--,--,--,--,--,--,--,--,0,199972,199972,199972,199972,0,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,0,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,7294,7294,7294,7294,--,--,--,--,--,270,270,270,--,--,1200,1200,--,45,45,45,45,45,45,45,45,45,45,45,--,150,--,286,0,
长期递延收益(万元),--,1218,--,1216,1218,--,1258,--,1258,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
递延所得税负债(万元),181018,251557,211358,188483,193145,261242,213125,247758,256214,40627,15484,20651,35182,6451,103738,57526,60117,28851,747,747,1005,2575,5202,4097,8510,3737,9271,10969,4844,3219,3681,5121,6188,7855,956,5283,4517,411,148,760,22161,0,
其他非流动负债(万元),4575201,5087150,5351409,5675446,5318620,5913566,6205927,6147451,7027703,8535194,9117980,8797074,8849845,10645648,10388519,6733478,5210379,1411432,494973,495497,483130,1266411,1204923,526408,626286,602421,478954,543345,607755,594141,591525,604560,681249,507255,449219,330779,482765,29385,189168,27227,225832,0,
非流动负债合计(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
负债合计(万元),26391627,27354041,30418728,30957775,29289263,28702747,28322828,29436734,31579020,30468268,32294196,34036421,37108584,39757769,50241064,30600898,23028163,13376024,7396904,6896886,6192301,6479480,6025341,4540445,4463356,4113423,5070285,5611445,5212699,4949451,5889888,6539938,8022304,6721716,7401549,8850447,8466768,2890414,4198411,3761472,6771182,4174566,
实收资本(或股本)(万元),825150,825150,716277,716277,716277,716277,716277,716277,716277,716277,716277,716277,716277,716277,716277,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,560000,481544,450000,450000,450000,450000,220000,
资本公积(万元),5885986,5885986,4581714,4581440,4582063,4583776,4583776,4583776,4583776,4583776,4583776,4583776,4583776,4585043,4585596,1722126,1722126,1780873,1717961,1711395,1716703,1716970,1697380,1720836,1700712,1683887,1693485,1691820,1682934,1714182,1737505,1738307,1741518,1738474,1718869,1739934,266140,202029,192192,197488,229908,6419,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
盈余公积(万元),448983,394948,395385,395385,391949,307119,307119,307119,307119,260738,260738,260738,260738,169285,169285,169285,169285,130277,130277,130277,130277,109902,109902,109902,109902,96124,96124,96124,96124,82199,82199,82199,82199,58511,58511,58511,58511,30135,30135,14628,14628,32645,
一般风险准备(万元),1219695,511218,1009750,1006938,1000818,794381,794362,794362,794362,668112,668112,668112,668112,461161,461161,461161,461161,281744,281744,281744,281744,124992,124992,124992,124992,111213,111213,111213,111213,97289,97289,97289,97289,73601,73601,73601,73601,45225,45225,29718,29718,15090,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
未分配利润(万元),1941610,2400598,2265751,2142973,1897722,1732090,1560680,1752510,1619494,1646079,1449189,1647850,1523202,1615854,1419401,953454,1031919,1066194,948607,962777,884716,910211,853512,871357,808668,822962,794239,820555,772436,768985,750124,789232,719766,688317,590361,530961,448326,228782,160324,205161,181882,239409,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-3436,-3050,-3089,-3581,-3159,-2851,-2263,-2094,-1746,-1878,-2108,-2069,-1935,-1458,-1152,-892,-674,-635,-608,-603,0,-597,0,-363,0,
归属于母公司股东权益合计(万元),10339358,10624363,9017225,8893260,8733594,8592703,8399561,8650087,8435746,8218429,7880206,8060570,8078492,7722422,7705377,4100967,4129856,3815652,3635539,3643105,3569858,3534920,3458939,3500827,3418183,3374664,3355407,3379828,3322863,3309021,3313959,3354176,3288180,3182841,3065319,3027011,1392131,986007,907115,911325,920103,513563,
少数股东权益(万元),135603,134107,127878,125174,125397,167047,160612,138676,130274,98091,93529,80549,74385,68278,69686,66561,64585,101811,60703,60262,62667,59417,47778,46506,45570,42102,41016,39078,38675,37740,36929,36209,35799,34099,23454,22087,21278,0,86591,0,95401,0,
所有者权益(或股东权益)合计(万元),10474960,10758470,9145103,9018434,8858991,8759750,8560173,8788763,8566020,8316520,7973736,8141119,8152877,7790700,7775062,4167528,4194441,3917463,3696242,3703367,3632525,3594336,3506717,3547333,3463753,3416766,3396423,3418905,3361538,3346760,3350888,3390384,3323979,3216940,3088773,3049098,1413409,986007,993706,911325,1015504,513563,
负债和所有者权益(或股东权益)总计(万元),36866587,38112511,39563831,39976209,38148254,37462497,36883001,38225497,40145040,38784788,40267932,42177540,45261462,47548469,58016127,34768426,27222604,17293487,11093146,10600253,9824826,10073816,9532057,8087778,7927109,7530189,8466708,9030350,8574237,8296211,9240776,9930323,11346282,9938656,10490322,11899545,9880178,3876422,5192117,4672797,7786686,4688128,		
  
