报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
应交税费(万元),573,606,245,730,1165,297,329,772,1639,640,651,1141,2182,824,835,571,1133,505,587,786,--,553,750,933,864,1314,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2250,3003,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),2344,7994,2744,2683,3708,3198,3644,3056,3213,3211,4259,3132,1114,703,609,669,366,664,322,362,--,479,327,822,811,2412,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,2750,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,134,--,--,--,--,--,--,643,230,22,10,113,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),28202,36559,25308,26464,25502,23456,25279,21244,25650,23962,26883,30624,25790,22277,13300,14256,13194,14478,14958,15950,16429,14734,16009,17718,19001,15793,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),48,48,48,48,60,60,--,60,--,--,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),819,819,819,819,917,917,1046,917,1009,1009,1009,1046,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,60,--,139,72,--,72,84,201,--,--,134,134,130,134,--,104,104,104,4,4,
非流动负债合计(万元),867,867,867,867,977,977,1106,977,1148,1081,1081,1118,84,201,0,0,134,134,130,134,104,104,104,104,4,4,
负债合计(万元),29069,37427,26175,27331,26479,24433,26385,22221,26798,25043,27964,31742,25874,22478,13300,14256,13328,14612,15088,16084,16533,14838,16113,17822,19005,15797,
实收资本(或股本)(万元),17414,10884,10884,10884,10884,10884,10884,10884,10884,10884,10869,10872,10872,10872,10872,9160,9160,9160,9160,7849,--,7849,7849,7849,7500,7500,
资本公积(万元),67517,74047,74047,74047,74741,74741,74741,74741,74613,74613,74161,74202,73851,73392,73440,32791,32791,32791,33682,4582,--,4582,4582,4582,2933,2933,
减:库存股(万元),2130,2130,2130,2130,2130,2130,2130,2130,2101,2101,2101,2101,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),2791,2791,2791,2791,2497,2497,2497,2497,2161,2161,2161,2161,1725,1725,1725,1725,1413,1413,1413,1413,--,1067,1067,696,355,63,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),31379,30563,30197,29306,30065,29353,28520,28217,30348,27893,27681,27089,26108,23511,22042,21172,21082,19800,19010,18418,--,14590,12988,7351,2359,497,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),116970,116154,115788,114897,116056,115344,114511,114208,115906,113450,112772,112223,112556,109500,108079,64849,64446,63163,63265,32262,31124,28089,26487,20478,13148,10993,
少数股东权益(万元),294,298,298,298,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),117264,116452,116087,115195,116056,115344,114511,114208,115906,113450,112772,112223,112556,109500,108079,64849,64446,63163,63265,32262,31124,28089,26487,20478,13148,10993,
负债和所有者权益(或股东权益)总计(万元),146333,153878,142262,142526,142536,139777,140896,136429,142704,138493,140736,143965,138430,131978,121379,79104,77774,77775,78354,48346,47657,42926,42600,38299,32153,26791,		
  
