报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
投资性房地产(万元),--,--,--,--,--,--,--,913,924,--,--,--,--,--,--,--,
固定资产原值(万元),--,24679,--,20486,--,19902,--,17134,--,11436,--,10513,9555,3022,--,--,
累计折旧(万元),--,7490,--,6405,--,5442,--,4205,--,3358,--,2677,2019,1094,--,--,
固定资产净值(万元),--,17189,--,14081,--,14460,--,12929,--,8079,--,7836,7537,1928,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),16669,17189,14512,14081,14308,14460,14230,12929,12820,8079,8030,7836,7537,1928,1138,461,
在建工程(万元),--,--,3125,3248,2801,20,--,--,--,5583,--,--,--,1453,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),7874,9062,11019,10285,10463,11718,9902,7177,7791,7588,8269,8946,9702,9243,9381,717,
开发支出(万元),--,--,1601,1079,479,--,1356,--,--,--,--,--,--,--,--,--,
商誉(万元),2417,2417,3686,3686,3686,3686,3663,47,47,47,47,47,47,52,52,52,
长期待摊费用(万元),126,125,66,43,58,70,81,93,95,106,117,128,149,218,98,147,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),744,930,1030,1143,1491,1420,1347,1506,1969,2171,1337,1525,794,535,279,36,
其他非流动资产(万元),519,536,235,339,55,55,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),31439,33349,37374,35955,33641,31429,30579,39464,23646,23573,17799,18482,18229,13430,10948,1413,
资产总计(万元),227141,235498,224074,230397,240966,248269,242431,174759,176793,178506,175591,163651,119730,115102,81452,15204,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,3425,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),60,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),12561,12997,5696,12814,16208,16305,15892,10141,12142,13487,14589,10082,9525,7236,4434,1244,
预收账款(万元),1347,1740,1650,1177,1462,773,871,1063,1853,1535,2280,1206,982,3210,1239,1253,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1110,3326,1424,1298,1366,5774,1180,835,925,5265,532,589,3686,4486,3895,726,
应交税费(万元),441,788,444,770,460,1389,1181,390,502,372,462,-576,-1650,-1959,555,-55,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),3100,6835,6028,5632,6929,8478,3179,2634,1861,2228,1715,3859,5653,4424,6225,269,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),18621,25744,15241,21690,26425,32719,22305,15063,17283,22888,23004,15160,18195,17397,16349,3437,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2086,2234,1367,1489,3139,3239,3232,2988,2348,2348,2348,1768,1618,420,120,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),2086,2234,1367,1489,3139,3239,3232,2988,2348,2348,2348,1768,1618,420,120,0,
负债合计(万元),20707,27978,16608,23179,29564,35958,25536,18051,19631,25236,25352,16928,19813,17817,16469,3437,
实收资本(或股本)(万元),33140,33268,33268,33268,16663,16663,16663,16000,16000,16000,16000,16000,12000,12000,12000,6000,
资本公积(万元),65039,67197,66987,66987,85698,85698,85072,40415,40415,40415,40415,40415,1477,1477,1477,1477,
减:库存股(万元),1423,3708,3739,3739,5846,5846,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),9562,9562,8331,8331,8331,8331,7001,7001,7001,7001,6000,6000,6000,6000,5524,592,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),94395,95685,95740,95352,99442,100181,100452,93252,93741,89841,87827,84310,80445,77811,45994,3709,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-11,
归属于母公司股东权益合计(万元),200939,202123,200672,200241,204287,205007,209240,156707,157162,153270,150240,146722,99917,97285,64984,11767,
少数股东权益(万元),5495,5397,6794,6977,7116,7305,7655,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),206434,207520,207466,207218,211403,212311,216895,156707,157162,153270,150240,146722,99917,97285,64984,11767,
负债和所有者权益(或股东权益)总计(万元),227141,235498,224074,230397,240966,248269,242431,174759,176793,178506,175591,163651,119730,115102,81452,15204,		
  
