报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
非流动负债合计(万元),4422,3373,1715,3129,4016,3059,3352,
负债合计(万元),30970,35202,34362,33584,38486,35552,21793,
实收资本(或股本)(万元),26600,26600,26600,26600,23782,21978,21978,
资本公积(万元),23200,23200,23200,18918,1174,4808,4808,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),2332,2332,2332,1230,6999,6054,5451,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),22750,16870,8670,4914,4851,9922,6090,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),74,175,324,168,159,-806,-724,
归属于母公司股东权益合计(万元),74956,69177,61126,51829,36965,41956,37604,
少数股东权益(万元),290,315,309,346,-33,41,74,
所有者权益(或股东权益)合计(万元),75246,69492,61434,52175,36932,41996,37678,
负债和所有者权益(或股东权益)总计(万元),106216,104694,95797,85759,75417,77549,59471,		
  
