报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
交易性金融负债(万元),7,--,--,1,--,9,71,--,--,--,--,--,--,--,--,--,19,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付票据(万元),--,300,514,755,1041,1168,3506,2891,482,482,920,3920,3519,309,237,124,344,344,200,100,--,--,406,406,--,449,633,595,521,277,775,579,15,1175,815,322,1070,--,
应付账款(万元),--,106542,100035,116970,110044,92762,84548,90099,90013,108874,77922,86027,100884,80354,72703,77295,87802,91851,74603,81460,79087,67652,57961,55649,51147,34512,39708,38015,33359,31637,24888,26327,22595,20366,24655,23519,16160,19491,
预收账款(万元),65396,55108,55686,69346,73222,59167,57719,71115,70776,62320,54304,66134,59812,42468,41381,55712,50331,42286,39080,52601,55429,37196,35413,35331,34980,27178,24437,35490,33024,18399,19386,29075,20497,15449,14576,20791,15555,12418,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付职工薪酬(万元),23242,16737,17050,37994,29098,24962,20892,39165,30664,27066,18618,40281,31619,22047,18795,40874,31652,24328,18154,36899,28993,21401,13117,24308,18886,14201,10310,19600,14873,11291,7803,15024,10100,7241,5550,9818,7421,3740,
应交税费(万元),8611,5586,8230,12639,8671,7316,7323,8649,6688,6692,3396,8232,4728,2035,3384,11091,3650,1605,5961,11487,2035,1107,4680,6016,3451,1724,2772,4265,2249,742,678,2145,1802,932,1229,1716,2845,3142,
应付利息(万元),--,6157,5473,6771,4116,1824,6500,4377,2765,4224,5782,3946,5175,3366,5168,3497,456,442,411,408,84,78,--,--,4,--,--,--,--,--,--,--,15,26,41,41,53,42,
应付股利(万元),--,17,189,--,--,14,22,23,366,366,358,607,343,343,343,343,343,343,--,--,231,--,--,--,200,1971,--,--,1160,4070,--,20,3198,8275,262,272,259,4142,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他应付款(万元),112368,105699,107522,103302,33522,29272,32175,25971,26659,27856,28219,27344,38052,32625,29034,24543,26633,24741,24594,20624,19072,12599,10039,7065,6928,6387,7772,5778,6560,4250,4315,4264,6152,6850,7313,4941,5980,7214,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
一年内到期的非流动负债(万元),49986,49979,--,1,--,--,--,2138,2000,2000,2000,2000,1634,34,34,35,295,295,295,295,--,--,--,--,--,--,--,--,--,--,--,--,160,187,160,407,350,--,
其他流动负债(万元),150000,200000,200000,150000,150000,100000,150000,150000,150000,100000,100000,100000,160000,60000,60000,60000,--,--,--,--,--,--,--,--,--,--,--,--,35,35,85,237,--,0,--,0,0,--,
流动负债合计(万元),772085,727700,648918,678029,569397,488021,483756,459500,451205,413822,340525,392596,485615,335175,310190,361415,334492,310489,250584,278742,245488,186416,144019,130595,120897,98447,87657,105168,93281,73201,60430,80372,68399,63866,97666,98387,91777,86839,
长期借款(万元),--,--,--,--,1,1,1,1,781,--,--,--,2167,2167,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,400,400,400,865,
应付债券(万元),60000,60000,49972,49966,49960,49954,49947,49942,49936,49930,49924,49919,49913,49908,49902,49897,51642,50717,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
长期应付款(万元),4613,3040,7458,7530,7850,7812,7780,512,553,597,730,734,712,754,437,437,437,437,437,437,732,732,732,732,437,437,437,437,447,447,447,487,537,537,200,637,922,1033,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
预计非流动负债(万元),80,80,80,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,15,50,50,0,--,0,0,27,
长期递延收益(万元),11570,11441,10871,11329,12096,11299,11026,10811,13321,13747,14340,13427,14734,12954,11936,12179,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
递延所得税负债(万元),2048,2006,2118,2123,2746,2217,2192,2236,2254,2330,2343,2354,2464,1545,1479,1475,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12127,11237,11683,12266,11715,11445,11199,11196,9846,9290,9087,9052,6171,5840,5803,5382,3082,2707,2917,2697,1963,1653,
非流动负债合计(万元),78311,76567,70500,71028,72653,71282,70947,63501,66846,66604,67337,66434,69991,67328,63754,63989,64207,62391,12120,12704,12447,12177,11932,11928,10283,9727,9524,9489,6618,6289,6266,5919,3669,3244,3517,3734,3285,3577,
负债合计(万元),850396,804267,719418,749057,642050,559303,554704,523001,518051,480426,407862,459030,555605,402502,373944,425404,398699,372881,262704,291446,257935,198593,155951,142523,131181,108174,97181,114657,99899,79490,66695,86291,72068,67111,101183,102121,95062,90416,
实收资本(或股本)(万元),424299,424299,424299,424299,410067,410067,410067,410067,410067,410067,273378,273378,249747,249747,166498,166498,164710,163973,163884,163782,161764,160622,80160,80160,80160,80160,40080,40080,40080,40080,40080,40080,40080,40080,34000,34000,25600,25600,
资本公积(万元),146838,150843,143783,141170,91493,91832,91969,107144,107005,112279,247241,247241,50961,51432,134668,134697,123592,117402,116468,115394,98718,89028,165465,164729,164226,163332,202556,201744,202334,202232,202230,202327,202968,202968,7268,7268,15511,15361,
减:库存股(万元),84167,65514,53514,53514,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
盈余公积(万元),39139,39139,39139,39139,33403,33403,33403,33403,27088,27088,27088,27088,22736,22736,22736,22736,16368,16368,16368,16368,11537,11537,11537,11537,8338,8338,8338,8338,5662,5662,5662,5662,3898,3898,3898,3898,2461,1682,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
未分配利润(万元),480526,446867,488498,470412,433575,402093,393454,374231,351790,329079,327901,314147,287356,268566,274767,264595,235258,219892,223763,207782,180391,167724,169870,150129,129026,116924,115667,97783,81360,71853,71979,60103,50325,44382,46679,38759,16929,3313,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-13,-12,-17,-13,-11,-4,-4,-2,-3,-3,--,--,--,--,--,--,0,--,0,0,--,
归属于母公司股东权益合计(万元),1003597,993806,1042151,1021647,970258,937847,929104,925081,896123,878847,875795,861901,611122,592563,598808,588548,539912,517621,520472,503310,452396,428899,427028,406551,381748,368751,366638,347945,329435,319826,319951,308171,297271,291328,91845,83925,60501,45956,
少数股东权益(万元),97055,101275,158194,155078,76307,75584,69458,77736,65513,72726,65136,64000,60239,53411,45604,41107,39340,40930,27137,25890,23167,23281,23730,21727,14857,14575,12677,11069,10015,11609,11631,10016,4494,4572,3771,3796,2712,3315,
所有者权益(或股东权益)合计(万元),1100652,1095081,1200346,1176725,1046566,1013431,998562,1002817,961636,951574,940931,925900,671361,645974,644411,629655,579252,558551,547608,529200,475563,452180,450758,428278,396605,383326,379316,359013,339450,331435,331581,318187,301765,295900,95616,87720,63212,49271,
负债和所有者权益(或股东权益)总计(万元),1951049,1899348,1919763,1925782,1688616,1572734,1553265,1525818,1479687,1431999,1348793,1384931,1226966,1048476,1018355,1055059,977951,931432,810313,820646,733498,650774,606709,570802,527786,491500,476497,473670,439349,410925,398277,404478,373833,363010,196800,189842,158274,139687,		
  
