报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应收利息(万元),172,--,--,--,--,--,--,--,--,--,2,--,--,--,--,--,--,--,--,--,0,2,--,0,--,--,--,--,--,--,--,0,--,94,--,0,--,--,--,--,0,0,0,0,
应收股利(万元),157,100,100,100,--,65,100,706,200,200,200,200,200,200,968,968,200,200,120,100,100,100,--,0,--,10,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
其他应收款(万元),12994,5069,8955,10021,11057,11658,15805,17907,18228,17730,19330,17851,17897,17588,17715,16801,19614,19406,4609,4492,4509,3590,4740,3523,3172,3006,7364,4990,362,352,422,445,513,457,496,506,530,273,1018,480,958,212,252,1015,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
存货(万元),13823,11319,13133,13213,12227,11078,11509,10996,10730,9776,11417,12594,12362,10138,12281,11206,11417,9274,10844,10181,11587,9577,12588,11655,11154,8323,13450,11658,2125,1748,1581,1402,1605,1519,1410,1775,1726,1445,2165,1462,2104,1224,793,729,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
其他流动资产(万元),43144,2564,19262,70632,48757,71645,1477,1321,1290,1196,1680,1472,1275,1140,--,--,--,--,--,--,0,--,41,40,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
流动资产合计(万元),397609,216705,206035,195239,190908,195004,205807,117103,103930,106852,111682,116607,125918,135782,142205,146527,155881,144121,143881,103474,98134,106794,107026,108165,83570,92241,97629,112123,37504,38376,34270,31563,30461,30133,28808,28498,26420,24326,23396,23075,9750,9322,6408,3610,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
可供出售金融资产(万元),38053,41843,53366,52045,79354,61946,65108,70100,73972,114868,79892,75436,22734,22734,22660,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
长期股权投资(万元),11238,11287,12445,12375,12476,12633,12598,12528,9209,9655,8384,8273,7625,5841,5878,28227,27645,26967,28939,29053,28576,28401,26901,24328,24263,24263,3586,1280,207,207,96,52,51,51,51,51,51,51,60,60,0,0,55,255,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
固定资产原值(万元),--,151488,--,144125,--,142729,--,141558,--,137660,--,133756,--,132267,--,119904,--,111614,--,105833,--,101850,--,91841,--,86844,--,78721,--,11951,--,11347,--,10253,--,8726,--,8526,--,6660,--,4533,4164,--,
累计折旧(万元),--,62278,--,58220,--,54888,--,51282,--,48124,--,44703,--,41079,--,38375,--,34643,--,32225,--,29592,--,25525,--,22903,--,20012,--,2768,--,2339,--,1938,--,1727,--,1476,--,1217,--,983,719,--,
固定资产净值(万元),--,89210,--,85905,--,87842,--,90276,--,89536,--,89054,--,91188,--,81528,--,76971,--,73607,--,72258,--,66316,--,63941,--,58709,--,9184,--,9008,--,8314,--,6999,--,7050,--,5443,--,3549,3444,--,
固定资产减值准备(万元),--,136,--,101,--,101,--,101,--,101,--,101,--,101,--,52,--,52,--,360,--,360,--,360,--,360,--,357,--,--,--,0,--,0,--,0,--,0,--,0,--,0,0,0,
固定资产(万元),581709,89075,84672,85803,86942,87740,89059,90175,89675,89434,88597,88952,89728,91087,82645,81476,80622,76919,72184,73247,72518,71897,66942,65955,63289,63581,58215,58352,9023,9184,9124,9008,8129,8314,6913,6999,6935,7050,6984,5443,4371,3549,3444,1914,
在建工程(万元),60501,9111,11759,10822,10979,10923,8013,5776,6594,5508,4713,4208,3683,3345,8841,6962,6987,5579,6083,4865,3895,2859,3292,2973,4359,4375,3535,5131,17,3,130,108,599,497,996,572,297,247,564,2067,1804,1729,201,650,
工程物资(万元),2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,3,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,3,3,3,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,--,--,--,12,11,--,--,-1,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
无形资产(万元),43730,37337,36971,37387,37795,37927,38397,38779,38604,38528,38966,39164,39556,39741,39056,38323,36390,36631,36654,36726,37522,37812,38164,37084,37225,37409,36858,37144,980,986,992,997,1003,1009,619,623,628,631,548,249,254,191,195,200,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
商誉(万元),94279,93786,92619,92619,92741,92741,93093,93093,93093,93293,93222,95902,95902,95902,97142,97142,97742,95742,96090,96090,95407,95407,95171,95171,95171,95171,95171,94810,47,47,47,47,47,47,47,47,47,47,--,--,0,0,0,0,
长期待摊费用(万元),6321,942,945,926,824,843,877,1485,1930,1961,2589,2254,2454,3086,2056,2316,2741,3078,3165,827,538,596,319,391,334,329,84,186,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
递延所得税资产(万元),4113,3088,2216,2271,2224,2228,2278,2217,2189,2207,2004,1988,1974,2008,1985,1963,1959,1741,1822,1807,1832,1838,2162,2165,1623,1681,1280,1501,405,387,287,292,224,206,211,210,70,52,179,178,469,469,860,287,
其他非流动资产(万元),10073,9537,13345,12237,9777,10071,10836,10192,1789,1224,2856,3074,3242,2995,6156,790,1190,10415,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
非流动资产合计(万元),850019,296006,308340,306487,333114,317053,320261,324348,317057,356681,321226,319251,266901,266740,266421,257201,255279,257075,244966,242615,240288,238811,232963,228078,226263,226808,198727,198404,10680,10813,10676,10504,10054,10124,8838,8502,8028,8077,8335,8001,6901,5942,4756,3306,
资产总计(万元),1247628,512712,514374,501726,524022,512057,526068,441451,420987,463533,432907,435858,392819,402522,408626,403728,411160,401196,388847,346089,338422,345605,339988,336243,309832,319049,296356,310527,48184,49189,44946,42067,40515,40257,37645,37000,34449,32403,31731,31076,16651,15263,11165,6916,
短期借款(万元),60600,50000,47153,43150,43050,43050,53700,61029,46874,48994,44754,12755,12255,16775,26000,21000,19000,19750,14750,32557,33070,37520,37920,30320,8030,10830,11437,8970,--,--,--,0,--,0,--,0,--,--,--,--,1535,1600,0,330,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应付票据(万元),2383,2862,2878,2624,1231,1249,1368,2203,1333,466,728,466,342,536,666,602,569,590,813,860,747,1429,1766,1045,756,1059,1209,1081,--,--,--,0,220,220,--,860,860,150,998,905,390,885,1396,404,
应付账款(万元),53611,12247,10737,10115,9120,9446,9985,9928,8674,8101,9701,9810,8388,8922,8159,8941,8811,7349,7572,7719,6268,6070,7038,7255,7995,8287,9152,11645,1337,2430,1189,1214,1635,1644,991,1688,1616,1827,1742,1308,1449,852,611,391,
预收账款(万元),3513,3784,3236,1595,1644,1348,2081,1650,1916,1751,2322,2276,2227,1844,3327,2775,2390,1556,1447,1212,1040,474,2091,1257,434,1344,836,1427,28,52,77,17,2,2,--,1,-0,22,31,330,31,132,92,112,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),4917,7196,5342,4510,4265,6620,4285,3914,3626,5539,3183,2876,2641,5101,2766,2792,2648,4961,2914,2544,2453,3792,2535,2546,1875,3656,2481,2493,273,1017,217,226,169,160,244,157,147,135,123,246,331,292,318,307,
应交税费(万元),3959,4220,3328,2772,2985,2861,3122,2656,2556,3159,3682,3324,2570,3764,3408,3824,3874,6063,6034,5100,3441,5022,5228,5509,3606,6240,4318,4450,758,795,848,480,412,681,640,591,265,67,272,100,590,1065,1121,412,
应付利息(万元),943,52,147,217,137,126,75,103,27,76,16,113,103,76,35,49,54,48,45,44,103,94,90,90,94,96,100,95,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
应付股利(万元),591,167,449,754,629,584,410,409,404,435,108,102,193,1477,354,51,406,1,197,422,--,225,34,437,13,13,14,2113,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
其他应付款(万元),32897,11866,10566,10736,9979,14992,14712,13478,8665,7773,7866,7966,8042,9460,8063,6716,7022,6583,8722,8626,6520,7742,6943,21908,21193,21480,8283,9836,177,215,380,123,494,492,117,529,505,454,557,630,1428,210,224,254,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),30896,--,--,--,--,--,--,2280,2280,2280,--,1800,1800,1800,--,--,--,--,--,--,--,--,2000,2000,2014,4000,--,1000,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,31933,31387,30846,31186,48444,47655,45971,45172,--,--,--,--,0,--,--,192,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
流动负债合计(万元),194309,92393,83835,76473,73041,80275,89739,97652,76355,78575,72360,73419,69947,80600,83964,95194,92431,92871,87666,59084,53643,62368,65643,72367,46009,57004,38021,43110,2573,4508,2712,2060,2933,3199,1993,3827,3392,2655,3723,3519,5754,5036,3762,2210,
长期借款(万元),367654,--,1267,1267,1267,--,--,--,--,--,8000,8000,8000,8000,9800,3300,3300,3300,--,--,--,--,--,0,2000,2000,8000,7000,--,--,--,0,--,0,--,0,--,--,--,--,170,0,0,200,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
长期应付款(万元),54671,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
专项应付款(万元),3579,328,580,580,580,580,559,563,563,563,590,510,510,340,340,340,352,340,790,773,831,500,500,500,500,500,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
长期递延收益(万元),8690,6821,5985,5560,5641,5722,5701,5623,5477,5545,5449,5517,5593,5591,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
递延所得税负债(万元),5788,6354,7858,7736,11892,9281,10073,10827,11757,17891,12599,12828,4992,5009,5090,5092,5141,5200,5144,5165,5232,5342,5894,5971,6347,6395,6646,6716,42,42,41,41,43,43,44,44,46,46,--,--,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,6834,5023,5056,5123,4697,4754,4783,4863,5011,4966,5097,5012,5043,5153,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
非流动负债合计(万元),440382,13504,15690,15143,19380,15583,16333,17012,17797,23999,26639,26855,19096,18940,22064,13755,13848,13963,10631,10693,10845,10705,11405,11437,13944,13907,19689,18870,42,42,41,41,43,43,44,44,46,46,--,--,170,0,0,200,
负债合计(万元),634692,105897,99525,91616,92421,95859,106072,114664,94152,102574,98999,100274,89043,99540,106028,108949,106279,106834,98297,69776,64488,73072,77048,83804,59953,70912,57709,61980,2615,4550,2753,2101,2976,3242,2037,3871,3438,2701,3723,3519,5924,5036,3762,2410,
实收资本(或股本)(万元),124898,91128,91128,91128,91128,91128,91128,79128,79128,79128,79128,79657,39829,39829,39829,39829,40011,40011,40011,39564,39564,39564,39564,39564,39564,39564,39564,26376,13996,13996,13996,13996,6998,6998,6998,6998,5383,5383,5383,5383,4033,4033,4033,4033,
资本公积(万元),332926,194660,194418,194418,194540,194540,195018,111443,111377,111377,111033,111946,151503,151279,151510,151213,151654,151357,153903,151152,151152,151152,151152,151152,151152,151152,151152,164340,5093,5093,5093,5093,12091,12091,12091,12091,13706,13706,13706,13700,0,0,0,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
专项储备(万元),5665,5464,6405,6458,6280,6011,6102,6156,6217,6185,6073,5907,5752,5573,5492,5585,5827,5551,5582,5416,5154,4978,5472,5367,4924,4451,--,4281,1185,1039,962,907,762,650,647,605,--,--,--,--,--,0,--,--,
盈余公积(万元),9312,9312,8863,8863,8863,8863,8565,8565,8565,8565,7746,7746,7746,7746,5984,5984,5984,5984,4683,4683,4683,4683,3625,3625,3625,3625,2167,2167,2167,2167,1567,1444,1549,1444,1224,1225,1311,1194,619,619,514,514,260,28,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,4182,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
未分配利润(万元),71329,43298,44745,41877,41417,40585,41077,38950,34810,34752,36784,37058,51803,49921,51363,45255,53694,51495,45485,37876,39866,37754,30828,23279,22784,20658,16100,25314,21023,20291,18636,16719,14443,13755,12715,10433,8922,7800,6825,6368,5683,5396,3109,445,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,0,0,0,
归属于母公司股东权益合计(万元),553109,356061,365620,361662,384375,368476,372287,278882,279523,314194,285127,287140,256631,254347,254178,247866,257171,254398,249665,238693,240420,238132,230641,222987,222051,219450,213165,222478,43463,42586,40253,38158,35842,34938,33675,31350,29322,28082,26533,26070,10230,9943,7403,4506,
少数股东权益(万元),59828,50753,49229,48448,47226,47722,47709,47905,47312,46764,48782,48444,47144,48635,48420,46914,47710,39963,40886,37620,33515,34401,32299,29452,27829,28687,25481,26070,2107,2053,1939,1808,1696,2077,1933,1779,1688,1620,1475,1487,498,285,0,0,
所有者权益(或股东权益)合计(万元),612936,406814,414849,410110,431601,416198,419996,326787,326835,360959,333909,335584,303776,302982,302598,294779,304881,294362,290550,276313,273934,272533,262940,252439,249880,248138,238647,248547,45569,44639,42192,39966,37538,37014,35608,33129,31011,29703,28008,27557,10728,10228,7403,4506,
负债和所有者权益(或股东权益)总计(万元),1247628,512712,514374,501726,524022,512057,526068,441451,420987,463533,432907,435858,392819,402522,408626,403728,411160,401196,388847,346089,338422,345605,339988,336243,309832,319049,296356,310527,48184,49189,44946,42067,40515,40257,37645,37000,34449,32403,31731,31076,16651,15263,11165,6916,		
  
