报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),23,28,40,56,65,50,64,106,107,25,52,42,31,45,32,124,--,
其他流动资产(万元),6496,7086,9090,7176,5092,11196,13061,9750,9216,17619,16290,15451,165,224,74,31,17,
流动资产合计(万元),56019,48496,54277,49158,50757,48055,53701,50263,51930,54320,62434,63229,59698,46295,43558,47384,42297,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),38021,--,36155,--,19472,--,12547,--,10786,--,8344,--,5096,4950,4845,--,--,
累计折旧(万元),5708,--,4625,--,3847,--,3316,--,2729,--,2525,--,2300,2085,1862,--,--,
固定资产净值(万元),32314,--,31530,--,15625,--,9230,--,8056,--,5819,--,2796,2865,2983,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),32314,32746,31530,28621,15625,14283,9230,7861,8056,6479,5819,3682,2796,2865,2983,2761,2613,
在建工程(万元),--,--,--,2846,15854,16528,21360,20222,19154,19139,17804,15309,13343,8610,46,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),4605,4688,4771,4871,4966,5026,5126,5326,5359,4086,4095,4121,4147,4146,4117,4045,1579,
开发支出(万元),--,--,--,--,--,--,--,--,--,1072,347,88,--,--,--,--,--,
商誉(万元),1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),2624,2476,2444,2573,1619,2036,1409,1315,1317,1506,1592,1732,1848,2116,2583,2345,2003,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),470,414,397,383,374,351,331,314,322,327,336,263,287,263,199,294,178,
其他非流动资产(万元),371,337,190,14,200,173,197,1127,933,1018,650,3275,4344,3691,--,--,--,
非流动资产合计(万元),40385,40660,39332,39309,38638,38396,37654,36165,35141,33627,30643,28471,26765,21691,9928,9444,6372,
资产总计(万元),96405,89156,93609,88467,89395,86451,91355,86428,87071,87947,93077,91699,86463,67986,53486,56828,48670,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),899,2732,1997,3883,1589,2737,1441,2599,2649,5913,7013,10171,5797,8253,4327,7839,9225,
应付账款(万元),10187,4328,10033,5815,8611,4717,10144,6352,7311,3771,7795,5835,5679,6315,6389,11349,8679,
预收账款(万元),722,641,492,527,480,497,582,529,428,614,655,683,662,749,1052,2173,981,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),754,688,1408,561,522,499,1065,490,478,476,966,468,546,1058,1413,1429,826,
应交税费(万元),1231,684,1018,570,395,712,1272,623,162,996,1098,541,112,1179,1426,1157,1247,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),3091,2812,2476,2402,2214,1966,1954,2110,2304,2091,2298,2713,3209,2447,2416,2457,1857,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),3000,3800,3800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),19884,15685,21224,13759,13812,11128,16458,12703,13332,13860,19824,20412,16005,20001,17022,26405,26315,
长期借款(万元),5450,5450,5450,9250,10000,10000,10000,10000,10000,10000,10000,10000,10000,7000,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),5450,5450,5450,9250,10000,10000,10000,10000,10000,10000,10000,10000,10000,7000,0,0,0,
负债合计(万元),25334,21135,26674,23009,23812,21128,26458,22703,23332,23860,29824,30412,26005,27001,17022,26405,26315,
实收资本(或股本)(万元),20400,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,9000,9000,9000,9000,
资本公积(万元),15622,24022,24022,24022,24022,24022,24022,24022,24022,24022,24022,24022,24022,8478,8478,8478,8478,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),3412,3412,3412,3235,3235,3235,3235,2968,2968,2968,2968,2603,2603,2603,2145,1499,525,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),29653,28272,27501,26201,26326,26067,25641,24736,24749,25097,24263,22663,21834,20904,16840,11445,4352,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),69087,67707,66935,65458,65583,65323,64897,63725,63738,64087,63253,61287,60459,40985,36464,30423,22355,
少数股东权益(万元),1984,315,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),71071,68021,66935,65458,65583,65323,64897,63725,63738,64087,63253,61287,60459,40985,36464,30423,22355,
负债和所有者权益(或股东权益)总计(万元),96405,89156,93609,88467,89395,86451,91355,86428,87071,87947,93077,91699,86463,67986,53486,56828,48670,		
  
