报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
其他流动资产(万元),7110,93,161,--,9037,10940,11244,13522,16624,12470,24954,18954,5227,5393,4619,4950,112537,420,709,1976,--,170,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
流动资产合计(万元),33530,33581,16295,21674,122826,157165,254848,262758,387915,453032,420046,434914,507997,505918,471944,520914,566571,501362,588576,458961,473707,477751,476005,416803,465602,452318,366490,364595,332269,323321,294541,245288,229977,216349,170612,169251,254861,237954,227254,116311,125417,25141,28600,63123,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
可供出售金融资产(万元),--,--,--,--,31716,43516,43516,43516,44766,56107,56107,56107,16387,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,--,--,--,--,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
长期股权投资(万元),--,--,--,--,--,--,217,217,229,229,229,229,39941,56328,56328,56328,16576,16576,16600,16600,16821,16969,16969,16969,17105,16980,16980,16980,17484,15898,15898,15898,15873,15873,15873,15873,15873,15693,15693,15183,15183,5048,13248,15183,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
固定资产原值(万元),--,--,--,302,--,761207,--,764505,--,741491,--,801412,--,795353,--,794411,--,909639,--,885934,--,789015,--,762103,--,736549,--,713074,--,469667,--,466398,--,410302,--,409836,--,400049,--,382371,--,94092,--,154217,
累计折旧(万元),--,--,--,220,--,229055,--,217031,--,199373,--,196064,--,194660,--,173203,--,263357,--,217535,--,199732,--,176347,--,154692,--,133574,--,116905,--,102588,--,90121,--,77764,--,64950,--,54043,--,39370,--,46115,
固定资产净值(万元),--,--,--,81,--,532152,--,547474,--,542118,--,605347,--,600693,--,621208,--,646282,--,668399,--,589284,--,585756,--,581857,--,579500,--,352762,--,363810,--,320181,--,332071,--,335099,--,328328,--,54722,--,108103,
固定资产减值准备(万元),--,--,--,--,--,183469,--,184487,--,--,--,10751,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,0,--,0,
固定资产(万元),69,73,77,81,343038,348682,359112,362987,520902,542118,598397,594596,619457,600693,611613,621208,555050,646282,635047,668399,588291,589284,597703,585756,572618,581857,591893,579500,447943,352762,359241,363810,315774,320181,325894,332071,334715,335099,324392,328328,126525,54722,55269,108103,
在建工程(万元),--,--,--,--,21366,65008,63054,61562,111257,111318,114330,113793,102764,100085,117616,110670,129734,374476,380633,357237,382139,362816,344269,343932,309185,283911,261687,252908,352674,416011,378862,332105,319001,269768,206325,177695,128893,85062,41247,31346,205287,14031,6155,137611,
工程物资(万元),--,--,--,--,--,--,157,157,157,157,157,258,308,309,315,324,362,743,730,681,837,975,871,912,1236,1174,1239,1251,1052,1174,1215,2287,19802,1640,13577,1888,2418,246,65,54,1,0,--,1,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
无形资产(万元),--,--,--,--,42453,42698,42940,43185,45389,46176,48784,48220,48297,43134,39614,39836,39207,45279,44051,44002,39789,41003,38272,41335,39911,40121,40329,40539,25139,25301,22496,21540,18876,18988,19099,19196,19179,17265,17353,17828,17487,1014,1020,4273,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
商誉(万元),--,--,--,--,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,4063,--,0,--,0,
长期待摊费用(万元),--,--,--,--,1948,2465,2571,2848,3105,3405,3810,4308,5259,3910,3643,3499,3079,1726,3270,3584,1903,2059,2799,3538,1173,1188,1306,1320,1396,953,1271,1452,1517,707,1151,1101,62,125,187,187,85,54,3,66,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
递延所得税资产(万元),--,--,--,--,135,135,135,135,3963,3963,7000,7000,558,558,558,558,694,700,694,354,798,798,798,798,830,830,830,830,594,594,550,594,1090,1090,1212,1212,545,548,541,532,347,345,345,345,
其他非流动资产(万元),--,--,--,--,8993,9143,8906,8916,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
非流动资产合计(万元),69,73,77,81,453711,515709,524671,527584,733832,767535,832875,828574,837032,809078,833749,836485,748764,1089845,1085087,1094918,1034641,1017967,1005743,997303,946121,930124,918326,897391,850345,816754,783595,741748,695996,632309,587194,553099,505747,458100,403540,397520,364916,75213,76040,265581,
资产总计(万元),33598,33654,16372,21755,576537,672874,779519,790343,1121746,1220568,1252922,1263487,1345029,1314996,1305693,1357399,1315334,1591207,1673663,1553879,1508348,1495718,1481748,1414106,1411723,1382442,1284817,1261986,1182614,1140075,1078136,987036,925973,848658,757805,722350,760608,696054,630794,513831,490333,100354,104640,328704,
短期借款(万元),--,--,--,--,509662,477233,365481,369878,340466,333700,321900,283070,265800,249200,236446,313513,330662,392194,379132,352912,333638,313617,232600,188600,174500,158500,182000,165500,131500,123750,111050,83000,85100,109100,102800,96000,83000,69600,73600,63800,55700,22500,37500,41500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,--,--,--,--,--,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应付票据(万元),--,--,--,--,2130,20788,215877,220441,298890,300620,261027,286194,302691,298800,210539,165025,57237,120525,202139,151805,112473,112248,138017,105334,56024,39162,35505,41989,21144,20486,14986,19361,17731,21922,22270,31798,30922,21000,1000,13716,11776,0,--,4609,
应付账款(万元),--,807,--,--,171924,182441,163493,147790,152886,252158,235370,251857,171060,129322,163323,160389,217769,226192,213888,178232,97900,145253,147922,110103,170860,158663,91143,76668,79464,84823,54492,45893,45827,46393,38802,42141,60536,53465,50350,34317,27965,6965,6943,12536,
预收账款(万元),870,--,--,--,10059,12666,14415,10896,13348,16566,21712,6376,18149,33027,34710,42440,4852,20737,36852,31719,43332,11948,25292,28615,31997,22175,32024,27835,20370,13298,10714,17589,13967,11679,11739,14057,14829,9250,9989,11702,12321,1461,1053,7181,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付职工薪酬(万元),22,3,107,820,10675,8870,9226,15257,8465,7935,6942,6033,4590,3902,3940,3546,4784,4807,4657,4277,5307,4668,3977,3612,4626,4343,3749,2932,3724,3355,3280,2705,2718,2742,2510,2520,3171,2539,2703,4802,2596,422,313,2037,
应交税费(万元),4,4,8,397,5892,5052,5423,5538,2330,2018,6455,2575,-5766,-11000,-13782,-12981,-8276,-17489,-12458,-12592,-18513,-16042,-9399,-8914,-5123,-4048,-6692,-10485,-11115,-10316,-7959,-6792,-3045,144,4544,5374,9228,8603,8358,9093,3716,589,432,1679,
应付利息(万元),--,--,--,--,26867,14790,12633,6542,2573,1129,5843,3923,1971,519,3403,3350,2395,904,7827,3869,1503,1169,5308,3826,1764,318,113,83,339,248,53,191,1276,560,679,191,453,96,2,83,--,0,--,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,27,--,--,--,--,--,588,304,507,507,47,285,--,--,--,1088,--,--,--,223,0,0,--,390,--,--,--,6341,4956,4956,1841,0,--,4568,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他应付款(万元),1529,1837,2557,6317,106566,110520,26562,24397,63562,65378,46305,39074,16376,16167,14613,17448,43602,101080,91226,65945,53559,45061,51294,48132,57955,49165,47057,45423,49605,48646,59409,58413,74481,87191,59584,46680,58506,58843,44811,37006,52175,1568,7115,89819,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
一年内到期的非流动负债(万元),--,--,--,--,80592,86075,101488,104023,92630,46344,150077,151749,80876,159856,106065,101656,55317,95621,113865,145643,47882,88670,84475,110887,42800,53817,64517,58336,52429,36500,6250,11000,14000,18000,34000,36400,35500,12500,8200,4200,2200,0,--,2200,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,75500,72900,94550,82000,19179,16777,10257,18754,21992,40312,19017,20500,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
流动负债合计(万元),2424,2652,2672,7534,924367,918435,914597,904762,975150,1025849,1055659,1030850,931248,952694,853807,876386,728109,961651,1047892,941069,699119,747188,698502,610696,535403,483183,449416,408280,347462,321013,252275,231361,252054,298121,276928,275162,296145,242237,203969,183675,170290,33505,53357,166127,
长期借款(万元),--,--,--,--,58454,55485,36500,36500,37500,37500,35500,37500,142823,83823,157823,155823,180000,305260,266350,266350,342955,325290,354055,356965,428630,452630,476531,503555,530855,518182,517682,450682,463682,371753,297253,257253,264253,265753,243153,157488,158588,14000,--,40688,
应付债券(万元),--,--,--,--,--,4907,99507,99461,99415,99369,99323,99277,99237,99191,99145,99098,99052,99006,98962,98918,98875,98831,98789,98748,98707,98666,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
长期应付款(万元),--,--,--,--,21086,21090,23805,21090,28097,29120,33046,34585,42425,43846,33118,45800,135347,80534,95067,71171,109428,47766,29166,28195,29485,29476,34295,29476,1935,1935,21935,21935,20000,0,--,--,--,--,--,--,--,0,--,0,
专项应付款(万元),--,--,--,--,--,--,--,--,321,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
预计非流动负债(万元),3910,4062,4062,4631,10513,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
长期递延收益(万元),--,--,--,--,991,997,997,997,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,--,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,683,683,1004,1004,614,614,614,614,--,282,285,452,302,302,302,302,602,602,602,602,712,702,702,702,1132,122,162,472,132,32,32,32,--,0,--,0,
非流动负债合计(万元),3910,4062,4062,4631,91044,82479,160808,158048,166016,166672,168873,172366,285098,227474,290699,301335,414399,485082,460664,436891,551560,472189,482312,484210,557423,581374,511428,533633,533502,520819,540319,473319,484814,371875,297415,257725,264385,265785,243185,157520,158588,14000,--,40688,
负债合计(万元),6334,6713,6734,12165,1015411,1000914,1075405,1062810,1141166,1192521,1224532,1203215,1216346,1180167,1144506,1177721,1142508,1446733,1508556,1377960,1250679,1219378,1180814,1094906,1092827,1064557,960844,941913,880963,841832,792593,704680,736868,669996,574343,532887,560530,508022,447154,341195,328878,47505,53357,206815,
实收资本(或股本)(万元),123247,123247,123247,123247,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,61624,34235,34235,29013,29013,29013,29013,29013,29013,29013,29013,29013,16500,16500,16500,
资本公积(万元),180102,180102,162963,162963,181134,181134,181134,181134,117774,117774,142867,142867,142867,142867,142867,142867,143576,143576,143576,143576,143576,143576,143576,143576,143886,143886,143886,143886,143886,143886,164427,164427,89425,89425,89425,89425,87036,87036,87036,87036,86137,13930,13930,68842,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
专项储备(万元),--,--,--,--,2035,1916,1422,1586,2220,1568,1135,119,1108,956,1248,1392,1680,1872,1984,2021,941,1125,1335,1579,2156,2172,2580,2250,2059,1972,2016,1817,--,0,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),10551,10551,10551,10551,12421,12421,12421,12421,12421,12421,12421,12421,12421,12421,12421,12421,12421,12202,12421,12202,12201,12201,12201,12201,12201,12201,12201,12201,12182,12182,12182,12182,12183,12183,12183,12496,10910,10910,10910,10910,10179,8529,8529,10017,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
未分配利润(万元),-286636,-286959,-287122,-287171,-540873,-471741,-458238,-443497,-200253,-168992,-203677,-183463,-136669,-116170,-95007,-79900,-85892,-118670,-97273,-84247,-20134,-3202,18658,36213,36370,34954,41596,41267,27570,25671,32916,30862,20853,12003,18248,27968,42126,35611,33190,23479,17640,11744,11982,12293,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,
归属于母公司股东权益合计(万元),27264,26941,9638,9590,-283660,-214646,-201638,-186733,-12719,18603,12790,31987,81350,101697,123152,138403,133407,100604,122331,135176,198207,215323,237393,255192,256237,254836,261886,261228,247321,245335,245777,243524,151474,142624,148869,158902,169085,162570,160149,150438,142970,50704,50942,107652,
少数股东权益(万元),--,--,--,--,-155213,-113394,-94248,-85734,-6701,9444,15600,28284,47333,33131,38035,41275,39419,43870,42776,40743,59462,61017,63540,64008,62660,63048,62086,58844,54330,52908,39765,38832,37630,36038,34594,30561,30993,25462,23491,22198,18485,2145,341,14237,
所有者权益(或股东权益)合计(万元),27264,26941,9638,9590,-438874,-328040,-295886,-272467,-19420,28047,28390,60272,128683,134829,161187,179678,172826,144474,165107,175919,257669,276340,300933,319200,318896,317885,323973,320072,301651,298243,285542,282356,189104,178662,183462,189463,200078,188033,183640,172636,161455,52849,51283,121889,
负债和所有者权益(或股东权益)总计(万元),33598,33654,16372,21755,576537,672874,779519,790343,1121746,1220568,1252922,1263487,1345029,1314996,1305693,1357399,1315334,1591207,1673663,1553879,1508348,1495718,1481748,1414106,1411723,1382442,1284817,1261986,1182614,1140075,1078136,987036,925973,848658,757805,722350,760608,696054,630794,513831,490333,100354,104640,328704,		
  
