报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
无形资产(万元),1437,1445,1452,1460,1467,1475,1476,1486,1495,1505,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44,50,57,63,89,115,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期待摊费用(万元),732,768,803,839,875,911,952,1014,1059,1059,1159,1159,1230,1230,1275,1321,1360,1405,604,604,584,584,86,--,--,--,22,3,22,22,40,40,49,59,95,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税资产(万元),2586,2586,1413,1413,1413,1413,1406,1406,1406,1406,1386,1386,1386,1386,1364,1364,1364,1364,1322,1322,1322,1322,1295,1295,1295,1295,1310,1322,1307,2057,-1156,1969,1969,1969,1227,497,
其他非流动资产(万元),600,600,655,617,617,617,600,600,600,600,2025,2025,2025,2025,2025,2025,2025,2025,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
非流动资产合计(万元),577353,578440,587023,596636,597501,599216,601403,593346,589821,583074,566708,519645,499771,487729,448146,354111,316877,308716,256677,238324,239209,241576,203272,204350,206590,208293,206812,203527,202298,204819,191265,195654,196610,198108,200080,203071,
资产总计(万元),637190,630876,634299,625529,713924,708428,710071,654540,647690,632401,613320,562955,522235,512278,475563,423295,431780,423712,406414,419974,372831,368188,363126,354846,272416,265466,258447,260547,258746,249087,255429,246206,233652,231866,226395,236248,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,2000,3000,5000,6000,6000,6400,9400,11400,11400,6000,15000,13000,10000,10000,--,--,0,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付账款(万元),904,2181,602,604,618,895,665,750,759,933,571,585,598,610,281,1010,1437,1695,1302,3257,3360,3117,3442,3343,3745,3460,3257,1193,2589,6891,2578,2522,1829,3061,1559,1698,
预收账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,19,19,19,--,--,--,--,--,--,--,71,--,--,0,0,0,0,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付职工薪酬(万元),547,775,247,1224,1231,1585,1464,1312,1319,1329,265,127,452,529,516,432,672,599,76,298,391,575,141,516,765,687,364,76,81,21,348,353,188,144,313,400,
应交税费(万元),5954,4444,10594,7955,8351,7110,10750,8459,7418,6980,9241,9093,12843,10637,9025,9221,11571,14053,12390,8567,7828,7863,8891,7280,5787,5385,7996,5705,7714,5464,5592,8008,7487,8181,6404,8443,
应付利息(万元),354,354,--,--,3791,2667,1221,121,3421,2321,1221,121,3421,2321,1210,110,3410,2310,1210,110,3410,2310,1210,110,--,--,--,--,--,--,--,--,--,0,0,0,
应付股利(万元),50,408,--,2865,--,--,--,--,--,--,--,--,--,--,--,3820,--,--,--,--,--,--,--,--,--,--,--,1710,--,--,--,--,--,0,0,5498,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
其他应付款(万元),25074,25858,27774,27521,27251,44094,45744,46020,45725,51688,48584,44467,48691,55976,60859,45710,49593,47759,41414,56252,13386,15434,12746,15137,12144,14113,8019,13740,10409,11010,9232,16145,11978,13689,14435,17017,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
一年内到期的非流动负债(万元),32500,32500,3365,3500,13377,13377,1239,1239,12250,12250,12250,12250,12250,12250,12250,12250,12250,12250,--,--,--,--,--,--,--,--,5000,5000,5000,5000,5000,5000,5000,5000,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
流动负债合计(万元),65384,66520,42581,43668,54618,69728,61083,57902,70891,75501,72132,66643,78255,82323,84141,72552,79934,80666,59417,73503,34393,35317,32829,35787,33841,35045,30636,42423,38793,38457,32750,32028,26482,30076,22710,33056,
长期借款(万元),236201,234323,263823,263823,263353,247529,258029,211922,203806,188026,171330,131297,74171,68472,36794,490,490,490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
应付债券(万元),--,--,--,--,79608,79571,79514,79478,79442,79405,79361,79325,79290,79256,79216,79183,79151,79118,79086,79053,79021,78988,78956,78923,--,--,--,--,--,--,--,--,--,0,0,0,
长期应付款(万元),4100,4100,7100,7100,7100,7100,10100,10100,--,--,--,--,--,--,--,--,--,--,12250,12250,12250,12250,12250,12250,12250,12250,12250,12250,12250,12250,12250,12250,12250,12250,17250,22250,
专项应付款(万元),3500,3500,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
长期递延收益(万元),24,24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,1,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
非流动负债合计(万元),243825,241947,274623,274623,353761,337901,351344,305199,286947,271132,254391,214321,157161,151428,119710,83373,83341,83308,95036,95003,94971,94938,94906,94873,15950,15950,15950,15950,15950,15950,15950,15950,15950,15950,20950,25951,
负债合计(万元),309209,308468,317205,318292,408379,407629,412427,363101,357839,346632,326523,280964,235416,233751,203851,155926,163275,163974,154453,168507,129364,130255,127735,130660,49791,50995,46586,58373,54743,54407,48700,47978,42432,46026,43660,59007,
实收资本(或股本)(万元),121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,121320,0,0,0,
资本公积(万元),31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,31718,29428,29428,29428,0,0,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
盈余公积(万元),18308,18308,15801,15801,15801,15801,13867,13867,13867,13867,12642,12642,12642,12642,10258,10258,10258,10258,7390,7390,7390,7390,4528,4528,4528,4528,2365,2365,2365,2365,--,--,--,0,0,0,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
未分配利润(万元),123321,117981,113510,103285,101515,96642,94825,88774,87389,83628,85519,81377,86650,78696,74063,70243,71848,63397,58676,58319,50571,45123,45058,34396,33001,25197,23989,15401,17735,8469,17106,9171,2318,0,0,0,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,
归属于母公司股东权益合计(万元),294667,289327,282349,272124,270355,265482,261730,255680,254295,250533,251199,247057,252330,244375,237359,233540,235144,226693,219104,218747,211000,205551,202624,191962,190567,182763,179392,170804,173138,163872,167854,159919,153066,147902,145338,140384,
少数股东权益(万元),33315,33082,34745,35113,35190,35317,35914,35759,35557,35236,35598,34933,34489,34151,34353,33829,33361,33044,32857,32721,32467,32382,32766,32224,32058,31709,32468,31370,30865,30808,38875,38309,38153,37938,37397,36857,
所有者权益(或股东权益)合计(万元),327981,322409,317095,307237,305545,300799,297644,291439,289852,285769,286797,281990,286819,278527,271712,267369,268505,259738,251961,251468,243467,237933,235390,224186,222625,214472,211861,202174,204003,194680,206730,198228,191219,185840,182735,177241,
负债和所有者权益(或股东权益)总计(万元),637190,630876,634299,625529,713924,708428,710071,654540,647690,632401,613320,562955,522235,512278,475563,423295,431780,423712,406414,419974,372831,368188,363126,354846,272416,265466,258447,260547,258746,249087,255429,246206,233652,231866,226395,236248,		
  
