报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),1169,1239,1019,1056,1016,1012,89,89,89,89,89,89,90,252,217,232,234,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,55498,--,26965,--,21789,--,10019,--,7723,--,7557,--,7266,7148,7066,6822,5727,5645,5444,4984,4720,1811,
累计折旧(万元),--,8187,--,6345,--,4438,--,2893,--,2635,--,2386,--,2258,2138,2022,1800,1386,985,810,632,313,140,
固定资产净值(万元),--,47311,--,20620,--,17352,--,7126,--,5088,--,5171,--,5008,5010,5044,5022,4341,4660,4634,4352,4408,1671,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),52318,47311,28433,20620,19004,17352,7701,7126,5193,5088,5094,5171,5243,5008,5010,5044,5022,4341,4660,4634,4352,4408,1671,
在建工程(万元),518,447,17311,21766,9313,9726,4381,595,149,78,16,16,115,115,115,115,115,115,115,96,89,4,811,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2460,2481,2503,2340,2357,2365,9260,9166,9048,2432,2443,2465,2476,2498,2514,2463,2493,2553,2595,3504,1678,1502,1510,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),821,636,305,186,709,153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),2161,1811,2079,1863,1853,1449,1452,1286,1170,996,1252,1102,924,1120,1169,916,878,649,458,333,229,135,38,
其他非流动资产(万元),18,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),61284,55767,53510,49692,36112,33917,24883,20263,17650,10682,10494,10443,8849,8993,9025,8770,8741,7658,7828,8567,6347,6049,4030,
资产总计(万元),377063,386058,285905,266327,256711,264577,231120,213178,186892,183121,172239,149006,145882,108787,106739,95494,79572,62533,47157,46245,34058,26236,13981,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,10250,16675,12300,5800,5850,7160,8160,2279,3000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),80285,78630,68135,62767,63445,56171,55386,48317,39776,41808,42730,25593,25961,23858,23644,21514,12250,12359,6570,4238,4332,2151,916,
应付账款(万元),36882,47173,46666,44988,36223,41532,33539,31377,24465,21821,21326,19256,16541,19511,15197,16994,17596,9161,7274,8768,6209,4964,3701,
预收账款(万元),700,3812,3209,1190,941,13021,2428,4218,5135,7947,928,978,2616,2005,1255,652,1520,1782,1833,247,312,795,64,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),5121,8213,6726,5245,3652,6460,5884,4230,2297,3390,3004,2122,1273,2414,1844,1246,1482,1408,800,751,811,817,549,
应交税费(万元),3038,2654,2621,2204,2991,3320,3638,2205,1003,737,1216,2531,610,1243,1359,275,1665,688,491,941,1046,675,305,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,--,--,--,
应付股利(万元),93,93,93,537,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),5063,9771,5507,4273,4013,5782,3597,2809,1667,2125,542,875,868,990,825,817,905,301,117,318,212,546,904,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),1749,1749,1454,1454,1454,1454,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),132930,152093,134411,122656,112717,127740,104472,93155,74343,77827,69746,51356,47868,60270,60799,53798,41217,31550,24245,23455,15201,12949,6438,
长期借款(万元),1457,1894,1938,2302,2665,2907,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),1684,1698,1352,1186,1026,975,868,749,636,545,471,387,306,222,320,289,212,153,132,128,82,36,51,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),4641,4641,4734,4734,6763,6763,6763,6763,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),7783,8233,8024,8222,10454,10645,7631,7512,636,545,471,387,306,222,320,289,212,153,132,128,82,36,51,
负债合计(万元),140712,160327,142435,130879,123171,138385,112102,100667,74979,78372,70217,51743,48173,60493,61119,54087,41428,31703,24376,23583,15283,12986,6489,
实收资本(或股本)(万元),29927,29927,27235,27235,27235,27235,27235,27235,26670,26670,26670,13335,13335,10000,10000,10000,10000,10000,10000,8000,8000,8000,5300,
资本公积(万元),103845,103765,34571,34402,34234,34066,33875,33652,27306,28526,28512,41840,41840,220,220,220,220,220,220,2220,2220,2220,--,
减:库存股(万元),4647,4647,4734,4734,6763,6763,6763,6763,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),975,914,879,806,769,680,643,592,546,530,507,490,452,401,371,311,216,103,--,--,--,--,--,
盈余公积(万元),11045,11045,8478,8478,8478,8478,6244,6244,6244,6244,4755,4755,4755,4755,3477,3477,3477,2507,1710,1062,1062,504,219,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),80704,72981,68686,62268,62384,55937,52232,47208,46802,41839,40713,36315,36868,32918,31551,27400,24231,17999,10850,11380,7494,2526,1972,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),221848,213985,135113,128455,126336,119633,113466,108169,107569,103809,101157,96734,97249,48295,45619,41407,38144,30829,22781,22661,18775,13251,7492,
少数股东权益(万元),14503,11747,8356,6993,7203,6559,5552,4342,4344,940,865,528,459,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),236351,225732,143470,135448,133540,126192,119018,112511,111913,104749,102022,97262,97709,48295,45619,41407,38144,30829,22781,22661,18775,13251,7492,
负债和所有者权益(或股东权益)总计(万元),377063,386058,285905,266327,256711,264577,231120,213178,186892,183121,172239,149006,145882,108787,106739,95494,79572,62533,47157,46245,34058,26236,13981,		
  
