报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
递延所得税负债(万元),9229,9534,8774,8080,7113,6167,6474,4699,4464,4564,4665,5709,4043,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他非流动负债(万元),--,--,--,300,--,--,--,--,--,--,--,147,--,--,--,2243,1522,1551,1551,1375,3,3,6,34,44,68,92,110,134,157,141,--,0,--,0,30,52,0,0,0,
非流动负债合计(万元),326234,267294,254677,165316,139952,141108,145172,82754,84522,47269,38860,37871,5334,1958,2013,2243,1522,1551,1551,2652,1280,1239,1157,1085,1095,1119,1003,1104,1034,1242,1026,950,950,950,430,460,482,430,325,1000,
负债合计(万元),740412,635826,576347,426630,381207,365267,348712,318602,249347,228782,239128,255447,162438,120307,53734,27423,24332,26368,23382,25659,17426,15282,13178,12955,14009,28541,10130,16534,17283,14297,16045,11401,10728,8630,9921,10668,15736,9801,6759,6240,
实收资本(或股本)(万元),178165,178165,178165,178165,178165,178165,178165,174357,174357,87179,87179,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,81200,40600,40600,40600,36500,36500,29759,5000,
资本公积(万元),43450,43414,114440,114440,114440,114513,114440,48119,48119,137238,195139,75743,75277,75277,75277,75277,75277,75277,75277,75277,75277,75277,75277,75171,75171,75171,74055,73991,73991,73558,73548,72718,72718,113318,113318,112521,2660,2106,8629,499,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
盈余公积(万元),33242,33242,33242,29183,29183,29183,29183,25633,25633,25633,25633,22139,22139,22139,22139,19228,19228,19228,19228,16223,16223,16223,16223,12485,12485,12485,12485,11498,10645,9574,8313,7346,6108,4191,4191,2870,2870,1553,0,605,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
未分配利润(万元),350177,322144,291825,279800,255508,246633,223435,213411,196805,190694,173008,165976,153218,148627,135782,128219,117458,116283,106929,101241,92522,97679,88386,84309,75476,66356,66412,56360,47268,56496,43569,33837,25554,27650,16792,10448,14648,10284,0,5447,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-47,141,162,123,92,16,-46,130,-207,-151,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
归属于母公司股东权益合计(万元),631615,617564,642967,615317,584354,575778,553440,471439,444708,440505,480690,344832,331572,326947,314256,303877,293305,292150,282757,274032,265237,270333,261215,252958,244181,235212,234153,223048,213103,220828,206629,195102,185580,185759,174901,166438,56678,50443,38388,11551,
少数股东权益(万元),27010,26444,59758,59211,56292,50222,47893,42597,41889,41454,53171,51446,39452,39159,15003,8437,7640,6825,6686,4420,756,778,626,1346,--,--,--,--,--,--,--,--,0,715,695,716,703,680,0,0,
所有者权益(或股东权益)合计(万元),658625,644009,702725,674528,640646,626000,601332,514036,486597,481960,533861,396279,371024,366105,329259,312314,300945,298975,289443,278453,265994,271111,261842,254304,244181,235212,234153,223048,213103,220828,206629,195102,185580,186474,175596,167155,57381,51123,38388,11551,
负债和所有者权益(或股东权益)总计(万元),1399037,1279834,1279072,1101158,1021853,991267,950045,832638,735944,710741,772989,651726,533462,486412,382993,339736,325276,325343,312825,304111,283420,286393,275019,267259,258190,263753,244282,239581,230386,235125,222675,206502,196308,195103,185517,177823,73117,60924,45147,17791,		
  
