报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,19262,19257,19491,19491,8963,8963,8848,8848,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
其他流动资产(万元),19541,19960,17212,16363,27317,47281,8063,7249,316,241,583,128,290,232,210,194,40,108,277,303,579,568,772,592,--,--,--,--,--,--,--,--,0,0,0,--,--,
流动资产合计(万元),361471,399613,488726,476037,355769,344578,299715,298683,263103,239263,224271,252256,122293,109128,107003,115787,111655,103526,93179,99519,101337,98912,86913,100039,101449,96695,97849,98279,99534,97170,95089,95568,26039,23672,16489,19392,20648,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
可供出售金融资产(万元),11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
长期应收款(万元),24340,--,--,--,18294,21285,20733,21342,18225,18214,19024,19010,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
长期股权投资(万元),486,300,--,--,--,--,--,--,--,--,22320,21600,--,--,--,--,--,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2621,2638,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
投资性房地产(万元),3150,3167,1694,1719,1743,1768,1793,1817,1842,1867,1891,1916,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
固定资产原值(万元),--,143137,--,110950,--,129587,--,122163,--,117019,--,111837,--,81028,--,71127,--,50440,--,48628,--,37201,--,33854,--,24568,--,23350,--,17623,--,15804,0,15284,13483,--,--,
累计折旧(万元),--,37435,--,34328,--,37114,--,32151,--,27958,--,23841,--,15666,--,13408,--,11495,--,9753,--,8124,--,6777,--,5686,--,4757,--,4194,--,3579,0,3125,2617,--,--,
固定资产净值(万元),--,105702,--,76622,--,92473,--,90012,--,89060,--,87995,--,65362,--,57718,--,38945,--,38875,--,29077,--,27077,--,18882,--,18593,--,13429,--,12225,0,12159,10866,--,--,
固定资产减值准备(万元),--,187,--,211,--,233,--,233,--,236,--,236,--,236,--,236,--,236,--,236,--,241,--,241,--,241,--,241,--,277,--,277,0,314,314,--,--,
固定资产(万元),102604,105515,88708,76411,92755,92240,90328,89779,90126,88825,87366,87760,66324,65126,58046,57483,38646,38709,38626,38639,30250,28835,27491,26836,23864,18641,18704,18352,15090,13151,12286,11947,12225,11845,10552,7160,6463,
在建工程(万元),15971,13300,24842,13402,12829,12466,11315,9650,7920,6920,6739,6227,14735,13307,16060,15064,29575,27191,24994,24599,18992,13422,10397,8216,3992,5300,3551,3449,816,469,822,648,354,0,648,597,391,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
无形资产(万元),197325,161619,132970,117365,127463,104561,84100,75661,61022,57532,49179,45668,13358,13031,13150,13111,13290,13182,13245,13283,13328,13344,10299,10313,10590,10605,10290,6888,3054,2730,2745,2726,1739,1748,1769,818,835,
开发支出(万元),--,--,--,--,19,--,--,--,--,--,121,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
商誉(万元),296900,296048,296046,149403,241764,227487,230222,223823,205251,201776,96350,96350,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
长期待摊费用(万元),762,620,931,418,453,359,378,389,161,168,172,183,202,236,295,303,333,366,400,388,569,435,530,509,119,23,26,26,--,--,--,--,0,0,0,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
递延所得税资产(万元),9927,7219,6486,6025,8062,7181,6536,6296,2839,2675,2112,2068,627,626,435,525,606,600,485,413,326,348,294,322,285,284,257,263,207,213,221,193,182,173,101,32,27,
其他非流动资产(万元),35,1247,7161,145722,--,1508,2030,3041,3454,3343,3227,3255,2942,2916,2916,2916,228,228,251,348,5169,6216,10018,1771,--,--,--,--,--,--,--,--,0,0,0,--,--,
非流动资产合计(万元),651511,589046,558849,510476,503391,468866,447446,431810,390853,381331,288513,284046,98200,95254,90913,89414,82689,80287,78013,77679,68645,62612,59040,47977,38861,34864,32839,28990,19178,16575,16085,15525,14511,13777,13082,11227,10354,
资产总计(万元),1012981,988659,1047575,986513,859161,813444,747161,730493,653956,620595,512785,536302,220493,204382,197916,205201,194344,183813,171193,177199,169982,161524,145954,148017,140310,131558,130687,127268,118713,113745,111174,111093,40550,37448,29571,30619,31001,
短期借款(万元),130719,137615,126740,99130,93150,108300,99433,72218,62450,71950,70478,84478,1628,1178,1178,178,1178,1500,1322,1322,322,1500,319,--,--,--,2000,--,250,250,2500,4500,7500,7500,6450,8750,10600,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
应付票据(万元),--,10000,--,--,--,--,300,7139,3877,--,465,828,--,--,--,--,--,--,--,--,--,--,--,91,--,--,--,--,--,--,--,--,0,0,0,--,--,
应付账款(万元),--,100824,93338,62520,79049,62020,58329,71997,52862,42625,35458,37472,30700,22859,18495,22108,23764,22063,16525,20080,19179,19330,13433,15118,13949,9747,10881,13482,8765,10501,7624,6588,5975,5572,3213,4316,5940,
预收账款(万元),34858,31826,31714,30859,51049,40758,35426,36753,33395,28503,21239,25671,9055,7469,9780,12540,9048,6542,7095,9579,10043,7357,5381,5609,5914,5095,5043,4460,5096,4021,3116,2606,2459,2524,1044,500,224,
卖出回购金融资产款(万元),--,--,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
应付手续费及佣金(万元),--,--,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
应付职工薪酬(万元),3829,3476,3705,8228,4357,4067,2754,7220,2408,2277,2207,6038,1645,1699,1722,4635,1170,1403,1246,4060,1178,1274,1022,2715,1100,801,593,1704,768,678,569,1078,389,499,726,348,473,
应交税费(万元),19995,15071,10181,10900,11594,9927,8645,17443,9470,6594,3363,6492,2961,3379,2814,3262,1523,2530,1347,1575,2007,1331,1316,1940,1562,1226,829,1379,990,693,572,1175,507,543,378,868,518,
应付利息(万元),--,199,417,1897,649,457,187,187,215,153,70,70,5,4,4,5,--,--,--,--,--,--,--,--,--,--,--,--,1,1,2,7,11,11,9,17,24,
应付股利(万元),--,490,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2160,--,--,--,--,--,--,0,0,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
其他应付款(万元),40088,48137,174017,180208,38647,29156,37930,36063,27652,25720,10161,9873,7405,6732,6959,7597,9529,7919,7093,7271,9198,7341,5693,5926,5825,4118,3533,3898,4232,2224,1729,1663,1742,945,880,912,1027,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
一年内到期的非流动负债(万元),13560,29560,14560,14560,1749,7853,14813,15813,93,93,93,93,397,397,565,565,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
其他流动负债(万元),--,--,--,50000,262,49900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,817,--,--,--,789,799,449,200,200,
流动负债合计(万元),361726,377197,454771,458303,280506,312439,257816,264833,192422,177915,143535,171015,53797,43717,41518,50889,46212,41957,34628,43887,41927,38134,27166,31400,28350,23147,22879,24923,20918,18367,16112,17618,19373,18392,13149,15910,19005,
长期借款(万元),127280,98780,105160,55560,68859,61843,61387,50120,68960,63960,1160,1160,1160,1160,1160,2160,1160,880,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
应付债券(万元),--,--,--,--,50929,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
长期应付款(万元),9267,9710,61,68,336,340,1444,245,338,330,323,316,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
预计非流动负债(万元),1076,958,860,809,812,687,563,498,267,205,230,227,109,119,134,145,15,64,54,71,67,76,102,88,11,79,81,99,--,--,--,--,0,0,0,--,--,
长期递延收益(万元),276,341,365,334,374,390,785,511,388,408,429,429,543,606,--,492,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,915,424,665,665,459,381,1072,1278,854,826,547,547,768,768,--,786,835,804,0,0,0,--,--,
非流动负债合计(万元),137900,109788,106446,56771,121309,63261,64181,51374,69952,64903,2142,2132,1812,1885,2210,3221,1840,1609,513,452,1139,1354,955,914,558,625,848,867,0,786,835,804,0,0,0,--,--,
负债合计(万元),499626,486984,561216,515075,401815,375700,321997,316207,262374,242818,145678,173147,55609,45602,43728,54110,48052,43566,35140,44339,43066,39488,28121,32314,28908,23773,23727,25790,20918,19153,16947,18423,19373,18392,13149,15910,19005,
实收资本(或股本)(万元),192344,120215,120215,120215,120215,120215,66786,66786,66786,66810,33318,33318,26312,26312,26231,26231,26231,26231,14509,14509,14509,14400,14400,14400,14400,14400,14400,14400,14400,14400,8000,8000,6000,6000,6000,5200,5200,
资本公积(万元),78683,150896,154175,153823,153939,154650,207009,205925,205143,205510,237943,237896,62137,62070,60939,60786,60857,60647,70669,70292,69663,68157,68122,68122,68122,68122,68122,66412,66436,66408,72934,72934,6017,6017,6017,1,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,85,397,397,397,397,989,989,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
专项储备(万元),1436,1412,1324,1180,1135,1127,1064,940,897,897,836,726,713,712,619,521,745,720,587,579,635,576,505,373,--,--,--,--,--,--,--,--,0,0,0,--,--,
盈余公积(万元),19372,19372,19372,19372,11361,11361,11361,11361,8937,8937,8937,8937,6740,6740,6740,6740,4548,4548,4548,4548,3064,3064,3064,3064,1696,1696,1696,1696,818,818,818,818,239,239,239,1289,1012,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
未分配利润(万元),210335,198219,178283,166067,159446,139960,129593,120348,101224,87103,78967,75104,63079,57169,54537,51537,47692,42257,39789,36956,33392,30917,26952,24692,22292,18815,18100,16130,13772,10975,10362,8878,7279,5248,2721,7833,5358,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,-0,-0,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,
归属于母公司股东权益合计(万元),501472,489853,472991,460511,445964,427260,416329,405504,382998,369244,359568,355587,158585,152594,148089,144833,140073,134402,130102,126884,121263,117114,113043,110651,106511,103034,102319,98638,95426,92602,92114,90630,19534,17504,14977,14324,11570,
少数股东权益(万元),11884,11822,13367,10928,11381,10485,8835,8783,8584,8533,7539,7568,6298,6186,6099,6258,6219,5844,5950,5976,5653,4922,4789,5052,4891,4752,4642,2840,2368,1991,2112,2040,1642,1552,1445,385,426,
所有者权益(或股东权益)合计(万元),513356,501675,486358,471439,457345,437745,425164,414287,391582,377777,367107,363155,164883,158780,154188,151091,146292,140247,136052,132860,126916,122036,117833,115703,111402,107786,106960,101478,97794,94592,94227,92670,21177,19056,16422,14708,11996,
负债和所有者权益(或股东权益)总计(万元),1012981,988659,1047575,986513,859161,813444,747161,730493,653956,620595,512785,536302,220493,204382,197916,205201,194344,183813,171193,177199,169982,161524,145954,148017,140310,131558,130687,127268,118713,113745,111174,111093,40550,37448,29571,30619,31001,		
  
