报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
存货(万元),75727,82365,82951,77727,72502,71050,65216,58363,57952,59191,48906,48176,45670,49342,52150,54348,49298,49456,53987,53822,56215,58927,57019,60940,62518,62751,55599,53111,53368,57195,60822,59075,55194,56594,50834,45065,44087,43022,35479,42480,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,62,--,195,50,74,81,120,220,309,517,429,371,270,270,176,257,328,653,586,692,244,439,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
其他流动资产(万元),25658,16504,26561,34156,35479,34348,50943,37548,49564,13010,25733,69434,41667,44726,37451,39549,30409,40358,38100,33500,30192,--,--,--,--,--,--,0,--,--,--,--,--,--,423,0,0,0,0,--,
流动资产合计(万元),253859,244490,240511,252787,257422,233275,217762,189706,197880,170851,159301,206223,173685,164592,166747,165288,166647,165927,168395,175065,180318,148395,155224,145068,152700,146059,155404,141512,150161,156100,161512,159169,158086,165264,157146,171117,103370,99546,88867,84270,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
可供出售金融资产(万元),--,4573,4573,4573,3672,3672,3672,3672,3672,3672,3672,--,--,--,--,--,218,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
长期股权投资(万元),58424,57739,57390,57473,57589,57752,49249,49820,49712,49778,48879,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
投资性房地产(万元),771,666,2849,2877,3130,3171,3207,3254,275,280,285,291,296,301,306,311,163,166,168,171,174,176,179,182,185,187,190,193,195,198,201,203,206,209,--,0,0,0,0,--,
固定资产原值(万元),--,126898,--,111155,--,108041,--,102113,--,96768,--,90146,--,89152,--,79528,--,73848,--,72316,--,69631,--,60810,--,58712,--,55811,--,52970,--,49241,--,48839,--,43733,0,43132,38697,--,
累计折旧(万元),--,51116,--,47313,--,44562,--,41695,--,38937,--,36251,--,33819,--,32114,--,29784,--,28183,--,25911,--,24352,--,22450,--,20479,--,18413,--,17416,--,15695,--,14312,0,12623,9600,--,
固定资产净值(万元),--,75782,--,63842,--,63479,--,60418,--,57832,--,53894,--,55333,--,47414,--,44064,--,44133,--,43721,--,36458,--,36262,--,35332,--,34557,--,31825,--,33144,--,29421,0,30509,29097,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产(万元),--,75782,65286,63842,64032,63479,59937,60418,56795,57832,53527,53894,54515,55333,46633,47414,43380,44064,42823,44133,43259,43721,35629,36458,36046,36262,35221,35332,33995,34557,31481,31825,32450,33144,30207,29421,29570,30509,29097,19747,
在建工程(万元),--,32217,28542,27155,26734,25320,23937,20779,17327,15647,14721,12893,11072,9610,16443,16256,17398,16464,13225,10935,11967,12284,15405,11448,11165,10985,6195,6198,6434,4503,3699,1934,1243,990,834,667,143,79,534,2171,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,19,
固定资产清理(万元),--,--,--,--,128,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
无形资产(万元),26496,26681,26678,26858,27016,27202,27393,27584,27760,27966,27448,27633,27839,28008,27745,27898,28061,28228,28389,28543,28707,28870,29041,31902,32054,32227,14534,14628,12092,12161,6645,6687,6730,6744,6793,6836,6880,6932,4728,3294,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
商誉(万元),10363,10363,10453,10453,8200,4718,4606,4606,4606,4606,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
长期待摊费用(万元),2843,2911,3142,3338,3180,3075,2421,2712,2760,2915,2685,2407,2081,2135,1667,1679,1972,2081,2174,1700,1581,1693,1889,2128,3014,3162,2254,1547,1023,1184,591,547,491,473,508,489,524,593,100,337,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税资产(万元),7884,7599,6879,6541,6264,6016,1844,1938,2198,2413,2481,2477,2596,2722,3696,3372,2914,3008,2306,2152,2089,1964,1772,1617,1456,1371,1152,976,786,869,713,762,691,738,610,552,510,506,591,972,
其他非流动资产(万元),3737,3397,8358,7544,6023,5847,4195,3462,11867,10285,2198,2062,1370,11218,11080,10963,10745,10744,10317,658,263,491,531,256,253,588,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
非流动资产合计(万元),224242,221927,214150,210654,205968,200251,180460,178246,176973,175393,155896,101657,99770,109325,107569,107893,104849,104755,99402,88292,88041,89199,84447,83992,84174,84782,59546,58872,54526,53472,43329,41958,41812,42298,38950,37965,37627,38618,35051,26542,
资产总计(万元),478101,466418,454661,463441,463390,433526,398222,367952,374853,346244,315197,307879,273455,273917,274316,273181,271495,270682,267797,263357,268359,237594,239671,229060,236873,230841,214950,200384,204687,209572,204841,201127,199898,207561,196096,209082,140997,138164,123918,110812,
短期借款(万元),82300,60000,63400,75994,78800,69400,54450,38800,37800,10000,2000,2000,3700,30600,31618,31556,29943,28643,27683,25097,32790,15300,26898,35283,41500,34343,23817,14797,18118,20506,19457,16811,8000,6023,2634,13816,51786,45873,34256,29939,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融负债(万元),--,5,783,662,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,87,--,--,--,3,24,117,--,4,86,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付票据(万元),--,9212,--,9683,5761,5936,6267,4172,3250,2599,2672,1646,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,5,5,--,--,4000,10637,7547,7401,13000,12000,15080,8923,
应付账款(万元),--,65682,--,51800,50875,50969,43217,37322,41660,42927,33197,30351,27618,30239,29639,29438,23699,28239,28218,29518,25875,31268,24271,23489,23543,29950,22923,21076,20390,25662,25743,23818,24308,30510,25994,21761,20785,26049,20932,17204,
预收账款(万元),6934,8852,8320,7395,7755,7127,3699,4212,4086,7390,3569,2886,2831,3454,2674,3135,3004,3541,4920,4514,4323,4788,4757,5118,5702,4750,6509,3412,3675,2568,3834,3517,2547,2925,3000,2838,3425,2862,2376,1871,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
应付职工薪酬(万元),6480,7461,5569,5145,5634,7065,6046,5725,5450,6454,5036,5057,5132,5271,5132,4975,4323,4659,3874,3262,3579,3158,3338,3083,3187,2915,2841,2766,2148,2626,2668,2794,2263,2218,2388,2790,2546,2865,2363,2796,
应交税费(万元),2182,2148,1630,2390,5980,6384,1773,1954,1246,1931,1448,1183,1822,1679,997,1785,2284,2315,-2359,-2931,-2691,-1769,-3669,-4700,-3132,-5007,-4124,-4289,-2817,-2686,-3493,-2879,-2076,-2863,-2257,-2643,-3114,-2392,-1538,-520,
应付利息(万元),149,148,--,153,235,124,129,65,98,35,25,25,28,22,40,40,42,63,37,54,42,26,38,48,54,32,28,19,19,36,50,22,12,4,9,39,82,51,106,125,
应付股利(万元),--,--,--,5179,--,--,--,--,--,--,--,--,--,--,4800,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,1635,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应付款(万元),--,4146,4474,4180,5423,5291,2698,2941,3968,2394,2136,1899,2038,1465,1565,967,3181,1681,1923,1444,1403,1528,17730,997,1023,497,1162,943,1597,940,595,971,818,548,1294,1561,1127,852,1242,7834,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动负债(万元),900,900,499,--,800,800,10000,25000,25000,25000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,9000,8300,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7,11,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
流动负债合计(万元),166594,158554,147505,162581,161263,153095,128279,120191,122645,98730,50084,45046,43171,72754,76581,71896,66480,69227,64303,60980,65322,54299,73362,63317,71879,67480,53155,38723,43135,49656,48854,45053,39871,50002,40608,47564,89637,97160,83116,69807,
长期借款(万元),50013,50013,50813,50212,48458,27856,20000,--,--,--,25000,25000,25000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,8000,8000,0,9000,17300,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
长期应付款(万元),--,--,6637,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
专项应付款(万元),--,--,--,1806,2424,2424,4393,4714,8926,9207,12746,14611,15742,16054,16430,16707,19079,19391,24079,24545,24950,6852,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期递延收益(万元),30686,30782,25793,25884,25901,25989,27367,27457,23656,23746,20531,19056,18372,18365,18498,18586,16483,15352,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税负债(万元),861,838,2,6,7,16,39,18,--,--,--,--,--,--,--,27,3,--,24,61,21,9,--,--,--,--,--,0,19,56,106,--,--,--,--,0,31,49,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11056,11143,9177,9250,1380,1428,1166,1124,931,964,997,1031,971,1001,1032,1063,1094,1018,358,317,0,0,
非流动负债合计(万元),83048,83176,83245,77908,76789,56285,51799,32189,32582,32953,58277,58667,59114,34419,34928,35320,35566,34743,35158,35749,34148,16111,1380,1428,1166,1124,931,964,1016,1087,1077,1001,1032,1063,1094,9018,8389,365,9000,17300,
负债合计(万元),249641,241729,230750,240489,238052,209380,180077,152380,155227,131683,108361,103713,102286,107172,111508,107215,102046,103970,99462,96730,99469,70410,74742,64745,73044,68604,54086,39687,44151,50743,49931,46054,40903,51065,41702,56582,98026,97525,92116,87107,
实收资本(或股本)(万元),35032,35032,35032,35032,35032,35032,35032,35032,35032,35032,35032,35032,31200,31200,31200,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,24000,18000,18000,18000,18000,
资本公积(万元),124543,124543,124543,124543,124543,124543,124543,124543,124543,124543,124543,124543,98242,98242,98242,105442,105442,105269,105269,105269,105269,105269,105269,105269,105269,105269,105269,105269,105269,105269,105269,105269,105269,105269,104374,104374,2112,2112,2112,2112,
减:库存股(万元),9481,8481,6481,5631,3196,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
盈余公积(万元),8629,8629,6716,6716,6716,6716,5204,5204,5204,5204,4504,4504,4504,4504,3987,3987,3987,3987,2177,2177,2177,2177,2003,2003,2003,2003,1831,1831,1831,1831,1607,1607,1607,1607,1220,1220,1220,1220,637,65,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
未分配利润(万元),67203,62369,60835,58618,58893,54590,50145,47415,51171,45835,42757,40087,37223,32798,29378,32536,36020,32776,31841,30299,32888,31251,29509,29008,28673,27139,26010,25870,25868,24214,21630,21663,25682,23223,22559,20794,19573,17386,9586,2633,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
归属于母公司股东权益合计(万元),225903,222074,220644,219278,221989,220881,214924,212195,215950,210614,206836,204166,171169,166744,162807,165965,169449,166032,163287,161746,164334,162698,160780,160280,159944,158410,157110,156970,156968,155314,152506,152538,156558,154099,152153,150389,40906,38718,30335,22810,
少数股东权益(万元),2556,2615,3266,3674,3348,3265,3220,3378,3676,3947,--,--,--,--,--,--,--,680,5048,4882,4555,4486,4149,4035,3884,3827,3754,3727,3567,3515,2404,2535,2437,2398,2240,2112,2065,1921,1466,895,
所有者权益(或股东权益)合计(万元),228459,224688,223911,222951,225338,224146,218145,215572,219626,214561,206836,204166,171169,166744,162807,165965,169449,166712,168336,166627,168890,167184,164929,164314,163829,162237,160864,160697,160535,158829,154910,155073,158995,156496,154394,152500,42971,40640,31801,23705,
负债和所有者权益(或股东权益)总计(万元),478101,466418,454661,463441,463390,433526,398222,367952,374853,346244,315197,307879,273455,273917,274316,273181,271495,270682,267797,263357,268359,237594,239671,229060,236873,230841,214950,200384,204687,209572,204841,201127,199898,207561,196096,209082,140997,138164,123918,110812,		
  
