报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),44467,46023,32805,32962,39683,41046,34946,28202,25660,25015,31929,31052,25399,28617,26606,35558,43361,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2140,2962,2968,1245,841,848,854,861,--,874,880,887,1020,1027,1053,951,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),815,--,--,--,--,--,--,--,867,--,--,--,--,--,--,--,775,
非流动负债合计(万元),2955,2962,2968,1245,841,848,854,861,867,874,880,887,1020,1027,1053,951,775,
负债合计(万元),47422,48985,35773,34207,40524,41894,35800,29062,26528,25888,32809,31939,26419,29643,27658,36510,44136,
实收资本(或股本)(万元),16304,14028,14028,14028,14138,14138,14138,14138,14138,13886,13886,13886,10414,10414,10414,10414,4734,
资本公积(万元),68946,30440,30867,30787,32458,32378,32944,32541,32137,28118,28118,28118,4286,4286,4286,4286,9966,
减:库存股(万元),2410,2410,2410,2410,4271,4271,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),24,--,35,29,23,--,67,52,20,0,150,133,110,103,0,0,--,
盈余公积(万元),2558,2558,2381,2381,2381,2381,2381,2381,2381,2381,2237,2237,2237,2237,1809,1348,865,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),22309,21340,21157,20567,19333,17862,17695,19880,22591,24322,23029,23751,21056,20833,16892,12036,7528,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),107730,65955,66058,65381,64061,62487,67225,68991,71267,68706,67420,68125,38103,37873,33401,28084,23093,
少数股东权益(万元),173,138,105,107,156,178,108,162,142,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),107904,66093,66163,65488,64217,62665,67333,69153,71409,68706,67420,68125,38103,37873,33401,28084,23093,
负债和所有者权益(或股东权益)总计(万元),155326,115079,101936,99694,104741,104559,103133,98215,97936,94595,100228,100063,64522,67516,61059,64594,67229,		
  
