报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,2319,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),12313,10146,16044,17048,15700,18334,18589,19727,18324,17549,18499,16287,14688,11389,14042,11817,10472,4657,4945,4942,5538,4784,5196,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1300,3960,4040,4645,2945,--,--,
应付债券(万元),--,--,--,--,--,--,--,2391,2367,2343,--,2298,2276,2254,2233,2212,2193,2191,2154,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1041,1042,--,1064,1085,1106,757,--,--,--,758,--,--,--,1151,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,5,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,1064,--,--,--,--,946,946,2098,--,1404,1359,1702,--,1286,1110,1180,180,528,528,--,--,
非流动负债合计(万元),1041,1042,1064,1064,1085,1106,757,3337,3313,4441,763,3701,3635,3956,3383,3498,4603,7331,6374,5173,3473,0,0,
负债合计(万元),13355,11188,17108,18112,16784,19440,19346,23064,21636,21990,19262,19988,18323,15345,17425,15315,15076,11987,11319,10115,9011,4784,5196,
实收资本(或股本)(万元),6667,6667,6667,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,3488,3488,3488,1395,1284,1000,80,
资本公积(万元),14686,14686,14686,5032,5032,5032,5032,5032,5032,5032,5032,5032,5032,5198,5032,5198,720,720,720,2813,1245,184,34,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),9,9,9,10,9,8,8,6,6,6,6,9,9,8,10,8,7,--,--,--,--,--,--,
盈余公积(万元),1073,1073,1073,1073,840,840,634,442,442,15,449,229,229,18,218,18,545,566,566,366,366,197,82,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),11379,10794,10351,10058,8341,7609,5798,5015,4250,4669,4024,3851,2779,1907,1455,884,5641,5261,5205,3800,3230,1749,735,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),33814,33230,32786,21172,19223,18489,16471,15495,14730,14722,14511,14120,13048,12132,11714,11108,10401,10035,9979,8375,6125,3129,930,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,261,31,
所有者权益(或股东权益)合计(万元),33814,33230,32786,21172,19223,18489,16471,15495,14730,14722,14511,14120,13048,12132,11714,11108,10401,10035,9979,8375,6125,3391,961,
负债和所有者权益(或股东权益)总计(万元),47169,44418,49894,39284,36007,37928,35817,38559,36366,36711,33772,34108,31371,27477,29140,26423,25477,22023,21298,18490,15136,8175,6157,		
  
