报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),56482,50837,54661,46999,53447,43307,57062,49810,68569,61102,52357,43120,19726,17254,18747,15114,16877,15837,13226,12706,12545,12079,12125,11006,10400,9658,9825,10051,7378,6317,5969,5916,4632,4520,5207,6091,4595,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),3741,3730,5095,5044,4466,5188,2594,1245,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),5073,9398,11008,9043,2076,4992,5409,3724,2419,2946,590,744,498,635,299,500,280,147,197,3396,25,6,3,136,110,47,4,43,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),219610,240191,280818,301474,334209,286949,273360,271670,279563,261680,268158,250456,115556,94373,90818,84226,86275,73253,79768,88725,95230,89326,85402,86520,88155,86044,89894,91737,83263,82250,84807,87370,11436,17276,16202,14824,10093,
发放贷款及垫款(万元),27074,27224,27047,26836,28101,24639,24320,26550,30378,35842,37405,38413,33523,34389,30813,28344,22606,19681,19272,17343,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),34887,22123,27996,24109,24558,25423,23482,23741,15329,15004,15314,15943,13047,15507,14337,10697,11387,9200,7390,6240,6610,6140,5490,5340,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),25730,22036,21481,18576,14798,16298,11524,9309,7118,5391,5711,4461,7381,5881,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),130762,141215,141173,141971,137051,128544,124872,123862,15166,15198,15434,15655,5755,5109,15348,4214,4044,6001,5967,1967,7957,7957,1957,1957,1957,1957,1957,1957,3057,4457,--,--,0,0,0,0,51,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产原值(万元),--,72741,--,78090,--,80910,--,79144,--,75062,--,74853,--,63039,--,60307,--,44333,--,43797,--,40455,--,39841,--,31277,--,29361,--,12443,--,9925,0,9470,9275,0,0,
累计折旧(万元),--,29723,--,30337,--,28686,--,26673,--,24807,--,22920,--,19448,--,17445,--,15828,--,14036,--,11829,--,10154,--,7867,--,6697,--,2509,--,2114,0,1755,1414,0,0,
固定资产净值(万元),--,43018,--,47753,--,52224,--,52471,--,50255,--,51933,--,43591,--,42862,--,28505,--,29761,--,28626,--,29687,--,23410,--,22663,--,9934,--,7811,0,7715,7861,0,0,
固定资产减值准备(万元),--,164,--,544,--,567,--,568,--,177,--,177,--,177,--,62,--,63,--,63,--,63,--,63,--,63,--,63,--,63,--,63,0,63,63,0,0,
固定资产(万元),41932,42854,43666,47209,50757,51657,51864,51904,50146,50078,50788,51756,42819,43414,43293,42800,27941,28442,28992,29698,28141,28562,29175,29624,23489,23347,23138,22600,13066,9871,9543,7748,7521,7651,7798,7164,1920,
在建工程(万元),4996,4706,4557,4239,489,440,382,339,583,643,427,269,5719,5578,5575,5847,5957,5846,5724,5716,5119,4811,4848,4580,3733,2859,2743,2314,17,--,5,--,3,0,0,0,2301,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
无形资产(万元),67481,69342,85476,84127,65861,66032,15560,14309,13724,11678,12045,12430,9680,10107,10167,9120,6661,6901,6960,6789,6413,6215,6084,6166,4958,5024,4974,4615,1120,806,798,803,797,801,811,829,0,
开发支出(万元),4961,2286,1922,4571,5371,4728,5264,4430,2436,2278,1940,1592,1435,1011,387,1476,1095,726,386,355,655,656,460,194,525,415,131,89,117,97,--,--,0,0,0,0,0,
商誉(万元),90736,90736,90736,90736,92874,92874,92858,91137,91667,91667,91664,91664,37488,37488,37467,37467,37338,37338,37338,37338,3714,3714,3714,3714,2776,2776,2776,2776,781,178,--,--,0,0,0,0,0,
长期待摊费用(万元),3575,3949,3683,3892,1927,2082,2464,2922,3038,3746,4394,4827,4424,3496,2374,1232,539,548,553,544,281,177,222,191,191,160,129,83,15,8,--,--,3,0,0,0,9,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税资产(万元),10728,10605,7482,7488,3251,2777,2602,2774,1774,2328,2311,2213,1536,1579,1006,874,671,566,473,422,522,480,575,542,352,327,372,364,243,213,168,170,142,142,134,55,31,
其他非流动资产(万元),45935,39209,25995,34679,17401,13398,13398,15853,42124,22050,17524,13365,12613,11406,545,545,12870,12870,12870,16870,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),488797,476287,481213,488433,442439,428893,368588,367130,273483,255903,254958,252588,175420,174965,161313,142617,131110,128120,125925,123282,59412,58712,52525,52308,37980,36864,36222,34798,18415,15628,10514,8721,8465,8595,8742,8048,4312,
资产总计(万元),708408,716478,762031,789907,776648,715843,641948,638801,553046,517584,523115,503044,290976,269338,252131,226844,217384,201373,205693,212008,154641,148039,137927,138828,126135,122908,126116,126534,101678,97878,95321,96091,19902,25871,24944,22872,14405,
短期借款(万元),149322,167775,196215,235358,160242,157284,145403,135753,146522,125045,139198,116607,83631,60334,62352,38893,26824,8697,16665,21819,23671,18653,12407,12660,7697,6259,9655,9194,2100,2100,--,--,0,0,2200,1500,4020,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,2791,9741,2478,6263,9142,10632,4341,2565,5356,5122,3887,32,38,105,86,--,20,107,11,428,247,1450,1132,659,334,439,545,551,144,342,341,452,1619,2216,1979,314,
应付账款(万元),--,58300,65171,59103,66515,41610,46222,58073,59742,51181,49577,49880,8052,10092,8476,7539,6602,6692,5286,6197,6514,6810,4131,5031,3339,3407,2650,4099,3507,3290,1741,3252,1062,3770,2475,2513,2526,
预收账款(万元),43721,39077,9937,8729,19454,19504,7826,8678,11482,5561,5099,3389,1695,1402,2033,1846,968,773,811,1020,714,763,1105,1319,674,699,815,662,696,745,694,788,509,707,615,4891,531,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),2377,2023,3260,4843,2023,1974,1979,3318,2514,2441,1761,2973,1046,1101,964,1753,966,892,771,1493,514,533,341,767,304,324,283,643,508,404,385,427,215,252,247,303,231,
应交税费(万元),2734,1702,5269,4615,3133,2499,2379,4950,2363,2828,2404,4976,1506,1704,1300,3389,2052,771,1834,3112,925,882,400,956,313,397,557,672,306,375,438,283,272,363,139,-465,-302,
应付利息(万元),--,1898,1269,1473,527,609,752,520,519,639,494,288,432,606,418,286,86,73,34,24,134,76,40,93,8,9,9,9,--,--,--,--,0,0,0,0,0,
应付股利(万元),--,4929,--,--,--,--,--,--,--,--,--,--,2216,2216,--,--,--,--,--,--,8,8,--,--,--,--,--,391,--,--,--,--,0,3000,3000,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),70248,49212,54886,37420,69163,60903,7919,57699,8331,8234,4005,16018,1483,1370,1292,2774,1089,773,1107,1084,657,961,694,723,1593,1269,1187,1209,30,397,335,747,0,0,0,962,801,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),26161,29406,26025,26394,54208,5195,4806,5183,4529,4629,4729,4829,--,--,--,--,--,31,41,43,51,55,57,99,--,21,49,76,--,--,--,--,0,0,0,0,0,
其他流动负债(万元),--,--,--,--,--,31648,31158,30625,--,--,--,--,--,--,--,--,2780,2780,2780,2630,1214,1255,1455,1455,--,--,311,560,--,--,250,250,0,0,0,0,0,
流动负债合计(万元),364510,357113,371771,380414,381530,330366,259075,309140,238567,205913,212388,202847,100094,78863,76941,56567,41368,21503,29438,37433,34830,30243,22081,24236,14587,12718,15955,18060,7698,7455,4185,6089,2510,9710,10893,11682,8124,
长期借款(万元),63524,60062,66338,72351,70454,74435,75916,16896,17910,19209,20508,9207,14835,15534,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),10026,11241,15617,17854,15578,6501,7907,7656,546,26,--,--,--,--,--,--,--,--,--,10,21,31,53,53,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),3655,3685,3665,3665,3681,3681,3681,3721,3641,3516,3136,3216,3166,3119,3006,3039,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),1342,1361,1373,1613,1655,1711,1760,1817,2512,2532,2600,2855,2895,3287,3135,2612,2741,2733,2491,2348,2299,2262,2308,2327,2083,2120,2157,2194,--,--,--,--,0,0,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,150,1400,1400,1400,1400,1399,1299,1049,1049,309,244,230,230,480,480,450,250,0,
非流动负债合计(万元),78547,76350,86993,95483,91368,86328,89264,30090,24609,25283,26244,15278,20896,21940,6141,5651,2741,2733,2491,2509,3720,3693,3761,3780,3482,3419,3206,3243,309,244,230,230,480,480,450,250,0,
负债合计(万元),443057,433462,458765,475897,472898,416694,348340,339230,263176,231196,238633,218125,120989,100803,83081,62218,44109,24235,31929,39942,38550,33936,25842,28015,18069,16137,19161,21303,8007,7699,4415,6319,2990,10190,11343,11932,8124,
实收资本(或股本)(万元),109539,109539,109539,109539,109539,109539,109539,109539,109539,109539,109539,109539,88571,35428,35428,35428,35428,35428,35428,35428,31858,31858,31858,31858,31858,31858,21239,21239,21239,21239,11799,11799,8799,8799,8799,3832,3000,
资本公积(万元),108405,108405,108405,107868,108035,108035,108035,110560,110392,110392,110392,110392,17156,70299,70396,70299,77113,85154,83615,82638,50539,50139,49587,49459,50114,50114,60733,60733,60733,60733,70173,70173,1656,1656,1656,0,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),4098,4098,4098,4098,3213,3213,3213,3213,2858,2858,2858,2858,2537,2537,2537,2537,2266,2266,2266,2266,1813,1813,1813,1813,1326,1326,1326,1326,780,780,780,780,314,314,314,729,346,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),26079,43890,63500,71269,62414,57786,52828,55032,45728,42469,40065,39476,31354,28293,30877,30461,24704,22469,21238,20553,15939,14592,13209,12235,11018,9853,10424,9084,8152,6514,8154,7020,6141,4911,2830,6378,2935,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),247705,265542,285129,292369,283522,279109,274349,279300,269384,266103,263963,264689,143843,142873,144559,140952,142333,145318,142548,140885,100149,98403,96467,95365,94316,93151,93722,92382,90904,89266,90906,89772,16912,15681,13601,10940,6281,
少数股东权益(万元),17646,17473,18137,21642,20228,20040,19260,20271,20486,20285,20520,20230,26144,25662,24491,23673,30942,31820,31216,31181,15943,15701,15618,15448,13750,13620,13233,12849,2767,913,--,--,0,0,0,0,0,
所有者权益(或股东权益)合计(万元),265351,283015,303266,314010,303750,299148,293608,299571,289870,286388,284483,284919,169987,168535,169050,164626,173275,177138,173764,172066,116092,114103,112085,110813,108066,106771,106954,105231,93671,90179,90906,89772,16912,15681,13601,10940,6281,
负债和所有者权益(或股东权益)总计(万元),708408,716478,762031,789907,776648,715843,641948,638801,553046,517584,523115,503044,290976,269338,252131,226844,217384,201373,205693,212008,154641,148039,137927,138828,126135,122908,126116,126534,101678,97878,95321,96091,19902,25871,24944,22872,14405,		
  
