报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收利息(万元),786,--,1421,101,317,--,136,103,85,--,--,--,343,292,246,200,179,124,94,0,31,65,40,161,122,128,290,179,293,187,268,--,210,--,0,--,0,0,31,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
其他应收款(万元),--,6334,1764,22276,21020,49217,4952,5547,4324,2778,2058,1465,1333,4869,4564,3292,4951,3331,3683,3381,2259,2373,3517,2095,1646,566,378,1270,1206,1726,1892,941,723,1408,1018,3981,3152,3264,3163,271,372,957,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
存货(万元),--,--,--,--,--,116,348,346,347,10452,10171,10702,11389,14368,12536,11515,12702,16757,14792,12494,15220,7917,9098,7848,7952,7243,6898,7978,7606,6677,4420,4304,3975,4769,3787,3731,3168,4488,3459,2575,1790,914,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
一年内到期的非流动资产(万元),13050,12761,12472,12183,11894,12657,13821,12817,13682,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
其他流动资产(万元),41017,51800,123000,127946,108001,76167,105003,152060,136699,114688,113284,169558,79930,--,--,--,14065,1077,238,145,7368,597,--,1649,--,254,151,98,--,321,92,21,--,4,8,11,0,12,0,0,--,--,
流动资产合计(万元),215238,213241,222439,222054,221566,218491,201409,231521,251085,312166,370590,394337,448172,191677,171932,165438,206248,125011,126573,133803,132596,92658,94027,106755,98365,89106,89190,83189,88730,78437,76848,75593,81736,70849,71945,66003,74714,30009,30235,23585,21495,7921,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
可供出售金融资产(万元),21235,23783,21883,21883,26496,36621,37121,37121,31021,8000,8000,6000,5000,3000,3000,3000,3000,3000,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
长期应收款(万元),11894,12459,12459,12459,12459,24352,25238,25220,25220,940,940,940,940,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
长期股权投资(万元),65254,65865,69523,73292,76559,78528,4958,4936,4597,4518,4414,4023,4246,3833,3990,4060,4208,2528,5400,5408,5493,5359,2426,1982,1584,1669,1690,1704,1380,389,398,400,--,--,0,--,0,0,0,0,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
投资性房地产(万元),13987,14703,14812,14916,14999,11449,11843,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
固定资产原值(万元),26661,--,26426,--,27196,--,153835,--,157146,--,151909,--,132753,--,86232,--,55794,--,41101,--,32101,--,14278,--,13781,--,11779,--,7884,--,6873,--,6581,--,4790,--,4685,0,3667,3267,--,--,
累计折旧(万元),8226,--,7951,--,8121,--,31577,--,25096,--,19730,--,13924,--,9080,--,6426,--,5003,--,4015,--,4034,--,3371,--,3014,--,2528,--,2120,--,1691,--,1388,--,1109,0,1011,840,--,--,
固定资产净值(万元),18434,--,18475,--,19075,--,122257,--,132050,--,132180,--,118829,--,77152,--,49368,--,36098,--,28086,--,10244,--,10411,--,8765,--,5357,--,4752,--,4890,--,3402,--,3575,0,2656,2427,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
固定资产(万元),18434,18020,18475,18627,19075,23047,122257,128742,132050,148307,132180,131786,118829,90498,77152,58278,49368,41836,36098,29918,28086,10514,10244,10607,10411,8760,8765,5322,5357,4673,4752,4718,4890,3832,3402,3442,3575,2703,2656,2427,2128,2044,
在建工程(万元),--,250,197,279,4,14,1331,193,409,459,18988,19386,18880,19598,15730,12661,11638,5239,2545,4128,1895,17833,16453,13269,12345,7905,5851,5491,3703,1222,626,247,60,270,147,41,35,435,45,77,6,28,
工程物资(万元),--,--,--,--,--,--,2272,11005,11094,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
无形资产(万元),1174,1328,1466,1605,1748,552,15391,16006,16443,19681,17534,8821,9253,8175,7494,3748,4053,3274,3519,3779,4059,2964,3174,4018,3573,2333,2486,2694,2816,2078,2185,2270,2385,2257,2176,1834,1780,1785,1845,3987,660,618,
开发支出(万元),--,--,--,--,--,--,--,--,--,567,2903,11328,9874,1549,2066,5152,1856,1925,1151,44,--,972,679,--,--,836,450,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
商誉(万元),--,2483,2483,2483,2483,2483,2483,2483,2483,67755,67755,67755,67755,67948,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
长期待摊费用(万元),879,655,804,995,1187,1346,1702,1881,2071,2152,2168,2351,2491,1737,1857,1987,2107,2577,2748,2696,2880,264,275,540,271,167,312,321,390,15,5,7,12,18,13,14,18,45,30,38,--,7,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
递延所得税资产(万元),6899,22,22,19,19,2,2,2,2,2060,2060,2060,2060,5815,4655,3414,3414,1146,1146,1146,1146,346,346,346,346,124,124,124,124,41,41,41,41,32,32,32,32,34,30,24,12,21,
其他非流动资产(万元),87,--,--,--,164,--,156,149,832,16,16,8,8,--,--,--,--,--,--,--,--,154,141,--,157,142,73,--,1762,--,--,--,--,--,0,--,0,0,0,0,--,--,
非流动资产合计(万元),139843,139566,142123,146557,155191,178394,224755,227737,226221,254454,256957,254457,239336,202153,115945,92299,79644,61524,52606,47119,43560,38405,33737,30762,28686,21935,19750,15656,15533,8417,8006,7683,7387,6408,5770,5364,5440,5003,4605,6552,2806,2718,
资产总计(万元),355081,352807,364562,368612,376757,396885,426163,459258,477306,566620,627548,648795,687508,393830,287878,257737,285893,186535,179179,180922,176156,131063,127764,137517,127051,111042,108940,98846,104263,86854,84853,83276,89124,77257,77715,71367,80154,35012,34840,30138,24301,10639,
短期借款(万元),--,--,--,--,--,--,22000,37900,44900,63900,81900,81340,88340,128440,63340,39900,49400,59300,52800,52380,30240,26740,22340,18760,22580,14840,14378,13378,12478,9818,7300,6900,7400,4200,5200,1000,3909,3709,6559,4850,3000,300,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,39,--,--,--,--,20,1649,2280,2213,2308,500,1100,1742,1665,5415,15306,2907,7450,4770,2533,2933,1750,1460,3265,2750,1310,1980,1130,1450,5380,880,2373,2910,692,
应付账款(万元),--,--,2687,2453,3117,2585,7506,5501,7303,23060,31562,39012,56747,44105,44691,34709,39464,19666,18498,14365,20849,2872,2744,2820,8529,5001,2950,4099,8023,3559,5127,3832,7601,4747,4327,3673,6450,3525,5006,5026,4328,1935,
预收账款(万元),61,65,134,123,122,55,326,242,230,3855,3571,3532,3695,3340,3465,1488,2624,4066,4500,5226,4531,1117,1115,1371,1290,879,924,964,1081,1039,759,797,1017,1113,836,271,1008,0,247,485,327,1439,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付职工薪酬(万元),6930,5074,4685,4828,4546,4104,6275,5111,6280,4323,4485,5801,5588,3453,3083,1553,3579,1478,1237,984,1697,511,675,292,237,375,222,121,138,158,102,44,68,134,128,76,77,35,39,151,138,320,
应交税费(万元),2698,2903,2343,2667,2828,2655,2269,1369,1266,1290,1842,2622,11499,615,2869,292,7266,422,1291,2090,5687,1722,346,1779,3941,366,926,1466,2135,-28,312,-82,1406,403,659,262,1872,226,626,1562,1376,480,
应付利息(万元),21,--,17,21,21,--,--,--,151,--,--,--,227,--,--,--,108,--,--,0,15,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,218,218,218,309,146,146,146,81,81,81,81,1775,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
其他应付款(万元),--,1436,11659,13595,13288,1897,5701,5470,5518,3896,3420,2192,2742,36642,1692,1628,1203,2456,2988,2578,1418,2544,2636,2286,1511,552,2188,1643,1665,190,99,139,168,70,274,183,152,22,64,52,192,203,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
一年内到期的非流动负债(万元),12000,7,13,20,26,1049,28232,28202,31424,16989,18227,2696,7235,7474,7677,12815,9260,5400,5400,200,200,--,300,300,300,--,300,--,5000,--,--,--,--,--,0,--,0,0,0,0,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,10458,10300,10150,10000,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
流动负债合计(万元),28351,12169,21828,23997,24238,13555,73152,84951,97401,117313,145007,137195,176074,224089,128466,94884,115336,95313,87524,79069,76983,47617,45802,52995,41375,29543,28433,24204,33452,16485,15159,14894,20410,11977,13404,6595,14918,12896,13421,14499,12271,5369,
长期借款(万元),--,12000,12000,12000,12000,24000,43000,43500,44500,33000,46750,64000,64000,16250,--,--,3700,7400,7500,12800,8800,5000,5000,5000,5000,5300,5300,5600,600,5600,5000,5000,5000,5000,5000,5000,5000,5000,5000,0,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
长期应付款(万元),--,--,--,--,--,--,18372,22428,24202,1819,1726,1891,1891,6082,5831,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,108,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
长期递延收益(万元),481,515,515,515,515,558,2765,2661,2628,2550,2481,2486,1993,2381,2349,2381,2203,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,2,2,2,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2116,2363,2777,2874,1908,1220,1210,1220,1200,700,700,700,--,--,--,--,--,0,--,0,0,0,0,--,--,
非流动负债合计(万元),481,12515,12515,12515,12515,24558,64137,68589,71330,37369,50957,68377,67884,24714,8180,2381,5903,9518,9865,15579,11677,6908,6220,6210,6220,6500,6000,6300,1300,5600,5000,5000,5000,5000,5000,5000,5000,5000,5000,0,--,108,
负债合计(万元),28832,24684,34343,36512,36753,38112,137289,153540,168732,154682,195963,205572,243958,248802,136646,97265,121240,104831,97389,94648,88660,54525,52022,59205,47595,36043,34433,30504,34752,22085,20159,19894,25410,16977,18404,11595,19918,17896,18421,14499,12271,5477,
实收资本(或股本)(万元),137809,137809,140489,140489,140489,140489,137809,137809,137809,137809,91873,91873,91873,77303,77303,44207,44207,36963,36963,36986,36986,36986,18394,18592,18592,18592,18592,17745,17745,17745,17745,11830,11830,11830,11830,5915,5915,4415,4415,4415,4415,3200,
资本公积(万元),283996,279099,286710,284509,283616,282424,274814,274814,274814,274682,320618,320618,320618,48277,48277,81275,81275,16639,16639,16692,16692,14999,33590,34767,34767,34380,34254,29160,29160,29160,29160,35075,35075,35075,35075,40990,40990,2614,2614,2617,2617,16,
减:库存股(万元),--,--,10291,10291,10291,--,--,--,--,--,--,--,--,--,--,132,121,35,--,76,28,28,19,219,98,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
盈余公积(万元),6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,6244,5560,5560,5560,5560,4365,4365,4365,4365,3324,3324,3324,3324,2714,2714,2714,2714,2079,2079,2079,2079,1518,1518,1518,1518,1002,1002,1002,595,259,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
未分配利润(万元),-101801,-95029,-92807,-88716,-79921,-70246,-129855,-113015,-110161,-6796,12850,24488,24816,13887,20090,29358,33528,22489,22559,27095,28278,20991,20170,21532,22520,18956,18547,18305,19460,15785,15711,14398,14730,11857,10888,11349,11813,9085,8388,7582,4377,1661,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,--,--,
归属于母公司股东权益合计(万元),326249,328123,330345,332235,340136,358912,289012,305852,308706,411939,431584,443223,443550,145028,151231,160472,164653,80420,80526,85061,86291,76271,75460,77996,79106,74642,74106,67923,69078,64769,64694,63382,63714,60280,59311,59772,60236,17116,16419,15615,12004,5137,
少数股东权益(万元),--,--,-126,-136,-132,-139,-137,-134,-131,--,--,--,--,--,--,--,--,1284,1264,1213,1205,267,282,315,350,357,401,419,432,--,--,--,--,--,0,--,0,0,0,23,26,25,
所有者权益(或股东权益)合计(万元),326249,328123,330219,332100,340004,358773,288875,305718,308575,411939,431584,443223,443550,145028,151231,160472,164653,81704,81790,86274,87496,76539,75742,78311,79456,74999,74507,68342,69511,64769,64694,63382,63714,60280,59311,59772,60236,17116,16419,15639,12030,5162,
负债和所有者权益(或股东权益)总计(万元),355081,352807,364562,368612,376757,396885,426163,459258,477306,566620,627548,648795,687508,393830,287878,257737,285893,186535,179179,180922,176156,131063,127764,137517,127051,111042,108940,98846,104263,86854,84853,83276,89124,77257,77715,71367,80154,35012,34840,30138,24301,10639,		
  
