报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
存货(万元),158029,165663,177731,151546,143408,158949,149148,120124,119852,131275,144664,134007,128969,126252,136837,99835,85773,94166,96816,99493,96960,80982,72592,85498,83582,71430,61968,47686,44321,42923,34570,34141,24720,24459,23280,18980,18886,18714,11703,7840,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
其他流动资产(万元),1126,1366,2332,--,1,33,13,164,61,102,7,13,52,37,11158,219,96,12,6,102,103,37,10,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
流动资产合计(万元),262281,270885,284300,233749,272089,274448,234587,228601,266626,232169,233119,227743,277151,211898,240945,245855,176443,190240,198421,282106,209841,258753,227038,192635,212983,235887,172288,183641,229257,111854,106860,100697,92868,59987,73530,55775,46915,36759,21176,26920,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
可供出售金融资产(万元),15600,16250,16500,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
长期股权投资(万元),3606,4229,4078,3950,3899,3790,3540,3556,3557,1548,1577,1593,1574,1635,1495,1478,1486,1384,1318,1250,1233,1208,1193,1200,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
投资性房地产(万元),284,288,293,297,302,306,310,315,319,324,328,333,337,342,346,280,350,370,364,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
固定资产原值(万元),1210789,--,1176649,--,1026958,--,1011596,--,929523,--,887463,--,789682,--,718602,--,597924,--,546017,--,464255,--,426512,--,349583,--,318256,--,232547,--,189877,--,154312,--,136090,0,119525,109673,85450,--,
累计折旧(万元),288284,--,259304,--,214611,--,190079,--,168469,--,146851,--,126672,--,108751,--,93081,--,78767,--,67429,--,56968,--,47916,--,39950,--,33603,--,28388,--,24301,--,20680,0,17635,14823,9948,--,
固定资产净值(万元),922505,--,917345,--,812347,--,821517,--,761053,--,740612,--,663010,--,609851,--,504844,--,467250,--,396826,--,369545,--,301667,--,278306,--,198944,--,161489,--,130011,--,115410,0,101890,94850,75502,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
固定资产(万元),922505,926744,917345,812887,812347,818543,821517,762222,761053,736309,740612,711283,663010,627638,609851,535522,504844,490183,467250,408210,396826,383805,369545,338701,301667,287173,278306,210516,198944,181607,161489,154129,130011,125072,115410,105666,101890,94850,75502,60595,
在建工程(万元),26603,21350,35359,36833,29642,20499,21920,45011,42912,72407,66225,76457,97182,100392,94104,120291,126763,99941,104703,89232,57788,46470,46243,48413,52893,37204,35477,69966,49525,38977,40977,25294,32912,22996,21077,13455,10748,7994,9681,10551,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
生产性生物资产(万元),24897,24914,23785,25526,26243,25499,25603,24218,23207,22699,22358,23788,24079,23347,22910,21975,19904,18022,17171,16315,14357,12743,11581,11365,11387,11603,11547,10307,7856,5650,4617,4918,5055,4917,4244,3899,3697,3191,3118,1480,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
无形资产(万元),21020,20988,21135,19081,19194,19323,19442,19374,19337,19675,19711,19830,19950,20069,20205,20501,19984,23870,15171,7056,6712,6761,6811,6707,6736,6360,6398,6239,6240,6276,6312,5738,5729,3530,3552,3352,3373,3413,3497,1777,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
长期待摊费用(万元),277,320,363,402,445,488,533,309,336,373,341,368,393,392,418,445,472,520,40,43,48,51,57,232,237,71,68,208,187,80,84,88,90,66,69,71,74,82,46,46,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
递延所得税资产(万元),656,569,539,435,427,400,416,540,531,524,483,507,497,440,439,420,413,415,409,454,470,478,469,241,211,215,197,98,87,90,90,40,37,37,37,41,40,40,3,13,
其他非流动资产(万元),19164,21586,16518,17147,18396,13702,13347,11652,11418,11674,11330,10966,10359,14649,13142,13564,15630,12062,15238,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
非流动资产合计(万元),1034612,1037238,1035914,916559,910894,902548,906628,867197,862670,865534,862965,845125,817382,788903,762911,714476,689845,646767,621663,522561,477435,451517,435899,406860,373130,342626,331993,297333,262838,232681,213569,190206,173834,156619,144390,126485,119821,109571,91847,74463,
资产总计(万元),1296893,1308123,1320214,1150309,1182983,1176996,1141215,1095797,1129296,1097702,1096084,1072868,1094533,1000801,1003856,960331,866287,837007,820085,804667,687276,710271,662937,599494,586113,578513,504282,480975,492094,344535,320429,290903,266702,216606,217919,182260,166736,146330,113023,101383,
短期借款(万元),380290,410282,413902,393300,378300,322800,284100,290100,295100,264600,249600,225500,279400,351370,313370,272100,244000,247744,242744,238525,141927,123000,119000,112000,100500,104000,35100,10100,45000,77800,53000,66200,53200,25300,22800,67250,64950,50750,40450,36910,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,39,--,175,125,12,--,131,--,869,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
应付票据(万元),12600,6600,5600,--,--,--,--,2500,3500,3500,17000,16700,13700,19497,12297,11437,14317,--,--,--,--,10000,--,--,--,--,--,--,0,--,0,--,0,0,7718,12702,8084,10843,2434,11489,
应付账款(万元),86445,77135,93147,67379,70561,74565,84332,47105,51421,69684,81340,88533,74200,65814,82470,58443,55230,63343,62015,31794,22981,19917,27042,21889,21501,21217,27811,12555,9960,10767,9281,7911,4352,7594,5741,3967,4788,7476,5773,4200,
预收账款(万元),7459,8029,12336,9656,9597,11336,9268,11744,7377,5450,8825,10081,6573,8692,11573,9048,9461,4519,3541,4109,2228,1561,3390,4004,2731,2546,2184,3242,1884,1109,1856,1467,1178,817,1263,893,903,859,772,718,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
应付职工薪酬(万元),12657,11725,12855,9554,9535,9219,9059,7430,7605,7248,7537,7083,6934,6041,6269,5137,4854,4639,4177,3390,3531,3448,3167,3052,2934,2579,2613,2231,1811,1659,1502,1301,1200,1168,1065,1104,986,1172,1784,907,
应交税费(万元),2082,3376,4815,657,744,366,699,108,904,321,462,67,95,75,97,46,47,-40,80,38,19,326,226,447,33,77,400,412,20,27,43,-5,-40,-39,-8,3,15,-13,83,60,
应付利息(万元),570,1062,987,743,1664,1547,904,2476,3704,2860,3918,2565,4788,6396,7424,6558,3766,5102,4844,5737,3351,5038,3283,1636,639,1500,1189,1902,1232,644,271,135,99,59,57,111,110,98,83,61,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30060,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
其他应付款(万元),38377,38623,39656,36255,36415,37249,33860,31910,33923,35495,35336,23046,17087,15617,16245,14327,13113,12083,11918,9329,9626,9231,9673,11466,10006,13264,8687,10220,6976,9595,5838,5120,5034,4007,4164,3603,2707,3884,2543,2354,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
一年内到期的非流动负债(万元),13229,19851,19722,17555,17326,4140,4140,2720,2470,1970,1970,1540,1490,1110,740,250,0,3000,3000,3000,3000,17000,17000,17000,18500,3500,3500,3500,3500,3500,3500,3500,3000,2000,2000,2000,1500,0,0,--,
其他流动负债(万元),--,--,--,--,49983,49933,49883,50000,99933,99833,89883,89763,79820,79690,94803,134783,94908,94813,79946,99933,99833,99733,59820,--,--,30000,29970,59930,59870,29930,29900,--,0,--,0,0,0,0,0,--,
流动负债合计(万元),553708,576683,603020,535100,574125,511155,476247,446132,505938,491137,495996,464890,484088,554433,545289,512998,439696,435204,412266,395855,286495,289254,242601,171494,156844,208741,111456,104093,130252,135031,105191,85629,68023,40907,44800,91633,84044,75070,53922,56699,
长期借款(万元),48750,57040,55140,38135,38835,27780,27780,30200,30700,31920,31920,32920,33170,33890,24260,12750,--,--,0,--,--,3000,3000,3000,3000,20000,20000,20000,33500,36500,36500,39500,41000,15000,15000,15000,13000,4500,2500,--,
应付债券(万元),--,--,0,--,--,9532,9503,9473,9444,9415,9386,9621,9617,69635,69606,69577,69548,69519,69490,69460,69431,69402,69373,69344,69312,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
长期递延收益(万元),7157,7437,7705,1459,1488,1356,1481,1319,996,1012,827,670,696,521,543,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,0,--,
递延所得税负债(万元),--,153,174,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,5,4,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,477,499,521,509,600,620,640,634,542,560,577,527,301,305,327,329,131,134,136,138,140,143,147,0,--,
非流动负债合计(万元),55907,64630,63019,39594,40323,38667,38763,40992,41140,42348,42133,43211,43483,104046,94409,82804,70046,70039,69999,70060,70051,73041,73007,72886,72872,20577,20527,20301,33805,36827,36829,39631,41134,15136,15138,15140,13143,4647,2505,4,
负债合计(万元),609615,641313,666038,574694,614448,549822,515010,487125,547078,533485,538130,508101,527571,658479,639698,595802,509742,505243,482265,465915,356546,362296,315608,244380,229716,229319,131983,124394,164057,171858,142020,125260,109157,56043,59938,106773,97186,79717,56427,56703,
实收资本(或股本)(万元),123948,123948,123948,111090,111090,111090,111090,111090,111090,111090,111090,111090,111090,91090,91090,91090,91090,91090,91090,91090,91090,91090,91090,91090,91090,91090,91090,91090,91090,82000,41000,41000,41000,41000,41000,36900,36900,36900,36900,36900,
资本公积(万元),423254,423254,423254,395572,395572,395572,395572,395572,395572,395572,395572,395572,395572,171872,171872,171872,171872,171872,171872,171872,171872,171872,171872,171872,171867,171864,171864,171863,171869,33814,74814,74814,74814,74814,74814,2419,2419,2419,2419,2419,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
盈余公积(万元),20660,20660,20660,19341,19341,19341,19341,15043,15043,15043,15043,15043,15043,15043,15043,14326,14326,14326,14326,14326,14326,14326,14326,13862,13862,13862,13862,8808,8808,8808,8808,6027,6027,6027,6027,4023,4023,4023,2210,536,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
未分配利润(万元),90453,69650,56953,18741,11033,67202,64790,51523,25792,7867,1215,5089,4687,20501,39994,45740,37444,21525,33093,33276,31738,47210,55068,64841,68186,63015,85328,74745,56271,48054,53787,43802,35704,38722,36140,32145,26207,23271,15068,4825,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,0,0,0,--,
归属于母公司股东权益合计(万元),658321,637512,624815,544744,537035,593205,590793,573228,547496,529572,522920,526794,526392,298505,317999,323028,314731,298812,310381,310563,309025,324497,332356,341665,345005,339831,362144,346506,328037,172676,178409,165643,157546,160563,157981,75487,69549,66613,56596,44680,
少数股东权益(万元),28956,29297,29360,30872,31500,33970,35412,35445,34721,34646,35035,37974,40571,43817,46159,41502,41814,32951,27440,28189,21705,23478,14973,13449,11392,9363,10154,10075,0,--,0,--,0,--,0,0,0,0,0,--,
所有者权益(或股东权益)合计(万元),687278,666810,654175,575615,568535,627174,626205,608673,582217,564218,557954,564767,566962,342322,364158,364529,356545,331764,337820,338752,330730,347975,347329,355115,356397,349194,372298,356581,328037,172676,178409,165643,157546,160563,157981,75487,69549,66613,56596,44680,
负债和所有者权益(或股东权益)总计(万元),1296893,1308123,1320214,1150309,1182983,1176996,1141215,1095797,1129296,1097702,1096084,1072868,1094533,1000801,1003856,960331,866287,837007,820085,804667,687276,710271,662937,599494,586113,578513,504282,480975,492094,344535,320429,290903,266702,216606,217919,182260,166736,146330,113023,101383,		
  
