报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
其他流动资产(万元),136226,153284,202689,187814,134645,147194,147649,110705,46784,37440,39860,55259,138671,191101,68439,81206,117500,126219,96701,85013,127103,122026,93777,56990,16,5007,10009,37821,26,41,54,61,--,0,0,0,--,--,--,3000,
流动资产合计(万元),1072981,1027306,1019793,951751,974667,908454,1013651,870039,925579,684719,662684,599216,627696,581362,626953,585170,616731,534790,551458,468939,498827,418076,471051,424644,344360,321560,366803,349482,363940,364123,401758,361881,390666,345366,369261,201251,170691,169648,133837,139047,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
可供出售金融资产(万元),85886,81806,89176,82230,47405,48935,47685,55334,23625,23625,32093,32889,30786,28101,27915,22436,25537,28083,25470,27678,30091,27084,24771,5744,139698,106408,85815,31700,61164,1250,462,445,471,488,1584,1659,1635,1334,2101,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
长期股权投资(万元),90958,89203,77541,66233,116546,68362,57149,44330,48900,43561,33126,30148,42630,23191,6851,6072,9533,7075,6268,5466,5512,2683,1882,1882,1882,1882,1882,1882,--,--,--,--,--,0,0,0,--,--,--,3678,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
投资性房地产(万元),5000,5095,4972,4114,5765,5868,6076,6078,9349,9493,9962,10181,9550,9324,9343,9560,9665,9725,9259,9532,9077,9139,9590,9766,9773,9913,10033,10210,9753,9785,10842,11145,11248,11513,11671,11827,--,--,--,--,
固定资产原值(万元),--,69849,--,73074,--,70247,--,88310,--,97916,--,96598,--,95551,--,94830,--,93374,--,93322,--,91249,--,89961,--,88236,--,86750,--,86320,--,85316,--,83169,0,81941,97453,--,--,--,
累计折旧(万元),--,40245,--,40118,--,41537,--,48790,--,51187,--,48473,--,48483,--,45945,--,44165,--,41781,--,39848,--,37473,--,36404,--,34125,--,32832,--,31713,--,30665,0,28498,31666,--,--,--,
固定资产净值(万元),--,29604,--,32956,--,28710,--,39520,--,46729,--,48125,--,47068,--,48884,--,49209,--,51541,--,51401,--,52488,--,51832,--,52625,--,53488,--,53603,--,52504,0,53443,65787,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
固定资产(万元),31262,29604,31100,32956,28408,28710,29082,39520,46201,46729,47228,48125,45915,47068,48032,48884,48540,49209,50594,51541,50940,51401,51722,52488,51264,51832,52183,52625,52723,53488,53464,53603,52279,52504,52493,53443,65787,64318,55912,66799,
在建工程(万元),55798,52974,55665,38861,40245,36872,29222,26120,20643,16854,12157,9618,12938,9493,8483,7420,6898,6351,6003,4758,7765,6363,4744,3869,3008,2105,1474,1319,832,698,656,604,1442,1395,1303,464,757,1863,7826,7628,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1355,567,73,--,--,--,--,--,--,--,--,--,0,0,0,--,--,301,94,
固定资产清理(万元),--,542,542,503,505,505,504,504,673,633,707,707,301,132,145,145,142,142,91,142,182,182,182,147,147,147,147,155,3598,3588,121,121,--,0,-5,0,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
无形资产(万元),27054,27481,27782,28060,31327,31845,36262,34289,31093,31090,30765,31261,31791,32246,32667,33017,33416,33758,34209,34567,30383,27971,28202,28407,28644,28882,29129,29385,26600,27055,30409,30673,30880,31133,31374,31650,32245,32845,33610,39590,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
商誉(万元),14641,14641,14641,14641,14963,14963,14938,14963,14997,14997,14641,14641,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,3675,261,261,261,261,261,261,261,--,--,
长期待摊费用(万元),9266,9440,9006,9257,6911,6804,6782,7057,5466,5381,5131,5271,3010,3129,3248,3387,3563,3571,3608,3612,1742,981,1002,976,507,418,337,354,277,199,110,45,48,44,48,29,--,--,--,18,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
递延所得税资产(万元),191,194,191,191,150,150,125,125,126,126,106,106,48,48,48,48,19,20,20,20,14,14,14,16,8,8,8,8,0,0,0,0,0,0,0,0,--,--,--,--,
其他非流动资产(万元),900,180,--,--,3000,3000,3000,3000,10434,10434,10434,10434,1000,1000,1000,1000,--,--,--,15000,15993,19090,4090,4090,100,100,100,100,100,100,100,100,100,100,100,100,--,--,--,--,
非流动资产合计(万元),320957,311160,310617,277046,295225,246014,230825,231320,211509,202923,196352,193381,181642,157406,141406,135645,140986,141607,139196,155990,155374,149939,130443,111133,238707,205371,184784,131414,158722,99838,99839,96996,96728,97438,98829,99432,100685,100621,99750,117808,
资产总计(万元),1393938,1338466,1330410,1228796,1269892,1154468,1244476,1101360,1137088,887642,859035,792596,809338,738769,768359,720815,757717,676398,690654,624929,654201,568015,601494,535777,583068,526931,551587,480896,522661,463961,501598,458878,487394,442804,468090,300683,271376,270269,233587,256855,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,5000,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
应付票据(万元),--,300,475,2989,4810,1615,242,2613,2613,2050,1465,1480,1575,913,1240,1530,2080,2228,908,1370,2770,2100,730,2055,--,--,4000,4000,--,--,712,5712,--,5598,0,13000,--,--,--,1000,
应付账款(万元),--,204359,212570,169087,243695,147122,213736,135556,245031,215623,180974,138948,186490,142293,171065,151089,204928,147847,178442,137076,169699,110140,137453,88688,150471,113226,129425,81574,135794,96778,118927,87314,133526,97123,120790,75290,77206,80002,58923,74903,
预收账款(万元),50939,49691,55203,52834,48196,38480,50927,42315,40930,40374,44274,35113,32993,26872,30209,25532,36879,18426,23347,19589,18614,16697,15232,18683,17684,18387,19219,17149,12499,8363,8762,7718,9040,5754,6963,7179,3150,3378,2060,2067,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
应付职工薪酬(万元),18758,17613,15071,23521,12009,11625,11162,17616,8048,8019,7917,15684,6860,6557,7709,13265,7129,7303,6463,9464,4446,4424,3730,6805,2892,4537,4128,5701,2910,3622,3220,5234,2640,3296,2214,2628,2079,2467,11589,14404,
应交税费(万元),908,1401,986,2777,1164,1495,1193,2092,947,1376,917,1281,1167,2247,1372,1094,-10747,-12907,-15705,-16358,-4267,-6322,-571,-5129,520,-4681,-3984,-9211,973,-2989,1950,-625,-6,-1825,-604,-2943,644,256,3119,588,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,44,48,16,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
应付股利(万元),--,33816,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,200,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,10,14,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
其他应付款(万元),12512,8173,11285,9943,6601,22369,22718,18801,5712,5813,5553,6709,6290,6379,5664,5743,5446,5693,5619,5708,4389,5316,6057,5456,3318,3658,3463,3260,3978,4003,8837,6047,6599,7465,9016,10403,9982,12310,6299,6362,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4,15,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,552,560,479,592,786,773,682,688,146,136,181,200,--,--,--,--,--,0,0,0,--,--,--,--,
流动负债合计(万元),346615,315354,295590,261152,316476,222705,299977,218992,303281,273256,241099,199214,235375,185262,217259,198252,246268,169149,199753,157642,196481,133175,163331,117261,175031,135262,156432,102673,156155,109776,142409,111399,151798,117410,138379,105557,93061,98413,86999,99339,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
长期应付款(万元),2458,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
专项应付款(万元),--,1413,1422,1422,1568,1422,1405,1422,1596,1422,1422,1422,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
长期递延收益(万元),9327,9395,9293,7936,8319,6650,7579,7168,6693,6876,5533,5353,3418,3491,2070,1720,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
递延所得税负债(万元),154,162,178,178,196,204,253,220,135,143,162,162,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
其他非流动负债(万元),1195,1195,1195,1195,1208,1208,1466,1497,--,--,--,--,--,--,--,--,307,307,312,307,361,361,361,361,1032,1062,492,522,552,582,612,642,400,400,400,400,--,--,--,--,
非流动负债合计(万元),13133,12165,12088,10731,11292,9484,10703,10308,8423,8441,7117,6937,3418,3491,2070,1720,307,307,312,307,361,361,361,361,1032,1062,492,522,552,582,612,642,400,400,400,400,--,--,--,--,
负债合计(万元),359748,327519,307678,271883,327767,232190,310680,229300,311704,281697,248216,206151,238793,188754,219329,199973,246575,169456,200065,157949,196842,133536,163692,117622,176063,136324,156924,103195,156707,110358,143021,112041,152198,117810,138779,105957,93061,98413,86999,99339,
实收资本(或股本)(万元),198920,198920,198920,198920,198920,198920,198920,198920,198920,182000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,91000,80000,80000,80000,80000,80000,
资本公积(万元),242119,242116,242118,242118,241916,241912,241847,241847,242112,63127,154127,154127,154135,154135,154135,154135,161907,164232,160559,157527,160428,156973,154960,154431,154611,154636,154636,154616,154579,154665,154677,154660,154034,154051,154195,41406,41382,41017,3753,35724,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
盈余公积(万元),82762,82762,82762,82762,60449,60449,60449,60449,49221,49221,49221,49221,38993,38993,38993,38993,28700,28700,28700,28700,22637,22637,22927,22637,11593,11593,11593,11593,4526,4526,4526,4526,4007,4007,4007,4007,1768,1768,12415,11874,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
未分配利润(万元),475726,453818,466127,400283,414610,393907,405262,342756,319458,296122,296291,271776,273514,251657,247859,225658,223722,217999,205093,184728,177899,158763,163461,145691,145795,129841,134494,117689,113114,100754,105793,94196,85796,75593,79776,68980,54838,48371,50420,29791,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,
归属于母公司股东权益合计(万元),1004196,982212,996418,931283,924916,905740,917480,855123,809723,590483,597566,573848,564110,543740,542854,515175,505329,501930,485352,461955,451964,429372,432347,413758,402999,387070,391723,374898,363219,350946,355997,344383,334837,324651,328977,194392,177988,171156,146588,157390,
少数股东权益(万元),29995,28735,26314,25630,17208,16538,16316,16937,15661,15463,13253,12598,6435,6275,6176,5667,5814,5011,5238,5025,5395,5106,5455,4397,4005,3537,2939,2804,2735,2657,2580,2454,358,343,334,334,327,700,--,127,
所有者权益(或股东权益)合计(万元),1034190,1010947,1022732,956914,942125,922278,933796,872060,825384,605946,610819,586445,570545,550015,549030,520842,511143,506942,490589,466980,457359,434478,437802,418155,407004,390607,394662,377701,365954,353602,358577,346837,335195,324994,329311,194726,178316,171856,146588,157516,
负债和所有者权益(或股东权益)总计(万元),1393938,1338466,1330410,1228796,1269892,1154468,1244476,1101360,1137088,887642,859035,792596,809338,738769,768359,720815,757717,676398,690654,624929,654201,568015,601494,535777,583068,526931,551587,480896,522661,463961,501598,458878,487394,442804,468090,300683,271376,270269,233587,256855,		
  
