报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
应付账款(万元),15207,16590,13009,14693,16589,14608,12858,13148,11612,12162,12787,13157,11694,14033,16083,11971,13567,
预收账款(万元),1714,1245,1620,853,844,854,651,661,1121,715,754,602,1288,1325,876,868,916,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),867,1675,159,195,784,1612,584,592,203,962,724,723,250,1280,1242,979,606,
应交税费(万元),1583,1056,1110,592,1401,921,934,1468,901,402,533,691,1793,984,254,253,895,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),537,526,550,523,821,817,126,128,154,174,126,436,429,439,439,500,1468,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),1494,1494,1460,1460,1460,1460,1460,1460,1460,1460,1460,2660,4660,4660,7060,1460,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),47632,36747,37099,41094,41150,35622,37344,38687,32870,46424,49610,51267,57755,55796,58520,50054,45841,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,3000,3200,3200,6400,12000,12000,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15366,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,80,80,--,--,
长期递延收益(万元),9490,9863,9949,10314,10679,11044,11409,11774,12139,12505,12870,13235,13600,13965,15425,16885,--,
递延所得税负债(万元),1130,1121,1249,1383,1479,1431,--,--,--,--,--,--,--,--,70,--,35,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,477,
非流动负债合计(万元),10619,10985,11199,11697,12158,12475,11409,11774,12139,12505,12870,16235,16800,17245,21974,28885,27878,
负债合计(万元),58251,47731,48298,52791,53308,48097,48753,50461,45010,58928,62479,67501,74555,73041,80495,78939,73719,
实收资本(或股本)(万元),20448,20448,20448,20448,20448,20448,20448,20448,20448,20448,20448,10224,7668,7668,7668,7668,7668,
资本公积(万元),39697,39697,39697,39697,39697,39697,39697,39697,39697,39697,39697,49921,6509,6509,6509,6509,6509,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,90,45,--,59,189,
盈余公积(万元),8466,8466,6856,6856,6856,6856,5201,5201,5201,5201,4136,4136,4136,4136,4136,4136,4136,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),64102,59301,55468,52464,56890,52194,49304,45908,45071,43166,42643,40415,37458,33841,28667,25329,18755,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),138066,133288,128564,126308,131272,126296,123333,111255,110417,108512,106925,104696,55860,52199,46979,43701,37256,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),138066,133288,128564,126308,131272,126296,123333,111255,110417,108512,106925,104696,55860,52199,46979,43701,37256,
负债和所有者权益(或股东权益)总计(万元),196317,181019,176861,179100,184580,174393,172086,161716,155426,167440,169404,172197,130415,125240,127474,122640,110976,		
  
