报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
存货(万元),530860,430772,330748,290398,248796,245995,216657,243682,333174,219436,342083,151866,168957,183637,235749,216867,308903,202469,165568,179186,361492,174441,140123,238259,181855,123271,143878,142907,154926,77217,76606,88827,92201,63633,72385,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
其他流动资产(万元),152117,138652,167812,211457,108520,216157,93506,119181,161177,179092,135998,127204,129437,130070,88605,56643,74257,95066,76340,99689,117449,86058,0,5387,--,--,--,--,--,--,0,0,0,--,0,
流动资产合计(万元),2334404,1877718,2463903,1762306,1655266,1381442,1660111,1790075,1583045,1179917,1530280,1093154,924906,769775,1495199,1407289,1725447,1227104,1345821,1237551,1241210,1049799,1018171,979699,896505,927027,923341,784976,702730,620127,345114,321829,278546,332811,303149,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
长期股权投资(万元),434390,415592,354156,349707,345445,303417,302196,299037,297394,276030,281065,287750,276692,273437,294433,288314,259308,260719,214072,210082,207352,206326,209175,207080,207026,193145,188389,161174,125807,111359,84532,74060,108534,72415,74811,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
投资性房地产(万元),837,843,842,849,856,863,1020,1027,1034,1040,1043,1052,1056,1063,1069,1074,1080,1085,1091,1097,1102,1108,1078,1093,1091,1106,1179,1185,1174,1129,860,864,11,12,12,
固定资产原值(万元),--,2664510,--,2642197,--,2639109,--,2270303,--,1897743,--,1472087,--,1362200,--,1326303,--,1324066,--,816650,--,816107,--,716988,--,700404,--,616461,--,586966,0,577675,577686,--,0,
累计折旧(万元),--,591938,--,628041,--,554038,--,484054,--,431872,--,382164,--,344354,--,306993,--,270657,--,234186,--,211369,--,190012,--,169872,--,149677,--,131560,0,114222,96949,--,0,
固定资产净值(万元),--,2072572,--,2014155,--,2085071,--,1786249,--,1465871,--,1089923,--,1017847,--,1019309,--,1053409,--,582465,--,604738,--,526975,--,530532,--,466784,--,455407,0,463452,480738,--,0,
固定资产减值准备(万元),--,1154,--,1154,--,1154,--,1155,--,1155,--,1155,--,1155,--,1155,--,1155,--,1155,--,1155,--,1155,--,1155,--,1155,--,1155,0,1155,1155,--,0,
固定资产(万元),2037217,2071418,1979643,2013001,2047871,2083917,1919235,1785094,1441359,1464716,1355892,1088768,997138,1016691,1000104,1018154,1035153,1052254,1019788,581309,593015,603582,531020,525820,522448,529376,528255,465629,472996,454251,454531,462297,479583,148066,145440,
在建工程(万元),1952720,1464471,515003,144941,141749,135724,288176,443053,707760,746098,702488,907934,937327,917413,359485,251358,197551,169888,138140,534584,499938,444158,271278,149151,78689,48322,7807,51736,9585,29567,28200,20647,7626,320419,50176,
工程物资(万元),119150,66820,51804,14785,12861,11575,10237,12300,22215,1586,8708,9124,5366,5627,97105,70467,33142,24807,2534,2662,21452,3846,46289,7042,5260,3593,4592,10330,1399,1334,2650,4985,664,4876,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
无形资产(万元),291314,291336,127504,128359,129306,130231,125483,126435,127504,61136,65763,64969,65549,62966,63151,62107,62411,55994,56359,56744,57497,57669,68927,69139,69199,50235,44971,45215,45504,45804,46213,46322,18063,12086,11747,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
长期待摊费用(万元),326,304,1795,296,341,327,768,268,104,99,34,47,64,81,98,79,95,112,96,110,126,143,169,147,153,111,--,--,--,--,0,0,0,--,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
递延所得税资产(万元),9689,14124,14252,13938,13983,14857,14454,14329,14091,14089,18605,15485,14999,15057,4483,4614,7292,4726,3882,3967,4021,4073,2876,2921,2967,3112,3015,3166,2970,3009,1620,1512,1443,431,55,
其他非流动资产(万元),--,2738,169406,179581,--,1784,1784,1784,1784,2640,4859,5334,4895,4733,32751,32866,32866,40120,1116,1116,1116,1116,0,0,--,--,--,--,--,--,0,0,0,--,0,
非流动资产合计(万元),4845642,4327648,3214406,2845457,2692412,2682695,2663352,2683326,2613243,2567434,2438456,2380462,2303086,2297068,1852678,1729032,1628899,1609706,1437078,1391670,1385621,1322023,1130813,962394,886835,829001,778207,738434,659435,646453,618606,610687,615923,558304,282241,
资产总计(万元),7180046,6205366,5678308,4607763,4347678,4064137,4323463,4473402,4196289,3747351,3968737,3473616,3227992,3066843,3347877,3136321,3354346,2836809,2782899,2629221,2626831,2371822,2148984,1942093,1783340,1756028,1701548,1523410,1362165,1266581,963721,932517,894469,891114,585390,
短期借款(万元),1893869,1734563,1385687,1353535,1029035,780279,1185405,1468950,1445984,1203691,1282815,1094971,1092213,931288,981311,1069141,1116918,944404,956874,826764,772614,666128,571741,462794,472302,381761,320311,280372,134866,156660,202426,209390,140979,245233,206263,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
交易性金融负债(万元),12339,15177,3583,1032,1151,11598,131,518,--,110,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,101,0,--,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
应付票据(万元),448361,190246,282428,399152,409533,387478,320334,476625,456028,443828,492513,509377,528887,578333,684940,682879,745693,492460,484095,603293,578618,440752,350129,293597,105988,129333,103865,130462,86800,84000,88200,75191,77882,192647,132565,
应付账款(万元),706889,603119,448700,222640,238284,291080,252508,269995,333603,340898,403566,324224,205162,345930,252538,141921,278482,168216,159747,51966,112763,134595,110561,61130,89769,172465,195647,102021,130422,88637,69853,84615,90367,50369,35279,
预收账款(万元),67399,87928,105088,116759,128602,99816,129873,36993,35218,34683,30840,10082,35338,17168,26379,4512,32796,10437,47616,24383,29564,20231,38625,36003,29561,22306,46585,16288,9878,13477,14281,3747,7748,3540,2428,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
应付职工薪酬(万元),5458,20931,7477,6352,4169,11979,5765,4672,3429,11871,5470,5687,2914,9777,5178,4226,2787,10278,6353,5797,4970,9218,5599,4971,4329,7848,5245,4667,3684,7347,2887,2458,3954,2684,3660,
应交税费(万元),13533,16006,10097,9980,12434,8432,28422,22734,12778,10680,5331,2960,1145,2192,434,499,2556,1522,1977,368,865,1823,-39295,-30053,-1001,-6678,12252,2175,14188,20730,14865,14869,-2951,-27749,-1659,
应付利息(万元),5417,3878,2648,6919,5652,4287,3480,6904,7202,4294,3968,9109,8874,6576,2863,2327,1713,2188,3599,1566,2933,2248,1163,620,1669,1236,492,482,334,349,486,529,556,935,443,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17500,42500,--,--,--,24000,--,--,0,0,0,--,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
其他应付款(万元),389383,189985,365317,5935,9765,2422,7170,8170,247723,70440,559394,349468,197509,2344,114138,45047,14353,7371,4752,4983,5037,4724,22721,5119,1527,6285,2783,3531,4172,2955,2466,1490,2257,5614,11817,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
一年内到期的非流动负债(万元),227673,231700,233380,285860,214508,227329,128122,16180,116302,123378,148050,169132,72614,84578,50454,62761,113277,121146,93839,102006,38733,18714,40653,42412,39336,38255,27008,27504,60647,42054,34176,41386,24001,--,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,9869,9118,9342,1722,0,
流动负债合计(万元),3770321,3093532,2844404,2408163,2053133,1824699,2061210,2311741,2658266,2243872,2931946,2475010,2144657,1978186,2118234,2013312,2308575,1758022,1758851,1621126,1546097,1298433,1119396,919093,743479,752811,714188,591502,444991,416210,439508,442894,354135,474995,390798,
长期借款(万元),511840,514479,581664,545485,655013,655755,749529,700976,110827,111007,75000,12500,110560,97904,180024,180407,104421,115956,81581,77958,146333,155739,136505,138040,77395,99011,75375,84048,84578,104860,160962,182772,261222,231146,57000,
应付债券(万元),--,--,--,84763,84720,84679,84638,84598,84556,84515,84475,84436,84397,99507,99464,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1570,1112,1112,1113,2225,2225,2224,2225,3336,3336,3335,3338,3336,3333,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,6667,6667,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
长期递延收益(万元),15698,16117,16510,16930,17351,17771,18211,18049,18455,18861,19151,19558,19964,20370,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
递延所得税负债(万元),5283,6653,439,436,494,3235,1603,1681,835,826,827,837,1059,816,--,--,60,60,--,--,--,--,0,0,--,--,--,--,--,54,0,0,0,--,283,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,19381,19798,20216,20595,19816,20164,20525,20886,18782,19083,19384,19671,19524,17830,18089,18348,0,0,0,--,0,
非流动负债合计(万元),532821,537249,598613,647613,757578,761440,853981,805304,214673,215210,179454,117331,215980,218597,298868,200205,124697,136611,101397,98122,168427,177736,156399,158236,99004,120906,97123,104103,106003,126598,164297,186110,264557,241146,63950,
负债合计(万元),4303142,3630781,3443017,3055776,2810711,2586139,2915190,3117045,2872940,2459082,3111399,2592341,2360637,2196783,2417103,2213517,2433271,1894634,1860248,1719248,1714525,1476169,1275795,1077329,842483,873717,811310,695605,550994,542807,603805,629005,618693,716141,454748,
实收资本(或股本)(万元),381600,381600,381600,381600,254400,254400,254400,254400,254400,254400,222400,111200,111200,111200,111200,111200,111200,111200,111200,111200,111200,111200,111200,111200,111200,111200,111200,111200,55600,55600,50000,50000,50000,50000,50000,
资本公积(万元),366819,366819,366819,370422,497622,497622,497622,497622,500636,497622,133027,244227,244227,244227,244228,244228,244228,244228,244005,244005,244005,244005,244005,244005,244005,244005,244005,244005,299605,299605,15242,15242,13690,10775,10775,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
盈余公积(万元),27032,27032,20668,20668,20668,20668,18214,18214,18214,18214,19148,19148,18214,18214,18214,18214,18214,18214,17385,17385,17385,17385,16399,16399,16399,16399,11335,11335,11335,11335,5473,5473,5473,2274,995,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,0,0,0,--,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
未分配利润(万元),720152,656533,618261,573115,555423,493335,426531,376437,325159,310070,279521,290582,281607,280418,316337,310015,312065,326251,311924,302646,308975,307477,313631,307080,378989,338851,332920,287267,287506,227223,179480,138111,99607,26132,26847,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2250,2343,3246,2555,2146,1024,749,331,365,437,402,213,412,413,420,678,510,465,442,-203,
归属于母公司股东权益合计(万元),1485467,1425865,1383623,1343692,1328886,1267112,1197123,1146486,1098455,1080956,652539,668070,657221,656335,692780,685906,688049,703138,687070,677382,682589,680816,685566,679050,751030,710857,699674,654220,654460,594183,250873,209336,169236,89623,88414,
少数股东权益(万元),1391437,1148719,851668,208294,208081,210886,211150,209871,224893,207313,204798,213205,210134,213725,237995,236897,233026,239037,235581,232591,229717,214837,187623,185714,189827,171454,190564,173586,156712,129590,109044,94176,106540,85350,42228,
所有者权益(或股东权益)合计(万元),2876904,2574585,2235291,1551987,1536966,1477998,1408273,1356357,1323349,1288269,857337,881275,867355,870060,930774,922803,921074,942175,922651,909973,912306,895653,873189,864764,940857,882311,890238,827806,811172,723774,359916,303512,275776,174973,130642,
负债和所有者权益(或股东权益)总计(万元),7180046,6205366,5678308,4607763,4347678,4064137,4323463,4473402,4196289,3747351,3968737,3473616,3227992,3066843,3347877,3136321,3354346,2836809,2782899,2629221,2626831,2371822,2148984,1942093,1783340,1756028,1701548,1523410,1362165,1266581,963721,932517,894469,891114,585390,		
  
