报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,18,30,40,56,54,51,170,130,95,50,276,276,488,375,206,206,--,0,--,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应收款(万元),604,531,540,428,325,450,671,603,688,1411,243,312,466,343,410,378,494,576,536,643,1052,775,863,871,974,1206,1193,1145,973,347,277,299,204,135,213,156,74,86,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
存货(万元),20180,21352,19701,19357,18483,17752,17526,16949,18012,19711,19830,19422,18383,18185,17654,18273,18366,16779,15506,14443,13917,12603,12236,12385,9968,8906,8052,6967,5928,4539,4536,4728,3868,3672,2877,3422,4975,4105,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他流动资产(万元),1415,1417,1534,1690,1581,1239,1039,62,169,122,122,142,64,68,64,673,639,316,476,87,313,121,112,995,64,64,64,64,38,--,--,--,--,0,--,0,128,0,
流动资产合计(万元),43851,42882,45200,55493,57419,55509,53226,53422,49807,46233,43462,42696,41858,39746,38793,38376,43252,45403,41650,41069,41439,43908,45013,43385,48086,46964,47586,45925,48114,43655,45082,45143,47995,46295,15944,15400,16415,12194,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
可供出售金融资产(万元),2550,2550,2550,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期股权投资(万元),--,--,--,--,50,50,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产原值(万元),--,32246,--,35644,--,35273,--,32349,--,34249,--,31580,--,31580,--,31370,--,30492,--,30218,--,26075,--,23549,--,18315,--,18211,--,10518,--,10400,--,8498,--,8316,5674,0,
累计折旧(万元),--,12270,--,14173,--,13096,--,12102,--,11189,--,10177,--,9568,--,8577,--,7476,--,6490,--,5861,--,5080,--,4492,--,3989,--,2793,--,2474,--,2152,--,1893,1428,0,
固定资产净值(万元),--,19976,--,21472,--,22177,--,20247,--,23060,--,21403,--,22012,--,22794,--,23016,--,23728,--,20214,--,18469,--,13824,--,14222,--,7725,--,7927,--,6346,--,6423,4246,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产(万元),19485,19976,20674,21472,21722,22177,19663,20247,22924,23060,20991,21403,21741,22012,22469,22794,23036,23016,23418,23728,22465,20214,18409,18469,13824,13824,14022,14222,11737,7725,7881,7927,7859,6346,6085,6423,4246,4542,
在建工程(万元),66,40,5,5,2747,2785,5671,5410,2588,2396,2268,2125,1921,1679,1641,1568,1803,1816,1847,1590,1002,3836,4675,4544,3799,2876,1861,1676,2017,1831,1545,1568,366,1885,1903,1115,695,346,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
无形资产(万元),2425,2435,2446,2455,2485,2370,2391,2401,2369,2384,2404,2413,2428,2442,2457,2472,2488,2500,2229,2236,2267,2263,2274,2286,2522,2426,2348,2339,2352,1070,1075,1083,1087,1092,1098,1104,1205,695,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
商誉(万元),7471,7471,7471,7471,7476,7476,7476,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,264,--,--,--,--,0,--,0,0,0,
长期待摊费用(万元),423,450,420,460,279,247,190,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70,3,4,4,--,--,--,--,--,0,--,0,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税资产(万元),358,358,379,375,223,280,269,309,278,235,229,225,200,192,202,200,210,222,201,194,199,224,182,169,179,175,143,143,149,156,127,119,116,115,86,79,72,81,
其他非流动资产(万元),2542,2542,2542,2542,--,--,--,--,--,--,--,--,--,--,--,--,--,--,300,300,300,300,300,300,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
非流动资产合计(万元),35320,35822,36488,34830,34982,35386,35661,28680,28472,28387,26205,26479,26602,26639,27082,27347,27850,27868,28309,28362,26546,27151,26153,26082,20707,19617,18691,18697,16519,10782,10628,10697,9428,9438,9172,8722,6219,5663,
资产总计(万元),79171,78704,81687,90324,92401,90895,88887,82102,78279,74621,69667,69176,68460,66385,65875,65724,71102,73270,69959,69431,67985,71058,71166,69467,68793,66581,66277,64622,64633,54437,55710,55840,57422,55733,25116,24121,22633,17858,
短期借款(万元),13200,13700,13700,20129,20109,18095,17795,13995,11495,11000,6500,8700,8500,5950,5500,5500,7560,10360,6460,6460,6260,7520,7426,7250,8100,6250,6250,4250,4200,--,1000,--,3000,2000,5870,4590,7750,8354,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付票据(万元),--,2534,3465,4236,4753,4963,6006,6833,6081,4617,4238,4751,4921,5237,5618,5077,5925,6300,4516,4421,3871,5177,6025,4604,3141,2662,2793,2725,2776,2641,3321,3767,3819,3455,3968,4509,2729,1521,
应付账款(万元),--,5451,5619,7302,8805,9246,7998,8591,8618,7463,5813,5474,4939,4562,4653,5278,5750,4097,6128,5188,4795,5255,5154,6692,5145,5012,4560,4509,3241,2234,1730,2175,2103,2147,1640,2189,3691,1344,
预收账款(万元),1305,1471,1007,1434,1259,1334,1064,436,59,43,1611,100,1,4,--,25,441,569,887,2904,2664,92,31,39,71,62,73,20,16,12,--,17,--,0,--,5,38,49,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付职工薪酬(万元),250,311,279,306,364,326,270,291,216,183,192,226,184,217,278,245,310,407,258,305,240,316,239,235,148,164,150,200,135,72,53,111,109,104,111,99,52,44,
应交税费(万元),119,398,333,318,275,359,623,528,536,227,593,108,211,245,118,75,86,76,322,168,151,92,-107,39,-436,434,233,49,350,556,485,201,329,327,477,276,249,660,
应付利息(万元),--,18,18,27,19,22,30,18,12,16,10,14,13,15,11,11,14,15,13,13,2,14,26,16,14,14,16,14,19,4,5,5,9,8,14,13,21,18,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,585,--,--,--,585,--,--,--,1560,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他应付款(万元),3514,1395,2355,2344,2502,3318,2375,29,31,53,112,114,105,71,26,125,454,457,484,495,700,1027,1508,657,883,867,681,914,1598,59,56,94,40,401,41,14,33,401,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
一年内到期的非流动负债(万元),15,30,45,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,1000,2000,3000,--,2000,--,1000,--,0,--,0,0,0,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,93,--,--,--,--,--,--,0,--,0,0,0,
流动负债合计(万元),26105,25308,26820,36156,38086,37664,36161,30721,27049,23601,19070,19487,18874,16886,16204,16335,20540,22865,19069,19954,18682,21053,20302,19532,18065,16465,16849,15681,12333,7578,6650,7370,9409,8441,12122,11695,14563,12392,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,3300,--,2000,2000,3000,3000,3000,3000,1000,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
长期递延收益(万元),470,492,513,535,631,653,689,670,706,725,759,780,901,941,914,950,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1028,1024,1060,1098,1022,847,882,862,789,794,859,864,866,435,440,444,84,87,91,95,110,126,
非流动负债合计(万元),470,492,513,535,631,653,689,670,706,725,759,780,901,941,914,950,1028,1024,1060,1098,1022,847,882,862,789,794,859,864,4166,435,2440,2444,3084,3087,3091,3095,1110,126,
负债合计(万元),26575,25800,27334,36690,38717,38317,36851,31390,27754,24326,19829,20267,19775,17827,17118,17285,21568,23889,20129,21052,19704,21900,21184,20394,18854,17259,17708,16546,16499,8013,9090,9814,12492,11529,15213,14790,15674,12517,
实收资本(或股本)(万元),11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,11700,7800,7800,7800,7800,7800,7800,7800,7800,7800,6000,6000,6000,6000,4500,4500,4500,4500,
资本公积(万元),26053,26053,26053,26053,26053,26053,26053,26053,26053,26053,26053,26053,26053,26053,26053,26053,26553,26553,26553,26553,26557,30894,30894,30894,30894,30894,30894,30894,31348,31348,33148,33148,32495,32495,575,575,575,575,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
盈余公积(万元),1929,1929,1929,1929,1929,1929,1929,1929,1654,1654,1654,1654,1513,1513,1513,1513,1322,1322,1322,1322,1038,1038,1038,1038,903,903,903,903,688,688,688,688,426,426,426,426,189,27,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
未分配利润(万元),11602,12009,13387,12822,13065,12106,11699,11029,11118,10888,10430,9501,9418,9291,9491,9172,9575,9420,9807,8378,8540,8106,8845,7864,8822,8170,7423,6905,7247,6588,6785,6190,6009,5284,4403,3831,1697,239,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,
归属于母公司股东权益合计(万元),51284,51692,53070,52504,52748,51789,51382,50712,50525,50295,49838,48908,48685,48558,48758,48438,49150,48996,49383,47954,47834,47838,48577,47596,48419,47767,47019,46501,47083,46423,46620,46025,44930,44205,9903,9331,6960,5340,
少数股东权益(万元),1311,1212,1284,1129,936,789,654,--,--,--,--,--,--,--,--,--,383,385,447,425,446,1320,1405,1476,1520,1556,1550,1575,1051,--,--,--,--,0,--,0,0,0,
所有者权益(或股东权益)合计(万元),52596,52904,54354,53633,53684,52578,52036,50712,50525,50295,49838,48908,48685,48558,48758,48438,49534,49381,49830,48379,48281,49158,49983,49073,49939,49322,48569,48076,48133,46423,46620,46025,44930,44205,9903,9331,6960,5340,
负债和所有者权益(或股东权益)总计(万元),79171,78704,81687,90324,92401,90895,88887,82102,78279,74621,69667,69176,68460,66385,65875,65724,71102,73270,69959,69431,67985,71058,71166,69467,68793,66581,66277,64622,64633,54437,55710,55840,57422,55733,25116,24121,22633,17858,		
  
