报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,
应收股利(万元),--,--,--,--,--,435,--,--,--,499,1776,--,1238,5351,6160,4594,5102,5407,5422,2586,2575,2560,2618,--,--,--,--,--,9666,9649,8390,8475,14123,9956,--,0,0,180,180,180,0,0,3437,3437,0,
其他应收款(万元),270004,202762,298711,265757,209982,217008,139270,114013,80479,97174,90583,110134,204009,122792,86664,118077,81816,121472,86969,102540,173275,107686,120574,112135,144116,118888,201880,250910,212761,277109,243187,218425,254893,176642,231423,134856,63769,60939,52069,55833,38765,57962,35368,34603,26691,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
存货(万元),2442494,2372334,2650760,2944417,2375288,2088504,2197730,1562690,1043435,955923,993100,1044894,856532,1020985,1102945,1502003,1097097,1005602,1205439,1519772,976126,878752,1213974,1335000,1071180,1139032,1547895,1634330,2043860,1840292,1828276,1974998,1170366,980208,1210952,1053682,701863,553540,782647,724576,909518,915973,828915,946856,469119,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,195,195,195,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
其他流动资产(万元),5956334,4637601,4146833,4684727,4954511,5004189,4768326,4352960,4022394,3850578,4387017,3382758,3158199,2710914,2783360,2659389,2280224,1849145,48670,46311,175853,215437,169043,212925,66338,71520,90486,94146,40556,43693,41063,43268,26040,22687,40865,26555,20282,26145,18964,25763,11405,14059,9081,19767,19952,
流动资产合计(万元),17551463,17220656,17444043,16981068,16334993,15213217,14603800,12062132,11368700,11683425,11022384,9336771,9937958,10760985,10199252,8642707,8317006,8539999,8139759,6532673,6543155,6217322,6731875,5556219,6535666,6615268,6327716,6004658,7906488,7501877,7371692,4920006,5287909,5028227,4512720,3532934,3116969,2695039,2384732,2140143,2446696,2630322,2220455,1831834,1468913,
发放贷款及垫款(万元),1093022,1547437,1217280,1217895,1091846,1214971,1059981,1027340,1194098,1110678,832809,660871,603703,886417,707428,594080,743377,495548,450736,510009,398867,266592,152152,40951,194876,330352,195007,110854,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
可供出售金融资产(万元),217505,204444,191132,183105,184601,187239,177371,518773,509758,576172,504666,328995,399895,225772,170907,165549,84463,101,103,107,79,73,84,78,5029,6049,2410,1581,444,102,105,101,104,103,114,103,72,1262,1013,749,987,35997,56514,98,22,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
长期应收款(万元),4265,4412,37830,36225,37747,40412,45952,3387,3978,3831,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,--,22,22,22,24,6,6,8686,6,0,0,0,5449,2325,2325,2333,2333,0,
长期股权投资(万元),285935,275394,260918,263370,282135,258633,226642,221173,290877,310865,291036,288827,95615,90616,89249,95187,93007,177407,176192,175580,170129,168588,166935,170977,177546,174775,177003,176775,164029,170160,220125,176689,242805,174813,190075,171124,49714,52436,60479,55353,59871,57377,47629,33017,31352,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,49514,0,
投资性房地产(万元),39848,41120,42642,42080,47416,48081,48747,49412,14041,14666,13889,15080,13884,14685,15215,17163,19684,14014,20098,20583,6363,8087,7703,8439,8827,9709,10648,11845,50794,51717,53080,53564,61774,35378,35885,36492,36774,37319,37882,41583,39098,50418,48082,0,32608,
固定资产原值(万元),--,4106088,--,4015832,--,3909995,--,3621123,--,3494581,--,3161360,--,3130454,--,3132348,--,3084470,--,2965435,--,--,--,2882650,--,--,--,2446685,--,--,0,1680170,0,0,--,1253483,0,0,0,1136376,0,0,0,818012,703424,
累计折旧(万元),--,1877485,--,1753133,--,1647699,--,1513567,--,1392820,--,1286831,--,1243003,--,1178292,--,1097826,--,1005672,--,--,--,855766,--,--,--,695142,--,--,0,493876,0,0,--,393369,0,0,0,382601,0,0,0,287973,224938,
固定资产净值(万元),--,2228603,--,2262699,--,2262296,--,2107556,--,2101761,--,1874529,--,1887451,--,1954057,--,1986644,--,1959763,--,--,--,2026884,--,--,--,1751543,--,--,0,1186294,0,0,--,860114,0,0,0,753776,0,0,0,530039,478486,
固定资产减值准备(万元),--,2910,--,2626,--,1981,--,1877,--,1760,--,1541,--,1704,--,1875,--,3668,--,2547,--,--,--,1631,--,--,--,2549,--,--,0,1852,0,0,--,1970,0,0,0,1239,0,0,0,1229,1279,
固定资产(万元),2229284,2225693,2223860,2260072,2234858,2260315,2290500,2105679,2083661,2100000,1857865,1872988,1863144,1885747,1922555,1952181,1959098,1982976,1981400,1957216,1921217,1958509,1995467,2025253,1943216,1847596,1806495,1748993,1366611,1298024,1221993,1184442,968821,876582,857931,858144,801369,795710,776057,752536,662047,646373,550857,528810,477207,
在建工程(万元),192623,156226,113047,87958,102070,88094,80971,58073,105056,104148,91844,95476,80667,67375,56530,66188,52803,41834,56322,61260,141792,154862,157309,160070,222348,302780,324105,297875,291437,243080,191203,146818,115301,117885,77545,63253,88902,84441,61750,73516,66161,47863,50270,48339,26906,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,83,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1785,1785,1585,1785,1785,1781,1785,1784,1791,1791,1790,1784,1830,2182,2204,1784,1784,2282,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
无形资产(万元),1558947,1503420,1494870,1516704,1601009,1631224,1665584,686854,598623,607159,337169,339240,333786,326537,338038,343196,346953,347866,348733,332574,353224,350993,358503,367219,361303,351490,333717,320128,258862,257884,243200,233966,231412,213736,212968,198501,189017,187663,184662,186099,143985,138626,116377,114187,87757,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,254,--,353,624,380,261,227,188,150,113,0,0,0,0,0,0,0,0,0,
商誉(万元),2962225,2849416,2872135,2890379,2862023,2841816,2731473,573100,486215,486215,239307,239307,294859,295762,293179,293179,293100,293100,293100,293100,340131,347303,347303,347303,350142,335819,335784,329589,237020,236645,236673,236673,231202,231202,231202,231202,272234,260234,259307,252424,211112,213344,72971,72094,52952,
长期待摊费用(万元),98145,90862,85437,85911,70285,71245,64002,62597,63366,67338,72275,78136,76360,80369,84314,75858,62812,66196,65793,64788,54075,54710,57889,58874,60140,63584,66364,66475,59328,56137,50514,39479,38096,26751,24609,22332,32787,32725,33631,28236,23119,21855,22292,21984,14591,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,134470,0,0,0,0,0,0,0,0,0,0,
递延所得税资产(万元),463880,461807,421145,402333,381359,360224,363903,303038,289515,272308,278047,222400,300543,418137,413855,377999,353361,345462,295840,256720,229118,196758,101084,79221,87262,82892,90912,72245,64541,62777,130555,92078,165151,154337,--,90258,84782,81514,62398,51992,69585,71387,61934,39902,6176,
其他非流动资产(万元),60996,66332,69595,61482,79832,101149,292494,415853,485372,524149,83776,66973,37916,12285,--,--,--,--,--,--,--,--,--,--,2337,1474,962,2566,--,--,0,10149,0,0,--,336,0,0,0,0,0,0,0,0,0,
非流动资产合计(万元),8113651,7879124,7812610,7829618,7883334,7888433,7987639,4997939,4930461,5066850,3769875,3547423,3496669,3417284,3383841,3386501,3265281,3268957,3237583,3161929,3216128,3239883,3192277,3217434,3219934,3177952,3150260,3029856,2495226,2378952,2349636,2176030,2056689,1832773,1775425,1673649,1557482,1535485,1479383,1449723,1280075,1287847,1029258,910277,729653,
资产总计(万元),25665114,25099780,25256653,24810686,24218328,23101649,22591439,17060071,16299161,16750275,14792259,12884194,13434627,14178269,13583093,12029209,11582287,11808956,11377342,9694602,9759282,9457205,9924152,8773653,9755599,9793220,9477976,9034514,10401714,9880829,9721328,7096036,7344598,6861000,6288145,5206583,4674450,4230524,3864114,3589866,3726771,3918170,3249713,2742111,2198565,
短期借款(万元),89495,126103,145675,258410,447284,3239195,3213914,302443,473115,1444542,918000,392093,525576,1034661,823859,607088,1091469,1831355,1563464,887217,1112771,1144493,1082848,508209,865051,980665,882510,586943,690897,620015,650996,511051,265005,264624,218212,189704,221556,471196,530844,361111,358653,430871,460832,330533,185892,
向中央银行借款(万元),1746,3037,--,--,--,--,--,--,8073,4574,--,--,--,--,--,--,3000,3000,20000,8971,30000,10450,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
吸收存款及同业存放(万元),12775,10307,8165,10893,15814,11002,7084,3671,5556,7252,3275,5200,7651,2120,21,749,17,28,666,6,5,15,--,62,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,7335,12614,12573,1126,1170,723,3458,2207,1154,293,230,485,1615,1653,700,756,184,0,1763,87,0,39,918,2213,2086,2093,0,0,0,
衍生金融负债(万元),98785,67841,12661,9043,14677,4373,15640,8984,37622,46318,12695,3338,16597,15557,10368,7496,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
应付票据(万元),--,2434535,2606859,2520779,2302947,2203431,2028402,1848494,2154759,1945135,2163246,1707852,2373433,2278799,1852264,1264850,686806,575929,657611,630848,644122,820582,896625,924339,1145369,1334359,1014936,1064479,2029434,1892192,1248085,914912,1251938,1053303,752255,461964,396831,525156,518264,452194,499751,511083,448241,446412,284527,
应付账款(万元),--,3599589,3601884,3514478,3258874,3229881,3239035,2535696,2132107,2167989,1948418,1744868,1712004,1927084,2072016,2013745,1833044,1886981,2125459,1750810,1649317,1593098,1804453,1577360,1708549,1775548,1905309,1769812,1719663,1942084,2372941,1606029,1324596,1333618,1543254,1396963,1182042,992189,859592,780921,899975,1073904,789647,727458,669532,
预收账款(万元),1321002,1100922,1453497,1740906,1778278,1417059,1183175,1025238,661240,408980,450124,561636,364965,286819,417881,399254,581632,417593,383069,498335,433122,272437,513646,357015,298030,317272,787985,603197,463702,415438,514164,419801,446856,381982,405504,325163,299330,110917,182618,136949,100389,75317,86649,152641,56946,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,66292,113241,65178,51170,13181,21015,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
应付职工薪酬(万元),454253,390138,388456,524750,418152,378959,335179,315439,214115,190373,132773,222933,166789,148634,120835,219978,160152,139457,110009,196884,137318,106204,92840,133010,90170,76636,80324,108556,78912,81269,77537,117196,68021,65235,57232,81653,56332,51342,49655,61157,56059,49382,44085,52467,21025,
应交税费(万元),422737,435558,385045,354415,281313,361476,357109,236445,279808,271047,340906,160718,254898,412494,490810,328015,238709,279234,262029,102802,195955,179067,155806,91764,12287,-49393,-83900,-107073,-9622,18474,87016,-40701,137045,146880,97937,35450,49790,86691,18961,6454,18006,-5850,4070,-36123,-1068,
应付利息(万元),--,9068,4925,9480,6617,3556,9711,2134,4875,5497,1236,934,674,3969,2527,2291,5179,8879,4354,6982,15617,13356,12397,19014,26585,16818,560,21665,674,477,362,391,0,0,155,130,0,0,0,0,0,35125,0,0,0,
应付股利(万元),--,4286,1466,9532,17600,27784,1444,10564,19669,31614,1231,11885,19470,29280,1170,9380,25666,29271,1076,9405,17747,30121,1217,7291,14336,24257,59,484,6593,16913,5579,4013,3034,13422,1011,366,10017,19591,28277,29838,30068,0,55004,5670,5637,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
其他应付款(万元),403281,344468,296087,317041,266805,226209,196515,157142,222927,163879,148925,113931,100907,112080,139676,122355,152768,136149,185446,148778,163941,167742,232999,246932,479866,496858,225856,152961,231527,135013,144154,114976,82226,53113,55547,75455,49137,45960,47482,43463,46043,39582,28734,21154,22810,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200000,200000,200000,--,200000,200000,200000,200000,0,0,0,0,0,0,0,0,0,
一年内到期的非流动负债(万元),700261,672655,10631,13661,11106,7771,16289,15855,5790,10359,--,--,--,--,1706,61190,69855,27593,57648,161737,335162,328843,343190,394483,251817,36381,75625,77522,145056,208523,20000,26388,20000,4750,18650,18072,0,0,0,0,17092,24000,0,0,0,
其他流动负债(万元),3245454,3219116,2980650,2625799,2672382,2660452,2737904,2456297,2300038,2532807,2381644,2209818,2379446,2597810,2549701,2277894,2180459,2066699,1615217,1260838,1106851,998348,1026943,819330,1071573,1028197,855182,947889,889819,880279,848521,556114,929068,897182,736592,482724,589021,473219,379331,512878,531292,562336,409657,142690,236839,
流动负债合计(万元),12332055,12417623,11896001,11909186,11491849,13771149,13341400,8918400,8519694,9296657,8615714,7200385,7973580,8862488,8503851,7314285,7036090,7414782,6998621,5664738,5843097,5665478,6166423,5081016,5964786,6037892,5744675,5226920,6448269,6412329,6170055,4230926,4727973,4414110,4088113,3267730,2854057,2776301,2615942,2387176,2559414,2797843,2326918,1842902,1482140,
长期借款(万元),3269284,3027619,3271734,3298633,3307513,403671,404029,225435,211028,208404,8686,9006,742,1058,1461,1921,2291,68249,81496,71146,75357,140020,218090,238847,291651,249371,293967,331322,549256,186397,270658,227149,257189,271881,265001,260338,211780,155413,68568,70571,19500,16500,40500,40500,2000,
应付债券(万元),--,--,438563,455305,462110,471314,479617,481877,461741,459930,--,--,--,15850,15576,15303,16093,15819,15545,15272,16064,15790,15517,114925,264324,448524,439934,447848,464820,459295,456125,357881,204788,202442,150249,0,0,0,0,0,0,0,0,0,0,
长期应付款(万元),29673,30918,26259,24804,45616,55478,46899,36688,41696,53188,--,--,--,--,--,--,--,--,--,--,--,--,--,--,225,225,695,--,--,--,0,--,0,0,5544,0,0,0,0,0,707,718,0,0,100,
专项应付款(万元),--,250,250,250,250,250,250,241,50,50,50,50,11631,11631,84739,85183,85634,72042,88278,5207,207,255,866,1259,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,1451,
预计非流动负债(万元),26672,27522,32702,33074,64529,65439,34130,32522,30264,21922,3835,3889,2394,2598,2443,2557,2699,2603,2396,3347,2688,2758,2412,2461,3314,1970,1935,2184,2891,3355,2654,1992,5842,5520,5091,1121,839,1181,1854,1854,780,780,0,0,0,
长期递延收益(万元),56886,55946,56351,53644,64785,58951,50088,50232,47077,44025,47618,47935,36932,37149,34374,34224,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,--,--,0,--,0,0,0,0,0,
递延所得税负债(万元),408723,401451,398829,397282,438143,451987,460847,183197,167577,168755,2394,4046,2286,2553,2775,2592,6631,5300,6253,12380,14442,10809,9201,8616,5247,2996,3799,4416,6667,4992,5521,7534,9761,8492,10591,8695,5389,6067,5525,5516,5999,6071,0,0,101,
其他非流动负债(万元),103761,101513,100347,99406,85593,85414,88517,88815,86740,82321,15719,15719,--,--,--,--,15366,14351,14264,14456,8073,11634,11540,9979,10677,7528,12071,7267,10325,8277,8476,15737,11482,11121,6247,10585,9761,9564,10645,9734,4677,3889,3926,1743,0,
非流动负债合计(万元),4134732,3888297,4569939,4608983,4701105,1831011,1807013,1244002,1184731,1187705,78302,80646,53984,70839,141369,141778,128715,178364,208233,121808,116832,181267,257626,376088,575438,710613,752402,793037,1033958,662316,743434,610293,489061,499455,442721,280739,227770,172224,86592,87676,31664,27958,44426,42243,3652,
负债合计(万元),16466787,16305920,16465939,16518169,16192955,15602160,15148413,10162402,9704426,10484362,8694016,7281031,8027564,8933326,8645219,7456063,7164805,7593145,7206854,5786546,5959929,5846745,6424049,5457104,6540224,6748505,6497077,6019957,7482228,7074645,6913489,4841219,5217034,4913565,4530834,3548469,3081826,2948525,2702533,2474852,2591078,2825800,2371344,1885146,1485791,
实收资本(或股本)(万元),664466,662691,658402,656105,654816,651964,646568,645877,645055,642493,426739,426684,426571,429012,421581,421581,421581,421581,168632,168632,168632,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,50000,
资本公积(万元),1771210,1732316,1606071,1591150,1542556,1473431,1383462,1359657,1335842,1283200,1462908,1451119,1456093,1531174,1305839,1302488,1300537,1276085,1532682,1562079,1599414,301838,300569,303731,284583,242336,242759,247050,326139,328715,341828,217111,202797,173765,173956,179666,124774,25774,27696,26256,60104,58189,60245,60638,41810,
减:库存股(万元),271817,91817,52009,36684,36684,36684,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
盈余公积(万元),388223,388223,388223,388223,280447,280447,280447,280447,184652,184652,184652,184652,118979,118979,118979,118979,56954,56954,56954,56954,6644,6644,6644,6644,--,24025,24025,24025,26156,26156,12593,12593,3111,3111,2191,2191,0,0,0,0,0,0,0,0,0,
一般风险准备(万元),36695,36695,36695,36695,14860,14860,14860,14860,11862,11862,11862,11862,4052,4052,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
未分配利润(万元),5762869,5266530,5288347,4762724,4663789,4245104,4245798,3810539,3721695,3390545,3343708,2952983,2857004,2588211,2515645,2181432,2088530,1854248,1784384,1530499,1450867,1313747,1151217,1049064,1018190,955212,843113,900375,831235,786681,820396,768390,720372,649389,528341,489297,503676,484596,430332,390816,334916,319777,262217,241118,180600,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,0,0,0,0,0,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-43657,-36116,-30496,-33422,-30382,-31257,-31196,-28086,-23534,-30268,-24688,-22021,-113,7401,4300,5191,4439,2485,3683,3791,1930,461,-361,632,-8180,-8149,2804,2917,0,
