报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
应收利息(万元),179,--,296,464,180,380,290,611,11,144,125,315,24,26,441,--,81,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
其他应收款(万元),--,51265,46622,41331,36020,37922,32252,44843,26343,20583,16644,14242,10840,15180,11464,14400,8119,17724,15767,20007,12395,22950,32043,22416,9779,21083,18587,18130,6104,16683,13756,10553,8250,14642,8061,10801,11980,5060,4771,3701,3835,8244,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
存货(万元),484378,373568,385829,384714,338385,236472,314867,273272,205736,167795,212753,170746,163455,159451,162697,228247,196025,126788,192031,159757,141877,116466,174178,177938,129082,117063,116231,112201,78715,82312,84594,82566,56047,39581,44222,36640,32117,29923,33093,20628,24765,12868,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
一年内到期的非流动资产(万元),90,--,0,--,--,--,--,--,--,--,--,--,--,0,14,50,50,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
其他流动资产(万元),62875,79837,20710,57960,21498,72005,86439,70401,31543,36946,34476,45376,12548,18642,69794,17471,17925,13337,26733,44594,4782,4741,3460,5789,4772,727,743,1127,261,273,367,345,179,107,138,93,120,91,142,91,29,318,
流动资产合计(万元),929223,1029598,931434,834076,688670,714988,724024,691615,531368,520618,546212,446803,377142,434118,481410,483076,391803,407344,461266,425848,382973,363743,441698,416313,316104,346028,327772,316441,249891,261746,284986,289052,237600,226834,220896,229448,236147,97357,101071,67798,66380,36897,
发放贷款及垫款(万元),16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
可供出售金融资产(万元),32342,32342,29492,28992,28372,28203,29658,30433,30433,27733,27583,27585,24585,19085,10835,5335,5215,5115,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
长期应收款(万元),1752,1305,1261,1165,1053,1121,826,978,998,883,946,933,870,697,709,691,1042,1279,1278,1253,1275,975,852,738,780,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
长期股权投资(万元),3861,3739,3624,3439,3255,1689,1471,1442,1466,1406,1287,1069,190,231,214,126,139,99,4549,4579,4638,4680,4740,380,393,437,479,557,582,689,290,201,159,110,27,0,5,43,43,45,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
投资性房地产(万元),4640,7705,7706,7783,7831,7795,7776,7828,7880,7931,8112,8196,7806,508,514,521,527,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
固定资产原值(万元),686473,--,605403,--,570223,--,501148,--,470203,--,429933,--,405209,--,372210,--,351543,--,334108,--,320977,--,282136,--,257662,--,173977,--,142813,--,99418,--,82321,--,65007,0,54168,--,51360,46127,0,0,
累计折旧(万元),231424,--,212076,--,194068,--,173354,--,158837,--,143787,--,127620,--,112372,--,95150,--,83344,--,69785,--,58125,--,47719,--,36660,--,29273,--,24052,--,19890,--,16259,0,13187,--,10949,8849,0,0,
固定资产净值(万元),455050,--,393327,--,376155,--,327794,--,311366,--,286146,--,277589,--,259838,--,256394,--,250765,--,251193,--,224011,--,209943,--,137317,--,113540,--,75366,--,62431,--,48748,0,40980,--,40411,37278,0,0,
固定资产减值准备(万元),98,--,69,--,69,--,69,--,69,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,0,1,--,1,1,0,0,
固定资产(万元),454951,417339,393258,378822,376086,347979,327725,313890,311297,285008,286146,281326,277589,271692,259838,254868,256394,255054,250765,249144,251193,234941,224011,214304,209943,170918,137317,118479,113540,94883,75366,63856,62431,57113,48748,41560,40979,40524,40411,37277,25343,15652,
在建工程(万元),--,64002,60958,40381,33197,24954,27998,27247,20925,29724,19025,18164,19340,23983,30403,13613,12572,13750,19578,20394,19487,24700,21049,21176,19889,33629,33140,28939,19596,15455,16106,12581,6460,2425,5576,6962,3119,2835,1833,287,1420,2009,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,--,25,25,25,25,25,25,25,--,--,--,--,--,0,--,--,--,37,37,0,1,15,0,0,--,0,--,0,0,
固定资产清理(万元),597,--,--,--,--,410,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
生产性生物资产(万元),5683,5225,5643,2489,1712,1420,1693,1936,1919,1791,1751,2203,2230,1733,2121,1474,1368,1268,1122,862,1245,897,1462,1654,2105,2105,2504,2571,2304,1969,1884,1395,1166,380,430,370,0,--,0,--,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
无形资产(万元),92877,88945,88285,88885,84600,69431,61714,61269,60625,60870,61407,56831,54518,52813,50601,48040,46457,45841,45424,45655,46090,44724,40574,38673,37681,29548,24110,23775,23679,20209,16225,14387,14463,14118,14054,13201,12910,12416,12554,11797,8409,3676,
开发支出(万元),278,819,597,791,694,1229,1145,1376,1162,1469,1248,1477,2564,3296,2739,2241,2479,4265,4074,3667,3227,1507,2093,2965,3094,2168,1823,2378,2096,669,643,827,648,354,43,0,0,--,0,--,0,0,
商誉(万元),38061,38597,38348,29289,29454,17955,18052,18141,18168,17952,17919,17798,17019,14503,14328,7207,7191,7193,7193,7214,7175,7163,6733,5352,5324,7534,7515,7258,1373,1373,1373,1373,1373,1037,1037,537,354,354,354,354,354,63,
长期待摊费用(万元),23114,22335,20622,20338,19550,14748,14700,13718,13450,10975,10934,10965,10902,10533,11075,11104,11273,10870,11078,11143,9967,10324,8727,8973,8818,7324,6325,6529,5777,4040,3989,3776,2536,681,356,240,0,--,0,--,0,233,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
递延所得税资产(万元),45650,37933,36790,34994,28979,21824,23615,25096,21758,19974,15164,13996,11898,14030,12649,14025,12758,11106,12262,10861,9386,7766,7154,6466,5734,5937,5174,3539,3681,3665,3365,2062,2129,2204,2311,2096,1643,1359,1674,1027,1007,494,
其他非流动资产(万元),31121,25231,26886,24256,12591,16222,12574,12328,7341,12600,17579,14312,11815,13341,19242,21674,17336,13467,5488,4579,2476,7810,10120,9836,4059,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,49,
非流动资产合计(万元),807344,745517,713469,661625,627375,554980,528946,515680,497421,478316,469099,454855,441324,426445,415294,380943,374775,369331,362835,359377,356184,345486,327515,310515,297820,259600,218388,194026,172628,142954,119278,100496,91366,78423,72597,64968,59010,57531,56868,50787,36533,22176,
资产总计(万元),1736566,1775115,1644904,1495700,1316046,1269967,1252970,1207296,1028789,998935,1015312,901658,818467,860563,896704,864019,766578,776675,824101,785225,739156,709229,769213,726828,613924,605628,546160,510468,422519,404699,404264,389548,328966,305257,293493,294416,295157,154888,157939,118585,102912,59073,
短期借款(万元),271595,413622,330350,312890,230390,246735,223604,212143,160862,68597,45210,24011,16223,24225,43841,66650,41714,73510,65314,80319,107449,147935,158541,126083,116120,81150,19630,12914,8193,48661,43811,49126,57119,20309,6633,15707,44229,38646,45184,40647,33290,7180,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
交易性金融负债(万元),4627,1887,2623,4492,1877,2277,2312,1594,177,21,5198,381,273,1570,1814,798,351,5695,2259,789,198,890,757,854,8,726,971,213,93,778,421,23,13,6,89,1304,1565,66,99,171,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1600,2600,--,--,--,--,--,13603,--,--,3000,3000,18,45,--,--,--,--,--,--,--,0,0,2549,2858,1295,3366,66,1636,
应付账款(万元),--,--,149055,117560,122819,141629,125908,90832,93914,106043,103807,67019,65777,93378,76483,65046,83700,83793,88861,60176,60398,78804,71525,59674,61130,90077,64813,33903,31224,50668,39509,25455,21175,38020,26887,17579,13352,20858,21339,10263,14610,8054,
预收账款(万元),130726,128796,207234,237311,118739,98599,205960,221787,115808,82649,180576,158495,70644,56249,137334,142310,45477,34512,123153,125083,35517,33295,111965,128954,31284,24298,90613,110939,25145,28910,72007,79554,11985,11113,41418,45015,8728,13222,23040,6908,5911,1761,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
应付职工薪酬(万元),59660,45902,33941,28711,53205,44248,32536,19606,38536,32323,24628,17472,34692,32566,25468,16836,28835,21064,15738,6229,17190,12211,8846,6369,6460,9173,5663,3093,12350,9536,5547,2274,7169,3568,2250,1313,1270,1441,1241,866,549,502,
应交税费(万元),11859,22158,12317,7850,7598,12662,9338,5622,4468,12596,13802,4998,5890,11316,8467,4470,6545,8475,7201,3628,4229,7170,2623,1375,1736,2720,1142,-1208,1941,4067,1307,-568,196,2790,1410,-29,-111,1289,-237,-1006,-42,-129,
应付利息(万元),2514,--,1777,1388,519,447,323,693,323,4942,3656,2114,702,5767,4130,2717,1204,5367,3716,2214,893,5113,3615,2335,967,5291,3566,2274,831,262,165,128,84,10,10,15,76,20,29,66,0,0,
应付股利(万元),625,--,3926,888,888,1183,413,239,239,281,374,128,128,128,542,--,--,4108,3943,--,--,--,686,--,209,459,701,--,--,--,846,--,--,--,0,0,0,--,0,--,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
其他应付款(万元),--,46861,50441,52465,55015,40758,40890,44995,12941,12766,16801,16802,17080,4227,6105,4512,3673,7577,6548,5605,5079,5810,16159,7630,5758,4810,4379,4297,2372,4070,4055,3142,2229,2429,1710,4065,4093,7289,8014,6244,5808,10096,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,59,32,28,15,159,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
一年内到期的非流动负债(万元),3135,2303,2245,--,--,--,--,--,--,79946,79865,79786,79709,3248,3248,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,60,58,55,1200,1050,
其他流动负债(万元),16052,20119,16656,10983,9792,11561,8982,7149,6404,7614,6190,5375,4340,25599,24332,23713,23021,4912,3891,2684,2573,4161,3470,2670,2148,3236,3141,1807,1564,2951,2561,1762,1112,2009,1647,1135,734,1669,1424,685,625,416,
流动负债合计(万元),695111,861896,810565,774538,600842,600100,650266,604661,433672,407777,480108,376580,295458,259873,334364,327052,234520,249013,320622,286725,247130,295389,378188,338944,228821,221960,194664,168233,83712,149902,170230,160896,101080,80255,82055,86104,76487,87476,101518,68294,62031,30724,
长期借款(万元),184291,84396,83083,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,9200,9389,9404,1434,1900,2317,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,79633,79558,79485,79415,79345,79275,79205,79135,79056,78995,78935,78874,78814,78753,78692,78632,--,--,--,--,--,0,0,0,--,0,--,0,0,
长期应付款(万元),--,8285,8213,10315,10157,204,--,239,239,243,243,202,202,5073,4994,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
长期递延收益(万元),6837,6790,7230,6966,7542,7989,7376,7372,7494,7188,7368,7592,7210,5313,5034,5031,4600,--,--,4656,4409,4128,3731,3098,2316,--,--,1666,1671,60,59,123,128,103,110,111,119,--,--,--,--,--,
递延所得税负债(万元),9883,7922,7026,6464,6566,3566,1788,1930,2260,1671,1118,1158,1118,171,302,259,196,522,17,210,186,177,151,108,19,69,101,203,20,67,208,34,14,20,11,37,169,13,7,--,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4642,4632,--,--,--,--,--,--,1699,1663,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
非流动负债合计(万元),219063,112826,109525,26287,31511,16043,12197,12787,14306,10429,10055,10279,13289,92255,91904,86452,91901,84508,83924,84071,83729,83362,82877,82211,81209,80581,80516,80562,80323,127,267,157,142,123,121,148,9488,9401,9411,1434,1900,2317,
负债合计(万元),914174,974722,920090,800825,632353,616143,662463,617448,447978,418206,490163,386858,308747,352128,426268,413504,326421,333521,404545,370796,330859,378751,461065,421155,310031,302541,275180,248795,164035,150030,170497,161053,101222,80378,82176,86252,85974,96877,110929,69728,63931,33040,
实收资本(或股本)(万元),158121,158194,158151,157955,157524,157597,157597,158181,154143,154174,154151,153736,153736,153736,153736,108439,107000,107000,107000,106822,106366,98871,98871,76054,76054,76054,75712,58240,58240,58240,58240,29120,29120,29120,29120,22400,22400,16800,16800,16800,16800,15600,
资本公积(万元),201078,198949,196885,191279,184929,180887,178874,178535,151286,148034,143670,140097,139398,143509,141407,171149,163700,163396,163026,161420,157287,85149,84316,106645,106152,106298,101713,118424,117009,116410,117384,145882,145882,145882,145882,152888,152888,7388,7388,7388,7388,927,
减:库存股(万元),25104,26043,26043,34752,30254,30740,30740,34221,4089,4232,4232,8119,8119,8119,8119,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
盈余公积(万元),51873,38196,38196,38196,38196,29664,29664,29664,29664,19171,19171,19171,19171,19021,18366,18366,18366,16960,14048,14048,14048,9821,9821,9821,9821,6722,6722,6722,6722,4614,4614,4614,4614,3039,3039,3039,3039,1748,2599,1748,569,387,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
未分配利润(万元),387866,384920,317857,307407,297352,300097,237033,238222,232441,245351,195807,199788,195867,191062,157463,146393,145138,146641,126586,119968,119151,124557,102981,101314,100750,100031,75372,67703,67351,66235,46069,41070,40873,40735,27643,25197,25821,27052,15931,17477,10631,8125,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-859,-738,-959,-700,-585,-213,-183,83,6,-92,-49,-39,-27,-21,-16,-6,0,0,0,--,0,--,0,0,
归属于母公司股东权益合计(万元),774594,754609,684903,657936,647469,634956,573572,572029,564959,563386,509431,504589,500061,498099,461660,443616,433212,433123,409800,401520,395892,317697,295404,293621,292595,289190,259525,250996,249273,245460,226281,220665,220473,218769,205683,203523,204148,52987,42718,43412,35388,25039,
少数股东权益(万元),47799,45784,39911,36939,36223,18868,16935,17819,15852,17343,15718,10211,9659,10336,8776,6899,6944,10031,9755,12909,12406,12781,12744,12052,11299,13898,11455,10676,9211,9210,7486,7830,7272,6110,5634,4640,5035,5023,4291,5445,3593,994,
所有者权益(或股东权益)合计(万元),822393,800393,724814,694875,683693,653824,590507,589848,580811,580729,525149,514800,509720,508435,470436,450515,440157,443154,419555,414429,408298,330479,308148,305673,303893,303087,270980,261673,258484,254670,233767,228495,227744,224879,211317,208163,209182,58011,47010,48857,38981,26032,
负债和所有者权益(或股东权益)总计(万元),1736566,1775115,1644904,1495700,1316046,1269967,1252970,1207296,1028789,998935,1015312,901658,818467,860563,896704,864019,766578,776675,824101,785225,739156,709229,769213,726828,613924,605628,546160,510468,422519,404699,404264,389548,328966,305257,293493,294416,295157,154888,157939,118585,102912,59073,		
  
