报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),10464,8173,5633,6020,3548,6282,9912,8394,7940,10839,10581,9568,7252,9497,9556,9033,11368,10549,11392,9341,7255,9004,5291,7376,8534,6743,4101,2815,
预收账款(万元),2778,2451,4611,3309,2561,1261,2700,689,637,461,1621,1734,2922,376,565,294,1097,796,669,397,356,189,295,3005,5203,4726,7220,904,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),161,361,73,190,181,309,388,122,125,124,29,131,130,121,11,128,120,120,5,86,92,79,2,71,74,105,24,62,
应交税费(万元),1781,1295,1371,683,1332,2075,3213,-128,-131,-126,534,-251,-399,-223,-973,-546,-362,-257,-473,44,-506,-267,-228,140,126,75,107,-17,
应付利息(万元),23,513,499,479,318,1,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),21919,17362,23637,24656,32118,73149,54055,14847,4547,4786,4260,3816,4118,102,171,146,140,132,113,91,141,141,233,52,171,155,385,809,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,2000,6000,6000,6000,6000,6000,6000,6000,3900,3900,4700,5200,1300,1300,1500,4000,1500,5000,--,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68,--,--,--,--,--,
流动负债合计(万元),40046,59074,64744,61477,66258,83487,72272,33925,23118,22084,23025,20998,20023,18872,16230,17955,19063,18540,13006,11259,10838,15145,9159,17644,14108,12303,13417,5073,
长期借款(万元),9000,10000,10000,10000,10000,--,--,--,--,--,--,--,--,--,5500,6000,6000,6000,4700,3534,1500,1500,7500,4000,7000,5500,3000,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),21,21,21,21,--,--,250,250,250,250,254,259,264,270,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),52,49,56,56,56,56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,55,60,35,41,46,51,57,62,--,84,90,106,115,200,
非流动负债合计(万元),9073,10070,10076,10076,10056,56,250,250,250,250,254,259,264,270,5555,6060,6035,6041,4746,3585,1557,1562,7500,4084,7090,5606,3115,200,
负债合计(万元),49119,69144,74820,71553,76314,83543,72522,34175,23368,22334,23279,21257,20287,19141,21785,24015,25099,24581,17752,14844,12395,16708,16659,21728,21198,17909,16531,5273,
实收资本(或股本)(万元),35437,33775,33775,33775,24125,24125,24125,24125,24125,24125,24125,24125,24125,24125,24125,16083,16083,16083,16083,16083,10052,10052,10052,7539,7539,7539,3185,3185,
资本公积(万元),19945,24279,23861,23861,33511,33511,33958,33511,33511,33511,33511,33511,33511,33511,33511,39944,39944,39944,39942,39944,42960,42960,43079,7295,7108,7108,489,380,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),74,74,73,72,72,72,72,70,70,70,70,68,68,68,64,64,64,64,59,58,58,58,64,56,43,24,19,9,
盈余公积(万元),2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2571,2299,2299,2299,2299,1795,1795,1223,1223,718,484,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),3978,1465,4017,3544,5000,5227,3458,-779,1717,2754,5473,7161,7809,9289,11410,14352,12635,13312,13179,12526,13978,14930,14957,10939,9683,5470,5193,3088,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),61685,62062,64296,63865,65360,65601,64184,59499,61994,63032,65750,67436,68084,69564,71681,73015,71298,71975,71562,70910,69347,70299,69946,27624,25596,21364,9603,7146,
少数股东权益(万元),91,3206,2848,2285,1904,1792,1517,1584,1603,1633,1660,1713,1751,1755,1583,1295,1308,697,400,400,--,--,--,--,--,--,59,58,
所有者权益(或股东权益)合计(万元),61776,65269,67144,66149,67263,67393,65701,61083,63597,64665,67411,69149,69835,71319,73264,74309,72606,72672,71962,71310,69347,70299,69946,27624,25596,21364,9662,7205,
负债和所有者权益(或股东权益)总计(万元),110895,134413,141964,137702,143577,150936,138223,95258,86966,86999,90690,90406,90122,90460,95048,98325,97705,97253,89714,86154,81741,87007,86606,49352,46794,39273,26194,12478,		
  
