报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
可供出售金融资产(万元),1464,1451,1479,518,528,525,484,390,338,332,334,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),43123,71326,85975,82092,2410,31503,63131,38148,22314,37024,36103,35557,47069,29755,25104,25724,15022,--,--,2991,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2926,2690,2767,2522,2350,2229,2128,1603,1651,1668,1706,1699,5347,5055,5015,5000,--,--,--,--,--,--,--,--,--,--,--,125,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),47995,47394,47387,42325,42325,42316,42316,38503,38496,37710,840,935,969,1382,3823,4123,3349,2813,2377,2214,821,--,--,--,--,--,--,--,
固定资产原值(万元),405445,--,391261,--,362636,--,311456,--,292082,--,299770,--,236396,--,220583,--,212232,--,211227,--,190210,--,169366,--,--,157885,89061,--,
累计折旧(万元),139845,--,129492,--,112445,--,92274,--,82239,--,83422,--,71708,--,62892,--,57138,--,51372,--,46383,--,41888,--,--,31786,22783,--,
固定资产净值(万元),265601,--,261769,--,250191,--,219183,--,209843,--,216348,--,164688,--,157692,--,155094,--,159854,--,143827,--,127478,--,--,126098,66279,--,
固定资产减值准备(万元),2419,--,2460,--,2760,--,3136,--,4787,--,4871,--,584,--,584,--,584,--,584,--,369,--,645,--,--,278,--,--,
固定资产(万元),263182,257120,259309,248635,247432,238446,216047,202356,205057,200031,211477,186432,164104,162243,157107,152331,154510,156338,159270,141329,143458,141148,126833,124232,126239,125820,66279,68561,
在建工程(万元),47941,41384,32729,28010,18997,21916,21108,31745,25139,31796,27257,46247,34322,32200,29917,24418,18474,15696,13917,17766,14392,17331,28319,27496,23204,20338,44673,29791,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),70382,71583,72314,61832,48754,48468,45293,44562,42780,39733,44336,42902,40229,39128,33231,31707,31605,31807,31577,27279,27478,26903,26387,26569,26728,27114,12441,12419,
开发支出(万元),8158,6533,5529,10038,7214,6594,5585,4416,3749,3520,2633,1157,743,494,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),100990,100990,100990,100752,100752,100653,86577,86577,86577,86577,86577,35890,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),990,565,577,1561,2121,1506,163,161,164,150,156,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),6869,6819,6844,7317,7280,7336,7001,6604,6590,6332,6473,4788,4793,5199,5222,5214,5194,5120,5112,4724,4749,5072,5090,4357,4357,4672,2529,3292,
其他非流动资产(万元),14270,9482,9520,14390,28551,18117,18117,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),608289,617337,625420,599992,508712,519610,507951,455066,432855,444874,417892,355681,297576,275457,259420,248517,228153,211774,212253,196302,190898,190454,186629,182654,180528,177944,125922,114254,
资产总计(万元),1112349,1133116,1138010,1071981,1045529,1069230,987617,920687,872965,870907,837851,696412,626854,604743,615086,595912,581452,559375,554462,559953,543172,529583,532806,494303,425084,444573,345336,451341,
短期借款(万元),15001,4003,5396,4144,8370,4172,26,1967,5730,6050,5675,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,138800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),3517,--,--,--,--,--,--,--,--,--,--,--,--,--,164,49,1111,--,--,--,--,--,2,357,414,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),96163,101614,96641,77919,69906,85904,82734,55801,64066,63486,57915,25998,22034,22800,25769,30809,27716,22764,26316,30352,34819,33203,29258,11230,12800,21003,23771,2679,
应付账款(万元),162829,138007,170916,147001,146228,131266,130694,120480,94461,90184,118190,93691,96325,76044,92079,87005,101817,83837,83930,93997,91397,80185,103427,85470,89569,114760,69148,83385,
预收账款(万元),18504,23744,14468,19670,16880,31304,23836,19561,18472,19728,13643,8499,5210,4939,5673,4992,4418,9294,6574,5914,8459,9819,7388,7927,8937,6255,8064,12952,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),8999,7816,12623,9644,9645,9430,9449,7554,6268,5789,7660,6017,4748,4078,5717,5045,4567,3450,5640,5923,5218,4391,6461,4848,4090,7364,6838,6254,
应交税费(万元),13092,13689,16080,21152,15836,17769,3717,7770,6871,6425,7480,5814,3176,5282,3868,1613,18,1510,-469,2247,280,3328,649,3213,2706,3534,3848,3025,
应付利息(万元),181,--,--,214,212,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),64646,66256,65748,62756,62514,60591,58862,57271,58031,66377,54205,55851,50199,48826,47351,49498,44047,42807,51495,49861,47717,44000,45217,53545,41351,43983,40834,56638,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),1946,1284,1295,1741,99,--,--,--,--,252,1586,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),750,578,771,1008,1344,678,904,600,793,621,795,541,725,510,685,1190,1531,483,644,522,709,470,575,--,--,--,--,--,
流动负债合计(万元),385628,356991,383939,345250,331034,341113,310223,271005,254691,258913,267149,196412,182415,162477,181305,180202,185224,164144,174129,188815,188598,175398,192978,166591,159867,196898,152503,303733,
长期借款(万元),5018,6075,6155,8814,10543,10047,1120,1086,1183,1216,1284,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),3061,3095,3121,3912,3875,3686,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,5032,5100,5200,5200,5000,5000,5000,5000,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),16549,16124,16127,16341,16721,18048,12975,12333,12347,12756,12815,12156,11218,11825,12006,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),6206,5922,5922,4724,4651,4687,4687,3694,3694,3749,753,820,820,835,835,797,797,912,912,1030,1030,946,946,967,967,1169,1258,1443,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11484,11484,12497,12590,12158,10409,10747,10747,10899,10870,11108,4572,670,
非流动负债合计(万元),30834,31216,31325,38822,40889,41668,23982,22113,22225,22721,19851,17975,12037,12660,12841,12281,12281,13409,13502,13187,11438,11693,11693,11867,11837,12277,5830,2113,
负债合计(万元),416463,388207,415264,384072,371923,382781,334205,293118,276916,281634,287000,214387,194452,175137,194146,192482,197505,177553,187631,202003,200036,187091,204671,178458,171705,209175,158333,305846,
实收资本(或股本)(万元),211308,211308,211308,211308,211308,84516,84509,84461,83777,83777,83777,80358,79874,80491,80491,80419,80000,80000,80000,80000,80000,80000,80000,80000,72000,72000,72000,70500,
资本公积(万元),40017,41346,41346,41193,41193,137472,125508,123398,117109,116756,116619,70742,66281,74206,73877,72923,68899,68104,68104,69787,69503,69503,69503,69903,28794,28794,28794,13388,
减:库存股(万元),2423,2551,2551,2551,2551,2300,2300,2300,2300,--,--,--,--,9134,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),30656,30656,30656,27867,27867,27867,27867,19258,19258,19258,19258,17351,17351,17351,17351,15124,15124,15124,15124,8844,8844,8844,8844,4974,4974,4974,687,2449,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),338697,386559,365489,340452,323139,368655,357540,344120,321518,315169,294533,282307,254374,253624,237767,225495,210813,210078,195598,190505,176890,176533,162799,154688,141888,124521,84740,59158,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),634142,683348,662526,634335,616842,631341,608285,584871,555290,550934,514197,450758,417880,416538,409486,393960,374835,373306,358826,349137,335237,334880,321146,309565,247655,230289,186221,145495,
少数股东权益(万元),61745,61561,60220,53575,56763,55108,45128,42698,40759,38339,36654,31267,14522,13068,11453,9469,9112,8516,8006,8813,7899,7611,6990,6281,5724,5109,782,--,
所有者权益(或股东权益)合计(万元),695887,744909,722746,687909,673606,686449,653413,627569,596049,589273,550850,482025,432402,429605,420939,403429,383947,381822,366832,357950,343136,342492,328135,315846,253379,235398,187004,145495,
负债和所有者权益(或股东权益)总计(万元),1112349,1133116,1138010,1071981,1045529,1069230,987617,920687,872965,870907,837851,696412,626854,604743,615086,595912,581452,559375,554462,559953,543172,529583,532806,494303,425084,444573,345336,451341,		
  
