报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
其他应收款(万元),357,452,375,353,211,317,703,735,697,1467,1076,987,342,295,293,276,303,280,147,118,222,151,194,194,175,228,225,218,209,236,2406,107,190,148,141,133,109,141,138,220,477,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
存货(万元),69719,65015,71981,77928,70841,62807,70642,67138,48973,39900,40962,46732,44745,41369,55723,51427,46610,38742,45012,41429,38279,34142,39888,30786,31793,27774,28108,30957,31021,27888,22605,21841,21247,20215,20385,16880,14960,12385,12321,10550,9730,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
其他流动资产(万元),81319,87457,90385,85371,5476,6141,4378,9391,7533,13162,24186,41080,62086,63672,91267,97644,1234,701,642,797,118,120,71,360,36,56,2,13,24,43,52,10,26,46,26,7,109,193,6,6,8,
流动资产合计(万元),329597,356160,373364,371019,264539,273977,290559,264867,248828,247736,250703,243977,232688,258847,291568,285722,169535,165680,162634,151579,140049,142886,143453,128058,138177,135467,120103,129832,136144,145323,131521,121844,131186,129185,127625,117952,115790,65553,51413,53026,42715,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
可供出售金融资产(万元),12864,12864,8014,8014,8661,8661,8661,8661,8586,8586,8161,8161,100,100,100,100,100,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
长期股权投资(万元),16453,16737,17262,17207,14841,14240,12262,12377,11916,11916,12251,4641,13926,2852,2862,2862,3007,3120,3455,3662,3634,3898,3804,4042,4099,4258,4375,4439,1720,1746,1781,1816,1863,3374,3282,3202,3161,3122,3107,3181,497,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
投资性房地产(万元),10397,10494,10632,10729,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
固定资产原值(万元),--,250159,--,242427,--,218686,--,207779,--,176832,--,162349,--,145497,--,140551,--,126315,--,115921,--,100436,--,100433,--,95182,--,92099,--,75428,--,73968,--,66455,0,64157,--,63126,59153,--,--,
累计折旧(万元),--,92649,--,84164,--,78465,--,71839,--,65854,--,61044,--,58269,--,53489,--,51946,--,47745,--,43711,--,41840,--,40176,--,37301,--,34485,--,32584,--,30512,0,28344,--,26666,24476,--,--,
固定资产净值(万元),--,157510,--,158264,--,140222,--,135940,--,110978,--,101305,--,87228,--,87062,--,74369,--,68176,--,56724,--,58593,--,55006,--,54799,--,40943,--,41384,--,35943,0,35813,--,36461,34677,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
固定资产(万元),172853,157510,155946,158264,138289,140222,139056,135940,113062,110978,102138,101305,87590,87228,86473,87062,73599,74369,74607,68176,57752,56724,57861,58593,54565,55006,53479,54799,41902,40943,37246,41384,37925,35943,35082,35813,35103,36461,34677,30431,31127,
在建工程(万元),24388,42541,33428,36148,46376,45940,36832,43186,40390,42773,38166,42609,34973,34626,18967,22003,23208,20840,17730,19609,24009,20480,18828,18001,11815,8357,7881,5948,13315,12386,14390,8545,2190,2550,2893,2723,1555,2300,3572,4965,3391,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
无形资产(万元),16107,16237,16329,16509,18842,18962,19087,19250,19164,17114,17256,16882,16605,16614,15758,15864,15330,15399,14699,14800,14773,14862,14703,14599,14619,14706,14775,14878,12641,7949,8011,8074,7412,7231,7289,7346,7404,7461,7557,7859,8092,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
长期待摊费用(万元),68,12,32,53,74,94,125,136,83,94,104,118,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,170,0,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
递延所得税资产(万元),3054,3138,3269,3275,2817,2813,3017,3014,2625,2675,2653,2653,2131,2119,2203,2203,1867,1887,1878,1923,1790,1790,1691,1691,1359,1359,1361,1361,1181,1181,1181,1181,770,765,765,765,705,724,617,621,572,
其他非流动资产(万元),6776,3445,9840,3985,13623,4808,12505,4368,18730,12132,18575,4867,18091,17244,10763,3938,9256,4904,3032,1544,3035,2325,2256,383,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
非流动资产合计(万元),262962,262977,254751,254183,243523,235739,231544,226932,214557,206268,199304,181235,173417,160783,137127,134033,126367,120521,115400,109714,104993,100078,99144,97310,86457,83686,81872,81424,70759,64204,62609,60999,50161,49864,49311,49849,47929,50237,49530,47057,43679,
资产总计(万元),592559,619137,628115,625203,508061,509716,522103,491798,463385,454004,450006,425212,406105,419630,428695,419755,295902,286201,278034,261293,245042,242964,242597,225368,224635,219153,201975,211256,206904,209527,194131,182843,181346,179049,176936,167801,163719,115790,100943,100083,86394,
短期借款(万元),34800,51000,49500,52500,58500,57200,53500,35200,35200,35200,35200,30200,30200,27200,20200,22500,28500,23500,17000,18200,16200,15700,18600,23800,25200,31700,31900,29700,24700,24700,13000,7800,11100,11100,10500,13100,16100,27200,23800,17600,15100,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应付票据(万元),--,81545,78633,62669,62197,73975,66735,57911,57464,53673,46649,39864,46821,49712,46637,42245,37861,33284,26832,28014,27466,24850,22785,20426,19726,18589,15362,15140,17531,16254,15225,16525,21004,18801,16108,16225,13146,10587,11424,10986,10000,
应付账款(万元),--,95516,103761,114922,92230,85919,103714,104993,80872,77486,84702,77009,57588,71495,89397,84831,76823,80117,87245,71989,63114,67475,67853,50205,50786,47547,33968,42440,43717,46356,43635,39646,33089,37393,40107,30886,30129,26361,16848,17858,13776,
预收账款(万元),892,845,477,544,688,562,682,263,392,460,935,790,597,446,479,832,677,443,606,510,10,9,--,450,--,0,--,594,--,--,--,307,--,540,0,1202,--,803,186,152,149,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应付职工薪酬(万元),5607,4990,4304,5799,5496,4980,4514,5557,4856,4121,3597,4541,4320,3594,3267,4094,3727,2967,3018,3487,3147,2648,2331,2402,2363,1974,1661,1654,1482,1669,1407,1795,2308,1836,1401,1557,1418,1043,952,1079,1468,
应交税费(万元),744,1039,2074,2939,2315,1696,2440,1476,1227,2875,3985,2406,1175,2835,1890,2985,1298,2499,2224,1774,1812,1507,2063,1949,1313,1619,629,509,351,630,2152,1303,1421,970,838,197,759,1085,415,640,608,
应付利息(万元),--,235,157,88,88,68,75,43,41,42,47,31,44,37,42,47,47,53,39,42,47,43,47,56,115,89,75,70,82,105,89,31,145,104,72,35,143,111,56,54,43,
应付股利(万元),--,927,--,--,--,645,--,--,--,532,--,--,--,--,--,--,--,--,284,--,--,0,--,--,--,0,--,--,192,--,--,--,--,0,0,131,--,0,0,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
其他应付款(万元),2045,1098,1257,1028,1328,952,1012,1327,939,971,856,745,580,758,682,650,1035,1076,570,571,614,397,662,797,852,855,916,631,918,653,604,509,529,611,735,620,504,426,371,2730,2672,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,5000,5000,4000,4000,2700,2700,--,0,--,--,1500,1500,1500,3100,--,1500,3000,3000,3000,1500,1500,1500,1500,1500,1600,5500,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
流动负债合计(万元),210546,237197,240164,240489,222842,225996,232673,206769,180991,175361,175971,155587,141325,156077,167594,163184,153968,147938,140519,127287,112409,112630,114341,100085,101855,103873,86011,93838,88973,91867,79111,70916,72596,72856,71261,65454,63699,69116,55652,56600,43816,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3000,3000,5000,5000,7700,7700,7700,7700,7700,2120,2650,6050,9680,9680,8180,8180,8180,9680,9680,9680,9680,1500,3000,5100,9100,
应付债券(万元),82505,81606,80586,79687,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
长期递延收益(万元),14031,14190,14394,14477,13956,14103,14044,14193,13525,13563,6910,6907,4853,4758,4740,4878,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,--,
递延所得税负债(万元),--,--,1,1,2,2,4,4,5,5,7,7,8,8,10,10,11,11,13,13,17,17,17,17,21,21,21,21,24,24,24,24,29,29,29,29,33,33,35,64,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3700,3640,3776,3858,3833,3684,3851,3373,3694,3260,3209,3095,2693,2437,2365,2292,2392,2392,2278,1888,1833,1833,1797,1438,899,
非流动负债合计(万元),96537,95797,94981,94165,13958,14105,14047,14196,13530,13568,6916,6914,4862,4767,4750,4888,6712,6652,8789,8871,11550,11401,11569,11090,11415,5401,5879,9165,12397,12141,10569,10496,10601,12101,11987,11597,11546,3366,4832,6602,9999,
负债合计(万元),307083,332993,335145,334654,236800,240101,246721,220965,194520,188929,182887,162501,146187,160844,172344,168072,160680,154590,149308,136158,123959,124031,125910,111175,113270,109274,91890,103003,101370,104008,89680,81411,83197,84956,83249,77051,75244,72481,60484,63202,53815,
实收资本(或股本)(万元),73758,73757,73756,73756,73756,73756,73756,73756,73756,73756,73756,73756,73756,73756,36878,36878,28704,28704,28704,28704,28704,28704,28704,28704,28704,28704,28704,28704,28704,28704,19136,19136,19136,19136,9568,9568,9568,7168,7168,7168,7168,
资本公积(万元),113721,113719,113704,113704,113704,113704,113704,113704,113704,113704,113704,113704,113704,113704,132143,132143,28062,28062,28062,28062,28062,28062,28062,28062,28062,28062,28062,28062,27170,27170,36738,36738,36734,36734,41539,41539,41539,1727,1727,1727,1726,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
专项储备(万元),528,511,491,496,444,444,444,444,431,431,431,431,431,431,431,431,374,374,374,374,353,353,353,353,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
盈余公积(万元),14281,14281,14281,14281,13644,13644,13644,13644,12316,12316,12316,12316,11105,11105,11105,11105,9372,9372,9372,9372,7911,7911,7911,7911,6755,6755,6755,6755,6095,6095,6095,6095,5077,5077,5077,5077,4251,4251,4251,3781,3143,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
未分配利润(万元),60193,60266,66290,64034,64363,62922,68135,63782,63247,60706,62406,58149,57131,55593,71888,67367,64442,61001,58261,54471,52095,49717,47575,45136,43884,42440,42440,40691,39598,39131,38191,35326,33235,30165,34069,31262,29677,26821,24143,21204,17711,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,--,--,
归属于母公司股东权益合计(万元),281400,281454,287471,285220,265911,264469,269682,265330,263453,260913,262612,258355,256126,254589,252444,247923,130954,127512,124772,120983,117125,114747,112604,110166,107405,105961,105961,104212,101566,101099,100159,97295,94181,91111,90252,87446,85035,39968,37290,33880,29748,
少数股东权益(万元),4077,4690,5499,5328,5351,5146,5700,5504,5411,4162,4507,4356,3792,4197,3906,3760,4268,4098,3954,4152,3958,4186,4083,4027,3959,3917,4124,4041,3968,4419,4292,4137,3968,2982,3435,3304,3440,3341,3169,3000,2831,
所有者权益(或股东权益)合计(万元),285477,286144,292970,290549,271262,269615,275382,270833,268864,265075,267119,262711,259918,258786,256351,251683,135222,131611,128726,125135,121082,118933,116687,114193,111364,109879,110085,108253,105534,105519,104451,101431,98149,94093,93687,90750,88475,43309,40459,36881,32579,
负债和所有者权益(或股东权益)总计(万元),592559,619137,628115,625203,508061,509716,522103,491798,463385,454004,450006,425212,406105,419630,428695,419755,295902,286201,278034,261293,245042,242964,242597,225368,224635,219153,201975,211256,206904,209527,194131,182843,181346,179049,176936,167801,163719,115790,100943,100083,86394,		
  
