报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2012-12-31,2011-12-31,2010-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他流动资产(万元),53406,59300,67263,65167,60057,61052,63089,63000,40000,15000,9000,18000,18000,--,14000,16000,16000,--,--,--,--,--,--,--,0,--,--,--,
流动资产合计(万元),140346,141972,137794,140954,144128,131030,131298,129691,123656,125425,75442,82434,80091,76156,76010,76039,74107,79391,41200,38987,38896,36568,31283,21505,21362,18552,10194,7099,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1000,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期股权投资(万元),--,--,--,--,344,369,369,167,167,220,220,282,142,184,184,210,--,--,--,--,--,--,--,--,0,61,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
投资性房地产(万元),3803,3872,3941,4011,4080,4150,4219,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产原值(万元),33777,--,32955,--,30993,--,30338,--,32144,--,31528,--,14983,--,14268,--,13656,--,12873,12983,12989,12681,--,--,2910,--,--,--,
累计折旧(万元),9365,--,8409,--,7204,--,5983,--,6892,--,6436,--,5805,--,5144,--,4596,--,4205,4157,4010,3479,--,--,1207,--,--,--,
固定资产净值(万元),24412,--,24547,--,23789,--,24355,--,25252,--,25092,--,9178,--,9124,--,9060,--,8668,8827,8979,9203,--,--,1703,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产(万元),24412,24526,24547,23887,23789,23986,24355,29452,25252,25370,25092,9019,9178,9301,9124,9063,9060,8644,8668,8827,8979,9203,9252,6246,1703,1209,1158,1212,
在建工程(万元),28486,26794,22516,22491,20605,20298,18140,17592,18557,15251,10506,18190,14977,10321,8086,6353,4990,4217,3189,872,238,163,--,--,0,73,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
无形资产(万元),5974,6009,6017,5859,5838,5873,5933,5985,6000,5971,5975,6030,6086,6088,6139,6040,5887,5931,5945,5989,1440,1450,1389,200,142,141,104,24,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
商誉(万元),2363,2363,2363,2513,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期待摊费用(万元),2832,2843,2945,2478,2348,2391,2407,2190,1988,1916,2427,1918,1958,2121,2433,2212,2308,2153,2109,2009,2180,1755,1021,205,265,200,103,150,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
递延所得税资产(万元),500,508,407,369,504,340,285,415,419,273,250,311,331,181,173,283,206,183,143,144,130,116,110,91,79,62,62,80,
其他非流动资产(万元),4869,3497,2829,4549,3466,2752,2147,1047,4194,3137,3319,3571,2988,2021,1726,1358,--,--,--,--,--,--,--,--,0,--,--,--,
非流动资产合计(万元),73238,70412,65564,66155,60975,60160,57856,56848,56578,52137,47788,39321,35660,30218,27866,25519,22451,21127,20054,17841,12967,12687,11772,6741,2190,2745,1427,1466,
资产总计(万元),213585,212384,203358,207109,205103,191190,189154,186539,180234,177563,123230,121755,115752,106374,103876,101558,96558,100518,61255,56829,51863,49256,43055,28246,23552,21297,11621,8565,
短期借款(万元),--,--,--,--,--,--,--,--,--,--,--,1251,--,--,--,--,--,3480,5051,4067,1510,3083,6998,--,0,1822,300,1200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付账款(万元),27962,24403,20981,26080,33742,21648,23898,23340,23456,21440,20051,19513,20603,13760,13012,17201,16574,12389,12494,13426,13726,12061,9373,7334,6171,5413,4045,3666,
预收账款(万元),2221,2779,1920,3308,4652,2742,1983,1780,2210,2352,1363,1183,1058,1407,861,916,933,1811,891,796,604,1419,1677,864,344,439,420,479,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付职工薪酬(万元),5076,4609,5494,5513,5383,3958,4784,4402,3886,2695,3545,3429,2954,1856,2832,2306,1721,1870,1174,1490,1262,1378,1277,1126,671,1148,534,406,
应交税费(万元),3844,2224,1132,2373,3101,2277,1251,2076,2294,1691,835,1905,1677,1415,1424,1360,1007,797,805,999,925,1517,1322,786,800,521,531,387,
应付利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,6,1,1,3,25,--,0,--,--,--,
应付股利(万元),168,--,10,155,155,74,74,149,149,46,77,77,77,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应付款(万元),4502,4481,4312,1919,1828,1974,1793,4144,3384,3268,3392,278,275,147,171,203,360,396,270,347,163,154,65,67,108,162,180,270,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,4041,4041,4041,4041,--,--,--,--,--,--,--,--,--,0,--,--,--,
流动负债合计(万元),43771,38497,33848,39347,48860,32673,33783,35892,35380,31492,29264,31677,30686,22626,22341,21985,20595,20749,20691,21125,18191,19616,20736,10176,8094,9505,6010,6407,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期递延收益(万元),563,565,566,18,19,20,22,2850,2852,2853,2855,2856,2858,2859,2861,--,--,--,--,--,--,--,--,--,0,--,--,--,
递延所得税负债(万元),24,26,28,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2862,2870,2871,2872,47,48,51,57,63,41,41,0,0,
非流动负债合计(万元),588,591,594,18,19,20,22,2850,2852,2853,2855,2856,2858,2859,2861,2862,2870,2871,2872,47,48,51,57,63,41,41,0,0,
负债合计(万元),44359,39088,34442,39365,48879,32694,33805,38742,38232,34345,32119,34533,33543,25485,25202,24847,23465,23620,23563,21172,18239,19668,20793,10239,8135,9546,6010,6407,
实收资本(或股本)(万元),78602,52402,52428,52428,51758,25879,25879,25885,25885,12942,11526,11499,11499,8846,8846,8614,8614,8614,6460,6460,6460,6460,6460,6460,6460,6460,1000,1000,
资本公积(万元),37528,63275,62885,61843,58177,83999,83942,80994,80835,93619,45342,44472,44141,46464,46133,42078,42078,42078,6632,6632,6632,6632,6632,6632,2267,6632,388,345,
减:库存股(万元),3967,3967,3967,1374,1374,1374,1374,2910,2910,2893,2910,4041,4041,4041,4041,--,--,--,--,--,--,--,--,--,0,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
盈余公积(万元),9053,9053,9053,6958,6958,6958,6958,5336,5336,5336,5336,4085,4085,4085,4085,3082,3082,3082,3082,2271,2271,2271,1539,823,804,368,436,77,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
未分配利润(万元),48009,52535,48518,47890,40705,43035,39944,38493,32857,34213,31818,31207,26524,25535,23652,22937,19320,23125,21518,20294,18260,14225,7631,4093,5886,-1708,3787,708,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
归属于母公司股东权益合计(万元),169226,173297,168916,167744,156223,158496,155349,147797,142002,143217,91111,87222,82208,80889,78674,76711,73094,76898,37691,35657,33623,29588,22261,18007,15417,11751,5611,2130,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,27,
所有者权益(或股东权益)合计(万元),169226,173297,168916,167744,156223,158496,155349,147797,142002,143217,91111,87222,82208,80889,78674,76711,73094,76898,37691,35657,33623,29588,22261,18007,15417,11751,5611,2158,
负债和所有者权益(或股东权益)总计(万元),213585,212384,203358,207109,205103,191190,189154,186539,180234,177563,123230,121755,115752,106374,103876,101558,96558,100518,61255,56829,51863,49256,43055,28246,23552,21297,11621,8565,		
  
