报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
递延所得税资产(万元),8165,6033,4793,4635,4567,3523,3625,2813,2849,3514,2503,2880,2435,2308,2011,1691,1460,1497,1779,1857,2098,1914,1704,1566,1420,1225,909,904,809,721,761,647,670,703,593,108,0,
其他非流动资产(万元),14824,20801,35428,39127,70034,52247,9792,15043,21643,21643,21568,21647,--,1022,1022,1022,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
非流动资产合计(万元),663300,650748,612302,558473,485765,442738,408508,356695,368093,229493,199558,194632,123315,120123,111473,117060,118470,122855,124044,110507,101014,91567,79710,74062,68014,54408,42242,42646,39808,39441,39454,34264,33820,33605,31188,14789,10061,
资产总计(万元),1229975,1129264,1028106,1006292,964514,868994,814097,793929,633679,519136,433201,464318,469117,391212,287590,297214,317531,299272,283478,292782,310499,275490,252749,233283,247097,250596,250614,234688,225154,195106,191934,200456,77066,80982,61574,54825,33375,
短期借款(万元),171531,179754,129902,116071,56155,66333,20663,19757,23502,54456,45362,44118,55384,77433,37791,47252,57547,51416,51270,66709,78746,52296,28569,19846,27707,21386,14514,23397,19231,3941,--,23750,19921,23589,20739,13240,4995,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,37,30,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付票据(万元),--,90362,79416,116824,135033,106884,89506,80174,68169,61706,40506,49896,77642,61810,30939,26751,28120,31297,22655,20478,21244,20101,23606,17078,17258,33683,44418,35863,28784,21357,21488,10073,12026,16134,5478,6273,9448,
应付账款(万元),--,69106,63835,53830,58578,42385,44777,46388,64209,52177,43812,42282,34099,34330,13368,11825,30075,20929,14891,14573,20816,16206,10304,8677,11154,14507,16777,6925,11459,8582,8475,2347,4573,2737,2946,2694,2369,
预收账款(万元),35171,10333,10620,5808,10833,3429,3842,2010,3172,3257,2299,3252,2349,7208,3638,5379,4638,1131,2564,2758,925,2413,7391,8067,13697,14557,12687,6500,5015,3271,1399,649,1826,1911,873,694,456,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付职工薪酬(万元),1922,1750,2451,3012,2790,2438,2783,4415,1869,1831,1641,2370,1082,1214,1149,1179,1093,1107,1572,1540,1496,1151,799,720,498,62,54,42,25,22,16,56,65,58,51,22,8,
应交税费(万元),3976,4203,1710,5136,4467,3310,2443,2221,3923,4794,1450,1805,5201,2469,1539,694,-3094,-3483,-3404,-3366,-951,490,-814,91,536,-4721,-7376,-5714,-4397,-4560,-2346,-356,-56,196,-758,-635,-404,
应付利息(万元),--,1766,3901,2136,958,262,1628,1131,616,134,86,100,79,139,83,159,58,101,82,127,111,79,46,47,119,103,87,94,111,15,4,53,27,66,38,24,19,
应付股利(万元),--,1232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应付款(万元),9803,32810,18522,6751,3921,1585,10493,13617,20567,20060,27802,56699,835,932,932,1623,914,1929,986,1152,996,958,937,1033,1313,1429,1157,955,1124,1065,877,1522,867,896,172,39,96,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动负债(万元),39754,39754,37320,31364,2600,2700,2266,2743,147,176,10206,1235,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,2500,2600,0,2490,
其他流动负债(万元),10,--,--,--,139,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
流动负债合计(万元),490061,431069,347678,340932,275473,229327,178399,172455,186174,198592,173165,201756,176671,185535,89440,94863,119350,104427,90617,103972,123384,93693,70839,55560,72282,81006,82317,68062,61351,33693,29914,38094,39249,48124,32167,22351,19477,
长期借款(万元),79312,37014,28429,23000,41539,39691,25740,23287,27090,27475,20000,29000,10000,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,2000,2500,0,400,2600,0,
应付债券(万元),87460,88935,90414,79410,79352,39701,39682,39663,39644,39625,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
长期应付款(万元),45876,53870,57001,66634,77543,85346,88323,91288,109023,--,--,--,1291,1441,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,63730,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期递延收益(万元),--,2696,--,--,5499,1589,4168,664,7754,2391,2034,2389,3124,--,--,604,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
递延所得税负债(万元),120,120,120,120,120,121,122,122,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,48,0,
其他非流动负债(万元),--,--,--,--,46,46,46,100,188,188,188,251,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
非流动负债合计(万元),212768,182635,175963,169163,204099,166494,158081,155126,183699,69679,22222,31640,78145,1441,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2500,0,400,2648,0,
负债合计(万元),702829,613705,523641,510095,479572,395821,336480,327581,369872,268270,195386,233396,254816,186976,89440,95467,119350,104427,90617,103972,123384,93693,70839,55560,72282,81006,82317,68062,61351,33693,29914,40094,41749,48124,32567,24999,19477,
实收资本(或股本)(万元),177902,177902,177902,177902,177902,177902,177902,177902,148140,148140,82300,82300,82300,82300,41150,41150,41150,41150,41150,41150,41150,41150,20575,20575,20575,20575,20575,20575,20575,20575,20575,20575,15375,15375,15375,9657,9657,
资本公积(万元),169442,169442,169442,169442,169413,169413,169413,169413,1027,1027,66867,66867,57030,57030,98174,108017,108015,108015,108002,108002,108002,108002,128577,128577,128577,128577,128577,128995,128995,128995,128995,128995,11512,11512,11512,8232,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
盈余公积(万元),11901,11901,11901,11901,10981,10981,10981,10981,8608,8608,8608,8608,6888,6888,6888,6888,5408,5408,5408,5408,3766,3766,3766,3766,2063,2063,2063,2063,1059,1059,1059,1059,179,179,179,1223,424,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
未分配利润(万元),155626,144004,133935,125743,115428,103796,109068,101059,98551,85553,75319,68353,63307,51704,47733,43867,41837,38118,37768,34030,33704,28487,28750,24596,23598,18375,17083,13312,11464,9032,9590,7917,6386,3984,74,10714,3816,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,767,533,220,493,392,242,209,3,1,-0,-0,--,--,--,--,0,0,0,0,0,
归属于母公司股东权益合计(万元),515185,503830,493362,485314,474019,462286,467288,459205,256187,242948,232796,225903,209197,199167,193150,200367,196795,193458,192861,188811,187115,181797,181910,177723,174815,169590,168297,164945,162093,159661,160219,158546,33452,31050,27140,29826,13897,
少数股东权益(万元),11962,11729,11103,10883,10923,10887,10329,7143,7619,7918,5019,5019,5104,5069,5000,1380,1386,1386,--,--,--,--,--,--,0,0,--,1682,1710,1752,1801,1816,1865,1808,1868,0,0,
所有者权益(或股东权益)合计(万元),527147,515559,504465,496197,484942,473173,477617,466348,263806,250866,237815,230922,214300,204236,198150,201747,198181,194845,192861,188811,187115,181797,181910,177723,174815,169590,168297,166626,163803,161413,162020,160362,35317,32859,29008,29826,13897,
负债和所有者权益(或股东权益)总计(万元),1229975,1129264,1028106,1006292,964514,868994,814097,793929,633679,519136,433201,464318,469117,391212,287590,297214,317531,299272,283478,292782,310499,275490,252749,233283,247097,250596,250614,234688,225154,195106,191934,200456,77066,80982,61574,54825,33375,		
  
