报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
资产总计(万元),693766,606134,604588,587597,572023,569369,594570,632401,665572,686323,695490,625784,663028,631488,582590,596772,607691,624973,648874,613584,571523,454870,445735,445026,345820,304895,297858,300706,289542,288385,280822,298642,67841,61914,38612,30190,21752,
短期借款(万元),3000,6000,15000,22000,22000,22000,18000,18000,54500,69600,82500,86500,76000,86500,85000,103600,108000,117300,123750,116750,119630,72000,57000,53700,36000,4000,--,--,--,--,--,11000,11000,11000,2000,6300,5200,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,2524,2360,1661,1710,2000,--,1000,2000,--,898,2000,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,77,
应付账款(万元),--,21538,20525,21345,21937,20781,14362,15191,18284,20924,21748,21340,24058,20961,16761,16125,18609,17302,16303,15638,23526,15645,13530,12096,5670,4372,5106,4910,3717,4967,5837,6077,6179,7423,1255,3697,5799,
预收账款(万元),2296,2013,914,499,3023,2626,2133,1131,1818,1949,1546,1460,1935,1557,1207,1484,1283,1500,1373,1331,1398,1008,974,1733,92,109,113,73,368,502,53,29,94,286,206,1446,1802,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应付职工薪酬(万元),620,503,515,2930,497,530,468,2331,510,453,452,1974,482,442,459,1635,982,899,826,1458,799,742,753,1268,370,308,301,1059,352,275,175,557,175,165,218,89,62,
应交税费(万元),1894,1661,1531,1190,543,389,349,346,-51,111,838,1347,-407,63,818,1389,-1285,249,754,2599,355,2784,2450,2347,1935,2944,1130,3118,2386,2051,813,2456,1528,1649,1547,1759,1080,
应付利息(万元),--,7,19,30,122,114,1476,477,6691,5310,3601,1108,7108,5529,2956,647,6685,4572,2422,347,17,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他应付款(万元),65183,44262,44029,83747,98049,96599,83921,104402,116713,116622,97741,50305,31520,48929,15899,14856,27548,27929,44769,44737,55941,11362,18936,20914,1259,1418,2383,1871,2246,2073,2292,2413,2673,2329,1881,4526,4247,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
一年内到期的非流动负债(万元),7500,3000,3000,2400,2400,1800,51703,51311,101100,100719,50630,49830,--,--,--,--,--,--,--,--,--,--,--,250,--,1328,3328,5328,--,--,--,4400,3900,600,600,0,0,
其他流动负债(万元),11302,13536,13437,13407,7103,6567,5772,4932,6239,2207,2229,2518,2051,2175,2599,1805,1675,1594,4205,4074,3955,6419,7986,9660,10833,10449,9203,10510,8266,7024,6543,6177,4014,3542,2711,1324,113,
流动负债合计(万元),116219,92520,98971,147547,155675,151407,178185,198121,305804,317895,263810,218743,144408,167867,127698,141541,164497,173346,194401,187832,207620,109960,101629,101968,56159,24929,21564,26870,17334,16891,15714,33109,29563,26994,10417,19141,18380,
长期借款(万元),--,--,--,--,--,--,--,10000,10000,10000,10000,10000,10000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5328,5328,5328,7828,8328,9728,8728,0,0,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,49611,49535,99290,99216,99145,99076,99035,98960,98885,98810,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
长期应付款(万元),18000,24097,24099,25601,25500,27105,27105,28008,27890,28910,29200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,530,--,--,0,0,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,999,--,--,--,--,--,200,200,964,810,810,730,0,530,530,0,0,
预计非流动负债(万元),15982,15982,15982,15982,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
长期递延收益(万元),24088,23775,23859,24540,25500,25539,22270,22377,23485,22545,21939,21391,18896,18920,16251,10856,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1744,1536,1468,1213,1606,
递延所得税负债(万元),18179,18179,18179,18179,18179,18179,18179,21532,23471,23558,23650,23742,24500,24616,24008,24101,37375,37760,38146,25627,27288,20082,19994,20515,--,--,--,--,--,--,--,--,0,--,--,0,0,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10691,8953,8258,7468,5845,5734,5547,5587,2444,2341,2414,2292,1839,1881,1883,1884,0,--,--,0,0,
非流动负债合计(万元),76248,82033,82118,84301,69179,70823,67554,81917,84846,85012,134399,104668,152686,142751,139403,134033,147101,145674,145289,131905,34132,25816,25542,26102,2444,2341,2614,2492,8131,8019,8021,10443,10603,11795,10726,1213,1606,
负债合计(万元),192468,174553,181089,231848,224853,222229,245739,280038,390650,402908,398209,323410,297094,310618,267102,275574,311598,319019,339691,319737,241752,135776,127170,128070,58603,27271,24178,29362,25466,24910,23735,43552,40166,38789,21143,20354,19986,
实收资本(或股本)(万元),153744,153744,153744,153744,153744,153744,153744,153744,140400,140400,140400,140400,46800,46800,23400,23400,23400,23400,18000,18000,18000,18223,18223,18223,18223,18000,15000,15000,15000,15000,10000,10000,7500,7500,7500,1696,1126,
资本公积(万元),243391,236793,237126,206462,169969,169969,169969,170745,102159,102159,98869,98869,179105,165985,190441,190441,190441,190441,195841,195841,215367,217008,217008,217008,216554,211943,214943,214943,214943,214943,219943,219943,263,263,263,4030,0,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
盈余公积(万元),3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,3689,4024,4024,4024,4024,3329,3329,3329,3329,1782,1782,1782,1782,731,731,--,--,0,--,--,0,0,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
未分配利润(万元),-52055,-53851,-58791,-61167,-11384,-11755,-10383,-7453,-37860,-30689,-18704,-14499,58423,62878,65935,70761,40496,49305,51254,56391,55967,59985,59438,56852,50657,45899,41955,39619,33402,32801,27145,25148,19912,15362,9706,4110,640,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,
归属于母公司股东权益合计(万元),368403,340375,335768,302728,316017,315647,317019,320725,208388,215559,224254,228460,288017,279353,283465,288291,258362,267170,269119,274256,292664,298546,297999,295413,287217,277624,273680,271344,264076,263475,257087,255090,27675,23125,17469,9836,1766,
少数股东权益(万元),132895,91206,87731,53021,31153,31493,31813,31638,66534,67856,73027,73914,77916,41517,32024,32907,37731,38784,40064,19590,37107,20547,20565,21543,--,--,--,--,--,--,--,--,0,--,--,0,0,
所有者权益(或股东权益)合计(万元),501298,431581,423499,355749,347170,347140,348831,352364,274922,283415,297281,302374,365934,320869,315489,321198,296093,305954,309183,293846,329771,319093,318564,316956,287217,277624,273680,271344,264076,263475,257087,255090,27675,23125,17469,9836,1766,
负债和所有者权益(或股东权益)总计(万元),693766,606134,604588,587597,572023,569369,594570,632401,665572,686323,695490,625784,663028,631488,582590,596772,607691,624973,648874,613584,571523,454870,445735,445026,345820,304895,297858,300706,289542,288385,280822,298642,67841,61914,38612,30190,21752,		
  
